seqid,start,end,id,name,seqid_old,start_id,end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_x,middle_y,middle_z,middle_percent,middle_pos,center_of_mass,distance_from_com
chr13,6620,315021,gene-FILIP1,FILIP1,NC_023654.1,0,4,"[31.688420115499998, 18.9415062455, -11.065552276499997]",31.6884201155,18.9415062455,-11.065552276499997,"[30.785583898025, 18.350617639524998, -11.318155825575]",30.785583898025,18.350617639525,-11.318155825575,160820,30.785583898025,18.350617639525,-11.318155825575,78.75525,"[30.785583898025, 18.350617639524998, -11.318155825575]","[30.70389194105691, 22.06327992886179, -13.865419735772358]",4.503230871129162
chr13,111761,112188,gene-LOC103239941,LOC103239941,NC_023654.1,1,2,"[31.0450125656, 18.4256275266, -11.5647644433]",31.0450125656,18.4256275266,-11.5647644433,"[31.0424802848, 18.4236080728, -11.5666924764]",31.0424802848,18.4236080728,-11.5666924764,111974,31.0424802848,18.4236080728,-11.5666924764,12.188,"[31.0424802848, 18.4236080728, -11.5666924764]","[30.70389194105691, 22.06327992886179, -13.865419735772358]",4.318101469315943
chr13,203791,211757,gene-LOC103239940,LOC103239940,NC_023654.1,2,3,"[30.5559557628, 18.0239812358, -11.9550977314]",30.5559557628,18.0239812358,-11.9550977314,"[30.627895115599998, 18.056911086600003, -11.938093507800001]",30.6278951156,18.056911086600003,-11.9380935078,207774,30.6278951156,18.056911086600003,-11.9380935078,11.757,"[30.627895115599998, 18.056911086600003, -11.938093507800001]","[30.70389194105691, 22.06327992886179, -13.865419735772358]",4.446498983105216
chr13,315000,427549,gene-SENP6,SENP6,NC_023654.1,3,5,"[31.3329895, 18.4682935, -11.704224499999999]",31.3329895,18.4682935,-11.7042245,"[30.6441108357, 18.817971988100002, -11.3627845987]",30.6441108357,18.8179719881,-11.3627845987,371274,30.6441108357,18.8179719881,-11.3627845987,63.7745,"[30.6441108357, 18.817971988100002, -11.3627845987]","[30.70389194105691, 22.06327992886179, -13.865419735772358]",4.0986314838294975
chr13,477363,478002,gene-LOC103239946,LOC103239946,NC_023654.1,4,5,"[30.2767542755, 18.8494625301, -11.1983985849]",30.2767542755,18.8494625301,-11.1983985849,"[30.274606277, 18.8549277054, -11.1968345046]",30.274606277,18.8549277054,-11.1968345046,477682,30.274606277,18.8549277054,-11.1968345046,78.00200000000001,"[30.274606277, 18.8549277054, -11.1968345046]","[30.70389194105691, 22.06327992886179, -13.865419735772358]",4.195134956969585
chr13,527361,620418,gene-MYO6,MYO6,NC_023654.1,5,7,"[30.41473383205, 18.96799278405, -11.092450128849999]",30.41473383205,18.96799278405,-11.09245012885,"[31.1428164529, 18.7126490289, -10.9205598913]",31.1428164529,18.7126490289,-10.9205598913,573889,31.1428164529,18.7126490289,-10.9205598913,60.209,"[31.1428164529, 18.7126490289, -10.9205598913]","[30.70389194105691, 22.06327992886179, -13.865419735772358]",4.482363400981809
chr13,624694,783466,gene-IMPG1,IMPG1,NC_023654.1,6,8,"[31.0838370365, 19.174048229100002, -10.5916943463]",31.0838370365,19.1740482291,-10.5916943463,"[32.0705653235, 18.8227889949, -11.6096530857]",32.0705653235,18.8227889949,-11.6096530857,704080,32.0705653235,18.8227889949,-11.6096530857,91.733,"[32.0705653235, 18.8227889949, -11.6096530857]","[30.70389194105691, 22.06327992886179, -13.865419735772358]",4.178164765413834
chr13,1131745,1132729,gene-LOC103239948,LOC103239948,NC_023654.1,11,12,"[32.2899698265, 19.716655113, -11.3384321145]",32.2899698265,19.716655113,-11.3384321145,"[32.2984614513, 19.712687034600002, -11.3368696209]",32.2984614513,19.7126870346,-11.3368696209,1132237,32.2984614513,19.7126870346,-11.3368696209,32.729,"[32.2984614513, 19.712687034600002, -11.3368696209]","[30.70389194105691, 22.06327992886179, -13.865419735772358]",3.8028284948143414
chr13,1371514,1372572,gene-LOC103239949,LOC103239949,NC_023654.1,13,14,"[31.7052812718, 20.0463275264, -11.0304356478]",31.7052812718,20.0463275264,-11.0304356478,"[31.6980431764, 20.0462615072, -11.0230748244]",31.6980431764,20.0462615072,-11.0230748244,1372043,31.6980431764,20.0462615072,-11.0230748244,72.572,"[31.6980431764, 20.0462615072, -11.0230748244]","[30.70389194105691, 22.06327992886179, -13.865419735772358]",3.6243102222714794
chr13,1775638,1778756,gene-LOC103239953,LOC103239953,NC_023654.1,17,18,"[31.739903637799998, 19.758257450800002, -12.3464608588]",31.7399036378,19.7582574508,-12.3464608588,"[31.717526063599998, 19.7722466696, -12.3648651656]",31.7175260636,19.7722466696,-12.3648651656,1777197,31.7175260636,19.7722466696,-12.3648651656,78.756,"[31.717526063599998, 19.7722466696, -12.3648651656]","[30.70389194105691, 22.06327992886179, -13.865419735772358]",2.9202656638553517
