gene_name,gene_id,start,end,chromosome,chromosome_nc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SCGB1C1,gene-SCGB1C1,2628,4911,chr1,NC_023642.1,0.0,NA,NA,NA,NA,NA
ODF3,gene-ODF3,4916,10379,chr1,NC_023642.1,0.0,NA,NA,NA,NA,NA
BET1L,gene-BET1L,14423,18444,chr1,NC_023642.1,115.177885139455,0.102449310622916,0.243057038512715,0.421503163413047,0.673387701696281,0.82798521201583
RIC8A,gene-RIC8A,18597,25398,chr1,NC_023642.1,159.076235728442,-0.294735558565549,0.22320954170356,-1.32044336597842,0.186687032889951,0.394102210549203
SIRT3,gene-SIRT3,25740,49471,chr1,NC_023642.1,5.48512802132339,1.48100127111435,1.12553888487386,1.31581528725267,0.188236046990834,NA
LOC103234607,gene-LOC103234607,28649,29165,chr1,NC_023642.1,1.3170374363263,1.34325493992996,2.26695183038157,0.592537927770555,0.553490430808941,NA
PSMD13,gene-PSMD13,49510,67353,chr1,NC_023642.1,339.795196282435,0.0653293930703015,0.166374443513601,0.392664832955313,0.694567047837989,0.840870530955552
NLRP6,gene-NLRP6,92213,99919,chr1,NC_023642.1,0.231526669653617,2.31514387129933,5.30045305350762,0.436782261427117,0.662269264607974,NA
ATHL1,gene-ATHL1,102388,109337,chr1,NC_023642.1,4.42559692517663,2.03199588720599,1.43451097933114,1.41650772736047,0.156626903327927,NA
IFITM5,gene-IFITM5,112164,113988,chr1,NC_023642.1,0.0,NA,NA,NA,NA,NA
LOC103241759,gene-LOC103241759,124603,127671,chr1,NC_023642.1,2.05855000512726,-2.56236704813982,2.20236379925604,-1.16346220774488,0.244642022866518,NA
IFITM1,gene-IFITM1,128309,129543,chr1,NC_023642.1,4.83349839741731,-0.532373304138695,1.13506352112124,-0.469025119944658,0.639051680735549,NA
LOC103241765,gene-LOC103241765,129666,136899,chr1,NC_023642.1,0.176560492996078,1.32201276703823,5.39664851374037,0.244969218149425,0.806480265645785,NA
IFITM3,gene-IFITM3,147228,148078,chr1,NC_023642.1,NA,NA,NA,NA,NA,NA
B4GALNT4,gene-B4GALNT4,194763,206351,chr1,NC_023642.1,49.8774047658546,0.134697232719255,0.436535858315829,0.308559377547865,0.757656725887342,0.878489376286766
PKP3,gene-PKP3,214986,223958,chr1,NC_023642.1,70.20971173062,-0.648490752896067,0.325590800096378,-1.99173549346022,0.0464000871961849,0.154117843862673
SIGIRR,gene-SIGIRR,224727,234769,chr1,NC_023642.1,14.7069549247003,0.664898607973605,0.600582218560249,1.10709006598221,0.268254990089157,NA
ANO9,gene-ANO9,235246,253391,chr1,NC_023642.1,0.0925140410904046,0.0,5.39771667958253,0.0,1.0,NA
PTDSS2,gene-PTDSS2,265181,302521,chr1,NC_023642.1,0.394043139465499,1.32156716422236,4.88895589780069,0.270316851255883,0.786916502339941,NA
RNH1,gene-RNH1,305960,321021,chr1,NC_023642.1,227.702229622948,-0.196028162947115,0.208847442090317,-0.938618931527741,0.347926429318145,0.575548238675596
LOC103243628,gene-LOC103243628,309542,310479,chr1,NC_023642.1,4.29390571591069,0.26236902478403,1.18008656800823,0.222330320416121,0.824056750422794,NA
HRAS,gene-HRAS,343613,345782,chr1,NC_023642.1,86.8525291520972,-0.16802559717652,0.302710498696223,-0.555070266476412,0.578846599424092,0.767973406191469
LRRC56,gene-LRRC56,352131,370276,chr1,NC_023642.1,19.5513859828407,-0.0752252778213702,0.540607691612026,-0.13914947750199,0.889332031104289,0.948601416488973
C1H11orf35,gene-C1H11orf35,370216,374411,chr1,NC_023642.1,41.9348995951643,-0.416178818262078,0.414999409376465,-1.0028419531666,0.315937123251162,0.542737803684742
RASSF7,gene-RASSF7,374723,379582,chr1,NC_023642.1,34.9117987591447,-0.0331583864766691,0.496546143537254,-0.0667780565980397,0.946758392705864,0.977241191372966
LOC103222129,gene-LOC103222129,382280,384748,chr1,NC_023642.1,16.2587424248452,-0.317236925043346,0.69754897171626,-0.454788033394718,0.649261740133154,NA
PHRF1,gene-PHRF1,391692,429982,chr1,NC_023642.1,587.552797810046,0.105901312446898,0.149977655835343,0.706113933152582,0.48011728763886,0.69502917680055
IRF7,gene-IRF7,430412,433959,chr1,NC_023642.1,0.115025653459332,1.31240001900748,5.39728798515249,0.243159161159787,0.807882102177623,NA
CDHR5,gene-CDHR5,435562,443116,chr1,NC_023642.1,0.175300876917325,1.32201180013979,5.39664859321842,0.244969035375226,0.80648040716779,NA
SCT,gene-SCT,444487,445535,chr1,NC_023642.1,0.0,NA,NA,NA,NA,NA
DRD4,gene-DRD4,454018,459582,chr1,NC_023642.1,0.803827878775043,0.978966425626919,2.75957607698053,0.354752468610354,0.722775039780775,NA
DEAF1,gene-DEAF1,487497,510440,chr1,NC_023642.1,NA,NA,NA,NA,NA,NA
TMEM80,gene-TMEM80,510440,521231,chr1,NC_023642.1,48.9420131116816,-0.146809585474969,0.382106166164273,-0.384211505793532,0.700821691190278,0.844712279729141
