gene_name,gene_id,start,end,chromosome,chromosome_nc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SCGB1C1,gene-SCGB1C1,2628,4911,chr1,NC_023642.1,0.0,NA,NA,NA,NA,NA
ODF3,gene-ODF3,4916,10379,chr1,NC_023642.1,0.0,NA,NA,NA,NA,NA
BET1L,gene-BET1L,14423,18444,chr1,NC_023642.1,115.1778851,0.213910651,0.217484342,0.983568053,0.325327939,0.65622275
RIC8A,gene-RIC8A,18597,25398,chr1,NC_023642.1,159.0762357,-0.111243281,0.197460431,-0.56336999,0.573182968,0.826303146
SIRT3,gene-SIRT3,25740,49471,chr1,NC_023642.1,5.485128021,0.873182801,0.984558378,0.88687763,0.375144787,NA
LOC103234607,gene-LOC103234607,28649,29165,chr1,NC_023642.1,1.317037436,0.365894556,2.179466397,0.167882632,0.866675614,NA
PSMD13,gene-PSMD13,49510,67353,chr1,NC_023642.1,339.7951963,-0.350763274,0.140376471,-2.498732666,0.01246383,0.099408323
NLRP6,gene-NLRP6,92213,99919,chr1,NC_023642.1,0.23152667,0.0,5.39771668,0.0,1.0,NA
ATHL1,gene-ATHL1,102388,109337,chr1,NC_023642.1,4.425596925,0.80176436,1.059982411,0.756394023,0.44941299,NA
IFITM5,gene-IFITM5,112164,113988,chr1,NC_023642.1,0.0,NA,NA,NA,NA,NA
LOC103241759,gene-LOC103241759,124603,127671,chr1,NC_023642.1,2.058550005,0.465981128,1.583789906,0.294219029,0.768590541,NA
IFITM1,gene-IFITM1,128309,129543,chr1,NC_023642.1,4.833498397,0.544951935,1.092463087,0.498828694,0.617900071,NA
LOC103241765,gene-LOC103241765,129666,136899,chr1,NC_023642.1,0.176560493,0.942364175,5.395943022,0.174643092,0.861360086,NA
IFITM3,gene-IFITM3,147228,148078,chr1,NC_023642.1,NA,NA,NA,NA,NA,NA
B4GALNT4,gene-B4GALNT4,194763,206351,chr1,NC_023642.1,49.87740477,1.579826386,0.408058331,3.871569986,0.000108137,0.00272374
PKP3,gene-PKP3,214986,223958,chr1,NC_023642.1,70.20971173,0.279866745,0.296224076,0.944780548,0.344770925,0.67220463
SIGIRR,gene-SIGIRR,224727,234769,chr1,NC_023642.1,14.70695492,1.648362636,0.751602783,2.193130033,0.028298012,NA
ANO9,gene-ANO9,235246,253391,chr1,NC_023642.1,0.092514041,0.0,5.39771668,0.0,1.0,NA
PTDSS2,gene-PTDSS2,265181,302521,chr1,NC_023642.1,0.394043139,0.0,4.890104404,0.0,1.0,NA
RNH1,gene-RNH1,305960,321021,chr1,NC_023642.1,227.7022296,0.246155485,0.182185963,1.351122122,0.176656316,0.500033407
LOC103243628,gene-LOC103243628,309542,310479,chr1,NC_023642.1,4.293905716,1.442037842,1.300690398,1.108671091,0.267572098,NA
HRAS,gene-HRAS,343613,345782,chr1,NC_023642.1,86.85252915,-0.265404876,0.254252705,-1.043862545,0.296548989,0.630181896
LRRC56,gene-LRRC56,352131,370276,chr1,NC_023642.1,19.55138598,0.250165345,0.597975004,0.418354183,0.67568818,0.879917395
C1H11orf35,gene-C1H11orf35,370216,374411,chr1,NC_023642.1,41.9348996,0.146370316,0.39773172,0.368012679,0.71286378,0.896632334
RASSF7,gene-RASSF7,374723,379582,chr1,NC_023642.1,34.91179876,0.584829525,0.465280651,1.256939275,0.208775625,0.538758116
LOC103222129,gene-LOC103222129,382280,384748,chr1,NC_023642.1,16.25874242,-0.410693711,0.589493952,-0.696688592,0.4859977,NA
PHRF1,gene-PHRF1,391692,429982,chr1,NC_023642.1,587.5527978,-0.16629714,0.151551297,-1.09729935,0.272510555,0.607496863
IRF7,gene-IRF7,430412,433959,chr1,NC_023642.1,0.115025653,0.0,5.39771668,0.0,1.0,NA
CDHR5,gene-CDHR5,435562,443116,chr1,NC_023642.1,0.175300877,0.926322566,5.397003181,0.171636468,0.863723335,NA
SCT,gene-SCT,444487,445535,chr1,NC_023642.1,0.0,NA,NA,NA,NA,NA
DRD4,gene-DRD4,454018,459582,chr1,NC_023642.1,0.803827879,-0.143106676,2.67448739,-0.053508077,0.957327096,NA
DEAF1,gene-DEAF1,487497,510440,chr1,NC_023642.1,NA,NA,NA,NA,NA,NA
TMEM80,gene-TMEM80,510440,521231,chr1,NC_023642.1,48.94201311,0.128925121,0.353816133,0.364384517,0.715570896,0.89725426
EPS8L2,gene-EPS8L2,523811,540781,chr1,NC_023642.1,33.32314389,0.402836356,0.442970695,0.909397303,0.363140445,0.689434622
TALDO1,gene-TALDO1,553475,569935,chr1,NC_023642.1,419.3799702,-0.171684948,0.136201156,-1.260524894,0.207480074,0.537769373
PDDC1,gene-PDDC1,575986,583503,chr1,NC_023642.1,130.1490765,0.213678283,0.21616047,0.988516922,0.322899551,0.653646733
CEND1,gene-CEND1,590581,593599,chr1,NC_023642.1,105.954563,-0.680823083,0.260817429,-2.610343512,0.009045134,0.079096255
