gene_name,gene_id,start,end,chromosome,chromosome_nc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SCGB1C1,gene-SCGB1C1,2628,4911,chr1,NC_023642.1,0.0,NA,NA,NA,NA,NA
ODF3,gene-ODF3,4916,10379,chr1,NC_023642.1,0.0,NA,NA,NA,NA,NA
BET1L,gene-BET1L,14423,18444,chr1,NC_023642.1,115.177885139455,0.270941775335707,0.233948486064925,1.15812579039522,0.246812706648853,0.498987816107132
RIC8A,gene-RIC8A,18597,25398,chr1,NC_023642.1,159.076235728442,0.117119585289052,0.208927440643832,0.560575408037047,0.575087019971636,0.777777333942651
SIRT3,gene-SIRT3,25740,49471,chr1,NC_023642.1,5.48512802132339,-0.859077513193094,1.10845204220668,-0.775024521117632,0.438325170128968,NA
LOC103234607,gene-LOC103234607,28649,29165,chr1,NC_023642.1,1.3170374363263,-1.23859451251652,2.19852471451983,-0.563375296323215,0.5731793553281,NA
PSMD13,gene-PSMD13,49510,67353,chr1,NC_023642.1,339.795196282435,-0.348307199633703,0.156180240683822,-2.2301617548332,0.0257367062595962,0.119640593828136
NLRP6,gene-NLRP6,92213,99919,chr1,NC_023642.1,0.231526669653617,0.0,5.39771667955941,0.0,1.0,NA
ATHL1,gene-ATHL1,102388,109337,chr1,NC_023642.1,4.42559692517663,-1.7923275870947,1.39764784557812,-1.28238854498668,0.199706380543407,NA
IFITM5,gene-IFITM5,112164,113988,chr1,NC_023642.1,0.0,NA,NA,NA,NA,NA
LOC103241759,gene-LOC103241759,124603,127671,chr1,NC_023642.1,2.05855000512726,-0.315379163345063,1.77768564321169,-0.177409973776509,0.859186373642257,NA
IFITM1,gene-IFITM1,128309,129543,chr1,NC_023642.1,4.83349839741731,0.908976271496526,1.08911357658972,0.834601910245899,0.403941886257094,NA
LOC103241765,gene-LOC103241765,129666,136899,chr1,NC_023642.1,0.176560492996078,0.0,5.39771667961898,0.0,1.0,NA
IFITM3,gene-IFITM3,147228,148078,chr1,NC_023642.1,NA,NA,NA,NA,NA,NA
B4GALNT4,gene-B4GALNT4,194763,206351,chr1,NC_023642.1,49.8774047658546,0.573835820761257,0.430015608634418,1.33445346922072,0.18205528662975,0.419311832926417
PKP3,gene-PKP3,214986,223958,chr1,NC_023642.1,70.20971173062,0.5050544802554,0.302769846637553,1.66811353859819,0.0952931900892686,0.282725787086535
SIGIRR,gene-SIGIRR,224727,234769,chr1,NC_023642.1,14.7069549247003,0.088607803381022,0.594524125225414,0.149039878486725,0.881522165876663,NA
ANO9,gene-ANO9,235246,253391,chr1,NC_023642.1,0.0925140410904046,-0.857110530969814,5.33731083278155,-0.16058846071049,0.872417543954001,NA
PTDSS2,gene-PTDSS2,265181,302521,chr1,NC_023642.1,0.394043139465499,-2.54495236548046,4.72358478646466,-0.538775629215543,0.590041681587676,NA
RNH1,gene-RNH1,305960,321021,chr1,NC_023642.1,227.702229622948,0.0879129986389507,0.197278305131344,0.44562932847796,0.655865021594267,0.827700804043133
LOC103243628,gene-LOC103243628,309542,310479,chr1,NC_023642.1,4.29390571591069,0.294513678530454,1.1555608859063,0.254866430771814,0.79882626458539,NA
HRAS,gene-HRAS,343613,345782,chr1,NC_023642.1,86.8525291520972,-0.0965695241947191,0.280679388828756,-0.344056343423338,0.730803913722611,0.872192148570011
LRRC56,gene-LRRC56,352131,370276,chr1,NC_023642.1,19.5513859828407,1.2831676116251,0.547599346421613,2.34325993997289,0.0191160595831584,NA
C1H11orf35,gene-C1H11orf35,370216,374411,chr1,NC_023642.1,41.9348995951643,0.438320115100446,0.393836674326798,1.11294895491814,0.265730353046713,0.518351142624792
RASSF7,gene-RASSF7,374723,379582,chr1,NC_023642.1,34.9117987591447,-0.258337751188769,0.470347604163684,-0.549248574675138,0.582834873440088,0.782405627656331
LOC103222129,gene-LOC103222129,382280,384748,chr1,NC_023642.1,16.2587424248452,0.294960036893279,0.652019452241661,0.452379198011959,0.650995830157462,NA
PHRF1,gene-PHRF1,391692,429982,chr1,NC_023642.1,587.552797810046,0.543599049807528,0.149016046936752,3.64792289811748,0.0002643689416675,0.0038360583465453
IRF7,gene-IRF7,430412,433959,chr1,NC_023642.1,0.115025653459332,0.0,5.39771667962052,0.0,1.0,NA
CDHR5,gene-CDHR5,435562,443116,chr1,NC_023642.1,0.175300876917325,0.0,5.39771667961966,0.0,1.0,NA
SCT,gene-SCT,444487,445535,chr1,NC_023642.1,0.0,NA,NA,NA,NA,NA
DRD4,gene-DRD4,454018,459582,chr1,NC_023642.1,0.803827878775043,-0.416953945546988,2.71449055731189,-0.153603019330408,0.877922756114329,NA
DEAF1,gene-DEAF1,487497,510440,chr1,NC_023642.1,NA,NA,NA,NA,NA,NA
TMEM80,gene-TMEM80,510440,521231,chr1,NC_023642.1,48.9420131116816,0.0321558973114417,0.360155853771743,0.0892832838191801,0.928856778589227,0.971064807534872
