gene_name,gene_id,gene_start,gene_end,chromosome,peak_start,peak_end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak
POLR3K,gene-POLR3K,2568,10259,chr5,8350,8496,NC_023646.1,2803_006_autosomes_peak_12992,39,.,4.8419,6.67379,3.97677,70
POLR3K,gene-POLR3K,2568,10259,chr5,9818,10787,NC_023646.1,2803_006_autosomes_peak_12993a,27,.,4.03491,5.27184,2.76836,130
POLR3K,gene-POLR3K,2568,10259,chr5,9818,10787,NC_023646.1,2803_006_autosomes_peak_12993b,267,.,16.1397,30.9104,26.7503,441
SNRNP25,gene-SNRNP25,9643,14514,chr5,9818,10787,NC_023646.1,2803_006_autosomes_peak_12993a,27,.,4.03491,5.27184,2.76836,130
SNRNP25,gene-SNRNP25,9643,14514,chr5,9818,10787,NC_023646.1,2803_006_autosomes_peak_12993b,267,.,16.1397,30.9104,26.7503,441
SNRNP25,gene-SNRNP25,9643,14514,chr5,13165,13843,NC_023646.1,2803_006_autosomes_peak_12994,39,.,4.8419,6.67379,3.97677,84
RHBDF1,gene-RHBDF1,14935,34991,chr5,18304,18847,NC_023646.1,2803_006_autosomes_peak_12995,39,.,4.8419,6.67379,3.97677,231
RHBDF1,gene-RHBDF1,14935,34991,chr5,19106,19313,NC_023646.1,2803_006_autosomes_peak_12996,16,.,3.22793,3.94805,1.68706,9
RHBDF1,gene-RHBDF1,14935,34991,chr5,19643,20388,NC_023646.1,2803_006_autosomes_peak_12997,27,.,4.03491,5.27184,2.76836,99
RHBDF1,gene-RHBDF1,14935,34991,chr5,20833,21071,NC_023646.1,2803_006_autosomes_peak_12998,27,.,4.03491,5.27184,2.76836,78
RHBDF1,gene-RHBDF1,14935,34991,chr5,21260,21403,NC_023646.1,2803_006_autosomes_peak_12999,39,.,4.8419,6.67379,3.97677,75
RHBDF1,gene-RHBDF1,14935,34991,chr5,21968,22169,NC_023646.1,2803_006_autosomes_peak_13000,16,.,3.22793,3.94805,1.68706,6
RHBDF1,gene-RHBDF1,14935,34991,chr5,23198,23300,NC_023646.1,2803_006_autosomes_peak_13001,27,.,4.03491,5.27184,2.76836,48
RHBDF1,gene-RHBDF1,14935,34991,chr5,23926,24253,NC_023646.1,2803_006_autosomes_peak_13002,16,.,3.22793,3.94805,1.68706,154
RHBDF1,gene-RHBDF1,14935,34991,chr5,24671,24792,NC_023646.1,2803_006_autosomes_peak_13003,27,.,4.03491,5.27184,2.76836,95
RHBDF1,gene-RHBDF1,14935,34991,chr5,25025,25426,NC_023646.1,2803_006_autosomes_peak_13004,27,.,4.03491,5.27184,2.76836,221
RHBDF1,gene-RHBDF1,14935,34991,chr5,27772,28205,NC_023646.1,2803_006_autosomes_peak_13005,52,.,5.64888,8.14205,5.28039,219
RHBDF1,gene-RHBDF1,14935,34991,chr5,28406,28965,NC_023646.1,2803_006_autosomes_peak_13006,81,.,7.26285,11.2446,8.10932,74
RHBDF1,gene-RHBDF1,14935,34991,chr5,29354,29807,NC_023646.1,2803_006_autosomes_peak_13007,39,.,4.8419,6.67379,3.97677,196
RHBDF1,gene-RHBDF1,14935,34991,chr5,30170,30760,NC_023646.1,2803_006_autosomes_peak_13008,39,.,4.8419,6.67379,3.97677,373
RHBDF1,gene-RHBDF1,14935,34991,chr5,31865,32003,NC_023646.1,2803_006_autosomes_peak_13009,16,.,3.22793,3.94805,1.68706,49
RHBDF1,gene-RHBDF1,14935,34991,chr5,33433,33890,NC_023646.1,2803_006_autosomes_peak_13010,111,.,8.87681,14.5303,11.1642,256
RHBDF1,gene-RHBDF1,14935,34991,chr5,34072,35090,NC_023646.1,2803_006_autosomes_peak_13011,96,.,8.06983,12.8668,9.61173,895
MPG,gene-MPG,35073,42290,chr5,34072,35090,NC_023646.1,2803_006_autosomes_peak_13011,96,.,8.06983,12.8668,9.61173,895
MPG,gene-MPG,35073,42290,chr5,35243,36199,NC_023646.1,2803_006_autosomes_peak_13012,81,.,7.26285,11.2446,8.10932,337
MPG,gene-MPG,35073,42290,chr5,37100,37203,NC_023646.1,2803_006_autosomes_peak_13013,27,.,4.03491,5.27184,2.76836,53
MPG,gene-MPG,35073,42290,chr5,39418,39612,NC_023646.1,2803_006_autosomes_peak_13014,16,.,3.22793,3.94805,1.68706,49
MPG,gene-MPG,35073,42290,chr5,40793,41416,NC_023646.1,2803_006_autosomes_peak_13015,96,.,8.06983,12.8668,9.61173,535
NPRL3,gene-NPRL3,40674,94265,chr5,40793,41416,NC_023646.1,2803_006_autosomes_peak_13015,96,.,8.06983,12.8668,9.61173,535
NPRL3,gene-NPRL3,40674,94265,chr5,44159,44270,NC_023646.1,2803_006_autosomes_peak_13016,16,.,3.22793,3.94805,1.68706,96
NPRL3,gene-NPRL3,40674,94265,chr5,44957,45142,NC_023646.1,2803_006_autosomes_peak_13017,16,.,3.22793,3.94805,1.68706,99
NPRL3,gene-NPRL3,40674,94265,chr5,45298,45856,NC_023646.1,2803_006_autosomes_peak_13018,39,.,4.8419,6.67379,3.97677,499
NPRL3,gene-NPRL3,40674,94265,chr5,46220,46421,NC_023646.1,2803_006_autosomes_peak_13019,16,.,3.22793,3.94805,1.68706,15
NPRL3,gene-NPRL3,40674,94265,chr5,52901,53391,NC_023646.1,2803_006_autosomes_peak_13020,27,.,4.03491,5.27184,2.76836,313
NPRL3,gene-NPRL3,40674,94265,chr5,69539,69773,NC_023646.1,2803_006_autosomes_peak_13021,127,.,9.68379,16.2314,12.7604,95
NPRL3,gene-NPRL3,40674,94265,chr5,73508,73909,NC_023646.1,2803_006_autosomes_peak_13022,39,.,4.8419,6.67379,3.97677,304
HBZ,gene-HBZ,108648,109380,chr5,108573,108935,NC_023646.1,2803_006_autosomes_peak_13025,81,.,7.26285,11.2446,8.10932,158
HBZ,gene-HBZ,108648,109380,chr5,109228,110356,NC_023646.1,2803_006_autosomes_peak_13026,81,.,7.26285,11.2446,8.10932,642
HBM,gene-HBM,110077,110876,chr5,109228,110356,NC_023646.1,2803_006_autosomes_peak_13026,81,.,7.26285,11.2446,8.10932,642
LOC103225291,gene-LOC103225291,125078,125981,chr5,125572,125782,NC_023646.1,2803_006_autosomes_peak_13031,16,.,3.22793,3.94805,1.68706,159
LUC7L,gene-LUC7L,132018,176060,chr5,134056,134430,NC_023646.1,2803_006_autosomes_peak_13032,27,.,4.03491,5.27184,2.76836,230
LUC7L,gene-LUC7L,132018,176060,chr5,134626,135096,NC_023646.1,2803_006_autosomes_peak_13033,52,.,5.64888,8.14205,5.28039,167
LUC7L,gene-LUC7L,132018,176060,chr5,136239,136466,NC_023646.1,2803_006_autosomes_peak_13034,16,.,3.22793,3.94805,1.68706,43
LUC7L,gene-LUC7L,132018,176060,chr5,140414,140592,NC_023646.1,2803_006_autosomes_peak_13035,16,.,3.22793,3.94805,1.68706,49
LUC7L,gene-LUC7L,132018,176060,chr5,175294,176182,NC_023646.1,2803_006_autosomes_peak_13036,143,.,10.4908,17.9672,14.3973,634
LOC103225263,gene-LOC103225263,132558,137906,chr5,134056,134430,NC_023646.1,2803_006_autosomes_peak_13032,27,.,4.03491,5.27184,2.76836,230
