gene_name,gene_id,start,end,chromosome,chromosome_nc,structure_start_id,structure_end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_x,middle_y,middle_z,middle_percent,middle_pos
POLR3K,gene-POLR3K,2568,10259,chr5,NC_023646.1,0,1,"[43.44580029920001, -33.83115573999999, 50.5439662792]",43.44580029920001,-33.83115573999999,50.5439662792,"[43.483327764600006, -33.89358743249999, 50.556863317099996]",43.483327764600006,-33.89358743249999,50.556863317099996,6413,43.483327764600006,-33.89358743249999,50.556863317099996,10.259,"[43.483327764600006, -33.89358743249999, 50.556863317099996]"
SNRNP25,gene-SNRNP25,9643,14514,chr5,NC_023646.1,0,1,"[43.48032205420001, -33.88858705249999, 50.5558303467]",43.48032205420001,-33.88858705249999,50.5558303467,"[43.50408961160001, -33.928127395, 50.563998526599995]",43.50408961160001,-33.928127395,50.563998526599995,12078,43.50408961160001,-33.928127395,50.563998526599995,14.514,"[43.50408961160001, -33.928127395, 50.563998526599995]"
RHBDF1,gene-RHBDF1,14935,34991,chr5,NC_023646.1,0,1,"[43.506143839, -33.9315448625, 50.564704501499996]",43.506143839,-33.9315448625,50.564704501499996,"[43.604005085400004, -34.0943494425, 50.5983364079]",43.604005085400004,-34.0943494425,50.5983364079,24963,43.604005085400004,-34.0943494425,50.5983364079,34.991,"[43.604005085400004, -34.0943494425, 50.5983364079]"
MPG,gene-MPG,35073,42290,chr5,NC_023646.1,0,1,"[43.604405196200005, -34.095015077499994, 50.5984739137]",43.604405196200005,-34.095015077499994,50.5984739137,"[43.63961982600001, -34.153599074999995, 50.610576101]",43.63961982600001,-34.153599074999995,50.610576101,38681,43.63961982600001,-34.153599074999995,50.610576101,42.29,"[43.63961982600001, -34.153599074999995, 50.610576101]"
NPRL3,gene-NPRL3,40674,94265,chr5,NC_023646.1,0,1,"[43.631734715600004, -34.14048119499999, 50.607866230599996]",43.631734715600004,-34.14048119499999,50.607866230599996,"[43.893226641000005, -34.5755061375, 50.6977329785]",43.893226641000005,-34.5755061375,50.6977329785,67469,43.893226641000005,-34.5755061375,50.6977329785,94.265,"[43.893226641000005, -34.5755061375, 50.6977329785]"
HBZ,gene-HBZ,108648,109380,chr5,NC_023646.1,1,2,"[43.9634070512, -34.692260139999995, 50.7218518312]",43.9634070512,-34.692260139999995,50.7218518312,"[43.966978772000004, -34.69820215, 50.723079322]",43.966978772000004,-34.69820215,50.723079322,109014,43.966978772000004,-34.69820215,50.723079322,9.379999999999999,"[43.966978772000004, -34.69820215, 50.723079322]"
HBM,gene-HBM,110077,110876,chr5,NC_023646.1,1,2,"[43.9703797138, -34.7038600475, 50.7242481213]",43.9703797138,-34.7038600475,50.7242481213,"[43.9742783544, -34.710345929999995, 50.7255879644]",43.9742783544,-34.710345929999995,50.7255879644,110476,43.9742783544,-34.710345929999995,50.7255879644,10.876,"[43.9742783544, -34.710345929999995, 50.7255879644]"
LOC103231670,gene-LOC103231670,122663,124777,chr5,NC_023646.1,1,2,"[44.0317918422, -34.8060269025, 50.7453535847]",44.0317918422,-34.8060269025,50.7453535847,"[44.0421068938, -34.8231872975, 50.7488985513]",44.0421068938,-34.8231872975,50.7488985513,123720,44.0421068938,-34.8231872975,50.7488985513,24.776999999999997,"[44.0421068938, -34.8231872975, 50.7488985513]"
LOC103225291,gene-LOC103225291,125078,125981,chr5,NC_023646.1,1,2,"[44.0435755932, -34.825630665, 50.7494032982]",44.0435755932,-34.825630665,50.7494032982,"[44.047981691400004, -34.8329607675, 50.7509175389]",44.047981691400004,-34.8329607675,50.7509175389,125529,44.047981691400004,-34.8329607675,50.7509175389,25.980999999999998,"[44.047981691400004, -34.8329607675, 50.7509175389]"
LOC103225289,gene-LOC103225289,125838,127211,chr5,NC_023646.1,1,2,"[44.0472839372, -34.831799965, 50.7506777422]",44.0472839372,-34.831799965,50.7506777422,"[44.0539833534, -34.8429452925, 50.752980125899995]",44.0539833534,-34.8429452925,50.752980125899995,126524,44.0539833534,-34.8429452925,50.752980125899995,27.211000000000002,"[44.0539833534, -34.8429452925, 50.752980125899995]"
LUC7L,gene-LUC7L,132018,176060,chr5,NC_023646.1,1,2,"[44.0774386292, -34.881966115, 50.7610409842]",44.0774386292,-34.881966115,50.7610409842,"[44.292337163999996, -35.23947705, 50.834895014]",44.292337163999996,-35.23947705,50.834895014,154039,44.292337163999996,-35.23947705,50.834895014,76.06,"[44.292337163999996, -35.23947705, 50.834895014]"
LOC103225263,gene-LOC103225263,132558,137906,chr5,NC_023646.1,1,2,"[44.0800735052, -34.886349564999996, 50.7619465102]",44.0800735052,-34.886349564999996,50.7619465102,"[44.1061685364, -34.929761955, 50.7709145714]",44.1061685364,-34.929761955,50.7709145714,135232,44.1061685364,-34.929761955,50.7709145714,37.906,"[44.1061685364, -34.929761955, 50.7709145714]"
HBQ1,gene-HBQ1,133766,134752,chr5,NC_023646.1,1,2,"[44.0859678204, -34.896155504999996, 50.7639722054]",44.0859678204,-34.896155504999996,50.7639722054,"[44.0907789088, -34.90415936, 50.765625628799995]",44.0907789088,-34.90415936,50.765625628799995,134259,44.0907789088,-34.90415936,50.765625628799995,34.752,"[44.0907789088, -34.90415936, 50.765625628799995]"
