chromosome,start,end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak,structure_start_id,structure_end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_percent,middle_pos,middle_x,middle_y,middle_z
chr8,19695,19893,NC_023649.1,2803_006_autosomes_peak_24597,16,.,3.22793,3.94805,1.68706,49,0,1,"[4.835726778999999, -21.9851375225, -38.236667918]",4.835726778999999,-21.9851375225,-38.236667918,"[4.8346797945999995, -21.9848534915, -38.2350190532]",4.8346797945999995,-21.9848534915,-38.2350190532,19794,19.893,"[4.8346797945999995, -21.9848534915, -38.2350190532]",4.8346797945999995,-21.9848534915,-38.2350190532
chr8,27492,27601,NC_023649.1,2803_006_autosomes_peak_24598,16,.,3.22793,3.94805,1.68706,49,0,1,"[4.7944978024, -21.973952726, -38.1717376208]",4.7944978024,-21.973952726,-38.1717376208,"[4.793921432199999, -21.9737963655, -38.1708299124]",4.793921432199999,-21.9737963655,-38.1708299124,27546,27.601,"[4.793921432199999, -21.9737963655, -38.1708299124]",4.793921432199999,-21.9737963655,-38.1708299124
chr8,29795,30312,NC_023649.1,2803_006_autosomes_peak_24599,66,.,6.45586,9.66788,6.66308,191,0,1,"[4.782319998999999, -21.970649072500002, -38.152559158]",4.782319998999999,-21.970649072500002,-38.152559158,"[4.779586206399999, -21.969907436, -38.1482537888]",4.779586206399999,-21.969907436,-38.1482537888,30053,30.312,"[4.779586206399999, -21.969907436, -38.1482537888]",4.779586206399999,-21.969907436,-38.1482537888
chr8,50099,50230,NC_023649.1,2803_006_autosomes_peak_24600,16,.,3.22793,3.94805,1.68706,49,0,1,"[4.674956507799999, -21.9415229845, -37.9834755676]",4.674956507799999,-21.9415229845,-37.9834755676,"[4.674263805999999, -21.941335065, -37.982384652]",4.674263805999999,-21.941335065,-37.982384652,50164,50.23,"[4.674263805999999, -21.941335065, -37.982384652]",4.674263805999999,-21.941335065,-37.982384652
chr8,159427,159681,NC_023649.1,2803_006_autosomes_peak_24601,16,.,3.22793,3.94805,1.68706,35,1,2,"[4.0968519094, -21.7846919685, -37.0730357148]",4.0968519094,-21.7846919685,-37.0730357148,"[4.0955088082, -21.7843276055, -37.0709205044]",4.0955088082,-21.7843276055,-37.0709205044,159554,59.681,"[4.0955088082, -21.7843276055, -37.0709205044]",4.0955088082,-21.7843276055,-37.0709205044
chr8,246725,246860,NC_023649.1,2803_006_autosomes_peak_24602,16,.,3.22793,3.94805,1.68706,49,2,3,"[4.1459464675, -21.8198418775, -37.1080208275]",4.1459464675,-21.8198418775,-37.1080208275,"[4.146708178, -21.820111594, -37.109098114]",4.146708178,-21.820111594,-37.109098114,246792,46.86,"[4.146708178, -21.820111594, -37.109098114]",4.146708178,-21.820111594,-37.109098114
chr8,413686,413957,NC_023649.1,2803_006_autosomes_peak_24603,39,.,4.8419,6.67379,3.97677,29,4,5,"[4.0474677026, -22.1887963376, -36.596098793]",4.0474677026,-22.1887963376,-36.596098793,"[4.0466734287, -22.1859621112, -36.594561003500004]",4.0466734287,-22.1859621112,-36.594561003500004,413821,13.957,"[4.0466734287, -22.1859621112, -36.594561003500004]",4.0466734287,-22.1859621112,-36.594561003500004
chr8,433305,433691,NC_023649.1,2803_006_autosomes_peak_24604,27,.,4.03491,5.27184,2.76836,70,4,5,"[3.9899663755, -21.983612988, -36.4847707775]",3.9899663755,-21.983612988,-36.4847707775,"[3.9888350481, -21.979576045600002, -36.4825804205]",3.9888350481,-21.979576045600002,-36.4825804205,433498,33.690999999999995,"[3.9888350481, -21.979576045600002, -36.4825804205]",3.9888350481,-21.979576045600002,-36.4825804205
chr8,436399,436625,NC_023649.1,2803_006_autosomes_peak_24605,66,.,6.45586,9.66788,6.66308,138,4,5,"[3.9808981709, -21.9512546984, -36.467213874500004]",3.9808981709,-21.9512546984,-36.467213874500004,"[3.9802357875, -21.9488911, -36.465931437500004]",3.9802357875,-21.9488911,-36.465931437500004,436512,36.625,"[3.9802357875, -21.9488911, -36.465931437500004]",3.9802357875,-21.9488911,-36.465931437500004
chr8,438074,438266,NC_023649.1,2803_006_autosomes_peak_24606,27,.,4.03491,5.27184,2.76836,97,4,5,"[3.9759889134, -21.9337368784, -36.457709087]",3.9759889134,-21.9337368784,-36.457709087,"[3.9754261806, -21.9317288656, -36.456619583]",3.9754261806,-21.9317288656,-36.456619583,438170,38.266,"[3.9754261806, -21.9317288656, -36.456619583]",3.9754261806,-21.9317288656,-36.456619583
chr8,439126,439446,NC_023649.1,2803_006_autosomes_peak_24607,27,.,4.03491,5.27184,2.76836,22,4,5,"[3.9729056066, -21.9227346416, -36.451739513]",3.9729056066,-21.9227346416,-36.451739513,"[3.9719677186, -21.9193879536, -36.449923673]",3.9719677186,-21.9193879536,-36.449923673,439286,39.446,"[3.9719677186, -21.9193879536, -36.449923673]",3.9719677186,-21.9193879536,-36.449923673
chr8,446100,446443,NC_023649.1,2803_006_autosomes_peak_24608,27,.,4.03491,5.27184,2.76836,32,4,5,"[3.95246551, -21.84979776, -36.412165550000005]",3.95246551,-21.84979776,-36.412165550000005,"[3.9514602113, -21.8462105288, -36.4102191965]",3.9514602113,-21.8462105288,-36.4102191965,446271,46.443,"[3.9514602113, -21.8462105288, -36.4102191965]",3.9514602113,-21.8462105288,-36.4102191965
