gene_name,gene_id,gene_start,gene_end,chromosome,peak_start,peak_end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak
ZNF596,gene-ZNF596,29165,50523,chr8,29795,30312,NC_023649.1,2803_006_autosomes_peak_24599,66,.,6.45586,9.66788,6.66308,191
ZNF596,gene-ZNF596,29165,50523,chr8,50099,50230,NC_023649.1,2803_006_autosomes_peak_24600,16,.,3.22793,3.94805,1.68706,49
FBXO25,gene-FBXO25,183147,247701,chr8,246725,246860,NC_023649.1,2803_006_autosomes_peak_24602,16,.,3.22793,3.94805,1.68706,49
ERICH1,gene-ERICH1,444997,504020,chr8,446100,446443,NC_023649.1,2803_006_autosomes_peak_24608,27,.,4.03491,5.27184,2.76836,32
ERICH1,gene-ERICH1,444997,504020,chr8,448145,448308,NC_023649.1,2803_006_autosomes_peak_24609,27,.,4.03491,5.27184,2.76836,108
ERICH1,gene-ERICH1,444997,504020,chr8,463870,464043,NC_023649.1,2803_006_autosomes_peak_24610,230,.,14.5257,27.0875,23.0731,91
ERICH1,gene-ERICH1,444997,504020,chr8,474949,475202,NC_023649.1,2803_006_autosomes_peak_24611,27,.,4.03491,5.27184,2.76836,35
ERICH1,gene-ERICH1,444997,504020,chr8,503967,504207,NC_023649.1,2803_006_autosomes_peak_24612,111,.,8.87681,14.5303,11.1642,145
LOC103215265,gene-LOC103215265,510361,1256653,chr8,536663,536958,NC_023649.1,2803_006_autosomes_peak_24614,52,.,5.64888,8.14205,5.28039,136
LOC103215265,gene-LOC103215265,510361,1256653,chr8,623808,623915,NC_023649.1,2803_006_autosomes_peak_24615,27,.,4.03491,5.27184,2.76836,70
LOC103215265,gene-LOC103215265,510361,1256653,chr8,729491,729630,NC_023649.1,2803_006_autosomes_peak_24616,16,.,3.22793,3.94805,1.68706,87
LOC103215265,gene-LOC103215265,510361,1256653,chr8,901686,901923,NC_023649.1,2803_006_autosomes_peak_24617,27,.,4.03491,5.27184,2.76836,53
LOC103215265,gene-LOC103215265,510361,1256653,chr8,903611,903859,NC_023649.1,2803_006_autosomes_peak_24618,16,.,3.22793,3.94805,1.68706,49
LOC103215265,gene-LOC103215265,510361,1256653,chr8,931897,932094,NC_023649.1,2803_006_autosomes_peak_24619,16,.,3.22793,3.94805,1.68706,49
LOC103215265,gene-LOC103215265,510361,1256653,chr8,1167837,1167945,NC_023649.1,2803_006_autosomes_peak_24620,39,.,4.8419,6.67379,3.97677,49
LOC103215264,gene-LOC103215264,729126,730932,chr8,729491,729630,NC_023649.1,2803_006_autosomes_peak_24616,16,.,3.22793,3.94805,1.68706,87
LOC103215268,gene-LOC103215268,1304284,1380010,chr8,1304344,1304525,NC_023649.1,2803_006_autosomes_peak_24622,52,.,5.64888,8.14205,5.28039,127
LOC103215268,gene-LOC103215268,1304284,1380010,chr8,1316550,1316708,NC_023649.1,2803_006_autosomes_peak_24623,27,.,4.03491,5.27184,2.76836,63
LOC103215268,gene-LOC103215268,1304284,1380010,chr8,1341563,1341703,NC_023649.1,2803_006_autosomes_peak_24624,27,.,4.03491,5.27184,2.76836,60
CLN8,gene-CLN8,1424402,1445505,chr8,1424269,1424459,NC_023649.1,2803_006_autosomes_peak_24627,39,.,4.8419,6.67379,3.97677,82
CLN8,gene-CLN8,1424402,1445505,chr8,1426413,1426604,NC_023649.1,2803_006_autosomes_peak_24628,16,.,3.22793,3.94805,1.68706,49
CLN8,gene-CLN8,1424402,1445505,chr8,1432073,1432262,NC_023649.1,2803_006_autosomes_peak_24629,27,.,4.03491,5.27184,2.76836,111
CLN8,gene-CLN8,1424402,1445505,chr8,1437857,1438018,NC_023649.1,2803_006_autosomes_peak_24630,16,.,3.22793,3.94805,1.68706,33
ARHGEF10,gene-ARHGEF10,1487076,1620387,chr8,1491189,1491876,NC_023649.1,2803_006_autosomes_peak_24635,52,.,5.64888,8.14205,5.28039,261
ARHGEF10,gene-ARHGEF10,1487076,1620387,chr8,1492426,1492563,NC_023649.1,2803_006_autosomes_peak_24636,27,.,4.03491,5.27184,2.76836,72
ARHGEF10,gene-ARHGEF10,1487076,1620387,chr8,1495634,1496081,NC_023649.1,2803_006_autosomes_peak_24637,39,.,4.8419,6.67379,3.97677,161
ARHGEF10,gene-ARHGEF10,1487076,1620387,chr8,1496769,1497308,NC_023649.1,2803_006_autosomes_peak_24638,27,.,4.03491,5.27184,2.76836,318
ARHGEF10,gene-ARHGEF10,1487076,1620387,chr8,1504330,1504448,NC_023649.1,2803_006_autosomes_peak_24639,16,.,3.22793,3.94805,1.68706,49
