gene_name,gene_id,gene_start,gene_end,chromosome,peak_start,peak_end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak
PCMTD2,gene-PCMTD2,11397,31197,chr2,16891,17077,NC_023643.1,2803_006_autosomes_peak_5383,52,.,5.64888,8.14205,5.28039,115
PCMTD2,gene-PCMTD2,11397,31197,chr2,30068,30202,NC_023643.1,2803_006_autosomes_peak_5384,16,.,3.22793,3.94805,1.68706,37
PCMTD2,gene-PCMTD2,11397,31197,chr2,31085,31448,NC_023643.1,2803_006_autosomes_peak_5385,27,.,4.03491,5.27184,2.76836,134
MYT1,gene-MYT1,59574,96113,chr2,68944,69074,NC_023643.1,2803_006_autosomes_peak_5386,16,.,3.22793,3.94805,1.68706,10
MYT1,gene-MYT1,59574,96113,chr2,73974,74095,NC_023643.1,2803_006_autosomes_peak_5387,27,.,4.03491,5.27184,2.76836,107
MYT1,gene-MYT1,59574,96113,chr2,75182,75406,NC_023643.1,2803_006_autosomes_peak_5388,39,.,4.8419,6.67379,3.97677,180
MYT1,gene-MYT1,59574,96113,chr2,75959,76189,NC_023643.1,2803_006_autosomes_peak_5389,39,.,4.8419,6.67379,3.97677,200
MYT1,gene-MYT1,59574,96113,chr2,78720,78854,NC_023643.1,2803_006_autosomes_peak_5390,27,.,4.03491,5.27184,2.76836,74
MYT1,gene-MYT1,59574,96113,chr2,91798,92145,NC_023643.1,2803_006_autosomes_peak_5391,16,.,3.22793,3.94805,1.68706,160
MYT1,gene-MYT1,59574,96113,chr2,92663,92842,NC_023643.1,2803_006_autosomes_peak_5392,27,.,4.03491,5.27184,2.76836,12
NPBWR2,gene-NPBWR2,141897,145294,chr2,142341,142805,NC_023643.1,2803_006_autosomes_peak_5405,27,.,4.03491,5.27184,2.76836,197
NPBWR2,gene-NPBWR2,141897,145294,chr2,144737,144894,NC_023643.1,2803_006_autosomes_peak_5406,16,.,3.22793,3.94805,1.68706,49
OPRL1,gene-OPRL1,148462,157915,chr2,154820,155376,NC_023643.1,2803_006_autosomes_peak_5410,39,.,4.8419,6.67379,3.97677,191
LOC103242338,gene-LOC103242338,155881,166480,chr2,158803,158921,NC_023643.1,2803_006_autosomes_peak_5411,39,.,4.8419,6.67379,3.97677,43
LOC103242338,gene-LOC103242338,155881,166480,chr2,161284,161831,NC_023643.1,2803_006_autosomes_peak_5412,39,.,4.8419,6.67379,3.97677,199
LOC103242338,gene-LOC103242338,155881,166480,chr2,162060,162573,NC_023643.1,2803_006_autosomes_peak_5413,66,.,6.45586,9.66788,6.66308,268
LOC103242338,gene-LOC103242338,155881,166480,chr2,164324,164435,NC_023643.1,2803_006_autosomes_peak_5414,16,.,3.22793,3.94805,1.68706,49
LOC103242338,gene-LOC103242338,155881,166480,chr2,166279,166495,NC_023643.1,2803_006_autosomes_peak_5415,39,.,4.8419,6.67379,3.97677,83
LKAAEAR1,gene-LKAAEAR1,160545,163273,chr2,161284,161831,NC_023643.1,2803_006_autosomes_peak_5412,39,.,4.8419,6.67379,3.97677,199
LKAAEAR1,gene-LKAAEAR1,160545,163273,chr2,162060,162573,NC_023643.1,2803_006_autosomes_peak_5413,66,.,6.45586,9.66788,6.66308,268
RGS19,gene-RGS19,166690,173324,chr2,166713,167113,NC_023643.1,2803_006_autosomes_peak_5416,27,.,4.03491,5.27184,2.76836,379
RGS19,gene-RGS19,166690,173324,chr2,167312,167514,NC_023643.1,2803_006_autosomes_peak_5417,39,.,4.8419,6.67379,3.97677,174
RGS19,gene-RGS19,166690,173324,chr2,167840,168132,NC_023643.1,2803_006_autosomes_peak_5418,27,.,4.03491,5.27184,2.76836,217
RGS19,gene-RGS19,166690,173324,chr2,168731,169196,NC_023643.1,2803_006_autosomes_peak_5419,27,.,4.03491,5.27184,2.76836,297
RGS19,gene-RGS19,166690,173324,chr2,170218,170367,NC_023643.1,2803_006_autosomes_peak_5420,16,.,3.22793,3.94805,1.68706,10
RGS19,gene-RGS19,166690,173324,chr2,171914,172329,NC_023643.1,2803_006_autosomes_peak_5421,66,.,6.45586,9.66788,6.66308,256
TCEA2,gene-TCEA2,174158,184237,chr2,174308,174433,NC_023643.1,2803_006_autosomes_peak_5423,16,.,3.22793,3.94805,1.68706,35
TCEA2,gene-TCEA2,174158,184237,chr2,175703,175983,NC_023643.1,2803_006_autosomes_peak_5424,27,.,4.03491,5.27184,2.76836,86
TCEA2,gene-TCEA2,174158,184237,chr2,177160,177698,NC_023643.1,2803_006_autosomes_peak_5425,52,.,5.64888,8.14205,5.28039,353
TCEA2,gene-TCEA2,174158,184237,chr2,178060,178944,NC_023643.1,2803_006_autosomes_peak_5426,52,.,5.64888,8.14205,5.28039,500
TCEA2,gene-TCEA2,174158,184237,chr2,181728,182811,NC_023643.1,2803_006_autosomes_peak_5427,81,.,7.26285,11.2446,8.10932,96
TCEA2,gene-TCEA2,174158,184237,chr2,183134,183660,NC_023643.1,2803_006_autosomes_peak_5428,39,.,4.8419,6.67379,3.97677,44
LOC103242374,gene-LOC103242374,185205,209280,chr2,186230,186409,NC_023643.1,2803_006_autosomes_peak_5429,16,.,3.22793,3.94805,1.68706,49
LOC103242374,gene-LOC103242374,185205,209280,chr2,187079,187440,NC_023643.1,2803_006_autosomes_peak_5430,39,.,4.8419,6.67379,3.97677,121
