gene_name,gene_id,gene_start,gene_end,chromosome,peak_start,peak_end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak
LOC103216840,gene-LOC103216840,18901,20291,chr10,19296,19919,NC_023651.1,2803_003_autosomes_peak_60841,57,.,4.53114,7.59749,5.7907,261
PTPN18,gene-PTPN18,27777,53757,chr10,27716,28083,NC_023651.1,2803_003_autosomes_peak_60842,91,.,5.73944,11.1254,9.18086,186
PTPN18,gene-PTPN18,27777,53757,chr10,29044,29232,NC_023651.1,2803_003_autosomes_peak_60843,50,.,4.22906,6.78034,5.01545,133
PTPN18,gene-PTPN18,27777,53757,chr10,36146,37589,NC_023651.1,2803_003_autosomes_peak_60844a,332,.,12.3851,35.5919,33.2365,657
PTPN18,gene-PTPN18,27777,53757,chr10,36146,37589,NC_023651.1,2803_003_autosomes_peak_60844b,434,.,14.8017,45.946,43.4877,751
PTPN18,gene-PTPN18,27777,53757,chr10,36146,37589,NC_023651.1,2803_003_autosomes_peak_60844c,65,.,4.83321,8.44208,6.5967,1300
PTPN18,gene-PTPN18,27777,53757,chr10,50652,50912,NC_023651.1,2803_003_autosomes_peak_60845,35,.,3.62491,5.23581,3.56625,214
PTPN18,gene-PTPN18,27777,53757,chr10,52608,53970,NC_023651.1,2803_003_autosomes_peak_60846a,65,.,4.83321,8.44208,6.5967,295
PTPN18,gene-PTPN18,27777,53757,chr10,52608,53970,NC_023651.1,2803_003_autosomes_peak_60846b,74,.,5.13529,9.31252,7.43155,515
PTPN18,gene-PTPN18,27777,53757,chr10,52608,53970,NC_023651.1,2803_003_autosomes_peak_60846c,344,.,12.6872,36.8521,34.4831,736
PTPN18,gene-PTPN18,27777,53757,chr10,52608,53970,NC_023651.1,2803_003_autosomes_peak_60846d,214,.,9.36435,23.6115,21.4061,1118
IMP4,gene-IMP4,62049,66112,chr10,61849,63099,NC_023651.1,2803_003_autosomes_peak_60848a,57,.,4.53114,7.59749,5.7907,519
IMP4,gene-IMP4,62049,66112,chr10,61849,63099,NC_023651.1,2803_003_autosomes_peak_60848b,57,.,4.53114,7.59749,5.7907,987
IMP4,gene-IMP4,62049,66112,chr10,65190,67524,NC_023651.1,2803_003_autosomes_peak_60849a,139,.,7.24982,16.0256,13.9539,148
IMP4,gene-IMP4,62049,66112,chr10,65190,67524,NC_023651.1,2803_003_autosomes_peak_60849b,956,.,25.6764,98.5275,95.6843,554
IMP4,gene-IMP4,62049,66112,chr10,65190,67524,NC_023651.1,2803_003_autosomes_peak_60849c,421,.,14.4996,44.6191,42.1731,735
IMP4,gene-IMP4,62049,66112,chr10,65190,67524,NC_023651.1,2803_003_autosomes_peak_60849d,729,.,21.1453,75.609,72.9158,1211
IMP4,gene-IMP4,62049,66112,chr10,65190,67524,NC_023651.1,2803_003_autosomes_peak_60849e,42,.,3.92698,5.99243,4.27314,2208
CCDC115,gene-CCDC115,66264,70711,chr10,65190,67524,NC_023651.1,2803_003_autosomes_peak_60849a,139,.,7.24982,16.0256,13.9539,148
CCDC115,gene-CCDC115,66264,70711,chr10,65190,67524,NC_023651.1,2803_003_autosomes_peak_60849b,956,.,25.6764,98.5275,95.6843,554
CCDC115,gene-CCDC115,66264,70711,chr10,65190,67524,NC_023651.1,2803_003_autosomes_peak_60849c,421,.,14.4996,44.6191,42.1731,735
CCDC115,gene-CCDC115,66264,70711,chr10,65190,67524,NC_023651.1,2803_003_autosomes_peak_60849d,729,.,21.1453,75.609,72.9158,1211
CCDC115,gene-CCDC115,66264,70711,chr10,65190,67524,NC_023651.1,2803_003_autosomes_peak_60849e,42,.,3.92698,5.99243,4.27314,2208
TRNAE-UUC,gene-TRNAE-UUC,71703,71774,chr10,70791,72211,NC_023651.1,2803_003_autosomes_peak_60850,849,.,23.5619,87.6765,84.9024,817
TUBA3E,gene-TUBA3E,114518,122037,chr10,114764,115252,NC_023651.1,2803_003_autosomes_peak_60853,28,.,3.32283,4.51284,2.8984,84
TUBA3E,gene-TUBA3E,114518,122037,chr10,116823,117075,NC_023651.1,2803_003_autosomes_peak_60854,16,.,2.71868,3.17905,1.695,57
TUBA3E,gene-TUBA3E,114518,122037,chr10,119620,119758,NC_023651.1,2803_003_autosomes_peak_60855,16,.,2.71868,3.17905,1.695,17
TUBA3E,gene-TUBA3E,114518,122037,chr10,119952,120086,NC_023651.1,2803_003_autosomes_peak_60856,16,.,2.71868,3.17905,1.695,10
MZT2B,gene-MZT2B,123055,131782,chr10,127226,127999,NC_023651.1,2803_003_autosomes_peak_60857,50,.,4.22906,6.78034,5.01545,646
MZT2B,gene-MZT2B,123055,131782,chr10,128811,129298,NC_023651.1,2803_003_autosomes_peak_60858,28,.,3.32283,4.51284,2.8984,23
MZT2B,gene-MZT2B,123055,131782,chr10,129873,132718,NC_023651.1,2803_003_autosomes_peak_60859a,35,.,3.62491,5.23581,3.56625,184
MZT2B,gene-MZT2B,123055,131782,chr10,129873,132718,NC_023651.1,2803_003_autosomes_peak_60859b,149,.,7.55189,17.0615,14.9684,470
MZT2B,gene-MZT2B,123055,131782,chr10,129873,132718,NC_023651.1,2803_003_autosomes_peak_60859c,225,.,9.66642,24.754,22.5321,626
MZT2B,gene-MZT2B,123055,131782,chr10,129873,132718,NC_023651.1,2803_003_autosomes_peak_60859d,91,.,5.73944,11.1254,9.18086,1202
