chromosome,timepoint,gene_name,middle_x,middle_y,middle_z,cluster
chr18,24hrs,LOC103244006,-106.6645868211,27.096013214200003,40.154780170600006,1
chr18,24hrs,PARD6G,-106.9196373273,26.1669066506,39.3222122558,0
chr18,24hrs,LOC103244007,-106.8608876832,26.3809218304,39.5139902272,0
chr18,24hrs,ADNP2,-107.0162486568,25.8149676496,39.0068414128,0
chr18,24hrs,RBFA,-107.3316510826,25.310926503,38.699784014,0
chr18,24hrs,LOC103244011,-107.5694527579,25.0572685245,38.609850281,0
chr18,24hrs,TXNL4A,-107.7031824001,24.9146219655,38.559275339,0
chr18,24hrs,HSBP1L1,-107.7642858719,24.8494441945,38.536166741,0
chr18,24hrs,LOC103244020,-107.7980327575,24.788239741,38.545014378,0
chr18,24hrs,PQLC1,-107.7227260345,24.4319037886,38.9478469788,0
chr18,24hrs,LOC103244018,-107.734011447,24.4853040436,38.8874787688,0
chr18,24hrs,KCNG2,-107.4929112125,24.470910643750003,39.88610414375,0
chr18,24hrs,LOC103244244,-107.675640826,24.2091062488,39.1997163504,0
chr18,24hrs,LOC103244016,-107.6624307245,24.1465987606,39.2703801548,0
chr18,24hrs,LOC103244015,-107.664272678,24.1553145064,39.2605271312,0
chr18,24hrs,LOC103244021,-107.4792771407,24.2566672943,39.9977261581,0
chr18,24hrs,CTDP1,-107.476578432,24.0927761889,39.4725407268,0
chr18,24hrs,CRIPAK,-107.3823045534,24.2754971904,40.2027482178,0
chr18,24hrs,LOC103244022,-107.4040614999,24.1497706944,39.7644237833,0
chr18,24hrs,LOC103244029,-107.4998390648,24.0529557748,39.5669863614,0
chr18,24hrs,NFATC1,-106.684270244,24.077488932666668,39.59697160946667,0
chr18,24hrs,LOC103244027,-107.7230734536,24.4494485814,38.7924169624,0
chr18,24hrs,LOC103244026,-107.5510343056,24.0788520275,39.508097648100005,0
chr18,24hrs,LOC103244025,-107.361587641,24.0462528185,39.587401944,0
chr18,24hrs,ATP9B,-107.30122733975,24.4336261335,40.1511047658,0
chr18,24hrs,LOC103244030,-105.9735684348,24.4338605896,40.1337177514,0
chr18,24hrs,SALL3,-107.102678845,24.478174525,40.1133293,0
chr18,24hrs,LOC103244247,-107.1198786885,24.4857504325,40.13722569,0
chr18,24hrs,LOC103244035,-106.4899562416,24.3408993328,40.3881018376,0
chr18,24hrs,LOC103244036,-106.00563599375,24.59824356125,40.61878886875,0
chr18,24hrs,LOC103244037,-105.9378307336,25.028391532,40.8588723296,0
chr18,24hrs,LOC103244040,-105.734691539,24.600774552,40.5035559254,0
chr18,24hrs,LOC103244041,-105.6331736896,24.765608422,40.5926455274,0
chr18,24hrs,LOC103244042,-104.8800555406,25.6814691602,39.748069519800005,0
chr18,24hrs,LOC103244043,-104.864678557,25.765717619,39.607596981,0
chr18,24hrs,LOC103244248,-104.7258916414,25.5626402446,39.9218879804,-1
chr18,24hrs,GALR1,-105.5542360412,24.6341605648,39.992476085,0
chr18,24hrs,MBP,-106.85354344,24.038695384,38.784821128,0
chr18,24hrs,LOC103244048,-106.966692964,24.12786919,39.4371826693,0
chr18,24hrs,LOC103244047,-106.875550952,24.04144142,38.819369167400005,0
chr18,24hrs,LOC103244046,-107.1796535128,24.4557804344,39.5352395838,0
chr18,24hrs,ZNF236,-106.5682880746,24.1480375998,39.0243013432,0
chr18,24hrs,LOC103244053,-106.457025469,24.214470954,39.6064736455,0
chr18,24hrs,LOC103244057,-106.9089164384,24.388322144,39.4983099744,0
chr18,24hrs,LOC103244058,-106.846247129,24.3727372025,39.4957344765,0
chr18,24hrs,ZNF516,-105.6183388225,24.127387637,39.782394867,0
chr18,24hrs,LOC103244062,-106.8234507896,24.367068086,39.4947976236,0
chr18,24hrs,LOC103244059,-105.8093030624,24.1568419221,39.6889275425,0
chr18,24hrs,LOC103244063,-105.4962904,24.187458860000003,39.83924403,0
chr18,24hrs,LOC103244064,-105.3745209007,23.7901450102,39.4936736709,0
chr18,24hrs,LOC103244065,-105.643534285,23.7869466559,39.4246684414,0
chr18,24hrs,LOC103244066,-106.2069144844,24.3464408092,40.31383145,0
chr18,24hrs,LOC103244067,-105.5950071936,23.8021538576,39.1422280944,0
chr18,24hrs,LOC103244068,-105.6292379616,23.7659199456,39.0498077664,0
chr18,24hrs,LOC103244070,-105.7505745072,23.8491335388,38.5513869752,0
chr18,24hrs,SMIM21,-105.4470332792,23.8152556018,38.6866796772,0
chr18,24hrs,LOC103244073,-106.2870616478,24.0124882402,38.4235759797,0
chr18,24hrs,LOC103244072,-105.5017961376,23.8213676304,38.6622710816,0
chr18,24hrs,LOC103244071,-106.2880557269,24.021566097100003,38.43277842435,0
chr18,24hrs,LOC103244075,-106.182316055,24.075457997500003,38.5505731665,0
chr18,24hrs,LOC103244076,-106.237628823,24.0944966535,38.5397583569,0
chr18,24hrs,TSHZ1,-106.2383504045,23.9197123222,38.80539661785,0
chr18,24hrs,ZADH2,-105.6522791752,24.499224716,38.965601568,0
chr18,24hrs,LOC103244077,-106.0243049281,23.9599097855,39.039477804,0
chr18,24hrs,ZNF407,-107.1340949842,24.5611650785,38.7174868998,0
chr18,24hrs,LOC103244249,-106.550920954,24.4969663124,38.0307316968,0
chr18,24hrs,CNDP1,-107.0334821485,24.6378503241,38.4200382962,0
chr18,24hrs,CNDP2,-106.6346081286,24.3601263565,38.6468486065,0
chr18,24hrs,FAM69C,-106.995247713,24.445952746,39.004000777,0
chr18,24hrs,C18H18orf63,-106.0143293958,24.1102189732,39.4039333528,0
chr18,24hrs,LOC103244088,-106.825866924,24.168824443,39.317591914,0
chr18,24hrs,LOC103244087,-105.9141282561,24.0783518673,39.4315015086,0
chr18,24hrs,LOC103244090,-106.7283402491,24.1300437163,39.3497538266,0
chr18,24hrs,LOC103244250,-106.7785160223,24.133229223900003,39.3447161298,0
chr18,24hrs,TIMM21,-106.5026171358,23.8745438796,39.2457675774,0
chr18,24hrs,FBXO15,-105.9865732805,23.982617863,38.783987633,0
chr18,24hrs,LOC103244091,-105.845967408,25.605022456,37.8047096,0
chr18,24hrs,LOC103244094,-105.1864869411,24.1867523528,38.4478962775,0
chr18,24hrs,LOC103244095,-105.3123875998,24.071038266,38.219449191200006,0
chr18,24hrs,LOC103244096,-106.6983628544,24.311936175466663,38.078136239466666,0
chr18,24hrs,LOC103244097,-106.5811038596,24.5035627779,37.8482131452,0
chr18,24hrs,NETO1,-106.487350183,23.68367072225,38.32010452125,0
chr18,24hrs,LOC103244098,-106.68228768,23.833691869200003,38.2585669877,0
chr18,24hrs,CBLN2,-106.2429014462,23.8834855786,38.1187593576,0
chr18,24hrs,LOC103244103,-106.0924463396,24.2546888992,37.8628264662,0
chr18,24hrs,LOC103244105,-105.1384311193,24.5051939396,38.6136394101,0
chr18,24hrs,LOC103244106,-105.2993346545,24.3776531853,37.8960872716,0
chr18,24hrs,LOC103244108,-104.8972060828,24.0276925649,38.8477234428,0
chr18,24hrs,LOC103244113,-104.3127267622,25.0484383965,38.7590844733,-1
chr18,24hrs,LOC103244112,-104.5105643928,24.9176335788,38.9248215684,-1
chr18,24hrs,LOC103244111,-105.0880634383,24.020894509466665,39.22400977913333,0
chr18,24hrs,GTSCR1,-105.6432771342,23.841699603,39.0095612252,0
chr18,24hrs,LOC103244109,-105.72748727815,24.53579536875,38.3554451741,0
chr18,24hrs,SOCS6,-106.229239625,24.6905100625,37.6978863125,0
chr18,24hrs,RTTN,-105.13940231666666,25.24421831933333,37.93343077866667,0
chr18,24hrs,CD226,-105.2987770832,25.424974108,38.096582860000005,0
chr18,24hrs,DOK6,-106.5283082128,25.08038664064,37.98499918784,0
