chromosome,timepoint,gene_name,middle_x,middle_y,middle_z,cluster
chr20,24hrs,LOC103223653,22.6449529184,71.6409574936,30.6153534032,-1
chr20,24hrs,LOC103225858,23.198761312,72.736226438,29.964757703,1
chr20,24hrs,HSD17B7,22.9325803808,72.8844252192,29.8293207952,1
chr20,24hrs,DDR2,23.893197172266664,73.94164748906667,29.972050765866666,1
chr20,24hrs,UAP1,24.2806124088,73.8691850313,30.3011119358,1
chr20,24hrs,UHMK1,24.54431558,74.1766600446,30.6510046531,1
chr20,24hrs,SH2D1B,24.3962333994,73.85246163160001,29.9834421947,1
chr20,24hrs,LOC103223662,23.21787317874,73.52015674972,29.60792625098,1
chr20,24hrs,C20H1orf111,24.3664756764,73.74666082,29.9252915032,1
chr20,24hrs,OLFML2B,22.8756590736,73.3085863834,29.3886184942,1
chr20,24hrs,ATF6,22.3669792313,73.8640478241,29.6200241712,1
chr20,24hrs,DUSP12,21.6065778228,73.9132386144,30.3385043208,1
chr20,24hrs,FCRLB,21.8116323462,73.9876520976,30.1036965132,1
chr20,24hrs,LOC103223668,21.7962271956,73.98206162880001,30.1213369416,1
chr20,24hrs,FCRLA,21.9091082114,74.0230257072,29.9920769604,1
chr20,24hrs,FCGR2B,21.9320349688,74.166409224,30.5903227416,1
chr20,24hrs,LOC103223674,22.1791962312,74.20818109220001,30.0857194645,1
chr20,24hrs,LOC103223675,22.2407229672,74.3235164082,30.4453082745,1
chr20,24hrs,TRNAN-GUU,22.2430802832,74.3279353292,30.459085447,1
chr20,24hrs,FCGR2A,22.60667551355,74.33304478075,29.86996911185,1
chr20,24hrs,TRNAD-GUC,22.2566202648,74.35331678380001,30.5382189455,1
chr20,24hrs,TRNAG-UCC,22.258132416,74.356151396,30.54705661,1
chr20,24hrs,TRNAL-CAG,22.2593560128,74.35844509680001,30.554207838,1
chr20,24hrs,HSPA6,22.2719388768,74.3820323808,30.627747528,1
chr20,24hrs,TRNAG-GCC,22.2693261192,74.37713462020001,30.6124774445,1
chr20,24hrs,TRNAG-GCC-2,22.5416194262,74.4398848154,30.4077064396,1
chr20,24hrs,TRNAL-CAG-2,22.5539905636,74.4419680412,30.3953228488,1
chr20,24hrs,TRNAD-GUC-2,22.5586597158,74.44275429860001,30.3906489964,1
chr20,24hrs,TRNAG-UCC-2,22.5636039389,74.4435868763,30.3856997962,1
chr20,24hrs,TRNAE-CUC,22.5661430549,74.44401444830001,30.3831581242,1
chr20,24hrs,TRNAN-GUU-2,22.6723768471,74.4619035857,30.2768173918,1
chr20,24hrs,TRNAV-CAC,22.8608004136,74.4936329912,30.0882041488,1
chr20,24hrs,C20H1orf192,23.0917859448,74.5763351752,29.9704311432,1
chr20,24hrs,SDHC,23.5024399654,74.8132222946,29.9937546586,1
chr20,24hrs,MPZ,23.5913295353,74.86449853469999,29.9988032327,1
chr20,24hrs,LOC103223681,23.8264046969,75.0001024131,30.0121545671,1
chr20,24hrs,PCP4L1,23.67458212585,74.3359186424,30.40703583435,1
chr20,24hrs,NR1I3,23.9904465604,74.6026336931,30.3658377752,1
chr20,24hrs,TOMM40L,23.9987778724,74.5728993611,30.3904820312,1
chr20,24hrs,APOA2,24.0069232976,74.54382845639999,30.4145764288,1
chr20,24hrs,FCER1G,24.0235366504,74.4845356406,30.4637191952,1
chr20,24hrs,NDUFS2,24.0516705056,74.3841263184,30.5469399328,1
chr20,24hrs,ADAMTS4,24.0765927744,74.2951791016,30.6206607072,1
chr20,24hrs,B4GALT3,24.03931764,74.27021624,30.54404468,1
chr20,24hrs,PPOX,24.020219012,74.284869392,30.498945044,1
chr20,24hrs,USP21,23.9912711935,74.307079196,30.4305874595,1
chr20,24hrs,UFC1,23.907956155,74.37100148,30.233846735,1
chr20,24hrs,DEDD,23.866923703,74.40248304800001,30.136952411,1
chr20,24hrs,NIT1,23.851571584,74.414261744,30.100699808,1
chr20,24hrs,PFDN2,23.78204697,74.46760352,29.93652389,1
chr20,24hrs,KLHDC9,23.7736465335,74.474048636,29.9166870395,1
chr20,24hrs,LOC103223700,23.7400292095,74.49984105200001,29.8373028515,1
chr20,24hrs,LOC103223699,23.47226533375,74.0226068099,30.3753762188,1
chr20,24hrs,LOC103223701,23.553522548,74.3878227032,29.8342501484,1
chr20,24hrs,ARHGAP30,23.390740481,74.2408247654,29.9159837423,1
chr20,24hrs,USF1,23.332044347,74.1878200898,29.9454553301,1
chr20,24hrs,TSTD1,23.3200427,74.17698218,29.95148141,1
chr20,24hrs,F11R,23.067429899,73.9488639266,30.0783194117,1
chr20,24hrs,ITLN1,22.604816517000003,73.10786622100001,30.068458603,1
chr20,24hrs,CD244,22.8879725106,73.3785560524,30.1286078992,1
chr20,24hrs,LOC103223710,22.9523429114,73.4501743356,30.1419028048,1
chr20,24hrs,LOC103225860,23.004141505,73.50780527,30.15260116,1
chr20,24hrs,LOC103223709,23.1523239538,73.6726725452,30.1832064016,1
chr20,24hrs,LOC103223713,23.2620438859,73.7947465586,30.2058676888,1
chr20,24hrs,SLAMF7,23.321757715,73.8862662725,30.1127645425,1
chr20,24hrs,CD48,23.1534976462,73.7430858653,29.8929478889,1
chr20,24hrs,LOC103223717,23.0052107518,73.6169015717,29.6992243921,1
chr20,24hrs,SLAMF1,23.15338978075,74.1048563247,30.32047707885,1
chr20,24hrs,CD84,22.9789035925,74.17541364249999,30.35139599,1
chr20,24hrs,SLAMF6,23.4648837898,73.6907894116,30.2812260764,1
chr20,24hrs,VANGL2,24.130598942,73.5826115138,30.455800734,1
chr20,24hrs,NHLH1,24.406936034,73.6877468126,30.605994018,1
chr20,24hrs,NCSTN,23.9236365585,73.9788414405,30.378578008,1
chr20,24hrs,COPA,24.290348697,74.167130292,30.581512366,1
chr20,24hrs,LOC103223725,24.2612956026,74.21389345360001,30.5700142028,1
chr20,24hrs,PEX19,24.2294109102,74.2652142872,30.5573953956,1
chr20,24hrs,DCAF8,23.9999378935,74.1670235427,30.0231192004,1
chr20,24hrs,LOC103223726,23.9984878792,74.4459154588,30.2848562648,1
chr20,24hrs,PEA15,23.9402606504,74.4343096556,30.1619110776,1
chr20,24hrs,CASQ1,23.870956392,74.420495988,30.015577048,1
chr20,24hrs,LOC103223731,23.8883041068,74.42395372019999,30.0522062692,1
chr20,24hrs,ATP1A4,23.7336311416,74.3931244324,29.7256185704,1
chr20,24hrs,ATP1A2,23.815071848,74.263357688,29.895799692,1
chr20,24hrs,IGSF8,23.9040867422,74.1569038182,30.0822391263,1
chr20,24hrs,KCNJ9,23.7726408647,74.61806860429999,30.42017023035,1
chr20,24hrs,KCNJ10,23.7696351261,74.6069769209,30.38424583705,1
chr20,24hrs,LOC103223737,23.89707014,74.541432636,30.826384818,1
chr20,24hrs,PIGM,24.037444556,74.0772935544,30.5226956772,1
chr20,24hrs,LOC103223735,24.024936424,74.1186508976,30.5497560488,1
chr20,24hrs,SLAMF9,23.824729872,74.78062113280001,30.9828873664,1
chr20,24hrs,IGSF9,23.7876398392,74.6286233357,30.8560864118,1
chr20,24hrs,TAGLN2,23.7751587112,74.5655467727,30.8044244498,1
chr20,24hrs,CCDC19,23.7103759136,74.2381503856,30.5362750944,1
chr20,24hrs,LOC103223746,23.757538048,74.476496258,30.731488892,1
chr20,24hrs,LOC103223744,23.7356897704,74.3660804159,30.6410543666,1
