chr,bin1_start,bin2_start,contact_count
chr31,100000,100000,113.86666870117188
chr31,300000,300000,113.86666870117188
chr31,400000,400000,113.86666870117188
chr31,1200000,1200000,113.86666870117188
chr31,1300000,1300000,113.86666870117188
chr31,1400000,1400000,113.86666870117188
chr31,1500000,1500000,110.93342590332031
chr31,1500000,1600000,2.933239221572876
chr31,1600000,1600000,110.40531921386719
chr31,1700000,1700000,113.48004913330078
chr31,1800000,1800000,113.46852111816406
chr31,1900000,1900000,113.32791137695312
chr31,1600000,2000000,0.5281078815460205
chr31,1700000,2000000,0.386620432138443
chr31,1800000,2000000,0.3981436491012573
chr31,1900000,2000000,0.538754940032959
chr31,2000000,2000000,99.07283020019531
chr31,2000000,2100000,12.942212104797363
chr31,2100000,2100000,100.92445373535156
chr31,2300000,2300000,113.86666870117188
chr31,2400000,2400000,113.86666870117188
chr31,2500000,2500000,113.86666870117188
chr31,2700000,2700000,113.86666870117188
chr31,2900000,2900000,113.86666870117188
chr31,3100000,3100000,88.35948181152344
chr31,3200000,3200000,113.86666870117188
chr31,3300000,3300000,112.1755599975586
chr31,3800000,3800000,113.86666870117188
chr31,3900000,3900000,113.86666870117188
chr31,4500000,4500000,113.86666870117188
chr31,4900000,4900000,113.86666870117188
chr31,5300000,5300000,113.86666870117188
chr31,3100000,5600000,25.507184982299805
chr31,5600000,5600000,88.35948181152344
chr31,3300000,5700000,1.6911101341247559
chr31,5700000,5700000,112.1755599975586
chr31,5800000,5800000,113.86666870117188
chr31,6100000,6100000,113.86666870117188
