chr,bin1_start,bin2_start,contact_count
chr31,300000,300000,123.60869598388672
chr31,500000,500000,123.60869598388672
chr31,1200000,1200000,123.60869598388672
chr31,1300000,1300000,123.45703125
chr31,1400000,1400000,123.60869598388672
chr31,1500000,1500000,112.23925018310547
chr31,1500000,1600000,11.369444847106934
chr31,1600000,1600000,109.41007995605469
chr31,1600000,1700000,2.4770264625549316
chr31,1700000,1700000,121.13166809082031
chr31,1800000,1800000,123.60869598388672
chr31,1900000,1900000,123.60869598388672
chr31,1300000,2000000,0.15166443586349487
chr31,1600000,2000000,0.35214805603027344
chr31,2000000,2000000,117.10560607910156
chr31,2000000,2100000,5.999284744262695
chr31,2100000,2100000,117.60935974121094
chr31,2900000,2900000,123.60869598388672
chr31,3100000,3100000,78.14461517333984
chr31,3200000,3200000,104.97824096679688
chr31,3300000,3300000,123.60869598388672
chr31,3800000,3800000,123.60869598388672
chr31,3900000,3900000,123.60869598388672
chr31,4900000,4900000,123.60869598388672
chr31,5400000,5400000,123.60869598388672
chr31,3100000,5600000,45.464080810546875
chr31,3200000,5600000,18.63045883178711
chr31,5600000,5600000,59.51416015625
chr31,5700000,5700000,123.60869598388672
chr31,6100000,6100000,123.60869598388672
