chromosome,start,end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak,structure_start_id,structure_end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_percent,middle_pos,middle_x,middle_y,middle_z
chr21,1174547,1174744,NC_023662.1,2803_001_autosomes_peak_112899,7720,.,177.552,777.052,772.089,83,11,12,"[-11.515772980600001, -63.5297969895, 25.4397723341]",-11.515772980600001,-63.5297969895,25.4397723341,"[-11.5171263312, -63.529645004, 25.438493863199998]",-11.5171263312,-63.529645004,25.438493863199998,1174645,74.744,"[-11.5171263312, -63.529645004, 25.438493863199998]",-11.5171263312,-63.529645004,25.438493863199998
chr21,1272152,1272255,NC_023662.1,2803_001_autosomes_peak_112900,14,.,2.88702,3.05827,1.41458,10,12,13,"[-12.0634682448, -63.2270139064, 24.734452912800002]",-12.0634682448,-63.2270139064,24.734452912800002,"[-12.064000487, -63.2266097035, 24.7336818445]",-12.064000487,-63.2266097035,24.7336818445,1272203,72.255,"[-12.064000487, -63.2266097035, 24.7336818445]",-12.064000487,-63.2266097035,24.7336818445
chr21,1364395,1364524,NC_023662.1,2803_001_autosomes_peak_112901,14,.,2.88702,3.05827,1.41458,72,13,14,"[-11.9442713485, -63.6705546355, 24.921597121999998]",-11.9442713485,-63.6705546355,24.921597121999998,"[-11.9437442932, -63.6716620876, 24.9223896464]",-11.9437442932,-63.6716620876,24.9223896464,1364459,64.524,"[-11.9437442932, -63.6716620876, 24.9223896464]",-11.9437442932,-63.6716620876,24.9223896464
chr21,1368913,1369349,NC_023662.1,2803_001_autosomes_peak_112902,21,.,3.3682,3.87986,2.15898,402,13,14,"[-11.9258121559, -63.7093412137, 24.9493539068]",-11.9258121559,-63.7093412137,24.9493539068,"[-11.9240307907, -63.7130842301, 24.9520325164]",-11.9240307907,-63.7130842301,24.9520325164,1369131,69.349,"[-11.9240307907, -63.7130842301, 24.9520325164]",-11.9240307907,-63.7130842301,24.9520325164
chr21,1369821,1370352,NC_023662.1,2803_001_autosomes_peak_112903,88,.,6.73639,10.9183,8.89845,428,13,14,"[-11.9221023403, -63.7171363029, 24.9549322956]",-11.9221023403,-63.7171363029,24.9549322956,"[-11.919932833599999, -63.7216948848, 24.958194547199998]",-11.919932833599999,-63.7216948848,24.958194547199998,1370086,70.352,"[-11.919932833599999, -63.7216948848, 24.958194547199998]",-11.919932833599999,-63.7216948848,24.958194547199998
chr21,1372321,1372438,NC_023662.1,2803_001_autosomes_peak_112904,21,.,3.3682,3.87986,2.15898,48,13,14,"[-11.9118880903, -63.7385985529, 24.9702912956]",-11.9118880903,-63.7385985529,24.9702912956,"[-11.9114100634, -63.7396029862, 24.9710100968]",-11.9114100634,-63.7396029862,24.9710100968,1372379,72.438,"[-11.9114100634, -63.7396029862, 24.9710100968]",-11.9114100634,-63.7396029862,24.9710100968
chr21,1382336,1382690,NC_023662.1,2803_001_autosomes_peak_112905,21,.,3.3682,3.87986,2.15898,87,13,14,"[-11.8709698048, -63.8245763264, 25.0318194496]",-11.8709698048,-63.8245763264,25.0318194496,"[-11.869523467, -63.827615381, 25.033994284]",-11.869523467,-63.827615381,25.033994284,1382513,82.69,"[-11.869523467, -63.827615381, 25.033994284]",-11.869523467,-63.827615381,25.033994284
chr21,1385270,1385788,NC_023662.1,2803_001_autosomes_peak_112906a,252,.,12.9916,27.6047,25.2812,297,13,14,"[-11.858982360999999, -63.849764422999996, 25.049844772]",-11.858982360999999,-63.849764422999996,25.049844772,"[-11.8568659684, -63.8542114012, 25.0530271568]",-11.8568659684,-63.8542114012,25.0530271568,1385529,85.788,"[-11.8568659684, -63.8542114012, 25.0530271568]",-11.8568659684,-63.8542114012,25.0530271568
chr21,1385270,1385788,NC_023662.1,2803_001_autosomes_peak_112906b,239,.,12.5104,26.2054,23.9012,414,13,14,"[-11.858982360999999, -63.849764422999996, 25.049844772]",-11.858982360999999,-63.849764422999996,25.049844772,"[-11.8568659684, -63.8542114012, 25.0530271568]",-11.8568659684,-63.8542114012,25.0530271568,1385529,85.788,"[-11.8568659684, -63.8542114012, 25.0530271568]",-11.8568659684,-63.8542114012,25.0530271568
chr21,1390315,1390529,NC_023662.1,2803_001_autosomes_peak_112907,21,.,3.3682,3.87986,2.15898,113,13,14,"[-11.8383700045, -63.8930752435, 25.080839234]",-11.8383700045,-63.8930752435,25.080839234,"[-11.8374956647, -63.8949124121, 25.0821539644]",-11.8374956647,-63.8949124121,25.0821539644,1390422,90.52900000000001,"[-11.8374956647, -63.8949124121, 25.0821539644]",-11.8374956647,-63.8949124121,25.0821539644
chr21,1393567,1393802,NC_023662.1,2803_001_autosomes_peak_112908,29,.,3.84937,4.75735,2.97448,146,13,14,"[-11.8250833081, -63.9209933383, 25.100818221199997]",-11.8250833081,-63.9209933383,25.100818221199997,"[-11.8241231686, -63.923010789799996, 25.102261967199997]",-11.8241231686,-63.923010789799996,25.102261967199997,1393684,93.80199999999999,"[-11.8241231686, -63.923010789799996, 25.102261967199997]",-11.8241231686,-63.923010789799996,25.102261967199997
chr21,1397391,1397523,NC_023662.1,2803_001_autosomes_peak_112909,21,.,3.3682,3.87986,2.15898,78,13,14,"[-11.8094595913, -63.9538219959, 25.1243113476]",-11.8094595913,-63.9538219959,25.1243113476,"[-11.8089202789, -63.9549552027, 25.125122302799998]",-11.8089202789,-63.9549552027,25.125122302799998,1397457,97.52300000000001,"[-11.8089202789, -63.9549552027, 25.125122302799998]",-11.8089202789,-63.9549552027,25.125122302799998
chr21,1402392,1403098,NC_023662.1,2803_001_autosomes_peak_112910a,159,.,9.62341,18.1771,15.9999,200,14,15,"[-11.8171853904, -63.9699065552, 25.1284072688]",-11.8171853904,-63.9699065552,25.1284072688,"[-11.8226118476, -63.9680431388, 25.124885317199997]",-11.8226118476,-63.9680431388,25.124885317199997,1402745,3.098,"[-11.8226118476, -63.9680431388, 25.124885317199997]",-11.8226118476,-63.9680431388,25.124885317199997
chr21,1402392,1403098,NC_023662.1,2803_001_autosomes_peak_112910b,185,.,10.5858,20.7783,18.5562,389,14,15,"[-11.8171853904, -63.9699065552, 25.1284072688]",-11.8171853904,-63.9699065552,25.1284072688,"[-11.8226118476, -63.9680431388, 25.124885317199997]",-11.8226118476,-63.9680431388,25.124885317199997,1402745,3.098,"[-11.8226118476, -63.9680431388, 25.124885317199997]",-11.8226118476,-63.9680431388,25.124885317199997
chr21,1404786,1405809,NC_023662.1,2803_001_autosomes_peak_112911,508,.,21.1715,53.4425,50.8341,361,14,15,"[-11.8355861532, -63.963587831599995, 25.116464560399997]",-11.8355861532,-63.963587831599995,25.116464560399997,"[-11.8434491358, -63.9608877254, 25.1113612226]",-11.8434491358,-63.9608877254,25.1113612226,1405297,5.809,"[-11.8434491358, -63.9608877254, 25.1113612226]",-11.8434491358,-63.9608877254,25.1113612226
chr21,1430328,1431239,NC_023662.1,2803_001_autosomes_peak_112912a,78,.,6.25522,9.80253,7.81385,222,14,15,"[-12.0319070736, -63.8961722768, 24.989045739199998]",-12.0319070736,-63.8961722768,24.989045739199998,"[-12.0389092018, -63.8937677834, 24.984501124599998]",-12.0389092018,-63.8937677834,24.984501124599998,1430783,31.239,"[-12.0389092018, -63.8937677834, 24.984501124599998]",-12.0389092018,-63.8937677834,24.984501124599998
chr21,1430328,1431239,NC_023662.1,2803_001_autosomes_peak_112912b,309,.,14.9163,33.354,30.9572,481,14,15,"[-12.0319070736, -63.8961722768, 24.989045739199998]",-12.0319070736,-63.8961722768,24.989045739199998,"[-12.0389092018, -63.8937677834, 24.984501124599998]",-12.0389092018,-63.8937677834,24.984501124599998,1430783,31.239,"[-12.0389092018, -63.8937677834, 24.984501124599998]",-12.0389092018,-63.8937677834,24.984501124599998
chr21,1470515,1470722,NC_023662.1,2803_001_autosomes_peak_112913,29,.,3.84937,4.75735,2.97448,159,14,15,"[-12.340792393000001, -63.790102708999996, 24.788568871]",-12.340792393000001,-63.790102708999996,24.788568871,"[-12.3423834364, -63.7895563532, 24.7875362308]",-12.3423834364,-63.7895563532,24.7875362308,1470618,70.722,"[-12.3423834364, -63.7895563532, 24.7875362308]",-12.3423834364,-63.7895563532,24.7875362308
chr21,1470949,1471550,NC_023662.1,2803_001_autosomes_peak_112914,47,.,4.81171,6.6564,4.77727,171,14,15,"[-12.3441282038, -63.788957209399996, 24.7864038186]",-12.3441282038,-63.788957209399996,24.7864038186,"[-12.34874761, -63.78737093, 24.78340567]",-12.34874761,-63.78737093,24.78340567,1471249,71.55,"[-12.34874761, -63.78737093, 24.78340567]",-12.34874761,-63.78737093,24.78340567
chr21,1482938,1483109,NC_023662.1,2803_001_autosomes_peak_112915,21,.,3.3682,3.87986,2.15898,107,14,15,"[-12.4362780556, -63.7573134428, 24.7265954932]",-12.4362780556,-63.7573134428,24.7265954932,"[-12.4375923958, -63.756862105399996, 24.7257424426]",-12.4375923958,-63.756862105399996,24.7257424426,1483023,83.109,"[-12.4375923958, -63.756862105399996, 24.7257424426]",-12.4375923958,-63.756862105399996,24.7257424426
chr21,1504500,1504616,NC_023662.1,2803_001_autosomes_peak_112916,29,.,3.84937,4.75735,2.97448,47,15,16,"[-12.587652, -63.7094405, 24.60065105]",-12.587652,-63.7094405,24.60065105,"[-12.588173536000001, -63.709367304, 24.5995985704]",-12.588173536000001,-63.709367304,24.5995985704,1504558,4.616,"[-12.588173536000001, -63.709367304, 24.5995985704]",-12.588173536000001,-63.709367304,24.5995985704
chr21,1505963,1506175,NC_023662.1,2803_001_autosomes_peak_112917,14,.,2.88702,3.05827,1.41458,10,15,16,"[-12.594229648, -63.708517347, 24.5873771047]",-12.594229648,-63.708517347,24.5873771047,"[-12.5951828, -63.708383575, 24.5854536075]",-12.5951828,-63.708383575,24.5854536075,1506069,6.175,"[-12.5951828, -63.708383575, 24.5854536075]",-12.5951828,-63.708383575,24.5854536075
chr21,1507808,1508566,NC_023662.1,2803_001_autosomes_peak_112918,639,.,25.0209,66.6643,63.9399,442,15,16,"[-12.602524768, -63.707353152, 24.5706372352]",-12.602524768,-63.707353152,24.5706372352,"[-12.605932736, -63.706874854, 24.563759825400002]",-12.605932736,-63.706874854,24.563759825400002,1508187,8.566,"[-12.605932736, -63.706874854, 24.563759825400002]",-12.605932736,-63.706874854,24.563759825400002
chr21,1520007,1520199,NC_023662.1,2803_001_autosomes_peak_112919,21,.,3.3682,3.87986,2.15898,83,15,16,"[-12.657371472, -63.699655583, 24.4599544883]",-12.657371472,-63.699655583,24.4599544883,"[-12.658234704, -63.699534431000004, 24.4582124531]",-12.658234704,-63.699534431000004,24.4582124531,1520103,20.199,"[-12.658234704, -63.699534431000004, 24.4582124531]",-12.658234704,-63.699534431000004,24.4582124531
chr21,1560075,1560374,NC_023662.1,2803_001_autosomes_peak_112920,57,.,5.29288,7.66889,5.74981,71,15,16,"[-12.8375172, -63.674372675, 24.0964135175]",-12.8375172,-63.674372675,24.0964135175,"[-12.838861504, -63.674184006, 24.0937006606]",-12.838861504,-63.674184006,24.0937006606,1560224,60.374,"[-12.838861504, -63.674184006, 24.0937006606]",-12.838861504,-63.674184006,24.0937006606
chr21,1597913,1599057,NC_023662.1,2803_001_autosomes_peak_112921,2000,.,59.6652,203.584,200.001,609,15,16,"[-13.007636848, -63.650496897000004, 23.7531055597]",-13.007636848,-63.650496897000004,23.7531055597,"[-13.012780272, -63.649775033000004, 23.742725933299997]",-13.012780272,-63.649775033000004,23.742725933299997,1598485,99.05699999999999,"[-13.012780272, -63.649775033000004, 23.742725933299997]",-13.012780272,-63.649775033000004,23.742725933299997
chr21,1712000,1712105,NC_023662.1,2803_001_autosomes_peak_112922,14,.,2.88702,3.05827,1.41458,49,17,18,"[-12.8169232, -64.5360364, 24.0414212]",-12.8169232,-64.5360364,24.0414212,"[-12.816715153, -64.5353045185, 24.0420102605]",-12.816715153,-64.5353045185,24.0420102605,1712052,12.105,"[-12.816715153, -64.5353045185, 24.0420102605]",-12.816715153,-64.5353045185,24.0420102605
chr21,1717605,1717791,NC_023662.1,2803_001_autosomes_peak_112923,21,.,3.3682,3.87986,2.15898,41,17,18,"[-12.805817453, -64.49696786850001, 24.0728658105]",-12.805817453,-64.49696786850001,24.0728658105,"[-12.8054489126, -64.4956713927, 24.0739092891]",-12.8054489126,-64.4956713927,24.0739092891,1717698,17.791,"[-12.8054489126, -64.4956713927, 24.0739092891]",-12.8054489126,-64.4956713927,24.0739092891
chr21,1735358,1735979,NC_023662.1,2803_001_autosomes_peak_112924,29,.,3.84937,4.75735,2.97448,171,17,18,"[-12.7706416588, -64.3732241326, 24.1724619158]",-12.7706416588,-64.3732241326,24.1724619158,"[-12.7694112094, -64.3688955763, 24.175945787899998]",-12.7694112094,-64.3688955763,24.175945787899998,1735668,35.979,"[-12.7694112094, -64.3688955763, 24.175945787899998]",-12.7694112094,-64.3688955763,24.175945787899998
chr21,1756192,1756900,NC_023662.1,2803_001_autosomes_peak_112925,1043,.,36.0878,107.402,104.374,157,17,18,"[-12.729361171199999, -64.2280049024, 24.2893427392]",-12.729361171199999,-64.2280049024,24.2893427392,"[-12.727958339999999, -64.22306993, 24.29331469]",-12.727958339999999,-64.22306993,24.29331469,1756546,56.89999999999999,"[-12.727958339999999, -64.22306993, 24.29331469]",-12.727958339999999,-64.22306993,24.29331469
chr21,1885740,1886763,NC_023662.1,2803_001_autosomes_peak_112926a,429,.,18.7657,45.4897,42.9587,452,18,19,"[-12.616083488, -63.861311604, 23.58789735]",-12.616083488,-63.861311604,23.58789735,"[-12.6157675856, -63.860579749799996, 23.5765957575]",-12.6157675856,-63.860579749799996,23.5765957575,1886251,86.763,"[-12.6157675856, -63.860579749799996, 23.5765957575]",-12.6157675856,-63.860579749799996,23.5765957575
chr21,1885740,1886763,NC_023662.1,2803_001_autosomes_peak_112926b,524,.,21.6527,55.0632,52.4399,662,18,19,"[-12.616083488, -63.861311604, 23.58789735]",-12.616083488,-63.861311604,23.58789735,"[-12.6157675856, -63.860579749799996, 23.5765957575]",-12.6157675856,-63.860579749799996,23.5765957575,1886251,86.763,"[-12.6157675856, -63.860579749799996, 23.5765957575]",-12.6157675856,-63.860579749799996,23.5765957575
chr21,1914867,1914977,NC_023662.1,2803_001_autosomes_peak_112927,47,.,4.81171,6.6564,4.77727,87,19,20,"[-12.6597227105, -63.8223958762, 23.560357048]",-12.6597227105,-63.8223958762,23.560357048,"[-12.660078175499999, -63.8221834222, 23.561318888]",-12.660078175499999,-63.8221834222,23.561318888,1914922,14.976999999999999,"[-12.660078175499999, -63.8221834222, 23.561318888]",-12.660078175499999,-63.8221834222,23.561318888
chr21,1915434,1915586,NC_023662.1,2803_001_autosomes_peak_112928,21,.,3.3682,3.87986,2.15898,111,19,20,"[-12.661554971, -63.8213007724, 23.565314896]",-12.661554971,-63.8213007724,23.565314896,"[-12.662046158999999, -63.8210071996, 23.566643984]",-12.662046158999999,-63.8210071996,23.566643984,1915510,15.586,"[-12.662046158999999, -63.8210071996, 23.566643984]",-12.662046158999999,-63.8210071996,23.566643984
chr21,2099897,2100067,NC_023662.1,2803_001_autosomes_peak_112929,14,.,2.88702,3.05827,1.41458,15,20,22,"[-12.69225510975, -63.61008437305, 24.5697567719]",-12.69225510975,-63.61008437305,24.5697567719,"[-12.69184230725, -63.61000288355, 24.5702077309]",-12.69184230725,-63.61000288355,24.5702077309,2099982,50.0335,"[-12.69184230725, -63.61000288355, 24.5702077309]",-12.69184230725,-63.61000288355,24.5702077309
chr21,2114429,2115302,NC_023662.1,2803_001_autosomes_peak_112930a,508,.,21.1715,53.4425,50.8341,301,21,22,"[-12.176285523899999, -63.6423228125, 24.068104642399998]",-12.176285523899999,-63.6423228125,24.068104642399998,"[-12.179069608199999, -63.641504375000004, 24.075931611199998]",-12.179069608199999,-63.641504375000004,24.075931611199998,2114865,15.302,"[-12.179069608199999, -63.641504375000004, 24.075931611199998]",-12.179069608199999,-63.641504375000004,24.075931611199998
chr21,2114429,2115302,NC_023662.1,2803_001_autosomes_peak_112930b,758,.,28.3891,78.6716,75.8503,612,21,22,"[-12.176285523899999, -63.6423228125, 24.068104642399998]",-12.176285523899999,-63.6423228125,24.068104642399998,"[-12.179069608199999, -63.641504375000004, 24.075931611199998]",-12.179069608199999,-63.641504375000004,24.075931611199998,2114865,15.302,"[-12.179069608199999, -63.641504375000004, 24.075931611199998]",-12.179069608199999,-63.641504375000004,24.075931611199998
chr21,2114429,2115302,NC_023662.1,2803_001_autosomes_peak_112930c,1007,.,35.1255,103.723,100.719,710,21,22,"[-12.176285523899999, -63.6423228125, 24.068104642399998]",-12.176285523899999,-63.6423228125,24.068104642399998,"[-12.179069608199999, -63.641504375000004, 24.075931611199998]",-12.179069608199999,-63.641504375000004,24.075931611199998,2114865,15.302,"[-12.179069608199999, -63.641504375000004, 24.075931611199998]",-12.179069608199999,-63.641504375000004,24.075931611199998
chr21,2222724,2223573,NC_023662.1,2803_001_autosomes_peak_112931,881,.,31.7573,91.0372,88.123,338,22,23,"[-12.568696878, -63.751970382, 24.9345266184]",-12.568696878,-63.751970382,24.9345266184,"[-12.5731621935, -63.7590642015, 24.9382338618]",-12.5731621935,-63.7590642015,24.9382338618,2223148,23.573,"[-12.5731621935, -63.7590642015, 24.9382338618]",-12.5731621935,-63.7590642015,24.9382338618
