gene_name,gene_id,start,end,chromosome,chromosome_nc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
RPSA,gene-RPSA,23915,29889,chr15,NC_023656.1,2759.50081798004,-0.237229535390906,0.107160491188301,-2.2137779769416,0.0268440557698047,0.0687774200419248
SLC25A38,gene-SLC25A38,39051,53170,chr15,NC_023656.1,10.1196522371919,0.446359569141736,0.735670584753285,0.606738366862157,0.544024556071262,0.683404212102066
LOC103221036,gene-LOC103221036,55401,61964,chr15,NC_023656.1,792.374543629268,0.474334652269005,0.137687385883549,3.44501167790477,0.0005710347206414,0.0024548960574734
LOC103221037,gene-LOC103221037,80850,82007,chr15,NC_023656.1,0.0,NA,NA,NA,NA,NA
CCR8,gene-CCR8,83215,87282,chr15,NC_023656.1,0.0,NA,NA,NA,NA,NA
CX3CR1,gene-CX3CR1,136757,153316,chr15,NC_023656.1,0.0,NA,NA,NA,NA,NA
LOC103221044,gene-LOC103221044,158866,159414,chr15,NC_023656.1,0.0,NA,NA,NA,NA,NA
XIRP1,gene-XIRP1,221365,232284,chr15,NC_023656.1,0.888587014387105,-0.26936059675196,2.57799912270959,-0.104484363233161,0.916784976688596,NA
CSRNP1,gene-CSRNP1,262329,274003,chr15,NC_023656.1,619.571574816227,-0.726742441908552,0.135048775080547,-5.381333088546,7.3936239790621e-08,6.81575061697033e-07
TTC21A,gene-TTC21A,276965,308194,chr15,NC_023656.1,167.050686971115,0.57393282261209,0.220968476556852,2.59735158405921,0.0093945709451605,0.0286744870380452
GORASP1,gene-GORASP1,308445,319309,chr15,NC_023656.1,205.002857574948,-0.323567172265056,0.18733390403325,-1.72722163633352,0.0841278665139128,0.172581571803632
WDR48,gene-WDR48,319589,366265,chr15,NC_023656.1,621.119242550285,0.355176372408667,0.137741939639894,2.57856374998945,0.00992119915404,0.0299643575627354
LOC103221049,gene-LOC103221049,375696,389736,chr15,NC_023656.1,0.0339794636637609,0.0,5.39771667960081,0.0,1.0,NA
SCN11A,gene-SCN11A,466295,575460,chr15,NC_023656.1,NA,NA,NA,NA,NA,NA
SCN10A,gene-SCN10A,624962,724018,chr15,NC_023656.1,9.95827952742766,0.0739429901082747,0.742655271909368,0.0995656974442087,0.920689127934273,0.953502435023333
SCN5A,gene-SCN5A,767854,869787,chr15,NC_023656.1,215.625994774721,2.2687467172915,0.20344881775478,11.1514372131966,7.04590128039127e-29,3.96163038429671e-27
EXOG,gene-EXOG,892860,920371,chr15,NC_023656.1,30.166711466913,-0.866270482910974,0.469235537951256,-1.84613144753107,0.0648731216835747,0.140290689120249
ACVR2B,gene-ACVR2B,923222,962438,chr15,NC_023656.1,274.608444691191,-0.190359145121724,0.16311746160562,-1.16700654392213,0.243207726853325,0.385609315256195
XYLB,gene-XYLB,1003809,1070385,chr15,NC_023656.1,0.656631193256941,2.38504060869553,3.03974025529612,0.78461987156307,0.432676475566354,NA
SLC22A14,gene-SLC22A14,1097989,1111253,chr15,NC_023656.1,261.520960799345,-0.218876847194701,0.168468725685143,-1.29921352645456,0.193870660716686,0.327529283553525
SLC22A13,gene-SLC22A13,1142510,1154660,chr15,NC_023656.1,25.8122518266011,1.03161215906861,0.491014157733052,2.1009825130734,0.0356425013255112,0.0869123399964206
OXSR1,gene-OXSR1,1164529,1255935,chr15,NC_023656.1,642.154201477709,0.147890675436747,0.126174221927405,1.17211482010831,0.241150960621691,0.383125263352711
LOC103221062,gene-LOC103221062,1184215,1185406,chr15,NC_023656.1,13.3615021301193,0.680482309493251,0.707061115055044,0.962409465043592,0.335843961027308,0.48817176691485
MYD88,gene-MYD88,1276804,1281811,chr15,NC_023656.1,123.995595148384,-0.829470772964001,0.233659752256412,-3.54990863832536,0.000385364865135,0.001737210421688
ACAA1,gene-ACAA1,1282556,1297154,chr15,NC_023656.1,106.160125732933,-0.187582313611584,0.255310198381557,-0.734723151682507,0.462508117490643,0.611375993602695
DLEC1,gene-DLEC1,1297129,1364134,chr15,NC_023656.1,369.855385005047,-0.762589952457733,0.149668977616613,-5.09517713424327,3.48415331931286e-07,2.90664782502431e-06
PLCD1,gene-PLCD1,1372874,1395475,chr15,NC_023656.1,149.351856664775,-0.252279983232083,0.210605217452497,-1.19788097504747,0.230963357242305,0.371505476555714
VILL,gene-VILL,1395763,1412352,chr15,NC_023656.1,NA,NA,NA,NA,NA,NA
CTDSPL,gene-CTDSPL,1418855,1536527,chr15,NC_023656.1,233.485561393389,-0.403934914970053,0.176593273985104,-2.28737429152667,0.0221739855409247,0.0590323487288636
ITGA9,gene-ITGA9,1585811,1961798,chr15,NC_023656.1,0.115025653459332,0.0,5.39771667962051,0.0,1.0,NA
LOC103221074,gene-LOC103221074,1656788,1658844,chr15,NC_023656.1,0.0,NA,NA,NA,NA,NA
LOC103221073,gene-LOC103221073,1924854,1947464,chr15,NC_023656.1,0.0,NA,NA,NA,NA,NA
C15H3orf35,gene-C15H3orf35,1978575,1996888,chr15,NC_023656.1,2.67751474633017,1.80846901615107,1.78775856258203,1.01158459201511,0.311736716033976,0.46263160117923
GOLGA4,gene-GOLGA4,2046436,2162590,chr15,NC_023656.1,1318.58102136383,0.157585060745774,0.129900820844892,1.21311828301639,0.225084600823311,0.364909546392527
LOC103221318,gene-LOC103221318,2230441,2258413,chr15,NC_023656.1,32.8199137394967,0.942089334314068,0.473212186302388,1.99083912372464,0.0464985766183393,0.107345360743539
LRRFIP2,gene-LRRFIP2,2231423,2362394,chr15,NC_023656.1,0.479614490746322,0.0,3.94153113151387,0.0,1.0,NA
MLH1,gene-MLH1,2364537,2418379,chr15,NC_023656.1,122.050200178879,-0.291098743755171,0.233063561835427,-1.24901010463714,0.211661378052878,0.349299650896278
EPM2AIP1,gene-EPM2AIP1,2418518,2422637,chr15,NC_023656.1,492.758871942029,0.268420146084024,0.163611122535572,1.64059840140553,0.100880807056531,0.199669811965537
TRANK1,gene-TRANK1,2464289,2583314,chr15,NC_023656.1,0.135917854655043,0.0,5.39771667955254,0.0,1.0,NA
DCLK3,gene-DCLK3,2641036,2690573,chr15,NC_023656.1,1.57155564737894,3.11962070736375,2.23996043499178,1.39271241519728,0.163706772770011,0.288445781856412
HRG,gene-HRG,2753819,2766946,chr15,NC_023656.1,0.326901348583644,2.542763910943,4.73578189965631,0.536925889920635,0.591318806684492,NA
FETUB,gene-FETUB,2773057,2790944,chr15,NC_023656.1,0.439536048080706,2.09004191894503,4.50632417034253,0.463801945874249,0.642789649088293,NA
AHSG,gene-AHSG,2809234,2818382,chr15,NC_023656.1,0.481515330455363,-1.71109371160506,3.34538834700729,-0.511478349930814,0.609016144565411,NA
DNAJB11,gene-DNAJB11,2841377,2858192,chr15,NC_023656.1,1422.46607114935,-0.050968729166689,0.114565562604426,-0.444886997523632,0.656401419574991,0.773542563248562
TBCCD1,gene-TBCCD1,2858291,2882014,chr15,NC_023656.1,268.481559697453,-0.184780521401366,0.161572443185295,-1.14363883938709,0.25277344732329,0.395882329309718
CRYGS,gene-CRYGS,2887133,2889566,chr15,NC_023656.1,75.0960419667276,0.908855140331806,0.293137454315342,3.10044017559798,0.0019323324397535,0.0072847380013486
LOC103221096,gene-LOC103221096,2933851,2936095,chr15,NC_023656.1,0.0,NA,NA,NA,NA,NA
LOC103221099,gene-LOC103221099,2982675,3005766,chr15,NC_023656.1,0.0587998607230403,0.0,5.39771667962033,0.0,1.0,NA
DGKG,gene-DGKG,3062445,3275933,chr15,NC_023656.1,23.438872527407,-1.19843975739361,0.521245748229566,-2.29918375634556,0.0214945070028832,0.0576064015627385
LOC103221100,gene-LOC103221100,3286466,3288872,chr15,NC_023656.1,3.85074041281165,0.513459988940593,1.17915623265301,0.435446953272127,0.663238035342409,0.778105149942547
ETV5,gene-ETV5,3313331,3376024,chr15,NC_023656.1,287.450791941498,1.0499754913554,0.177410803787115,5.91832892327868,3.25229053444081e-09,3.67741776821276e-08
LOC103221102,gene-LOC103221102,3453341,3473246,chr15,NC_023656.1,0.0,NA,NA,NA,NA,NA
TRA2B,gene-TRA2B,3493287,3514421,chr15,NC_023656.1,1512.61599569604,0.472793478003226,0.119485945039218,3.95689616756217,7.59299148275892e-05,0.0004072581972033
IGF2BP2,gene-IGF2BP2,3607764,3793386,chr15,NC_023656.1,91.1068688038515,0.144509986718525,0.293117185548492,0.493010965727281,0.62200483917502,0.748008612263849
SENP2,gene-SENP2,3805916,3853529,chr15,NC_023656.1,NA,NA,NA,NA,NA,NA
LIPH,gene-LIPH,3872492,3922231,chr15,NC_023656.1,1.4596241392649,2.30052151524031,2.58283429388667,0.890696519201958,0.373092002670819,NA
LOC103221109,gene-LOC103221109,3903018,3916456,chr15,NC_023656.1,0.0898963606928256,2.05129431190306,5.37575570581263,0.381582501914115,0.70277106532632,NA
TMEM41A,gene-TMEM41A,3930394,3940692,chr15,NC_023656.1,322.776448880162,-0.27182226049146,0.14959833744726,-1.81701391292059,0.0692149830315898,0.147724205720218
MAP3K13,gene-MAP3K13,3947464,4135554,chr15,NC_023656.1,116.702066709943,0.68083971543306,0.242435135080645,2.80833764135129,0.0049797985582186,0.0167160770249098
LOC103221112,gene-LOC103221112,3948476,3954204,chr15,NC_023656.1,1.66008741645358,2.90913930397117,2.42800446566796,1.19816060683021,0.230854498030007,0.371403150284827
EHHADH,gene-EHHADH,4164795,4228593,chr15,NC_023656.1,150.883182345491,-0.346534740732856,0.215350928814082,-1.6091629724617,0.10758071054571,0.209876133891125
C15H3orf70,gene-C15H3orf70,4264112,4339224,chr15,NC_023656.1,0.439066364203353,0.0,4.30492926917302,0.0,1.0,NA
VPS8,gene-VPS8,4368144,4607691,chr15,NC_023656.1,212.542267519643,0.0020180373710542,0.180374495845036,0.0111880416441359,0.991073420533624,0.994382387007035
LOC103221120,gene-LOC103221120,4652497,4654188,chr15,NC_023656.1,0.0,NA,NA,NA,NA,NA
LOC103221121,gene-LOC103221121,4678285,4680339,chr15,NC_023656.1,0.0,NA,NA,NA,NA,NA
LOC103221122,gene-LOC103221122,4706254,4707932,chr15,NC_023656.1,1.55132001677433,2.17379552627378,2.15001825985563,1.01105909975841,0.311988144410737,0.462797114623273
EPHB3,gene-EPHB3,4831980,4852586,chr15,NC_023656.1,4.29939668339303,2.35864853246831,1.24562099053811,1.89355233284032,0.0582844556471787,0.128548386998305
LOC103221125,gene-LOC103221125,4990289,4993733,chr15,NC_023656.1,0.142543445882644,-0.814549653447612,5.38227357670478,-0.151339325628689,0.87970804915467,NA
CHRD,gene-CHRD,5030618,5040399,chr15,NC_023656.1,37.2520051143123,0.167439596975987,0.414052177258817,0.40439250454979,0.685924111147483,0.794462226230643
THPO,gene-THPO,5040684,5048387,chr15,NC_023656.1,9.79153107403562,0.738097487782274,0.749044579712576,0.985385259800555,0.324434867246948,0.476124094785106
POLR2H,gene-POLR2H,5051705,5056497,chr15,NC_023656.1,73.7459830535755,-0.221098470737509,0.291812898206677,-0.757672029222353,0.448647347786542,0.599389059806286
CLCN2,gene-CLCN2,5057687,5073596,chr15,NC_023656.1,3.52255111380759,3.25082047481783,1.82604278513155,1.78025427513936,0.0750343565751196,0.157634557421665
FAM131A,gene-FAM131A,5073515,5084765,chr15,NC_023656.1,64.4610138957953,0.174026229127211,0.318859991095923,0.545776309310813,0.585219709972719,0.718225955581207
EIF4G1,gene-EIF4G1,5085326,5106551,chr15,NC_023656.1,2843.07100784251,-0.25695807919605,0.0904761134985023,-2.84006539693268,0.0045104286118251,0.0153496550469031
PSMD2,gene-PSMD2,5111127,5121159,chr15,NC_023656.1,1421.84570230454,-0.322405868152592,0.104020323352831,-3.09945073963105,0.0019387981516967,0.0073052894280133
LOC103221138,gene-LOC103221138,5131038,5148829,chr15,NC_023656.1,0.0,NA,NA,NA,NA,NA
CAMK2N2,gene-CAMK2N2,5163379,5165676,chr15,NC_023656.1,18.9064232693491,0.0964309671573781,0.558566823626751,0.17263998339761,0.862934421543197,0.916363221777484
LOC103221135,gene-LOC103221135,5166130,5175717,chr15,NC_023656.1,5.97483069770656,-0.262636160896903,1.09752062100762,-0.239299522824256,0.810873335392103,0.882144775261185
ALG3,gene-ALG3,5175904,5182444,chr15,NC_023656.1,61.2165098785257,-0.732267458978048,0.32815900007502,-2.23144103562799,0.0256519292149723,0.0662607573712107
VWA5B2,gene-VWA5B2,5182536,5194820,chr15,NC_023656.1,0.0,NA,NA,NA,NA,NA
LOC103221142,gene-LOC103221142,5205319,5206497,chr15,NC_023656.1,1.61982647737849,-2.26309764469313,2.06174415000219,-1.09766172717926,0.272352227957842,0.418403563077744
ABCF3,gene-ABCF3,5232161,5240012,chr15,NC_023656.1,176.323887204693,0.717037374496161,0.196698913105409,3.64535504124472,0.0002670228968976,0.0012554358308319
AP2M1,gene-AP2M1,5242025,5251272,chr15,NC_023656.1,939.044334091213,-1.30883685821773,0.118568737677225,-11.0386336555317,2.4878744375819197e-28,1.35700739256544e-26
DVL3,gene-DVL3,5254764,5270661,chr15,NC_023656.1,349.581162769082,0.122877178996332,0.168189296452983,0.730588578391979,0.465030490522497,0.613383057002959
EIF2B5,gene-EIF2B5,5278759,5289422,chr15,NC_023656.1,584.350975705618,0.0891396353783518,0.124689955462468,0.714890265601092,0.474676852505962,0.622563946004932
HTR3E,gene-HTR3E,5314837,5324086,chr15,NC_023656.1,0.0,NA,NA,NA,NA,NA
HTR3C,gene-HTR3C,5367858,5375095,chr15,NC_023656.1,0.210015314296413,2.05125800785501,5.3757557333319,0.381575746668764,0.70277607678299,NA
HTR3D,gene-HTR3D,5385897,5390378,chr15,NC_023656.1,1.06033096957289,0.66782612039204,2.38145695086617,0.280427542538253,0.779149508515652,NA
ABCC5,gene-ABCC5,5409921,5505334,chr15,NC_023656.1,1500.41784736587,-0.579814887509716,0.10162757446298,-5.70529101549033,1.16144479745977e-08,1.21224416304479e-07
LOC103221152,gene-LOC103221152,5467617,5469785,chr15,NC_023656.1,0.0,NA,NA,NA,NA,NA
PARL,gene-PARL,5536556,5589522,chr15,NC_023656.1,120.015366939553,-0.292201629483362,0.233407268897759,-1.2518960136214,0.210607757541378,0.348248379828215
MAP6D1,gene-MAP6D1,5593259,5603781,chr15,NC_023656.1,36.7865034224428,-0.160798074265254,0.425323900536155,-0.378060283145516,0.705385811906933,0.809126267022149
YEATS2,gene-YEATS2,5607788,5716245,chr15,NC_023656.1,NA,NA,NA,NA,NA,NA
KLHL24,gene-KLHL24,5732347,5780154,chr15,NC_023656.1,NA,NA,NA,NA,NA,NA
KLHL6,gene-KLHL6,5844728,5912392,chr15,NC_023656.1,0.0339794636637609,0.0,5.39771667960081,0.0,1.0,NA
LOC103221163,gene-LOC103221163,5948606,5973635,chr15,NC_023656.1,36.2569630975119,-0.626345815338111,0.426057631051836,-1.47009646040563,0.141535630873245,0.258652269331805
MCF2L2,gene-MCF2L2,5973691,6223940,chr15,NC_023656.1,32.094103180794,2.02948304960192,0.472392700813742,4.29617783277755,1.73768201888177e-05,0.0001073739683327
LOC103221162,gene-LOC103221162,5990017,5995102,chr15,NC_023656.1,1.1188426140299,2.86231848203061,2.75343875834315,1.03954317972664,0.298552187040898,NA
B3GNT5,gene-B3GNT5,6131905,6151882,chr15,NC_023656.1,332.233974113597,0.771561515897458,0.163501399952162,4.71899027239649,2.37018152344465e-06,1.72184248902275e-05
LAMP3,gene-LAMP3,6245146,6285481,chr15,NC_023656.1,0.0,NA,NA,NA,NA,NA
MCCC1,gene-MCCC1,6318788,6400539,chr15,NC_023656.1,1.36446908904022,-0.600828113447304,2.16602671402167,-0.277387212982126,0.781482799114977,NA
LOC103221169,gene-LOC103221169,6413520,6414440,chr15,NC_023656.1,0.605898091072663,-0.775136492483847,3.39482680604458,-0.228328729790779,0.81939069124313,NA
DCUN1D1,gene-DCUN1D1,6428748,6472596,chr15,NC_023656.1,579.399253824911,-0.134440551670669,0.137870725240427,-0.97512036319693,0.329500558810736,0.481379264509224
LOC103221174,gene-LOC103221174,6474277,6476476,chr15,NC_023656.1,23.0830094939207,0.59214200124841,0.498344168640901,1.18821898300389,0.234747146704044,0.375879767730494
ATP11B,gene-ATP11B,6494309,6624385,chr15,NC_023656.1,458.024817606554,-0.101183654740453,0.138505940182648,-0.730536571983999,0.465062266632528,0.613383057002959
LOC103221170,gene-LOC103221170,6598875,6601116,chr15,NC_023656.1,10.7809827938118,1.14822649798661,0.768625380286697,1.49387013158259,0.135209566580017,0.249693084311193
LOC103221176,gene-LOC103221176,6923278,6933620,chr15,NC_023656.1,0.0,NA,NA,NA,NA,NA
LOC103221180,gene-LOC103221180,7296574,7303434,chr15,NC_023656.1,0.0898963606928256,2.05129431190306,5.37575570581263,0.381582501914115,0.70277106532632,NA
LOC103221179,gene-LOC103221179,7395390,7398055,chr15,NC_023656.1,0.0,NA,NA,NA,NA,NA
LOC103221178,gene-LOC103221178,7398271,7426465,chr15,NC_023656.1,0.0,NA,NA,NA,NA,NA
LOC103221181,gene-LOC103221181,7426543,7444321,chr15,NC_023656.1,0.0,NA,NA,NA,NA,NA
LOC103221188,gene-LOC103221188,7649490,7775000,chr15,NC_023656.1,0.0,NA,NA,NA,NA,NA
LOC103221187,gene-LOC103221187,7661681,7663664,chr15,NC_023656.1,0.0,NA,NA,NA,NA,NA
SOX2,gene-SOX2,7673581,7676812,chr15,NC_023656.1,NA,NA,NA,NA,NA,NA
DNAJC19,gene-DNAJC19,8408615,8426838,chr15,NC_023656.1,NA,NA,NA,NA,NA,NA
FXR1,gene-FXR1,8420789,8486681,chr15,NC_023656.1,1178.70188081631,-0.0310957893676756,0.0947795899616888,-0.328085291150182,0.742847174997618,0.835011325832495
CCDC39,gene-CCDC39,8730456,8789379,chr15,NC_023656.1,13.2342752489456,1.94556571232106,0.700539337955298,2.77723977357174,0.0054822719884856,0.0181029649048588
TTC14,gene-TTC14,8765081,8801266,chr15,NC_023656.1,552.64007329515,0.0601161449342931,0.149395237669164,0.402396661849558,0.687392126342248,0.795545180479841
PEX5L,gene-PEX5L,9373826,9613276,chr15,NC_023656.1,0.0,NA,NA,NA,NA,NA
LOC103221200,gene-LOC103221200,9482052,9504871,chr15,NC_023656.1,NA,NA,NA,NA,NA,NA
USP13,gene-USP13,9619065,9753490,chr15,NC_023656.1,301.712112170632,-0.728479397954235,0.1545272476853,-4.71424560306547,2.4260789582889e-06,1.75700769021558e-05
NDUFB5,gene-NDUFB5,9804081,9822346,chr15,NC_023656.1,NA,NA,NA,NA,NA,NA
MRPL47,gene-MRPL47,9822442,9838287,chr15,NC_023656.1,163.997972176623,-0.122516304513419,0.21376220005647,-0.573142980756436,0.56654788756621,0.702954436335713
ACTL6A,gene-ACTL6A,9838609,9863439,chr15,NC_023656.1,168.041740648329,-0.19422963635149,0.202023733150254,-0.961419895191387,0.33634108481972,0.488720057577676
LOC103221208,gene-LOC103221208,9967596,9970576,chr15,NC_023656.1,0.0,NA,NA,NA,NA,NA
GNB4,gene-GNB4,9979262,10034181,chr15,NC_023656.1,100.34922350866,0.225115277012528,0.255004572670947,0.882789177678834,0.37735018883125,0.530649713081924
