gene_name,expr_delta_12h,expr_delta_18h,expr_delta_24h,acc_delta_12h_tss,acc_delta_18h_tss,acc_delta_24h_tss
RPSA,-0.36314329202643,-0.237229535390906,-1.0002423776395,-7.196700000000003,-10.613299999999999,5.512790000000001
SLC25A38,1.07863083365189,0.446359569141736,-0.758682458715874,-14.5165,9.68012,1.95845
LOC103221036,0.388850419281458,0.474334652269005,0.592469884032012,,,
CX3CR1,,,,,,0.67089
XIRP1,-1.04219517840844,-0.26936059675196,-1.35924000425518,0.5811000000000002,-0.41905999999999954,-0.6166699999999996
CSRNP1,-0.555006606165323,-0.726742441908552,-0.687836783036305,1.6433600000000013,-28.75156,5.032210000000001
TTC21A,0.0134719080137654,0.57393282261209,0.597427264483579,0.3881699999999997,-0.41905999999999954,-0.13608999999999982
GORASP1,-0.303314768126205,-0.323567172265056,-0.0314895485027408,-14.893099999999997,20.26374,-1.8861499999999998
WDR48,-0.125578054482155,0.355176372408667,0.814155834209463,-1.4366000000000003,7.26079,2.28486
SCN11A,,,,-0.28593000000000046,,
SCN10A,-0.265703534968182,0.0739429901082747,-1.78363344133721,2.3174600000000005,-1.3824099999999993,1.4778799999999999
SCN5A,2.41676123372716,2.2687467172915,2.74930442101183,4.144550000000001,1.5757400000000001,-0.29025999999999996
EXOG,0.371234032047749,-0.866270482910974,0.387082505273112,-7.022290000000001,0.6749799999999997,-7.807219999999999
ACVR2B,0.129935799354445,-0.190359145121724,0.0826443073436037,-0.6694700000000005,-0.66127,-0.29025999999999996
XYLB,0.599212872587595,2.38504060869553,-0.629120021244827,8.0915,0.4871699999999999,1.1514600000000002
SLC22A14,-0.313661003992264,-0.218876847194701,-0.723301338719421,,0.4871699999999999,-0.6166699999999996
SLC22A13,0.911434094343603,1.03161215906861,0.866278094339031,2.02461,-0.66127,-0.6166699999999996
OXSR1,-0.0117501172272256,0.147890675436747,0.136997134319265,6.550410000000001,-0.7211399999999997,1.1514600000000002
MYD88,-0.23989646777839,-0.829470772964001,-0.444898239158298,13.677229999999998,-19.264699999999998,-2.5208899999999996
ACAA1,0.0184173368441714,-0.187582313611584,-0.0186266445949195,-15.876290000000001,3.7528799999999998,6.31977
DLEC1,-0.608040363669997,-0.762589952457733,-0.771755984776686,-2.21061,0.5470299999999999,-0.29025999999999996
PLCD1,-0.0361111705755228,-0.252279983232083,-0.0934210824314588,-0.1882999999999999,3.93522,-1.40557
VILL,,,,0.19523999999999964,2.3023700000000007,-2.36672
CTDSPL,0.0323129023877259,-0.403934914970053,-0.309200620111174,1.0622699999999998,-0.11697999999999986,-0.29025999999999996
ITGA9,0.0,0.0,2.40178883633417,0.48348999999999975,0.5470299999999999,0.67089
GOLGA4,-0.301455750245278,0.157585060745774,0.380434072576742,6.262129999999999,2.9065200000000004,-0.13608999999999982
LOC103221318,1.51614858209688,0.942089334314068,1.6787238492791,28.70046,16.27147,-8.56
LRRFIP2,1.97070878499712,0.0,0.956831702971722,28.70046,0.5635000000000012,-8.56
MLH1,-0.321818457127792,-0.291098743755171,-0.169128255496732,-27.176199999999994,-2.7758,0.34448000000000034
EPM2AIP1,0.168459594974392,0.268420146084024,0.527538936415713,-27.176199999999994,50.01989,-39.9695
TRANK1,2.17034699169175,0.0,0.0,-5.288279999999999,-12.31973,-16.3034
DCLK3,1.5879905126254,3.11962070736375,1.53243136147626,,9.13592,
HRG,0.67973528946914,2.542763910943,2.40186911549886,,0.7293700000000003,
FETUB,0.0,2.09004191894503,0.0,,,0.67089
AHSG,-0.629336066182314,-1.71109371160506,-0.0456547732763773,13.870260000000002,-9.53849,
DNAJB11,-0.648582940655423,-0.050968729166689,-0.471717077727658,-0.9600300000000002,4.0577000000000005,2.7654300000000003
TBCCD1,0.0227974044164834,-0.184780521401366,-0.304751999221512,-16.801600000000008,-46.39442,-23.2855
CRYGS,0.909760823256446,0.908855140331806,0.498725885980829,-1.2482700000000007,-2.83567,
LOC103221099,0.0,0.0,-0.47611566869659,-0.47886000000000006,,
DGKG,-0.644082571522473,-1.19843975739361,-1.24879963475769,1.64107,-3.19489,-3.00146
ETV5,1.40867048051982,1.0499754913554,0.689504248470242,59.22799,-63.12834000000001,15.40501
LOC103221102,,,,1.54344,0.4871699999999999,
TRA2B,0.072662336364506,0.472793478003226,0.477881625431404,-4.602499999999999,-7.535399999999999,-8.59615
IGF2BP2,0.313870250265384,0.144509986718525,0.887196013727196,0.9692600000000002,1.2138,-2.5389699999999995
SENP2,,,,0.6764099999999997,1.5757400000000001,-0.13608999999999982
LIPH,1.33198577934583,2.30052151524031,2.78151412141606,0.10224999999999973,-0.2965800000000005,1.1695400000000005
TMEM41A,-0.354945880438349,-0.27182226049146,-0.455921273986477,-6.529499999999999,-16.244,-11.0171
MAP3K13,0.469034895200981,0.68083971543306,0.607763135424566,9.632629999999999,3.4508,-0.7708399999999997
EHHADH,-0.361779302394286,-0.346534740732856,-0.743155356525279,1.8339999999999996,3.3310699999999995,-0.11801999999999957
C15H3orf70,1.35588731072914,0.0,3.98672874543497,2.5057899999999997,2.1200299999999994,
VPS8,-0.0552101417349269,0.0020180373710542,0.247274797489123,6.93623,-4.8903300000000005,-2.0583899999999997
LOC103221120,,,,,-0.35919999999999996,
LOC103221122,-0.331079541147739,2.17379552627378,-1.63710018239736,,,1.8042800000000003
EPHB3,2.56951081169492,2.35864853246831,1.64042180989818,-0.28593000000000046,-0.41905999999999954,-0.13608999999999982
LOC103221125,0.0,-0.814549653447612,-0.476131410909871,-1.4411999999999998,,
CHRD,0.309232160102245,0.167439596975987,0.681906707559875,0.0023100000000000342,-0.7211399999999997,-0.29025999999999996
THPO,0.949305020554543,0.738097487782274,1.43665852597051,0.48348999999999975,-0.05712000000000028,1.3237100000000002
POLR2H,-0.536272921058657,-0.221098470737509,-0.713523974223074,-7.40588,6.961430000000001,4.22523
CLCN2,1.98983895379584,3.25082047481783,1.54644520294802,-7.40588,9.982190000000001,0.8431300000000004
FAM131A,0.461563837000655,0.174026229127211,0.688959204763641,3.1844900000000003,2.66431,-3.80844
EIF4G1,-0.388193600741108,-0.25695807919605,-0.476193110030833,-1.2459500000000006,3.93522,-0.9249999999999998
PSMD2,-0.376793588422845,-0.322405868152592,-0.431275789204855,2.2175499999999997,5.4456,2.7654300000000003
LOC103221138,,,,0.0023100000000000342,2.0002900000000006,-0.29025999999999996
CAMK2N2,0.0020258963589894,0.0964309671573781,-0.874624255526982,-2.20829,0.43004,
LOC103221135,-2.04655305285213,-0.262636160896903,0.0522213784770397,-0.18597999999999892,7.26079,1.95845
ALG3,-0.552430434868934,-0.732267458978048,-1.44279714410375,-0.18597999999999892,3.9379600000000003,-5.09601
VWA5B2,,,,-0.09299999999999997,-1.62736,0.5167299999999999
ABCF3,0.446632918651908,0.717037374496161,1.37530424865204,-13.95159,-0.35919999999999996,2.4571000000000005
AP2M1,-0.905392449424646,-1.30883685821773,-1.43376714632631,1.25521,1.09132,-0.13608999999999982
DVL3,-0.0431548771500731,0.122877178996332,0.556241872539213,4.04692,-0.66127,1.95845
