chrname,start,end,value,start_id,end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_percent,middle_pos,middle_x,middle_y,middle_z
chr8,8493,8731,1.3461182407972192,0,1,"[79.35334533509999, 92.8071597843, 39.0467067032]",79.35334533509999,92.8071597843,39.0467067032,"[79.3538762417, 92.8047310181, 39.0458123944]",79.3538762417,92.8047310181,39.0458123944,8612,8.731,"[79.3538762417, 92.8047310181, 39.0458123944]",79.3538762417,92.8047310181,39.0458123944
chr8,29864,30572,3.41571775794366,0,1,"[79.40101762479999, 92.5890708664, 38.9664030336]",79.40101762479999,92.5890708664,38.9664030336,"[79.40259696039999, 92.58184579719999, 38.9637426528]",79.40259696039999,92.58184579719999,38.9637426528,30218,30.572,"[79.40259696039999, 92.58184579719999, 38.9637426528]",79.40259696039999,92.58184579719999,38.9637426528
chr8,182854,183172,3.175759903289987,1,2,"[79.7422924178, 91.0278232154, 38.3915278096]",79.7422924178,91.0278232154,38.3915278096,"[79.74300178040001, 91.0245780572, 38.390332892800004]",79.74300178040001,91.0245780572,38.390332892800004,183013,83.172,"[79.74300178040001, 91.0245780572, 38.390332892800004]",79.74300178040001,91.0245780572,38.390332892800004
chr8,436362,436767,1.9114509202815868,4,5,"[79.6718342066, 90.829338879, 38.4121906386]",79.6718342066,90.829338879,38.4121906386,"[79.6728180731, 90.8293913265, 38.4163075851]",79.6728180731,90.8293913265,38.4163075851,436564,36.767,"[79.6728180731, 90.8293913265, 38.4163075851]",79.6728180731,90.8293913265,38.4163075851
chr8,503905,504303,4.787964499775489,5,6,"[79.817398516, 90.8713109995, 39.032451652]",79.817398516,90.8713109995,39.032451652,"[79.8164780216, 90.87474888370001, 39.0297366552]",79.8164780216,90.87474888370001,39.0297366552,504104,4.303,"[79.8164780216, 90.87474888370001, 39.0297366552]",79.8164780216,90.87474888370001,39.0297366552
chr8,1417287,1417515,2.045181737657179,14,15,"[78.372491383, 92.5876245359, 38.6086414141]",78.372491383,92.5876245359,38.6086414141,"[78.373268635, 92.5871698355, 38.6106579145]",78.373268635,92.5871698355,38.6106579145,1417401,17.515,"[78.373268635, 92.5871698355, 38.6106579145]",78.373268635,92.5871698355,38.6106579145
chr8,1417830,1418085,2.4184302633883905,14,15,"[78.37434247, 92.586541631, 38.613443869]",78.37434247,92.586541631,38.613443869,"[78.375211765, 92.5860330845, 38.615699165500004]",78.375211765,92.5860330845,38.615699165500004,1417957,18.085,"[78.375211765, 92.5860330845, 38.615699165500004]",78.375211765,92.5860330845,38.615699165500004
chr8,1424259,1424471,2.502189857779809,14,15,"[78.39625893099999, 92.57372027630001, 38.6703038737]",78.39625893099999,92.57372027630001,38.6703038737,"[78.396981639, 92.5732974847, 38.6721788653]",78.396981639,92.5732974847,38.6721788653,1424365,24.471,"[78.396981639, 92.5732974847, 38.6721788653]",78.396981639,92.5732974847,38.6721788653
chr8,1486998,1487248,3.0531395235061645,14,15,"[78.610136182, 92.4485998886, 39.225186411399996]",78.610136182,92.4485998886,39.225186411399996,"[78.610988432, 92.44810131359999, 39.227397486399994]",78.610988432,92.44810131359999,39.227397486399994,1487123,87.248,"[78.610988432, 92.44810131359999, 39.227397486399994]",78.610988432,92.44810131359999,39.227397486399994
chr8,1661158,1662029,1.893850278909116,16,17,"[79.3221029768, 91.7291345912, 39.6829748328]",79.3221029768,91.7291345912,39.6829748328,"[79.3183399084, 91.7249680756, 39.6884722364]",79.3183399084,91.7249680756,39.6884722364,1661593,62.029,"[79.3183399084, 91.7249680756, 39.6884722364]",79.3183399084,91.7249680756,39.6884722364
chr8,1669891,1670332,7.716873832300407,16,17,"[79.2843729236, 91.6873594124, 39.7380940356]",79.2843729236,91.6873594124,39.7380940356,"[79.2824676272, 91.6852498448, 39.7408774512]",79.2824676272,91.6852498448,39.7408774512,1670111,70.332,"[79.2824676272, 91.6852498448, 39.7408774512]",79.2824676272,91.6852498448,39.7408774512
chr8,4330466,4330755,2.826859030756571,43,44,"[78.86952043, 91.72603700539999, 39.0489693078]",78.86952043,91.72603700539999,39.0489693078,"[78.87034552499999, 91.7232400345, 39.0499369665]",78.87034552499999,91.7232400345,39.0499369665,4330610,30.755,"[78.87034552499999, 91.7232400345, 39.0499369665]",78.87034552499999,91.7232400345,39.0499369665
chr8,6190221,6190495,2.225037063125276,61,62,"[79.2087290351, 91.73247989309999, 38.6081563518]",79.2087290351,91.73247989309999,38.6081563518,"[79.2093737845, 91.7345762945, 38.609711521]",79.2093737845,91.7345762945,38.609711521,6190358,90.495,"[79.2093737845, 91.7345762945, 38.609711521]",79.2093737845,91.7345762945,38.609711521
chr8,6248315,6248674,2.4472394776543536,62,63,"[79.12977602400001, 91.8817292575, 39.097132517]",79.12977602400001,91.8817292575,39.097132517,"[79.1290183904, 91.882282297, 39.1003533932]",79.1290183904,91.882282297,39.1003533932,6248494,48.674,"[79.1290183904, 91.882282297, 39.1003533932]",79.1290183904,91.882282297,39.1003533932
chr8,6376822,6377084,2.505513052903969,63,64,"[78.7522224744, 91.2877516574, 39.585269396]",78.7522224744,91.2877516574,39.585269396,"[78.75130683680001, 91.2854543628, 39.585352712]",78.75130683680001,91.2854543628,39.585352712,6376953,77.084,"[78.75130683680001, 91.2854543628, 39.585352712]",78.75130683680001,91.2854543628,39.585352712
chr8,6427009,6427222,2.007090171178182,64,65,"[78.6807298689, 91.34109469639999, 39.6665285213]",78.6807298689,91.34109469639999,39.6665285213,"[78.6808048662, 91.3431181112, 39.6671112254]",78.6808048662,91.3431181112,39.6671112254,6427115,27.222,"[78.6808048662, 91.3431181112, 39.6671112254]",78.6808048662,91.3431181112,39.6671112254
chr8,6431544,6431780,1.4137652076907077,64,65,"[78.6823266424, 91.3841753824, 39.6789349208]",78.6823266424,91.3841753824,39.6789349208,"[78.682409738, 91.386417288, 39.679580546000004]",78.682409738,91.386417288,39.679580546000004,6431662,31.78,"[78.682409738, 91.386417288, 39.679580546000004]",78.682409738,91.386417288,39.679580546000004
