gene_name,gene_id,gene_start,gene_end,chromosome,peak_start,peak_end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak
OCIAD2,gene-OCIAD2,1361361,1378234,chr27,1361390,1361781,NC_023668.1,2803_006_autosomes_peak_89255,39,.,4.8419,6.67379,3.97677,215
OCIAD1,gene-OCIAD1,1394512,1424286,chr27,1397213,1397338,NC_023668.1,2803_006_autosomes_peak_89256,16,.,3.22793,3.94805,1.68706,49
OCIAD1,gene-OCIAD1,1394512,1424286,chr27,1423483,1424071,NC_023668.1,2803_006_autosomes_peak_89257,27,.,4.03491,5.27184,2.76836,332
OCIAD1,gene-OCIAD1,1394512,1424286,chr27,1424267,1424503,NC_023668.1,2803_006_autosomes_peak_89258,66,.,6.45586,9.66788,6.66308,116
FRYL,gene-FRYL,1476308,1754730,chr27,1475741,1477320,NC_023668.1,2803_006_autosomes_peak_89259a,230,.,14.5257,27.0875,23.0731,318
FRYL,gene-FRYL,1476308,1754730,chr27,1475741,1477320,NC_023668.1,2803_006_autosomes_peak_89259b,177,.,12.1047,21.5329,17.7725,624
FRYL,gene-FRYL,1476308,1754730,chr27,1475741,1477320,NC_023668.1,2803_006_autosomes_peak_89259c,230,.,14.5257,27.0875,23.0731,732
FRYL,gene-FRYL,1476308,1754730,chr27,1475741,1477320,NC_023668.1,2803_006_autosomes_peak_89259d,143,.,10.4908,17.9672,14.3973,1393
FRYL,gene-FRYL,1476308,1754730,chr27,1543055,1543183,NC_023668.1,2803_006_autosomes_peak_89260,39,.,4.8419,6.67379,3.97677,97
FRYL,gene-FRYL,1476308,1754730,chr27,1543387,1543579,NC_023668.1,2803_006_autosomes_peak_89261,16,.,3.22793,3.94805,1.68706,26
FRYL,gene-FRYL,1476308,1754730,chr27,1602447,1602665,NC_023668.1,2803_006_autosomes_peak_89262,27,.,4.03491,5.27184,2.76836,178
SLAIN2,gene-SLAIN2,1831126,1910851,chr27,1909811,1911204,NC_023668.1,2803_006_autosomes_peak_89263a,66,.,6.45586,9.66788,6.66308,198
