chromosome,start,end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak,structure_start_id,structure_end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_percent,middle_pos,middle_x,middle_y,middle_z
chr3,6967,7090,NC_023644.1,2803_003_autosomes_peak_17331,28,.,3.32283,4.51284,2.8984,84,0,1,"[-10.321107864000002, 20.1348530643, 56.9841314519]",-10.321107864000002,20.1348530643,56.9841314519,"[-10.319975280000003, 20.134432761, 56.983790213]",-10.319975280000003,20.134432761,56.983790213,7028,7.090000000000001,"[-10.319975280000003, 20.134432761, 56.983790213]",-10.319975280000003,20.134432761,56.983790213
chr3,20897,21835,NC_023644.1,2803_003_autosomes_peak_17332a,129,.,6.94774,15.0072,12.9582,153,0,1,"[-10.192840424000002, 20.0872528613, 56.945485452899995]",-10.192840424000002,20.0872528613,56.945485452899995,"[-10.184203320000002, 20.0840476215, 56.9428831595]",-10.184203320000002,20.0840476215,56.9428831595,21366,21.834999999999997,"[-10.184203320000002, 20.0840476215, 56.9428831595]",-10.184203320000002,20.0840476215,56.9428831595
chr3,20897,21835,NC_023644.1,2803_003_autosomes_peak_17332b,170,.,8.15604,19.1834,17.0503,409,0,1,"[-10.192840424000002, 20.0872528613, 56.945485452899995]",-10.192840424000002,20.0872528613,56.945485452899995,"[-10.184203320000002, 20.0840476215, 56.9428831595]",-10.184203320000002,20.0840476215,56.9428831595,21366,21.834999999999997,"[-10.184203320000002, 20.0840476215, 56.9428831595]",-10.184203320000002,20.0840476215,56.9428831595
chr3,20897,21835,NC_023644.1,2803_003_autosomes_peak_17332c,181,.,8.45812,20.2682,18.1161,530,0,1,"[-10.192840424000002, 20.0872528613, 56.945485452899995]",-10.192840424000002,20.0872528613,56.945485452899995,"[-10.184203320000002, 20.0840476215, 56.9428831595]",-10.184203320000002,20.0840476215,56.9428831595,21366,21.834999999999997,"[-10.184203320000002, 20.0840476215, 56.9428831595]",-10.184203320000002,20.0840476215,56.9428831595
chr3,20897,21835,NC_023644.1,2803_003_autosomes_peak_17332d,139,.,7.24982,16.0256,13.9539,734,0,1,"[-10.192840424000002, 20.0872528613, 56.945485452899995]",-10.192840424000002,20.0872528613,56.945485452899995,"[-10.184203320000002, 20.0840476215, 56.9428831595]",-10.184203320000002,20.0840476215,56.9428831595,21366,21.834999999999997,"[-10.184203320000002, 20.0840476215, 56.9428831595]",-10.184203320000002,20.0840476215,56.9428831595
chr3,25673,25851,NC_023644.1,2803_003_autosomes_peak_17333,16,.,2.71868,3.17905,1.695,32,0,1,"[-10.148863016000002, 20.0709327917, 56.9322353961]",-10.148863016000002,20.0709327917,56.9322353961,"[-10.147223992000002, 20.0703245479, 56.9317415707]",-10.147223992000002,20.0703245479,56.9317415707,25762,25.851000000000003,"[-10.147223992000002, 20.0703245479, 56.9317415707]",-10.147223992000002,20.0703245479,56.9317415707
chr3,26519,27094,NC_023644.1,2803_003_autosomes_peak_17334,236,.,9.9685,25.9097,23.6718,491,0,1,"[-10.141073048000003, 20.0680419251, 56.929888338299996]",-10.141073048000003,20.0680419251,56.929888338299996,"[-10.135778448000002, 20.0660770926, 56.928293115799995]",-10.135778448000002,20.0660770926,56.928293115799995,26806,27.094,"[-10.135778448000002, 20.0660770926, 56.928293115799995]",-10.135778448000002,20.0660770926,56.928293115799995
chr3,30129,31316,NC_023644.1,2803_003_autosomes_peak_17335,408,.,14.1976,43.3011,40.8676,514,0,1,"[-10.107832168000002, 20.0557061941, 56.9198731153]",-10.107832168000002,20.0557061941,56.9198731153,"[-10.096902272000001, 20.0516500964, 56.9165800212]",-10.096902272000001,20.0516500964,56.9165800212,30722,31.316,"[-10.096902272000001, 20.0516500964, 56.9165800212]",-10.096902272000001,20.0516500964,56.9165800212
chr3,32050,33288,NC_023644.1,2803_003_autosomes_peak_17336,2369,.,50.4466,240.438,236.907,634,0,1,"[-10.090143600000001, 20.049141945, 56.914543685]",-10.090143600000001,20.049141945,56.914543685,"[-10.078744096000001, 20.0449115752, 56.9111091016]",-10.078744096000001,20.0449115752,56.9111091016,32669,33.288000000000004,"[-10.078744096000001, 20.0449115752, 56.9111091016]",-10.078744096000001,20.0449115752,56.9111091016
chr3,62655,62819,NC_023644.1,2803_003_autosomes_peak_17337,16,.,2.71868,3.17905,1.695,58,0,1,"[-9.80833276, 19.9445615995, 56.8296362335]",-9.80833276,19.9445615995,56.8296362335,"[-9.806822648, 19.9440011951, 56.8291812483]",-9.806822648,19.9440011951,56.8291812483,62737,62.819,"[-9.806822648, 19.9440011951, 56.8291812483]",-9.806822648,19.9440011951,56.8291812483
