seqid,start,end,id,name,seqid_old,start_id,end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_x,middle_y,middle_z,middle_percent,middle_pos,center_of_mass,distance_from_com
chr27,1011639,1012232,gene-LOC103246120,LOC103246120,NC_023668.1,10,11,"[11.5784008776, -1.2735249274, -27.1171347515]",11.5784008776,-1.2735249274,-27.1171347515,"[11.578696428799999, -1.2767844112, -27.121516132]",11.5786964288,-1.2767844112,-27.121516132,1011935,11.5786964288,-1.2767844112,-27.121516132,12.232,"[11.578696428799999, -1.2767844112, -27.121516132]","[13.24991438271605, -2.5194429423868314, -28.32065641975309]",2.4031452524421666
chr27,1199363,1281422,gene-CWH43,CWH43,NC_023668.1,11,13,"[11.7075046643, -1.8248094526, -27.78209738155]",11.7075046643,-1.8248094526,-27.78209738155,"[11.7777553742, -1.8789848044000002, -27.7920962707]",11.7777553742,-1.8789848044,-27.7920962707,1240392,11.7777553742,-1.8789848044,-27.7920962707,90.711,"[11.7777553742, -1.8789848044000002, -27.7920962707]","[13.24991438271605, -2.5194429423868314, -28.32065641975309]",1.6902114080893966
chr27,1361361,1378234,gene-OCIAD2,OCIAD2,NC_023668.1,13,14,"[11.7315503958, -2.4968155729, -27.7625197771]",11.7315503958,-2.4968155729,-27.7625197771,"[11.714471545199999, -2.6633335226000003, -27.7537643774]",11.7144715452,-2.6633335226000003,-27.7537643774,1369797,11.7144715452,-2.6633335226000003,-27.7537643774,78.23400000000001,"[11.714471545199999, -2.6633335226000003, -27.7537643774]","[13.24991438271605, -2.5194429423868314, -28.32065641975309]",1.643062930637984
chr27,1394512,1424286,gene-OCIAD1,OCIAD1,NC_023668.1,13,15,"[11.4322177584, -2.0465710208, -27.9474977936]",11.4322177584,-2.0465710208,-27.9474977936,"[11.3183530502, -2.0955016124, -27.995740605800002]",11.3183530502,-2.0955016124,-27.9957406058,1409399,11.3183530502,-2.0955016124,-27.9957406058,62.143,"[11.3183530502, -2.0955016124, -27.995740605800002]","[13.24991438271605, -2.5194429423868314, -28.32065641975309]",2.0040523243416013
chr27,1476308,1754730,gene-FRYL,FRYL,NC_023668.1,14,18,"[11.592514674, -2.7457513431000002, -28.171483114500003]",11.592514674,-2.7457513431,-28.171483114500003,"[11.227921065, -2.26271005475, -29.73680640125]",11.227921065,-2.26271005475,-29.73680640125,1615519,11.227921065,-2.26271005475,-29.73680640125,88.6825,"[11.227921065, -2.26271005475, -29.73680640125]","[13.24991438271605, -2.5194429423868314, -28.32065641975309]",2.4819044144721616
chr27,1745297,1762724,gene-ZAR1,ZAR1,NC_023668.1,17,18,"[10.856340573, -2.2574337279, -29.605171523]",10.856340573,-2.2574337279,-29.605171523,"[10.955831316, -2.2340937467999997, -29.728188716000002]",10.955831316,-2.2340937468,-29.728188716,1754010,10.955831316,-2.2340937468,-29.728188716,62.724,"[10.955831316, -2.2340937467999997, -29.728188716000002]","[13.24991438271605, -2.5194429423868314, -28.32065641975309]",2.7065454818630847
chr27,1763028,1769246,gene-SLC10A4,SLC10A4,NC_023668.1,17,18,"[10.957566852, -2.2336865996, -29.730334652]",10.957566852,-2.2336865996,-29.730334652,"[10.993065414, -2.2253588322, -29.774227514]",10.993065414,-2.2253588322,-29.774227514,1766137,10.993065414,-2.2253588322,-29.774227514,69.246,"[10.993065414, -2.2253588322, -29.774227514]","[13.24991438271605, -2.5194429423868314, -28.32065641975309]",2.700503963612947
chr27,1831126,1910851,gene-SLAIN2,SLAIN2,NC_023668.1,18,20,"[11.2143469747, -2.230438799, -29.983029589900003]",11.2143469747,-2.230438799,-29.983029589900003,"[11.33141915095, -2.3489500115, -29.961794836150002]",11.33141915095,-2.3489500115,-29.96179483615,1870988,11.33141915095,-2.3489500115,-29.96179483615,55.42550000000001,"[11.33141915095, -2.3489500115, -29.961794836150002]","[13.24991438271605, -2.5194429423868314, -28.32065641975309]",2.530420339699557
chr27,1982549,2118533,gene-TEC,TEC,NC_023668.1,19,22,"[11.0400829578, -2.6530945799666665, -29.383940823866666]",11.0400829578,-2.6530945799666665,-29.383940823866663,"[11.1967637226, -2.6651110327666667, -29.744225899066667]",11.1967637226,-2.6651110327666667,-29.744225899066667,2050541,11.1967637226,-2.6651110327666667,-29.744225899066667,72.84433333333334,"[11.1967637226, -2.6651110327666667, -29.744225899066667]","[13.24991438271605, -2.5194429423868314, -28.32065641975309]",2.502637985830753
chr27,2120429,2186950,gene-TXK,TXK,NC_023668.1,21,22,"[11.8358664062, -3.0842968096, -29.6493691163]",11.8358664062,-3.0842968096,-29.6493691163,"[11.38005121, -2.7398776799999998, -29.909113665000003]",11.38005121,-2.73987768,-29.909113665000003,2153689,11.38005121,-2.73987768,-29.909113665000003,86.95,"[11.38005121, -2.7398776799999998, -29.909113665000003]","[13.24991438271605, -2.5194429423868314, -28.32065641975309]",2.4633668379280693
chr27,2207110,2208472,gene-LOC103246136,LOC103246136,NC_023668.1,22,23,"[11.329437802, -2.714008728, -29.923808289]",11.329437802,-2.714008728,-29.923808289,"[11.3368718704, -2.7219965856, -29.9168619528]",11.3368718704,-2.7219965856,-29.9168619528,2207791,11.3368718704,-2.7219965856,-29.9168619528,8.472,"[11.3368718704, -2.7219965856, -29.9168619528]","[13.24991438271605, -2.5194429423868314, -28.32065641975309]",2.499726332228592
chr27,2211034,2231648,gene-NIPAL1,NIPAL1,NC_023668.1,22,23,"[11.3508557788, -2.7370222032, -29.9037954966]",11.3508557788,-2.7370222032,-29.9037954966,"[11.4633711136, -2.8579191904, -29.798662035200003]",11.4633711136,-2.8579191904,-29.798662035200003,2221341,11.4633711136,-2.8579191904,-29.798662035200003,31.648,"[11.4633711136, -2.8579191904, -29.798662035200003]","[13.24991438271605, -2.5194429423868314, -28.32065641975309]",2.3432463852923253
