id,x,y,z
0.0,-12.906830000000001,-29.02975,-21.730449999999998
1.0,-13.31132,-29.47243,-22.64137
2.0,-13.71581,-29.91511,-23.55229
3.0,-13.8158,-29.43908,-22.67029
4.0,-13.35426,-29.51776,-23.56457
5.0,-12.77772,-30.0445,-24.2098
6.0,-13.51814,-29.65704,-23.70809
7.0,-14.41806,-29.83153,-23.27535
8.0,-13.41865,-29.67209,-23.23938
9.0,-12.54627,-30.08634,-23.16696
10.0,-12.27517,-30.30231,-24.15494
11.0,-12.96037,-30.29433,-24.81867
12.0,-13.05889,-31.01223,-24.12602
13.0,-12.42545,-30.44136,-24.65518
14.0,-12.95878,-29.50173,-24.94205
15.0,-12.46624,-30.22979,-24.34323
16.0,-12.81426,-30.64634,-25.17343
17.0,-12.64979,-29.73067,-24.75922
18.0,-12.32989,-30.57879,-24.36623
19.0,-12.99679,-29.93676,-24.82093
20.0,-12.65924,-30.08336,-23.85547
21.0,-13.3172,-29.41666,-23.48399
22.0,-12.74263,-30.03136,-22.98717
23.0,-12.16775,-30.17286,-23.88582
24.0,-12.71747,-30.87097,-23.31522
25.0,-12.54977,-30.21692,-24.00143
26.0,-11.9933,-30.12573,-23.18749
27.0,-12.79349,-30.61817,-23.11293
28.0,-13.22494,-31.22536,-23.72995
29.0,-12.76545,-30.93714,-24.55279
30.0,-12.78112,-29.95741,-24.7699
31.0,-13.1159,-30.67799,-24.02336
32.0,-12.27378,-30.43922,-24.44871
33.0,-12.84004,-30.85936,-23.73326
34.0,-12.53091,-30.07579,-23.35008
35.0,-13.1196,-29.66414,-22.66487
36.0,-14.09634,-29.26091,-22.79322
37.0,-13.33407,-29.38401,-23.45055
38.0,-14.25933,-29.48024,-22.87452
39.0,-13.43969,-29.43407,-23.35314
40.0,-14.25085,-29.97458,-23.35325
41.0,-14.96593,-29.31443,-23.13371
42.0,-14.77828,-30.03007,-22.47075
43.0,-14.58412,-29.09594,-22.78645
44.0,-13.58491,-29.37763,-22.95269
45.0,-13.46962,-30.43486,-22.7072
46.0,-13.89814,-29.71864,-23.2724
47.0,-14.84799,-30.0912,-23.45876
48.0,-14.90433,-30.20971,-24.39311
49.0,-14.56349,-30.98034,-23.8767
