gene_name,gene_id,start,end,chromosome,chromosome_nc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SCGB1C1,gene-SCGB1C1,2628,4911,chr1,NC_023642.1,0.0,NA,NA,NA,NA,NA
ODF3,gene-ODF3,4916,10379,chr1,NC_023642.1,0.0,NA,NA,NA,NA,NA
BET1L,gene-BET1L,14423,18444,chr1,NC_023642.1,115.177885139455,-0.155558458515422,0.223870126409312,-0.694860279084344,0.487142867461274,0.597363978673611
RIC8A,gene-RIC8A,18597,25398,chr1,NC_023642.1,159.076235728442,-0.362167478640339,0.210166115177781,-1.72324391272104,0.0848444257120859,0.149538300317551
SIRT3,gene-SIRT3,25740,49471,chr1,NC_023642.1,5.48512802132339,0.300940147507879,0.92534924776372,0.325217909059912,0.745016155314874,0.813984973419664
LOC103234607,gene-LOC103234607,28649,29165,chr1,NC_023642.1,1.3170374363263,0.974185876011982,2.03861187545407,0.477867262396379,0.632744683571512,0.724192638235382
PSMD13,gene-PSMD13,49510,67353,chr1,NC_023642.1,339.795196282435,-0.557434736317151,0.15201431895539,-3.66698834785909,0.0002454239740175,0.0008314881776492
NLRP6,gene-NLRP6,92213,99919,chr1,NC_023642.1,0.231526669653617,3.40452908375144,5.30045405627335,0.642308950819414,0.520672603723138,NA
ATHL1,gene-ATHL1,102388,109337,chr1,NC_023642.1,4.42559692517663,-0.0407249233707549,1.02983680702352,-0.0395450260594781,0.968455855967963,0.982579242709704
IFITM5,gene-IFITM5,112164,113988,chr1,NC_023642.1,0.0,NA,NA,NA,NA,NA
LOC103241759,gene-LOC103241759,124603,127671,chr1,NC_023642.1,2.05855000512726,-3.48368248703568,2.01727608764311,-1.72692399834365,0.0841813138258706,0.148550196103203
IFITM1,gene-IFITM1,128309,129543,chr1,NC_023642.1,4.83349839741731,-0.137637020689475,1.09516859610318,-0.125676559005814,0.89998795792456,0.929962533024645
LOC103241765,gene-LOC103241765,129666,136899,chr1,NC_023642.1,0.176560492996078,0.957402987681126,5.39487536136427,0.177465265377144,0.859142946371485,NA
IFITM3,gene-IFITM3,147228,148078,chr1,NC_023642.1,NA,NA,NA,NA,NA,NA
B4GALNT4,gene-B4GALNT4,194763,206351,chr1,NC_023642.1,49.8774047658546,-0.879571244941176,0.399658038768804,-2.20080959124656,0.0277495063162905,0.0580810630030686
PKP3,gene-PKP3,214986,223958,chr1,NC_023642.1,70.20971173062,-0.473549348963175,0.311489671314958,-1.52027303815269,0.128442367395961,0.210148677146052
SIGIRR,gene-SIGIRR,224727,234769,chr1,NC_023642.1,14.7069549247003,1.28389311457649,0.578903765180006,2.21780059450342,0.0265684315794993,0.0559194549615602
ANO9,gene-ANO9,235246,253391,chr1,NC_023642.1,0.0925140410904046,0.0,5.39771667958253,0.0,1.0,NA
PTDSS2,gene-PTDSS2,265181,302521,chr1,NC_023642.1,0.394043139465499,2.41096481671541,4.8889575216828,0.493144971299637,0.621910156873845,NA
RNH1,gene-RNH1,305960,321021,chr1,NC_023642.1,227.702229622948,-0.804371731966021,0.193836672281635,-4.14973968804679,3.32853586851747e-05,0.0001307515233696
LOC103243628,gene-LOC103243628,309542,310479,chr1,NC_023642.1,4.29390571591069,0.550228582443408,1.12282414656647,0.490039855418119,0.62410569643025,0.716764789960256
HRAS,gene-HRAS,343613,345782,chr1,NC_023642.1,86.8525291520972,-0.570141233234507,0.278497715506402,-2.04720254957137,0.0406382012167335,0.080272018644853
LRRC56,gene-LRRC56,352131,370276,chr1,NC_023642.1,19.5513859828407,1.30206831686612,0.549918633497037,2.36774722214089,0.017896758749099,0.0397825540868525
C1H11orf35,gene-C1H11orf35,370216,374411,chr1,NC_023642.1,41.9348995951643,0.106876108881777,0.402747615761536,0.265367452715244,0.79072640657229,0.850057078278176
RASSF7,gene-RASSF7,374723,379582,chr1,NC_023642.1,34.9117987591447,-0.220619906662194,0.467102858548224,-0.472315471046121,0.6367016290788,0.727297205252411
LOC103222129,gene-LOC103222129,382280,384748,chr1,NC_023642.1,16.2587424248452,-0.534641444869519,0.649611551639813,-0.823017145430873,0.410498243410891,0.525446234812539
PHRF1,gene-PHRF1,391692,429982,chr1,NC_023642.1,587.552797810046,1.06568584853184,0.149146259938984,7.14524017543461,8.9838669892377e-13,8.26125160097293e-12
IRF7,gene-IRF7,430412,433959,chr1,NC_023642.1,0.115025653459332,2.40178883633417,5.39728872619421,0.444999139045085,0.656320376310793,NA
CDHR5,gene-CDHR5,435562,443116,chr1,NC_023642.1,0.175300876917325,0.973433689580818,5.3959349045969,0.180401303349959,0.856837531186797,NA
SCT,gene-SCT,444487,445535,chr1,NC_023642.1,0.0,NA,NA,NA,NA,NA
DRD4,gene-DRD4,454018,459582,chr1,NC_023642.1,0.803827878775043,0.957714885808419,2.61329855712416,0.366477409631431,0.714008866395033,NA
DEAF1,gene-DEAF1,487497,510440,chr1,NC_023642.1,NA,NA,NA,NA,NA,NA
