gene_name,gene_id,start,end,chromosome,chromosome_nc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ZNF596,gene-ZNF596,29165,50523,chr8,NC_023649.1,30.7874927844419,0.474005720140057,0.444672383626451,1.06596617553441,0.286438932426752,0.397208706305748
LOC103215255,gene-LOC103215255,152632,156049,chr8,NC_023649.1,0.0,NA,NA,NA,NA,NA
LOC103215708,gene-LOC103215708,180696,184652,chr8,NC_023649.1,0.423218341199098,-0.0456437994992345,3.68500178666618,-0.0123863710634801,0.990117358467468,NA
FBXO25,gene-FBXO25,183147,247701,chr8,NC_023649.1,10.3401226736446,0.424911655124466,0.75053176405795,0.566147464335244,0.571293539719707,0.672462330387245
TDRP,gene-TDRP,267302,323918,chr8,NC_023649.1,55.6620962465192,-0.360787243180731,0.323908948025154,-1.11385389437501,0.265341871631138,0.374588854676339
LOC103215259,gene-LOC103215259,442403,442969,chr8,NC_023649.1,0.318801072132652,-0.476277455104306,4.88907003222374,-0.0974167790531067,0.922395420346209,NA
ERICH1,gene-ERICH1,444997,504020,chr8,NC_023649.1,70.3724736164218,1.04213501139883,0.291021124098675,3.58096002352558,0.0003423340353477,0.0011210534696065
LOC103215265,gene-LOC103215265,510361,1256653,chr8,NC_023649.1,NA,NA,NA,NA,NA,NA
LOC103215264,gene-LOC103215264,729126,730932,chr8,NC_023649.1,NA,NA,NA,NA,NA,NA
LOC103215263,gene-LOC103215263,742787,749463,chr8,NC_023649.1,0.279415279237701,0.95777844272211,4.66859289201716,0.205153558015268,0.837452152969101,NA
LOC103215262,gene-LOC103215262,784563,795160,chr8,NC_023649.1,0.0,NA,NA,NA,NA,NA
LOC103215261,gene-LOC103215261,844459,845283,chr8,NC_023649.1,NA,NA,NA,NA,NA,NA
LOC103215260,gene-LOC103215260,1229065,1230171,chr8,NC_023649.1,0.0600594768017935,-0.492126251241272,5.39594692838692,-0.0912029450572062,0.927331334891375,NA
LOC103215267,gene-LOC103215267,1298741,1302037,chr8,NC_023649.1,1.00699240696332,3.9873241574702,2.56462426005229,1.55474009178596,0.12000798211624,0.198976905721028
LOC103215268,gene-LOC103215268,1304284,1380010,chr8,NC_023649.1,0.0,NA,NA,NA,NA,NA
CLN8,gene-CLN8,1424402,1445505,chr8,NC_023649.1,70.17036161527,0.620191630632936,0.295009494278643,2.10227685095162,0.0355290311787556,0.0716321771370796
LOC103215270,gene-LOC103215270,1474829,1478401,chr8,NC_023649.1,0.0582969892562653,0.0,5.39771667960557,0.0,1.0,NA
ARHGEF10,gene-ARHGEF10,1487076,1620387,chr8,NC_023649.1,344.806137039054,0.636297988514814,0.150302836907643,4.23343964496028,2.30143967438352e-05,9.30827151885106e-05
LOC103215272,gene-LOC103215272,1566746,1567298,chr8,NC_023649.1,0.0,NA,NA,NA,NA,NA
LOC103215277,gene-LOC103215277,1634347,1661024,chr8,NC_023649.1,2.32752250445469,2.76551119504919,1.72043071678141,1.60745281287637,0.107955072705962,0.182339776581564
MYOM2,gene-MYOM2,1634917,1809804,chr8,NC_023649.1,2.87087817920403,1.44471008475263,1.44425782050566,1.00031314647603,0.317158987031364,0.431444686805628
KBTBD11,gene-KBTBD11,1661069,1664158,chr8,NC_023649.1,18.4392909799331,0.284863120283043,0.559954341476123,0.508725621328521,0.610944560746931,0.706327012668091
LOC103215711,gene-LOC103215711,1949341,1950591,chr8,NC_023649.1,0.0,NA,NA,NA,NA,NA
CSMD1,gene-CSMD1,2806358,4821568,chr8,NC_023649.1,0.468007015181008,1.94442509099708,4.10297039096037,0.473906683626335,0.63556645288653,NA
LOC103215280,gene-LOC103215280,3909254,3912672,chr8,NC_023649.1,0.0925140410904046,0.0,5.39771667958253,0.0,1.0,NA
LOC103215279,gene-LOC103215279,4670851,4673448,chr8,NC_023649.1,0.0,NA,NA,NA,NA,NA
LOC103215282,gene-LOC103215282,4877454,4885024,chr8,NC_023649.1,0.0898963606928256,0.0,5.39771667960684,0.0,1.0,NA
LOC103215284,gene-LOC103215284,4932896,4943944,chr8,NC_023649.1,0.0,NA,NA,NA,NA,NA
LOC103215287,gene-LOC103215287,5201500,5242246,chr8,NC_023649.1,NA,NA,NA,NA,NA,NA
LOC103215285,gene-LOC103215285,5242905,5244029,chr8,NC_023649.1,207.081010459399,-0.128914433947396,0.179867137558647,-0.716720328666836,0.473546679870251,0.584826172902209
LOC103215288,gene-LOC103215288,5811791,5881628,chr8,NC_023649.1,0.0,NA,NA,NA,NA,NA
MCPH1,gene-MCPH1,6190272,6425683,chr8,NC_023649.1,223.3918354205,0.752985142291349,0.172628556903573,4.36188053586032,1.289492777697e-05,5.40707767011583e-05
ANGPT2,gene-ANGPT2,6283619,6345320,chr8,NC_023649.1,0.0,NA,NA,NA,NA,NA
LOC103215293,gene-LOC103215293,6391864,6403747,chr8,NC_023649.1,0.926868335008651,-2.47459631658827,2.61803840730793,-0.945210089233506,0.344551629599405,NA
LOC103215292,gene-LOC103215292,6449002,6451344,chr8,NC_023649.1,3.51635198462596,-1.61779178190677,1.53841871116165,-1.05159393224306,0.292985892852781,0.404611730913924
AGPAT5,gene-AGPAT5,6488736,6541021,chr8,NC_023649.1,524.977672628671,0.0634542376476419,0.128563107817313,0.493564901509768,0.621613493633002,0.715038987867424
XKR5,gene-XKR5,6589913,6616045,chr8,NC_023649.1,16.1914542146747,-0.30954304879967,0.62394064731324,-0.496109766421851,0.619816969036357,0.713806434890656
