chromosome,start,end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak,structure_start_id,structure_end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_percent,middle_pos,middle_x,middle_y,middle_z
chr12,4495,4746,NC_023653.1,2803_004_autosomes_peak_58305,76,.,6.53143,9.9408,7.62777,105,0,1,"[-22.036026980499997, 38.8810915115, 36.481168047500006]",-22.036026980499997,38.8810915115,36.481168047500006,"[-22.038314569399997, 38.8807470642, 36.481881013000006]",-22.038314569399997,38.8807470642,36.481881013000006,4620,4.746,"[-22.038314569399997, 38.8807470642, 36.481881013000006]",-22.038314569399997,38.8807470642,36.481881013000006
chr12,5191,5316,NC_023653.1,2803_004_autosomes_peak_58306,18,.,3.26571,3.62938,1.85363,49,0,1,"[-22.0423702549, 38.8801363907, 36.48314503550001]",-22.0423702549,38.8801363907,36.48314503550001,"[-22.0435094924, 38.87996485320001, 36.48350009800001]",-22.0435094924,38.87996485320001,36.48350009800001,5253,5.316,"[-22.0435094924, 38.87996485320001, 36.48350009800001]",-22.0435094924,38.87996485320001,36.48350009800001
chr12,6050,6534,NC_023653.1,2803_004_autosomes_peak_58307,175,.,10.8857,20.2748,17.5976,159,0,1,"[-22.050199095, 38.878957585, 36.485585025000006]",-22.050199095,38.878957585,36.485585025000006,"[-22.054610222599997, 38.87829339180001, 36.48695982700001]",-22.054610222599997,38.87829339180001,36.48695982700001,6292,6.534,"[-22.054610222599997, 38.87829339180001, 36.48695982700001]",-22.054610222599997,38.87829339180001,36.48695982700001
chr12,7429,8352,NC_023653.1,2803_004_autosomes_peak_58308a,76,.,6.53143,9.9408,7.62777,90,0,1,"[-22.0627671631, 38.877065183300004, 36.48950207450001]",-22.0627671631,38.877065183300004,36.48950207450001,"[-22.0711792928, 38.875798550400006, 36.492123856000006]",-22.0711792928,38.875798550400006,36.492123856000006,7890,8.352,"[-22.0711792928, 38.875798550400006, 36.492123856000006]",-22.0711792928,38.875798550400006,36.492123856000006
chr12,7429,8352,NC_023653.1,2803_004_autosomes_peak_58308b,111,.,8.16428,13.6139,11.1449,440,0,1,"[-22.0627671631, 38.877065183300004, 36.48950207450001]",-22.0627671631,38.877065183300004,36.48950207450001,"[-22.0711792928, 38.875798550400006, 36.492123856000006]",-22.0711792928,38.875798550400006,36.492123856000006,7890,8.352,"[-22.0711792928, 38.875798550400006, 36.492123856000006]",-22.0711792928,38.875798550400006,36.492123856000006
chr12,7429,8352,NC_023653.1,2803_004_autosomes_peak_58308c,44,.,4.89857,6.57994,4.47868,860,0,1,"[-22.0627671631, 38.877065183300004, 36.48950207450001]",-22.0627671631,38.877065183300004,36.48950207450001,"[-22.0711792928, 38.875798550400006, 36.492123856000006]",-22.0711792928,38.875798550400006,36.492123856000006,7890,8.352,"[-22.0711792928, 38.875798550400006, 36.492123856000006]",-22.0711792928,38.875798550400006,36.492123856000006
chr12,11019,11166,NC_023653.1,2803_004_autosomes_peak_58309,35,.,4.35428,5.54425,3.53438,71,0,1,"[-22.095486064099997, 38.87213862630001, 36.49969946950001]",-22.095486064099997,38.87213862630001,36.49969946950001,"[-22.0968258074, 38.871936898200005, 36.50011702300001]",-22.0968258074,38.871936898200005,36.50011702300001,11092,11.166,"[-22.0968258074, 38.871936898200005, 36.50011702300001]",-22.0968258074,38.871936898200005,36.50011702300001
chr12,13600,13839,NC_023653.1,2803_004_autosomes_peak_58310,18,.,3.26571,3.62938,1.85363,10,0,1,"[-22.119009039999998, 38.868596720000006, 36.50703080000001]",-22.119009039999998,38.868596720000006,36.50703080000001,"[-22.121187262099998, 38.8682687403, 36.50770967950001]",-22.121187262099998,38.8682687403,36.50770967950001,13719,13.839000000000002,"[-22.121187262099998, 38.8682687403, 36.50770967950001]",-22.121187262099998,38.8682687403,36.50770967950001
chr12,14056,14480,NC_023653.1,2803_004_autosomes_peak_58311,44,.,4.89857,6.57994,4.47868,335,0,1,"[-22.1231649784, 38.86797095120001, 36.50832606800001]",-22.1231649784,38.86797095120001,36.50832606800001,"[-22.127029271999998, 38.867389096000004, 36.509530440000006]",-22.127029271999998,38.867389096000004,36.509530440000006,14268,14.48,"[-22.127029271999998, 38.867389096000004, 36.509530440000006]",-22.127029271999998,38.867389096000004,36.509530440000006
chr12,15359,16189,NC_023653.1,2803_004_autosomes_peak_58312a,87,.,7.07571,11.134,8.76481,119,0,1,"[-22.1350403901, 38.866182844300006, 36.51202723950001]",-22.1350403901,38.866182844300006,36.51202723950001,"[-22.1426049271, 38.86504383530001, 36.51438485450001]",-22.1426049271,38.86504383530001,36.51438485450001,15774,16.189,"[-22.1426049271, 38.86504383530001, 36.51438485450001]",-22.1426049271,38.86504383530001,36.51438485450001
chr12,15359,16189,NC_023653.1,2803_004_autosomes_peak_58312b,162,.,10.3414,18.8957,16.2575,242,0,1,"[-22.1350403901, 38.866182844300006, 36.51202723950001]",-22.1350403901,38.866182844300006,36.51202723950001,"[-22.1426049271, 38.86504383530001, 36.51438485450001]",-22.1426049271,38.86504383530001,36.51438485450001,15774,16.189,"[-22.1426049271, 38.86504383530001, 36.51438485450001]",-22.1426049271,38.86504383530001,36.51438485450001
chr12,16914,17545,NC_023653.1,2803_004_autosomes_peak_58313a,149,.,9.79714,17.5389,14.9404,198,0,1,"[-22.149212504599998, 38.864048917800005, 36.51644421700001]",-22.149212504599998,38.864048917800005,36.51644421700001,"[-22.1549633755, 38.8631829965, 36.51823657250001]",-22.1549633755,38.8631829965,36.51823657250001,17229,17.544999999999998,"[-22.1549633755, 38.8631829965, 36.51823657250001]",-22.1549633755,38.8631829965,36.51823657250001
chr12,16914,17545,NC_023653.1,2803_004_autosomes_peak_58313b,217,.,12.5186,24.5348,21.7456,352,0,1,"[-22.149212504599998, 38.864048917800005, 36.51644421700001]",-22.149212504599998,38.864048917800005,36.51644421700001,"[-22.1549633755, 38.8631829965, 36.51823657250001]",-22.1549633755,38.8631829965,36.51823657250001,17229,17.544999999999998,"[-22.1549633755, 38.8631829965, 36.51823657250001]",-22.1549633755,38.8631829965,36.51823657250001
chr12,18445,19050,NC_023653.1,2803_004_autosomes_peak_58314,76,.,6.53143,9.9408,7.62777,475,0,1,"[-22.1631658855, 38.8619479265, 36.52079302250001]",-22.1631658855,38.8619479265,36.52079302250001,"[-22.168679795, 38.861117685, 36.522511525000006]",-22.168679795,38.861117685,36.522511525000006,18747,19.05,"[-22.168679795, 38.861117685, 36.522511525000006]",-22.168679795,38.861117685,36.522511525000006
chr12,19360,20874,NC_023653.1,2803_004_autosomes_peak_58315a,111,.,8.16428,13.6139,11.1449,90,0,1,"[-22.171505103999998, 38.860692272, 36.52339208000001]",-22.171505103999998,38.860692272,36.52339208000001,"[-22.1853035486, 38.85861460980001, 36.527692597000005]",-22.1853035486,38.85861460980001,36.527692597000005,20117,20.874000000000002,"[-22.1853035486, 38.85861460980001, 36.527692597000005]",-22.1853035486,38.85861460980001,36.527692597000005
chr12,19360,20874,NC_023653.1,2803_004_autosomes_peak_58315b,149,.,9.79714,17.5389,14.9404,442,0,1,"[-22.171505103999998, 38.860692272, 36.52339208000001]",-22.171505103999998,38.860692272,36.52339208000001,"[-22.1853035486, 38.85861460980001, 36.527692597000005]",-22.1853035486,38.85861460980001,36.527692597000005,20117,20.874000000000002,"[-22.1853035486, 38.85861460980001, 36.527692597000005]",-22.1853035486,38.85861460980001,36.527692597000005
chr12,19360,20874,NC_023653.1,2803_004_autosomes_peak_58315c,351,.,17.4171,38.2409,35.1452,780,0,1,"[-22.171505103999998, 38.860692272, 36.52339208000001]",-22.171505103999998,38.860692272,36.52339208000001,"[-22.1853035486, 38.85861460980001, 36.527692597000005]",-22.1853035486,38.85861460980001,36.527692597000005,20117,20.874000000000002,"[-22.1853035486, 38.85861460980001, 36.527692597000005]",-22.1853035486,38.85861460980001,36.527692597000005
chr12,19360,20874,NC_023653.1,2803_004_autosomes_peak_58315d,290,.,15.24,31.9948,29.0315,987,0,1,"[-22.171505103999998, 38.860692272, 36.52339208000001]",-22.171505103999998,38.860692272,36.52339208000001,"[-22.1853035486, 38.85861460980001, 36.527692597000005]",-22.1853035486,38.85861460980001,36.527692597000005,20117,20.874000000000002,"[-22.1853035486, 38.85861460980001, 36.527692597000005]",-22.1853035486,38.85861460980001,36.527692597000005
chr12,19360,20874,NC_023653.1,2803_004_autosomes_peak_58315e,290,.,15.24,31.9948,29.0315,1154,0,1,"[-22.171505103999998, 38.860692272, 36.52339208000001]",-22.171505103999998,38.860692272,36.52339208000001,"[-22.1853035486, 38.85861460980001, 36.527692597000005]",-22.1853035486,38.85861460980001,36.527692597000005,20117,20.874000000000002,"[-22.1853035486, 38.85861460980001, 36.527692597000005]",-22.1853035486,38.85861460980001,36.527692597000005
chr12,21149,21531,NC_023653.1,2803_004_autosomes_peak_58316,65,.,5.98714,8.78202,6.53109,132,0,1,"[-22.1878098711, 38.8582372273, 36.52847373450001]",-22.1878098711,38.8582372273,36.52847373450001,"[-22.191291380899997, 38.8577130087, 36.52955880550001]",-22.191291380899997,38.8577130087,36.52955880550001,21340,21.531,"[-22.191291380899997, 38.8577130087, 36.52955880550001]",-22.191291380899997,38.8577130087,36.52955880550001
chr12,22750,22988,NC_023653.1,2803_004_autosomes_peak_58317,44,.,4.89857,6.57994,4.47868,177,0,1,"[-22.202401225, 38.856040175000004, 36.53302137500001]",-22.202401225,38.856040175000004,36.53302137500001,"[-22.2045703332, 38.855713567600006, 36.53369741400001]",-22.2045703332,38.855713567600006,36.53369741400001,22869,22.988,"[-22.2045703332, 38.855713567600006, 36.53369741400001]",-22.2045703332,38.855713567600006,36.53369741400001
chr12,23280,23462,NC_023653.1,2803_004_autosomes_peak_58318,18,.,3.26571,3.62938,1.85363,18,0,1,"[-22.207231592, 38.855312856000005, 36.534526840000005]",-22.207231592,38.855312856000005,36.534526840000005,"[-22.2088903218, 38.855063097400006, 36.53504381100001]",-22.2088903218,38.855063097400006,36.53504381100001,23371,23.462,"[-22.2088903218, 38.855063097400006, 36.53504381100001]",-22.2088903218,38.855063097400006,36.53504381100001
chr12,23965,24953,NC_023653.1,2803_004_autosomes_peak_58319a,136,.,9.25285,16.2053,13.6482,303,0,1,"[-22.213474613499997, 38.854372830500004, 36.53647258250001]",-22.213474613499997,38.854372830500004,36.53647258250001,"[-22.2224791467, 38.8530169981, 36.53927899650001]",-22.2224791467,38.8530169981,36.53927899650001,24459,24.953,"[-22.2224791467, 38.8530169981, 36.53927899650001]",-22.2224791467,38.8530169981,36.53927899650001
chr12,23965,24953,NC_023653.1,2803_004_autosomes_peak_58319b,123,.,8.70857,14.8965,12.3825,512,0,1,"[-22.213474613499997, 38.854372830500004, 36.53647258250001]",-22.213474613499997,38.854372830500004,36.53647258250001,"[-22.2224791467, 38.8530169981, 36.53927899650001]",-22.2224791467,38.8530169981,36.53927899650001,24459,24.953,"[-22.2224791467, 38.8530169981, 36.53927899650001]",-22.2224791467,38.8530169981,36.53927899650001
chr12,27802,27967,NC_023653.1,2803_004_autosomes_peak_58320,26,.,3.81,4.55861,2.65564,78,0,1,"[-22.2484446478, 38.849107315400005, 36.54737158100001]",-22.2484446478,38.849107315400005,36.54737158100001,"[-22.2499484413, 38.8488808859, 36.54784026350001]",-22.2499484413,38.8488808859,36.54784026350001,27884,27.967,"[-22.2499484413, 38.8488808859, 36.54784026350001]",-22.2499484413,38.8488808859,36.54784026350001
chr12,61102,61303,NC_023653.1,2803_004_autosomes_peak_58321,18,.,3.26571,3.62938,1.85363,55,0,1,"[-22.5519375178, 38.8034097254, 36.641960231000006]",-22.5519375178,38.8034097254,36.641960231000006,"[-22.5537694117, 38.803133893100004, 36.6425311715]",-22.5537694117,38.803133893100004,36.6425311715,61202,61.303,"[-22.5537694117, 38.803133893100004, 36.6425311715]",-22.5537694117,38.803133893100004,36.6425311715
chr12,64912,65087,NC_023653.1,2803_004_autosomes_peak_58322,18,.,3.26571,3.62938,1.85363,33,0,1,"[-22.5866614768, 38.7981812624, 36.652782536000004]",-22.5866614768,38.7981812624,36.652782536000004,"[-22.588256409299998, 38.7979411099, 36.653279623500005]",-22.588256409299998,38.7979411099,36.653279623500005,64999,65.08699999999999,"[-22.588256409299998, 38.7979411099, 36.653279623500005]",-22.588256409299998,38.7979411099,36.653279623500005
chr12,65786,65975,NC_023653.1,2803_004_autosomes_peak_58323,44,.,4.89857,6.57994,4.47868,82,0,1,"[-22.594627025399998, 38.7969818722, 36.65526513300001]",-22.594627025399998,38.7969818722,36.65526513300001,"[-22.596349552499998, 38.7967225075, 36.655801987500006]",-22.596349552499998,38.7967225075,36.655801987500006,65880,65.975,"[-22.596349552499998, 38.7967225075, 36.655801987500006]",-22.596349552499998,38.7967225075,36.655801987500006
chr12,66949,67238,NC_023653.1,2803_004_autosomes_peak_58324,26,.,3.81,4.55861,2.65564,141,0,1,"[-22.605226491099998, 38.7953858873, 36.65856863450001]",-22.605226491099998,38.7953858873,36.65856863450001,"[-22.6078604082, 38.7949892926, 36.659389539]",-22.6078604082,38.7949892926,36.659389539,67093,67.238,"[-22.6078604082, 38.7949892926, 36.659389539]",-22.6078604082,38.7949892926,36.659389539
chr12,67404,67543,NC_023653.1,2803_004_autosomes_peak_58325,26,.,3.81,4.55861,2.65564,106,0,1,"[-22.6093733156, 38.794761490800006, 36.659861062000004]",-22.6093733156,38.794761490800006,36.659861062000004,"[-22.6106401477, 38.7945707411, 36.66025589150001]",-22.6106401477,38.7945707411,36.66025589150001,67473,67.54299999999999,"[-22.6106401477, 38.7945707411, 36.66025589150001]",-22.6106401477,38.7945707411,36.66025589150001
chr12,72525,72884,NC_023653.1,2803_004_autosomes_peak_58326,35,.,4.35428,5.54425,3.53438,301,0,1,"[-22.6560455975, 38.787733942500005, 36.674407262500004]",-22.6560455975,38.787733942500005,36.674407262500004,"[-22.6593174876, 38.787241286800004, 36.675427002000006]",-22.6593174876,38.787241286800004,36.675427002000006,72704,72.884,"[-22.6593174876, 38.787241286800004, 36.675427002000006]",-22.6593174876,38.787241286800004,36.675427002000006
chr12,73347,73463,NC_023653.1,2803_004_autosomes_peak_58327,26,.,3.81,4.55861,2.65564,49,0,1,"[-22.6635372233, 38.786605911900004, 36.67674215350001]",-22.6635372233,38.786605911900004,36.67674215350001,"[-22.6645944357, 38.78644672510001, 36.67707165150001]",-22.6645944357,38.78644672510001,36.67707165150001,73405,73.463,"[-22.6645944357, 38.78644672510001, 36.67707165150001]",-22.6645944357,38.78644672510001,36.67707165150001
chr12,79291,80059,NC_023653.1,2803_004_autosomes_peak_58328,44,.,4.89857,6.57994,4.47868,244,0,1,"[-22.7177102449, 38.778448960700004, 36.69362608550001]",-22.7177102449,38.778448960700004,36.69362608550001,"[-22.724709720099998, 38.7773950343, 36.695807589500006]",-22.724709720099998,38.7773950343,36.695807589500006,79675,80.059,"[-22.724709720099998, 38.7773950343, 36.695807589500006]",-22.724709720099998,38.7773950343,36.695807589500006
chr12,80552,80876,NC_023653.1,2803_004_autosomes_peak_58329,35,.,4.35428,5.54425,3.53438,25,0,1,"[-22.7292028728, 38.7767184904, 36.69720795600001]",-22.7292028728,38.7767184904,36.69720795600001,"[-22.7321557764, 38.776273865200004, 36.698128278000006]",-22.7321557764,38.776273865200004,36.698128278000006,80714,80.876,"[-22.7321557764, 38.776273865200004, 36.698128278000006]",-22.7321557764,38.776273865200004,36.698128278000006
chr12,81151,81446,NC_023653.1,2803_004_autosomes_peak_58330,35,.,4.35428,5.54425,3.53438,88,0,1,"[-22.7346620989, 38.775896482700006, 36.698909415500005]",-22.7346620989,38.775896482700006,36.698909415500005,"[-22.7373506994, 38.7754916542, 36.69974736300001]",-22.7373506994,38.7754916542,36.69974736300001,81298,81.446,"[-22.7373506994, 38.7754916542, 36.69974736300001]",-22.7373506994,38.7754916542,36.69974736300001
chr12,94446,95155,NC_023653.1,2803_004_autosomes_peak_58331,54,.,5.44286,7.66058,5.47972,550,0,1,"[-22.8558313994, 38.757651754200005, 36.736673863]",-22.8558313994,38.757651754200005,36.736673863,"[-22.862293154499998, 38.7566787935, 36.738687777500004]",-22.862293154499998,38.7566787935,36.738687777500004,94800,95.155,"[-22.862293154499998, 38.7566787935, 36.738687777500004]",-22.862293154499998,38.7566787935,36.738687777500004
chr12,95629,96249,NC_023653.1,2803_004_autosomes_peak_58332,35,.,4.35428,5.54425,3.53438,32,0,1,"[-22.8666131431, 38.7560283233, 36.7400341745]",-22.8666131431,38.7560283233,36.7400341745,"[-22.8722637611, 38.755177497300004, 36.7417952845]",-22.8722637611,38.755177497300004,36.7417952845,95939,96.249,"[-22.8722637611, 38.755177497300004, 36.7417952845]",-22.8722637611,38.755177497300004,36.7417952845
chr12,96904,97132,NC_023653.1,2803_004_autosomes_peak_58333,44,.,4.89857,6.57994,4.47868,31,0,1,"[-22.8782333656, 38.7542786408, 36.743655812]",-22.8782333656,38.7542786408,36.743655812,"[-22.8803113348, 38.7539657564, 36.744303446]",-22.8803113348,38.7539657564,36.744303446,97018,97.13199999999999,"[-22.8803113348, 38.7539657564, 36.744303446]",-22.8803113348,38.7539657564,36.744303446
chr12,97384,97600,NC_023653.1,2803_004_autosomes_peak_58334,18,.,3.26571,3.62938,1.85363,33,0,1,"[-22.8826080376, 38.7536199368, 36.745019252000006]",-22.8826080376,38.7536199368,36.745019252000006,"[-22.88457664, 38.75332352, 36.7456328]",-22.88457664,38.75332352,36.7456328,97492,97.6,"[-22.88457664, 38.75332352, 36.7456328]",-22.88457664,38.75332352,36.7456328
chr12,98573,98766,NC_023653.1,2803_004_autosomes_peak_58335,44,.,4.89857,6.57994,4.47868,95,0,1,"[-22.8934444647, 38.7519882721, 36.7483966065]",-22.8934444647,38.7519882721,36.7483966065,"[-22.8952034474, 38.7517234182, 36.748944823]",-22.8952034474,38.7517234182,36.748944823,98669,98.76599999999999,"[-22.8952034474, 38.7517234182, 36.748944823]",-22.8952034474,38.7517234182,36.748944823
chr12,122147,122290,NC_023653.1,2803_004_autosomes_peak_58336,26,.,3.81,4.55861,2.65564,95,1,2,"[-23.1082955433, 38.7196376719, 36.815358553500005]",-23.1082955433,38.7196376719,36.815358553500005,"[-23.109598831, 38.719441433, 36.815764745]",-23.109598831,38.719441433,36.815764745,122218,22.29,"[-23.109598831, 38.719441433, 36.815764745]",-23.109598831,38.719441433,36.815764745
chr12,134350,134471,NC_023653.1,2803_004_autosomes_peak_58337,18,.,3.26571,3.62938,1.85363,44,1,2,"[-23.219512465, 38.702891495, 36.850021175]",-23.219512465,38.702891495,36.850021175,"[-23.2206152469, 38.7027254467, 36.8503648755]",-23.2206152469,38.7027254467,36.8503648755,134410,34.471000000000004,"[-23.2206152469, 38.7027254467, 36.8503648755]",-23.2206152469,38.7027254467,36.8503648755
