gene_name,gene_id,gene_start,gene_end,chromosome,peak_start,peak_end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak
LOC103228702,gene-LOC103228702,1001055,1035135,chr24,1003995,1004723,NC_023665.1,2803_003_autosomes_peak_156316,91,.,5.73944,11.1254,9.18086,414
LOC103228702,gene-LOC103228702,1001055,1035135,chr24,1020581,1020825,NC_023665.1,2803_003_autosomes_peak_156317,16,.,2.71868,3.17905,1.695,41
LOC103228702,gene-LOC103228702,1001055,1035135,chr24,1021343,1021751,NC_023665.1,2803_003_autosomes_peak_156318,28,.,3.32283,4.51284,2.8984,295
LOC103228701,gene-LOC103228701,1002225,1015440,chr24,1003995,1004723,NC_023665.1,2803_003_autosomes_peak_156316,91,.,5.73944,11.1254,9.18086,414
DHRS4L2,gene-DHRS4L2,1020086,1032242,chr24,1020581,1020825,NC_023665.1,2803_003_autosomes_peak_156317,16,.,2.71868,3.17905,1.695,41
DHRS4L2,gene-DHRS4L2,1020086,1032242,chr24,1021343,1021751,NC_023665.1,2803_003_autosomes_peak_156318,28,.,3.32283,4.51284,2.8984,295
LRRC16B,gene-LRRC16B,1034790,1053169,chr24,1035835,1037363,NC_023665.1,2803_003_autosomes_peak_156319a,100,.,6.04151,12.0654,10.0922,163
LRRC16B,gene-LRRC16B,1034790,1053169,chr24,1035835,1037363,NC_023665.1,2803_003_autosomes_peak_156319b,181,.,8.45812,20.2682,18.1161,470
LRRC16B,gene-LRRC16B,1034790,1053169,chr24,1035835,1037363,NC_023665.1,2803_003_autosomes_peak_156319c,91,.,5.73944,11.1254,9.18086,819
LRRC16B,gene-LRRC16B,1034790,1053169,chr24,1035835,1037363,NC_023665.1,2803_003_autosomes_peak_156319d,35,.,3.62491,5.23581,3.56625,1356
LRRC16B,gene-LRRC16B,1034790,1053169,chr24,1037752,1038136,NC_023665.1,2803_003_autosomes_peak_156320,35,.,3.62491,5.23581,3.56625,79
LRRC16B,gene-LRRC16B,1034790,1053169,chr24,1040147,1040823,NC_023665.1,2803_003_autosomes_peak_156321,35,.,3.62491,5.23581,3.56625,77
LRRC16B,gene-LRRC16B,1034790,1053169,chr24,1041110,1042730,NC_023665.1,2803_003_autosomes_peak_156322a,50,.,4.22906,6.78034,5.01545,178
LRRC16B,gene-LRRC16B,1034790,1053169,chr24,1041110,1042730,NC_023665.1,2803_003_autosomes_peak_156322b,57,.,4.53114,7.59749,5.7907,568
LRRC16B,gene-LRRC16B,1034790,1053169,chr24,1041110,1042730,NC_023665.1,2803_003_autosomes_peak_156322c,65,.,4.83321,8.44208,6.5967,917
LRRC16B,gene-LRRC16B,1034790,1053169,chr24,1041110,1042730,NC_023665.1,2803_003_autosomes_peak_156322d,65,.,4.83321,8.44208,6.5967,1105
LRRC16B,gene-LRRC16B,1034790,1053169,chr24,1041110,1042730,NC_023665.1,2803_003_autosomes_peak_156322e,50,.,4.22906,6.78034,5.01545,1401
LRRC16B,gene-LRRC16B,1034790,1053169,chr24,1042946,1043416,NC_023665.1,2803_003_autosomes_peak_156323,35,.,3.62491,5.23581,3.56625,54
LRRC16B,gene-LRRC16B,1034790,1053169,chr24,1043572,1044268,NC_023665.1,2803_003_autosomes_peak_156324,82,.,5.43736,10.2074,8.29348,342
LRRC16B,gene-LRRC16B,1034790,1053169,chr24,1045118,1045332,NC_023665.1,2803_003_autosomes_peak_156325,35,.,3.62491,5.23581,3.56625,130
LRRC16B,gene-LRRC16B,1034790,1053169,chr24,1046275,1046758,NC_023665.1,2803_003_autosomes_peak_156326,35,.,3.62491,5.23581,3.56625,88
LRRC16B,gene-LRRC16B,1034790,1053169,chr24,1047835,1048296,NC_023665.1,2803_003_autosomes_peak_156327a,50,.,4.22906,6.78034,5.01545,55
LRRC16B,gene-LRRC16B,1034790,1053169,chr24,1047835,1048296,NC_023665.1,2803_003_autosomes_peak_156327b,35,.,3.62491,5.23581,3.56625,278
LRRC16B,gene-LRRC16B,1034790,1053169,chr24,1048957,1049057,NC_023665.1,2803_003_autosomes_peak_156328,16,.,2.71868,3.17905,1.695,10
