gene_name,expr_delta_12h,expr_delta_18h,expr_delta_24h,acc_delta_12h_tss,acc_delta_18h_tss,acc_delta_24h_tss
LOC103239540,1.59085303709818,-0.334276352509789,-0.914247419411153,1.1599000000000004,1.2165400000000002,1.8404600000000002
CACNA1B,,,,1.3505099999999999,0.3674300000000006,-1.40557
EHMT1,-0.0853815206312629,0.0434005490811111,-0.0295695931303927,1.8316899999999996,1.33352,0.036150000000000126
LOC103239542,,,,,1.6356000000000002,
LOC103239545,0.918214479246318,0.52518910220917,0.378718758649196,5.783269999999999,0.4327900000000007,-5.884919999999999
C12H9orf37,0.953447911575609,0.361659891729288,1.39407916211905,,3.4508,
ARRDC1,0.0669644896791777,-0.379080705765563,0.552635458692976,0.48580000000000023,3.4508,1.6501100000000006
ZMYND19,0.492064264809855,1.18418977885357,0.511039475464509,7.12916,0.06536000000000008,0.67089
DPH7,0.425540273147538,0.408282294314322,1.22897824361784,7.8103,4.72448,-4.13486
MRPL41,-0.32717126361951,-0.148504720160214,-1.28285405121561,1.7363799999999996,1.0342000000000002,0.3625600000000002
LOC103239920,0.519977687020748,-0.0277862429979173,0.941968775207184,-4.418900000000001,-5.55157,-1.8680699999999995
LOC103239550,0.900726075790864,0.885017468480443,1.42699587208231,1.7363799999999996,-1.1429399999999994,-0.9249999999999998
NSMF,,,,0.9669699999999999,-1.0232100000000002,-1.5597399999999997
ENTPD8,,,,1.8316899999999996,3.4508,-1.7319899999999997
NOXA1,2.6742015998098,1.24677607098553,0.600489353046497,-0.7671000000000001,1.5158799999999997,1.1695400000000005
EXD3,-0.0509942596278951,0.0910713638761642,0.100482441791299,0.3904899999999989,2.3622300000000003,-2.0583899999999997
NRARP,0.833009150642368,0.109152608855919,0.0094001452024103,2.1222399999999997,-2.3512499999999994,0.67089
TOR4A,0.3184408432739,0.904202871832985,1.14745955165632,-34.73729,-1.38516,-0.13608999999999982
LOC103239561,0.0,-0.396692744762895,0.0,-33.38908000000001,0.24770000000000003,5.68505
NELFB,-0.321274687454965,-0.535094689880039,-0.350159126443364,0.0023100000000000342,1.15393,2.6112600000000006
C12H9orf173,1.7932200415902,3.72521297832706,0.0,2.69872,1.15393,-2.36672
FAM166A,1.31227678248072,0.0,0.0,1.3505099999999999,1.2736600000000005,0.3625600000000002
TUBB4B,-0.652423565251273,-0.461935236655136,-0.870651597321169,0.5811000000000002,-0.11697999999999986,-1.25141
SLC34A3,0.0,0.0,2.40178883633417,10.88552,-1.3824099999999993,0.3625600000000002
RNF224,,,,-0.28593000000000046,1.03145,1.95845
C12H9orf169,0.0,0.0,2.40178883633417,,-7.486529999999999,-1.0972399999999998
LOC103239921,0.0176382611924427,0.609076973623632,0.679550551869058,-6.8270800000000005,-4.223560000000001,-2.0583899999999997
RNF208,0.704666721456886,0.428166994139218,-2.07744079189355,0.19523999999999964,1.8179499999999997,-1.25141
NDOR1,0.435806676941877,0.407420073197029,0.605502295035014,-0.5741700000000005,1.2736600000000005,3.0918400000000004
LOC103239574,0.450964139390097,0.959148529230145,0.609496284236892,-0.5741700000000005,1.2736600000000005,3.0918400000000004
TMEM203,-0.367266759005729,-0.443515371374618,-1.11434566807677,-9.81168,-0.47618000000000027,2.28486
TPRN,-0.416875514906214,0.225491630704626,0.0726443931421094,-25.8555,-14.586399999999998,-27.320409999999995
SSNA1,,,,4.058500000000002,21.71427,0.34448000000000034
ANAPC2,0.161168469202562,0.0489001037481255,0.401094759665357,4.058500000000002,20.203889999999998,-3.4278000000000013
TMEM210,,,,-0.7671000000000001,0.6096499999999994,0.5167299999999999
LRRC26,-0.0063417897522271,-2.58742700419386,-1.25893979790402,1.7363799999999996,1.2736600000000005,
GRIN1,1.76639892292322,1.45257864801366,1.2519548373202,3.0892,3.5161800000000003,5.18638
DPP7,-0.0963330955933199,-0.153341820582241,-0.486316924446378,-35.60429,12.703690000000002,-23.33974
MAN1B1,-0.538772032863907,-1.01929994247307,-1.50917320437511,-14.328299999999999,6.65664,2.9376800000000003
UAP1L1,0.781847193745418,1.97459303322665,1.66658461912722,68.47246,-72.55529,-26.287000000000003
SAPCD2,-0.720389696457456,0.705352690208357,1.00969626916391,1.7432999999999996,-5.7339400000000005,0.20839000000000052
LOC103239585,0.0,-0.666306628929285,0.0,,0.1850900000000002,
ENTPD2,2.35401802444271,5.05471374538561,4.98958211255141,0.48348999999999975,3.51067,0.1903100000000002
NPDC1,0.749856133594948,0.904956628871004,1.17577653511072,-7.0107,-1.7958999999999996,-9.42119
C12H9orf139,0.682498065888826,1.11484108532083,-0.49060716085379,-1.5341900000000006,3.93522,1.95845
FUT7,1.4349710042221,0.0,0.0,3.08458,0.06536000000000008,-0.7708399999999997
ABCA2,0.313303382198922,0.121168161498944,0.157162685975447,-2.6849000000000007,1.5158799999999997,-3.0195399999999997
LOC103239594,1.79881353732602,2.42785627516832,0.956666899310544,-0.7671000000000001,0.24494999999999978,0.34448000000000034
CLIC3,,,,-0.7671000000000001,4.41964,-4.461269999999999
C12H9orf142,0.0445354834371153,0.143360793890189,-1.49959988139346,1.3505099999999999,0.6096499999999994,1.9765300000000003
LCNL1,,,,0.19523999999999964,0.8518499999999998,0.036150000000000126
PTGDS,0.0,-0.669333803224301,2.54278957743906,-1.4411999999999998,-1.38516,-0.13608999999999982
C8G,0.525163652994017,-0.284447627044698,-0.373472553314058,0.8693399999999998,0.005499999999999616,0.67089
FBXW5,0.013388839954555,0.185472151508778,-0.4275666857327,-2.494300000000001,-3.13499,-0.7708399999999997
TRAF2,1.92191830771266,-0.047059675628298,0.785491300830999,-0.7671000000000001,0.9715900000000004,-1.0972399999999998
EDF1,-1.42540536850478,-1.10850614067011,-1.33925971325948,9.7534,-7.227900000000002,-2.4666999999999994
MAMDC4,0.186451637137266,2.29551065153715,3.77385898366846,3.9516100000000005,4.47951,-2.21256
PHPT1,-0.849592675414849,-0.695541702819951,-1.41367159475756,2.796339999999999,4.47951,-1.40557
C12H9orf172,0.923760350380427,1.50811074717256,1.50782040599295,0.0023100000000000342,1.2736600000000005,-1.7319899999999997
RABL6,-0.565006875041872,-0.512231772843509,-0.943461245861225,1.4481399999999995,0.06536000000000008,-24.79959
LOC103239608,0.631838513765103,0.877625967212056,1.9607042868626,-0.5741700000000005,-6.40071,0.20839000000000052
CCDC183,0.974441471009065,1.34187550080037,1.55630880078237,4.530380000000001,-8.6894,0.1903100000000002
TMEM141,-0.235942614831344,-2.02562084089778,-0.980676628852192,-1.2482700000000007,1.03145,2.1306900000000004
LCN15,0.0,0.0,-0.47611566869659,-0.28593000000000046,0.24494999999999978,2.28486
LCN8,,,,0.6764099999999997,0.12522000000000055,-0.13608999999999982
LOC103239618,1.43495183662224,2.05126462651562,0.0,0.19523999999999964,3.26846,0.9973000000000001
LCN6,0.0,0.965230403229348,0.96360333116636,2.69872,2.3622300000000003,1.95845
LCN10,,,,1.8316899999999996,2.96638,0.5167299999999999
LOC103239615,-0.683715095806471,-0.523149808799903,0.26070501298734,9.249080000000001,-0.6502999999999997,-6.2113000000000005
