gene_name,gene_id,gene_start,gene_end,chromosome,peak_start,peak_end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak
HSD17B7,gene-HSD17B7,1271259,1289232,chr20,1288627,1289221,NC_023661.1,2803_006_autosomes_peak_66917,96,.,8.06983,12.8668,9.61173,495
DDR2,gene-DDR2,1298636,1451872,chr20,1451538,1451650,NC_023661.1,2803_006_autosomes_peak_66918,27,.,4.03491,5.27184,2.76836,80
UAP1,gene-UAP1,1489372,1527767,chr20,1527140,1528196,NC_023661.1,2803_006_autosomes_peak_66919a,81,.,7.26285,11.2446,8.10932,195
UAP1,gene-UAP1,1489372,1527767,chr20,1527140,1528196,NC_023661.1,2803_006_autosomes_peak_66919b,96,.,8.06983,12.8668,9.61173,397
UAP1,gene-UAP1,1489372,1527767,chr20,1527140,1528196,NC_023661.1,2803_006_autosomes_peak_66919c,324,.,18.5606,36.8012,32.4556,786
UHMK1,gene-UHMK1,1564205,1594841,chr20,1594198,1594337,NC_023661.1,2803_006_autosomes_peak_66922,16,.,3.22793,3.94805,1.68706,9
UHMK1,gene-UHMK1,1564205,1594841,chr20,1594525,1594870,NC_023661.1,2803_006_autosomes_peak_66923,39,.,4.8419,6.67379,3.97677,166
LOC103223662,gene-LOC103223662,1693668,2002603,chr20,1707432,1707562,NC_023661.1,2803_006_autosomes_peak_66924,27,.,4.03491,5.27184,2.76836,64
LOC103223662,gene-LOC103223662,1693668,2002603,chr20,1714844,1714978,NC_023661.1,2803_006_autosomes_peak_66925,16,.,3.22793,3.94805,1.68706,54
LOC103223662,gene-LOC103223662,1693668,2002603,chr20,1716418,1716740,NC_023661.1,2803_006_autosomes_peak_66926,27,.,4.03491,5.27184,2.76836,125
LOC103223662,gene-LOC103223662,1693668,2002603,chr20,1777547,1777706,NC_023661.1,2803_006_autosomes_peak_66927,16,.,3.22793,3.94805,1.68706,49
LOC103223662,gene-LOC103223662,1693668,2002603,chr20,1794416,1794552,NC_023661.1,2803_006_autosomes_peak_66928,16,.,3.22793,3.94805,1.68706,10
LOC103223662,gene-LOC103223662,1693668,2002603,chr20,1844228,1844381,NC_023661.1,2803_006_autosomes_peak_66929,16,.,3.22793,3.94805,1.68706,49
LOC103223662,gene-LOC103223662,1693668,2002603,chr20,1851755,1851887,NC_023661.1,2803_006_autosomes_peak_66930,16,.,3.22793,3.94805,1.68706,74
LOC103223662,gene-LOC103223662,1693668,2002603,chr20,2001748,2001924,NC_023661.1,2803_006_autosomes_peak_66931,16,.,3.22793,3.94805,1.68706,23
OLFML2B,gene-OLFML2B,2053696,2094142,chr20,2053027,2054151,NC_023661.1,2803_006_autosomes_peak_66933a,127,.,9.68379,16.2314,12.7604,268
OLFML2B,gene-OLFML2B,2053696,2094142,chr20,2053027,2054151,NC_023661.1,2803_006_autosomes_peak_66933b,81,.,7.26285,11.2446,8.10932,802
OLFML2B,gene-OLFML2B,2053696,2094142,chr20,2073143,2073460,NC_023661.1,2803_006_autosomes_peak_66934,52,.,5.64888,8.14205,5.28039,153
OLFML2B,gene-OLFML2B,2053696,2094142,chr20,2074135,2074352,NC_023661.1,2803_006_autosomes_peak_66935,16,.,3.22793,3.94805,1.68706,47
OLFML2B,gene-OLFML2B,2053696,2094142,chr20,2075270,2075434,NC_023661.1,2803_006_autosomes_peak_66936,27,.,4.03491,5.27184,2.76836,85
OLFML2B,gene-OLFML2B,2053696,2094142,chr20,2088000,2088162,NC_023661.1,2803_006_autosomes_peak_66937,27,.,4.03491,5.27184,2.76836,83
ATF6,gene-ATF6,2112819,2304063,chr20,2190895,2191111,NC_023661.1,2803_006_autosomes_peak_66939,66,.,6.45586,9.66788,6.66308,64
ATF6,gene-ATF6,2112819,2304063,chr20,2303717,2304014,NC_023661.1,2803_006_autosomes_peak_66940,16,.,3.22793,3.94805,1.68706,85
DUSP12,gene-DUSP12,2316668,2319972,chr20,2319165,2319670,NC_023661.1,2803_006_autosomes_peak_66941,66,.,6.45586,9.66788,6.66308,316
FCRLB,gene-FCRLB,2344021,2351838,chr20,2345191,2345646,NC_023661.1,2803_006_autosomes_peak_66942,39,.,4.8419,6.67379,3.97677,296
FCRLB,gene-FCRLB,2344021,2351838,chr20,2345918,2346090,NC_023661.1,2803_006_autosomes_peak_66943,16,.,3.22793,3.94805,1.68706,49
LOC103223668,gene-LOC103223668,2345513,2349444,chr20,2345191,2345646,NC_023661.1,2803_006_autosomes_peak_66942,39,.,4.8419,6.67379,3.97677,296
LOC103223668,gene-LOC103223668,2345513,2349444,chr20,2345918,2346090,NC_023661.1,2803_006_autosomes_peak_66943,16,.,3.22793,3.94805,1.68706,49
FCRLA,gene-FCRLA,2359034,2366986,chr20,2366223,2366616,NC_023661.1,2803_006_autosomes_peak_66944,66,.,6.45586,9.66788,6.66308,165
FCGR2B,gene-FCGR2B,2398425,2413328,chr20,2399013,2399179,NC_023661.1,2803_006_autosomes_peak_66945,16,.,3.22793,3.94805,1.68706,49
FCGR2A,gene-FCGR2A,2480710,2512429,chr20,2486500,2487255,NC_023661.1,2803_006_autosomes_peak_66948,111,.,8.87681,14.5303,11.1642,164
FCGR2A,gene-FCGR2A,2480710,2512429,chr20,2492598,2493385,NC_023661.1,2803_006_autosomes_peak_66949,111,.,8.87681,14.5303,11.1642,516
TRNAG-UCC,gene-TRNAG-UCC,2486549,2486620,chr20,2486500,2487255,NC_023661.1,2803_006_autosomes_peak_66948,111,.,8.87681,14.5303,11.1642,164
HSPA6,gene-HSPA6,2490826,2495376,chr20,2492598,2493385,NC_023661.1,2803_006_autosomes_peak_66949,111,.,8.87681,14.5303,11.1642,516
TRNAG-GCC-2,gene-TRNAG-GCC-2,2537132,2537202,chr20,2536749,2541512,NC_023661.1,2803_006_autosomes_peak_66950a,305,.,17.7536,34.818,30.5282,246
TRNAG-GCC-2,gene-TRNAG-GCC-2,2537132,2537202,chr20,2536749,2541512,NC_023661.1,2803_006_autosomes_peak_66950b,363,.,20.1746,40.8222,36.3778,353
TRNAG-GCC-2,gene-TRNAG-GCC-2,2537132,2537202,chr20,2536749,2541512,NC_023661.1,2803_006_autosomes_peak_66950c,403,.,21.7885,44.9114,40.3866,457
TRNAG-GCC-2,gene-TRNAG-GCC-2,2537132,2537202,chr20,2536749,2541512,NC_023661.1,2803_006_autosomes_peak_66950d,267,.,16.1397,30.9104,26.7503,679
TRNAG-GCC-2,gene-TRNAG-GCC-2,2537132,2537202,chr20,2536749,2541512,NC_023661.1,2803_006_autosomes_peak_66950e,267,.,16.1397,30.9104,26.7503,1152
TRNAG-GCC-2,gene-TRNAG-GCC-2,2537132,2537202,chr20,2536749,2541512,NC_023661.1,2803_006_autosomes_peak_66950f,195,.,12.9117,23.3586,19.5098,1502
