gene_name,gene_id,start,end,chromosome,chromosome_nc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LOC103237737,gene-LOC103237737,53653,54893,chr9,NC_023650.1,2.47597110053317,1.9656548688901,1.62790817006264,1.20747282005131,0.227250106300839,NA
LOC103237738,gene-LOC103237738,57937,59227,chr9,NC_023650.1,0.115025653459332,0.0,5.39771667962051,0.0,1.0,NA
LOC103238131,gene-LOC103238131,110923,163286,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LOC103237741,gene-LOC103237741,114225,116215,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
ZMYND11,gene-ZMYND11,162438,275764,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LOC103237740,gene-LOC103237740,163790,198322,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
DIP2C,gene-DIP2C,293786,668102,chr9,NC_023650.1,168.366701102182,0.654164471553702,0.208262409445168,3.14105878874859,0.0016833823795416,0.0078643312969011
LOC103237753,gene-LOC103237753,480006,486192,chr9,NC_023650.1,0.359201852954518,0.0,4.26278426191982,0.0,1.0,NA
LOC103237752,gene-LOC103237752,517924,518707,chr9,NC_023650.1,52.128973512982,0.68973775495109,0.367313101568764,1.87779241199205,0.0604095687171156,0.14068682327609
LOC103237751,gene-LOC103237751,547813,551165,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LOC103237750,gene-LOC103237750,553107,553794,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LOC103237749,gene-LOC103237749,614569,617088,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LOC103237748,gene-LOC103237748,627536,627888,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LOC103237747,gene-LOC103237747,629220,632650,chr9,NC_023650.1,1.45623705601112,1.62464282254191,1.98931893213074,0.816682934194855,0.414109646457795,NA
LOC103237746,gene-LOC103237746,634999,636034,chr9,NC_023650.1,2069.19767496804,0.393418837653176,0.0925663270583948,4.25012907128735,2.13647367161834e-05,0.0001841115986855
LOC103237745,gene-LOC103237745,646107,647673,chr9,NC_023650.1,0.527820407233553,0.0,3.97519604940593,0.0,1.0,NA
LOC103237744,gene-LOC103237744,647409,647716,chr9,NC_023650.1,307.76102132846,-0.0097066933481928,0.325515985176071,-0.0298194060821392,0.976211081832681,0.986324179375505
LOC103237743,gene-LOC103237743,655498,661722,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LOC103237742,gene-LOC103237742,668173,671553,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LOC103237755,gene-LOC103237755,753693,755793,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LARP4B,gene-LARP4B,778786,898263,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LOC103237759,gene-LOC103237759,919307,933683,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LOC103237758,gene-LOC103237758,939561,949665,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LOC103237757,gene-LOC103237757,949825,951402,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
GTPBP4,gene-GTPBP4,953062,981213,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LOC103237761,gene-LOC103237761,981957,985080,chr9,NC_023650.1,12.3328035634308,0.831319602586915,0.66974447969111,1.24124890580707,0.21451381328522,0.364450384339088
IDI1,gene-IDI1,995608,1011226,chr9,NC_023650.1,1.50439692991177,0.63612282216894,2.30316473291388,0.276195103666831,0.782398217736854,NA
WDR37,gene-WDR37,1011478,1085569,chr9,NC_023650.1,287.770053758095,0.730571051565072,0.151214745494707,4.83134795601429,1.35611760455994e-06,1.5774838605984e-05
LOC103237764,gene-LOC103237764,1125967,1134539,chr9,NC_023650.1,0.589546844061399,1.95815917293983,3.4497822309107,0.567618197866043,0.570294247678019,NA
ADARB2,gene-ADARB2,1136461,1644196,chr9,NC_023650.1,0.0,NA,NA,NA,NA,NA
LOC103237765,gene-LOC103237765,1137465,1138102,chr9,NC_023650.1,0.0,NA,NA,NA,NA,NA
