gene_name,gene_id,start,end,chromosome,chromosome_nc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LOC103237737,gene-LOC103237737,53653,54893,chr9,NC_023650.1,2.47597110053317,3.12344164260867,1.94531876811903,1.60561944592186,0.108357550176891,0.211158962469341
LOC103237738,gene-LOC103237738,57937,59227,chr9,NC_023650.1,0.115025653459332,0.0,5.39771667962051,0.0,1.0,NA
LOC103238131,gene-LOC103238131,110923,163286,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LOC103237741,gene-LOC103237741,114225,116215,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
ZMYND11,gene-ZMYND11,162438,275764,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LOC103237740,gene-LOC103237740,163790,198322,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
DIP2C,gene-DIP2C,293786,668102,chr9,NC_023650.1,168.366701102182,0.525626016256957,0.20505629420325,2.5633254433827,0.0103674818373311,0.0311005512160244
LOC103237753,gene-LOC103237753,480006,486192,chr9,NC_023650.1,0.359201852954518,-0.669098794723713,4.25429717274519,-0.157275988854338,0.875027342859594,NA
LOC103237752,gene-LOC103237752,517924,518707,chr9,NC_023650.1,52.128973512982,-0.473832730349551,0.382104932278538,-1.24005918354424,0.214953504464914,0.352910663630495
LOC103237751,gene-LOC103237751,547813,551165,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LOC103237750,gene-LOC103237750,553107,553794,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LOC103237749,gene-LOC103237749,614569,617088,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LOC103237748,gene-LOC103237748,627536,627888,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LOC103237747,gene-LOC103237747,629220,632650,chr9,NC_023650.1,1.45623705601112,1.2361473681008,2.04475604722563,0.604545158224636,0.545481255412201,NA
LOC103237746,gene-LOC103237746,634999,636034,chr9,NC_023650.1,2069.19767496804,0.221953306991221,0.0933826305065252,2.37681575028787,0.0174628084399522,0.0483644380848744
LOC103237745,gene-LOC103237745,646107,647673,chr9,NC_023650.1,0.527820407233553,2.77770148158391,3.89152289037148,0.713782639813473,0.475361596071945,NA
LOC103237744,gene-LOC103237744,647409,647716,chr9,NC_023650.1,307.76102132846,-1.26157085352014,0.329217213651926,-3.83203186590956,0.0001270892728612,0.0006486017040209
LOC103237743,gene-LOC103237743,655498,661722,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LOC103237742,gene-LOC103237742,668173,671553,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LOC103237755,gene-LOC103237755,753693,755793,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LARP4B,gene-LARP4B,778786,898263,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LOC103237759,gene-LOC103237759,919307,933683,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LOC103237758,gene-LOC103237758,939561,949665,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LOC103237757,gene-LOC103237757,949825,951402,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
GTPBP4,gene-GTPBP4,953062,981213,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LOC103237761,gene-LOC103237761,981957,985080,chr9,NC_023650.1,12.3328035634308,1.06052880627743,0.655744636290224,1.61728933427075,0.10581584048583,0.207090769948308
IDI1,gene-IDI1,995608,1011226,chr9,NC_023650.1,1.50439692991177,1.69288483767889,2.01692065868198,0.839341314886011,0.401277805273629,NA
WDR37,gene-WDR37,1011478,1085569,chr9,NC_023650.1,287.770053758095,0.73590265801515,0.154186965190173,4.77279423138974,1.81687394624647e-06,1.34487991205927e-05
LOC103237764,gene-LOC103237764,1125967,1134539,chr9,NC_023650.1,0.589546844061399,0.0,3.5974476598813,0.0,1.0,NA
ADARB2,gene-ADARB2,1136461,1644196,chr9,NC_023650.1,0.0,NA,NA,NA,NA,NA
