gene_name,gene_id,start,end,chromosome,chromosome_nc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LOC103237737,gene-LOC103237737,53653,54893,chr9,NC_023650.1,2.47597110053317,1.9552836120289,1.56775044006604,1.24719060002085,0.212327618764248,0.314224583345707
LOC103237738,gene-LOC103237738,57937,59227,chr9,NC_023650.1,0.115025653459332,2.40178883633417,5.39728872619421,0.444999139045085,0.656320376310793,NA
LOC103238131,gene-LOC103238131,110923,163286,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LOC103237741,gene-LOC103237741,114225,116215,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
ZMYND11,gene-ZMYND11,162438,275764,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LOC103237740,gene-LOC103237740,163790,198322,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
DIP2C,gene-DIP2C,293786,668102,chr9,NC_023650.1,168.366701102182,0.464978848311837,0.200695620616153,2.3168360469666,0.0205126646043686,0.0448162184723563
LOC103237753,gene-LOC103237753,480006,486192,chr9,NC_023650.1,0.359201852954518,1.96621366129727,4.13796808441405,0.475164046987978,0.634670050927659,NA
LOC103237752,gene-LOC103237752,517924,518707,chr9,NC_023650.1,52.128973512982,0.652494469466433,0.347744277500495,1.87636292437768,0.0606054619779722,0.112764781362941
LOC103237751,gene-LOC103237751,547813,551165,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LOC103237750,gene-LOC103237750,553107,553794,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LOC103237749,gene-LOC103237749,614569,617088,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LOC103237748,gene-LOC103237748,627536,627888,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LOC103237747,gene-LOC103237747,629220,632650,chr9,NC_023650.1,1.45623705601112,0.381758342698555,2.03410746620669,0.187678551424069,0.851128644965884,0.896108765645553
LOC103237746,gene-LOC103237746,634999,636034,chr9,NC_023650.1,2069.19767496804,0.492733678440486,0.0912749399247578,5.398345688824,6.72581806604115e-08,3.83577319037657e-07
LOC103237745,gene-LOC103237745,646107,647673,chr9,NC_023650.1,0.527820407233553,3.99227987218898,3.79649657212392,1.05156946578133,0.292997122977599,NA
LOC103237744,gene-LOC103237744,647409,647716,chr9,NC_023650.1,307.76102132846,-0.542058266038977,0.32367673517723,-1.67469022987448,0.0939950253555153,0.16269019208989
LOC103237743,gene-LOC103237743,655498,661722,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LOC103237742,gene-LOC103237742,668173,671553,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LOC103237755,gene-LOC103237755,753693,755793,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LARP4B,gene-LARP4B,778786,898263,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LOC103237759,gene-LOC103237759,919307,933683,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LOC103237758,gene-LOC103237758,939561,949665,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LOC103237757,gene-LOC103237757,949825,951402,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
GTPBP4,gene-GTPBP4,953062,981213,chr9,NC_023650.1,NA,NA,NA,NA,NA,NA
LOC103237761,gene-LOC103237761,981957,985080,chr9,NC_023650.1,12.3328035634308,0.8415337400992,0.651177437191312,1.29232631850535,0.196244161321725,0.295567736847822
IDI1,gene-IDI1,995608,1011226,chr9,NC_023650.1,1.50439692991177,3.2844415546704,2.24590843105464,1.4624111603375,0.143628572976931,0.230089630624323
WDR37,gene-WDR37,1011478,1085569,chr9,NC_023650.1,287.770053758095,0.980404567980589,0.146137857344575,6.70876517416647,1.96278229457397e-11,1.60190745104924e-10
LOC103237764,gene-LOC103237764,1125967,1134539,chr9,NC_023650.1,0.589546844061399,4.40459526606605,3.37352733286751,1.30563497237834,0.191676721416751,NA
ADARB2,gene-ADARB2,1136461,1644196,chr9,NC_023650.1,0.0,NA,NA,NA,NA,NA
LOC103237765,gene-LOC103237765,1137465,1138102,chr9,NC_023650.1,0.0,NA,NA,NA,NA,NA
LOC103237767,gene-LOC103237767,2244446,2245046,chr9,NC_023650.1,0.0679589273275217,0.0,5.39771667958492,0.0,1.0,NA
LOC103237768,gene-LOC103237768,2412255,2418586,chr9,NC_023650.1,0.0,NA,NA,NA,NA,NA
LOC103237769,gene-LOC103237769,2438073,2440455,chr9,NC_023650.1,0.0,NA,NA,NA,NA,NA
