chromosome,start,end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak,structure_start_id,structure_end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_percent,middle_pos,middle_x,middle_y,middle_z
chr8,8178,8743,NC_023649.1,2803_002_autosomes_peak_26279,223,.,13.482,24.8988,22.3058,237,0,1,"[79.35264266459998, 92.81037432779999, 39.0478903472]",79.35264266459998,92.81037432779999,39.0478903472,"[79.35390301009998, 92.8046085593, 39.0457673032]",79.35390301009998,92.8046085593,39.0457673032,8460,8.742999999999999,"[79.35390301009998, 92.8046085593, 39.0457673032]",79.35390301009998,92.8046085593,39.0457673032
chr8,9138,9343,NC_023649.1,2803_002_autosomes_peak_26280,89,.,7.41512,11.2654,8.99864,98,0,1,"[79.35478413659999, 92.8005776238, 39.044283051200004]",79.35478413659999,92.8005776238,39.044283051200004,"[79.3552414301, 92.7984856193, 39.0435127432]",79.3552414301,92.7984856193,39.0435127432,9240,9.343,"[79.3552414301, 92.7984856193, 39.0435127432]",79.3552414301,92.7984856193,39.0435127432
chr8,29834,31162,NC_023649.1,2803_002_autosomes_peak_26281a,500,.,24.2677,53.138,50.0977,293,0,1,"[79.40095070379999, 92.5893770134, 38.9665157616]",79.40095070379999,92.5893770134,38.9665157616,"[79.40391307339999, 92.5758249062, 38.9615256688]",79.40391307339999,92.5758249062,38.9615256688,30498,31.162,"[79.40391307339999, 92.5758249062, 38.9615256688]",79.40391307339999,92.5758249062,38.9615256688
chr8,29834,31162,NC_023649.1,2803_002_autosomes_peak_26281b,223,.,13.482,24.8988,22.3058,576,0,1,"[79.40095070379999, 92.5893770134, 38.9665157616]",79.40095070379999,92.5893770134,38.9665157616,"[79.40391307339999, 92.5758249062, 38.9615256688]",79.40391307339999,92.5758249062,38.9615256688,30498,31.162,"[79.40391307339999, 92.5758249062, 38.9615256688]",79.40391307339999,92.5758249062,38.9615256688
chr8,74896,75145,NC_023649.1,2803_002_autosomes_peak_26282,19,.,3.37051,3.83133,1.95257,12,0,1,"[79.5014705072, 92.1295238096, 38.7971907904]",79.5014705072,92.1295238096,38.7971907904,"[79.50202595149999, 92.1269827895, 38.796255148]",79.50202595149999,92.1269827895,38.796255148,75020,75.145,"[79.50202595149999, 92.1269827895, 38.796255148]",79.50202595149999,92.1269827895,38.796255148
chr8,116835,116947,NC_023649.1,2803_002_autosomes_peak_26283,19,.,3.37051,3.83133,1.95257,99,1,2,"[79.5950238345, 91.7015405085, 38.639600804000004]",79.5950238345,91.7015405085,38.639600804000004,"[79.59527367289999, 91.7003975597, 38.6391799528]",79.59527367289999,91.7003975597,38.6391799528,116891,16.947000000000003,"[79.59527367289999, 91.7003975597, 38.6391799528]",79.59527367289999,91.7003975597,38.6391799528
chr8,182687,183235,NC_023649.1,2803_002_autosomes_peak_26284a,76,.,6.74102,9.90672,7.68582,113,1,2,"[79.74191989090001, 91.0295274337, 38.3921553288]",79.74191989090001,91.0295274337,38.3921553288,"[79.7431423145, 91.0239351485, 38.390096164]",79.7431423145,91.0239351485,38.390096164,182961,83.235,"[79.7431423145, 91.0239351485, 38.390096164]",79.7431423145,91.0239351485,38.390096164
chr8,182687,183235,NC_023649.1,2803_002_autosomes_peak_26284b,255,.,14.8302,28.1957,25.5403,351,1,2,"[79.74191989090001, 91.0295274337, 38.3921553288]",79.74191989090001,91.0295274337,38.3921553288,"[79.7431423145, 91.0239351485, 38.390096164]",79.7431423145,91.0239351485,38.390096164,182961,83.235,"[79.7431423145, 91.0239351485, 38.390096164]",79.7431423145,91.0239351485,38.390096164
chr8,225221,225439,NC_023649.1,2803_002_autosomes_peak_26285,19,.,3.37051,3.83133,1.95257,27,2,3,"[79.68181491760001, 90.7109768308, 38.470060194300004]",79.68181491760001,90.7109768308,38.470060194300004,"[79.6809615784, 90.70975053720001, 38.4712958837]",79.6809615784,90.70975053720001,38.4712958837,225330,25.439,"[79.6809615784, 90.70975053720001, 38.4712958837]",79.6809615784,90.70975053720001,38.4712958837
chr8,232374,232710,NC_023649.1,2803_002_autosomes_peak_26286,40,.,4.71871,6.09502,4.04188,119,2,3,"[79.6538152144, 90.6707397752, 38.5106055442]",79.6538152144,90.6707397752,38.5106055442,"[79.652499976, 90.668849708, 38.512510093]",79.652499976,90.668849708,38.512510093,232542,32.71,"[79.652499976, 90.668849708, 38.512510093]",79.652499976,90.668849708,38.512510093
