gene_name,gene_id,start,end,chromosome,chromosome_nc,structure_start_id,structure_end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_x,middle_y,middle_z,middle_percent,middle_pos
ZNF596,gene-ZNF596,29165,50523,chr8,NC_023649.1,0,1,"[79.3994583655, 92.5962040915, 38.969029596]",79.3994583655,92.5962040915,38.969029596,"[79.44710165609999, 92.3782478373, 38.8887747752]",79.44710165609999,92.3782478373,38.8887747752,39844,79.44710165609999,92.3782478373,38.8887747752,50.522999999999996,"[79.44710165609999, 92.3782478373, 38.8887747752]"
LOC103215255,gene-LOC103215255,152632,156049,chr8,NC_023649.1,1,2,"[79.6748762024, 91.3362357032, 38.5050899968]",79.6748762024,91.3362357032,38.5050899968,"[79.6824985043, 91.3013655599, 38.4922502776]",79.6824985043,91.3013655599,38.4922502776,154340,79.6824985043,91.3013655599,38.4922502776,56.04900000000001,"[79.6824985043, 91.3013655599, 38.4922502776]"
LOC103215708,gene-LOC103215708,180696,184652,chr8,NC_023649.1,1,2,"[79.7374785672, 91.04984538960001, 38.3996367104]",79.7374785672,91.04984538960001,38.3996367104,"[79.7463032164, 91.0094748052, 38.384771644800004]",79.7463032164,91.0094748052,38.384771644800004,182674,79.7463032164,91.0094748052,38.384771644800004,84.652,"[79.7463032164, 91.0094748052, 38.384771644800004]"
FBXO25,gene-FBXO25,183147,247701,chr8,NC_023649.1,1,3,"[79.48747269805, 91.21522733764999, 38.78229448645]",79.48747269805,91.21522733764999,38.78229448645,"[79.43312791315, 90.70427919995, 38.84396615035]",79.43312791315,90.70427919995,38.84396615035,215424,79.43312791315,90.70427919995,38.84396615035,73.8505,"[79.43312791315, 90.70427919995, 38.84396615035]"
TDRP,gene-TDRP,267302,323918,chr8,NC_023649.1,2,4,"[79.7142340696, 90.8433536878, 38.2313494446]",79.7142340696,90.8433536878,38.2313494446,"[79.6584559864, 90.8353651702, 38.150801861400005]",79.6584559864,90.8353651702,38.150801861400005,295610,79.6584559864,90.8353651702,38.150801861400005,61.958999999999996,"[79.6584559864, 90.8353651702, 38.150801861400005]"
LOC103215259,gene-LOC103215259,442403,442969,chr8,NC_023649.1,4,5,"[79.6865096079, 90.8301211885, 38.4735992159]",79.6865096079,90.8301211885,38.4735992159,"[79.6878845917, 90.8301944855, 38.4793527757]",79.6878845917,90.8301944855,38.4793527757,442686,79.6878845917,90.8301944855,38.4793527757,42.969,"[79.6878845917, 90.8301944855, 38.4793527757]"
ERICH1,gene-ERICH1,444997,504020,chr8,NC_023649.1,4,6,"[79.58612107525, 91.0218833489, 38.11778823445]",79.58612107525,91.0218833489,38.11778823445,"[79.589559165, 91.280622474, 38.216465837]",79.589559165,91.280622474,38.216465837,474508,79.589559165,91.280622474,38.216465837,52.01,"[79.589559165, 91.280622474, 38.216465837]"
LOC103215265,gene-LOC103215265,510361,1256653,chr8,NC_023649.1,5,13,"[79.8176077380125, 90.8551501838, 39.0458166524125]",79.8176077380125,90.8551501838,39.0458166524125,"[79.1821494286625, 92.1207121574, 38.0897512998625]",79.1821494286625,92.1207121574,38.0897512998625,883507,79.1821494286625,92.1207121574,38.0897512998625,94.581625,"[79.1821494286625, 92.1207121574, 38.0897512998625]"
LOC103215264,gene-LOC103215264,729126,730932,chr8,NC_023649.1,7,8,"[78.6065097038, 91.2885539752, 37.3681532006]",78.6065097038,91.2885539752,37.3681532006,"[78.5917750916, 91.2885994864, 37.3542255092]",78.5917750916,91.2885994864,37.3542255092,730029,78.5917750916,91.2885994864,37.3542255092,30.932,"[78.5917750916, 91.2885994864, 37.3542255092]"
LOC103215263,gene-LOC103215263,742787,749463,chr8,NC_023649.1,7,8,"[78.4950537031, 91.2888982324, 37.2628009347]",78.4950537031,91.2888982324,37.2628009347,"[78.4405862219, 91.2890664676, 37.2113162903]",78.4405862219,91.2890664676,37.2113162903,746125,78.4405862219,91.2890664676,37.2113162903,49.463,"[78.4405862219, 91.2890664676, 37.2113162903]"
