gene_name,gene_id,gene_start,gene_end,chromosome,peak_start,peak_end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak,structure_start_id,structure_end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_percent,middle_pos,middle_x,middle_y,middle_z
WASH1,gene-WASH1,10075,27633,chr11,22783,22883,NC_023652.1,2803_004_autosomes_peak_52253,18,.,3.26571,3.62938,1.85363,16,0,1,"[-46.3311636179, 52.504346138200006, 5.7290795792]",-46.3311636179,52.504346138200006,5.7290795792,"[-46.33096374790001, 52.5043636782, 5.7301098192]",-46.33096374790001,52.5043636782,5.7301098192,22833,22.883,"[-46.33096374790001, 52.5043636782, 5.7301098192]",-46.33096374790001,52.5043636782,5.7301098192
WASH1,gene-WASH1,10075,27633,chr11,26515,27455,NC_023652.1,2803_004_autosomes_peak_52254,76,.,6.53143,9.9408,7.62777,666,0,1,"[-46.32370446950001, 52.505000731, 5.767528136]",-46.32370446950001,52.505000731,5.767528136,"[-46.3218256915, 52.505165607, 5.777212392]",-46.3218256915,52.505165607,5.777212392,26985,27.455,"[-46.3218256915, 52.505165607, 5.777212392]",-46.3218256915,52.505165607,5.777212392
IQSEC3,gene-IQSEC3,69565,179968,chr11,69946,70081,NC_023652.1,2803_004_autosomes_peak_52256,44,.,4.89857,6.57994,4.47868,72,0,1,"[-46.236898929800006, 52.512618528400004, 6.214971670400001]",-46.236898929800006,52.5126185284,6.214971670400001,"[-46.236629105300004, 52.5126422074, 6.2163624944]",-46.2366291053,52.5126422074,6.2163624944,70013,70.081,"[-46.236629105300004, 52.5126422074, 6.2163624944]",-46.2366291053,52.5126422074,6.2163624944
IQSEC3,gene-IQSEC3,69565,179968,chr11,104422,104536,NC_023652.1,2803_004_autosomes_peak_52257,18,.,3.26571,3.62938,1.85363,14,1,2,"[-46.1679917486, 52.5186656188, 6.570157212800001]",-46.1679917486,52.5186656188,6.570157212800001,"[-46.167763896800004, 52.5186856144, 6.571331686400001]",-46.1677638968,52.5186856144,6.571331686400001,104479,4.536,"[-46.167763896800004, 52.5186856144, 6.571331686400001]",-46.1677638968,52.5186856144,6.571331686400001
IQSEC3,gene-IQSEC3,69565,179968,chr11,106466,106648,NC_023652.1,2803_004_autosomes_peak_52258,26,.,3.81,4.55861,2.65564,108,1,2,"[-46.1639064058, 52.5190241364, 6.591215318400001]",-46.1639064058,52.5190241364,6.591215318400001,"[-46.1635426424, 52.519056059200004, 6.5930903552]",-46.1635426424,52.5190560592,6.5930903552,106557,6.648,"[-46.1635426424, 52.519056059200004, 6.5930903552]",-46.1635426424,52.5190560592,6.5930903552
IQSEC3,gene-IQSEC3,69565,179968,chr11,108884,109147,NC_023652.1,2803_004_autosomes_peak_52259,18,.,3.26571,3.62938,1.85363,100,1,2,"[-46.1590735492, 52.519448253600004, 6.6161265216]",-46.1590735492,52.5194482536,6.6161265216,"[-46.1585478911, 52.5194943838, 6.618836052800001]",-46.1585478911,52.5194943838,6.618836052800001,109015,9.147,"[-46.1585478911, 52.5194943838, 6.618836052800001]",-46.1585478911,52.5194943838,6.618836052800001
IQSEC3,gene-IQSEC3,69565,179968,chr11,135694,136354,NC_023652.1,2803_004_autosomes_peak_52260,44,.,4.89857,6.57994,4.47868,361,1,2,"[-46.1054884022, 52.5241507276, 6.8923338656]",-46.1054884022,52.5241507276,6.8923338656,"[-46.1041692602, 52.5242664916, 6.899133449600001]",-46.1041692602,52.5242664916,6.899133449600001,136024,36.354,"[-46.1041692602, 52.5242664916, 6.899133449600001]",-46.1041692602,52.5242664916,6.899133449600001
IQSEC3,gene-IQSEC3,69565,179968,chr11,136532,136653,NC_023652.1,2803_004_autosomes_peak_52261,18,.,3.26571,3.62938,1.85363,24,1,2,"[-46.1038134916, 52.5242977128, 6.9009672768]",-46.1038134916,52.5242977128,6.9009672768,"[-46.1035716489, 52.5243189362, 6.9022138672]",-46.1035716489,52.5243189362,6.9022138672,136592,36.653000000000006,"[-46.1035716489, 52.5243189362, 6.9022138672]",-46.1035716489,52.5243189362,6.9022138672
IQSEC3,gene-IQSEC3,69565,179968,chr11,137019,137293,NC_023652.1,2803_004_autosomes_peak_52262,26,.,3.81,4.55861,2.65564,74,1,2,"[-46.1028401247, 52.5243831326, 6.905984545600001]",-46.1028401247,52.5243831326,6.905984545600001,"[-46.1022924809, 52.5244311922, 6.908807403200001]",-46.1022924809,52.5244311922,6.908807403200001,137156,37.293,"[-46.1022924809, 52.5244311922, 6.908807403200001]",-46.1022924809,52.5244311922,6.908807403200001
IQSEC3,gene-IQSEC3,69565,179968,chr11,141590,141878,NC_023652.1,2803_004_autosomes_peak_52263,18,.,3.26571,3.62938,1.85363,90,1,2,"[-46.093704067, 52.525184886, 6.953076816]",-46.093704067,52.525184886,6.953076816,"[-46.0931284414, 52.5252354012, 6.956043907200001]",-46.0931284414,52.5252354012,6.956043907200001,141734,41.878,"[-46.0931284414, 52.5252354012, 6.956043907200001]",-46.0931284414,52.5252354012,6.956043907200001
IQSEC3,gene-IQSEC3,69565,179968,chr11,142925,143866,NC_023652.1,2803_004_autosomes_peak_52264,54,.,5.44286,7.66058,5.47972,613,1,2,"[-46.0910358025, 52.525419045, 6.96683052]",-46.0910358025,52.525419045,6.96683052,"[-46.089155025800004, 52.5255840964, 6.976525078400001]",-46.0891550258,52.5255840964,6.976525078400001,143395,43.866,"[-46.089155025800004, 52.5255840964, 6.976525078400001]",-46.0891550258,52.5255840964,6.976525078400001
IQSEC3,gene-IQSEC3,69565,179968,chr11,147070,147627,NC_023652.1,2803_004_autosomes_peak_52265,35,.,4.35428,5.54425,3.53438,91,1,2,"[-46.082751191, 52.526146078, 7.009533968]",-46.082751191,52.526146078,7.009533968,"[-46.0816379151, 52.5262437758, 7.0152724048]",-46.0816379151,52.5262437758,7.0152724048,147348,47.627,"[-46.0816379151, 52.5262437758, 7.0152724048]",-46.0816379151,52.5262437758,7.0152724048
IQSEC3,gene-IQSEC3,69565,179968,chr11,148856,149052,NC_023652.1,2803_004_autosomes_peak_52266,35,.,4.35428,5.54425,3.53438,53,1,2,"[-46.0791815128, 52.5264593424, 7.0279340544]",-46.0791815128,52.5264593424,7.0279340544,"[-46.0787897676, 52.5264937208, 7.0299533248]",-46.0787897676,52.5264937208,7.0299533248,148954,49.052,"[-46.0787897676, 52.5264937208, 7.0299533248]",-46.0787897676,52.5264937208,7.0299533248
IQSEC3,gene-IQSEC3,69565,179968,chr11,157390,157755,NC_023652.1,2803_004_autosomes_peak_52267,44,.,4.89857,6.57994,4.47868,289,1,2,"[-46.062124607, 52.527956206, 7.115854736]",-46.062124607,52.527956206,7.115854736,"[-46.0613950815, 52.528020227, 7.119615112]",-46.0613950815,52.528020227,7.119615112,157572,57.755,"[-46.0613950815, 52.528020227, 7.119615112]",-46.0613950815,52.528020227,7.119615112
IQSEC3,gene-IQSEC3,69565,179968,chr11,159702,159936,NC_023652.1,2803_004_autosomes_peak_52268,26,.,3.81,4.55861,2.65564,4,1,2,"[-46.0575036126, 52.5283617308, 7.1396738848000005]",-46.0575036126,52.5283617308,7.1396738848000005,"[-46.0570359168, 52.5284027744, 7.142084646400001]",-46.0570359168,52.5284027744,7.142084646400001,159819,59.936,"[-46.0570359168, 52.5284027744, 7.142084646400001]",-46.0570359168,52.5284027744,7.142084646400001
IQSEC3,gene-IQSEC3,69565,179968,chr11,167519,167887,NC_023652.1,2803_004_autosomes_peak_52269,26,.,3.81,4.55861,2.65564,85,1,2,"[-46.0418797747, 52.5297328326, 7.220207745600001]",-46.0418797747,52.5297328326,7.220207745600001,"[-46.0411442531, 52.5297973798, 7.223999028800001]",-46.0411442531,52.5297973798,7.223999028800001,167703,67.887,"[-46.0411442531, 52.5297973798, 7.223999028800001]",-46.0411442531,52.5297973798,7.223999028800001
IQSEC3,gene-IQSEC3,69565,179968,chr11,175438,175721,NC_023652.1,2803_004_autosomes_peak_52270,44,.,4.89857,6.57994,4.47868,201,1,2,"[-46.0260520694, 52.531121825199996, 7.301792451200001]",-46.0260520694,52.5311218252,7.301792451200001,"[-46.025486437299996, 52.5311714634, 7.3047080304000005]",-46.0254864373,52.5311714634,7.3047080304,175579,75.721,"[-46.025486437299996, 52.5311714634, 7.3047080304000005]",-46.0254864373,52.5311714634,7.3047080304
IQSEC3,gene-IQSEC3,69565,179968,chr11,176531,176644,NC_023652.1,2803_004_autosomes_peak_52271,26,.,3.81,4.55861,2.65564,19,1,2,"[-46.0238674903, 52.531313537399996, 7.313052974400001]",-46.0238674903,52.5313135374,7.313052974400001,"[-46.0236416372, 52.5313333576, 7.314217145600001]",-46.0236416372,52.5313333576,7.314217145600001,176587,76.644,"[-46.0236416372, 52.5313333576, 7.314217145600001]",-46.0236416372,52.5313333576,7.314217145600001
IQSEC3,gene-IQSEC3,69565,179968,chr11,177238,177413,NC_023652.1,2803_004_autosomes_peak_52272,18,.,3.26571,3.62938,1.85363,23,1,2,"[-46.0224544094, 52.5314375452, 7.3203367712]",-46.0224544094,52.5314375452,7.3203367712,"[-46.022104636899996, 52.5314682402, 7.3221396912]",-46.0221046369,52.5314682402,7.3221396912,177325,77.413,"[-46.022104636899996, 52.5314682402, 7.3221396912]",-46.0221046369,52.5314682402,7.3221396912
IQSEC3,gene-IQSEC3,69565,179968,chr11,177652,178270,NC_023652.1,2803_004_autosomes_peak_52273,76,.,6.53143,9.9408,7.62777,248,1,2,"[-46.0216269476, 52.531510160799996, 7.3246019648]",-46.0216269476,52.5315101608,7.3246019648,"[-46.020391751, 52.531618558, 7.330968848]",-46.020391751,52.531618558,7.330968848,177961,78.27,"[-46.020391751, 52.531618558, 7.330968848]",-46.020391751,52.531618558,7.330968848
IQSEC3,gene-IQSEC3,69565,179968,chr11,179077,180142,NC_023652.1,2803_004_autosomes_peak_52274,54,.,5.44286,7.66058,5.47972,469,1,2,"[-46.0187788001, 52.5317601058, 7.3392828848]",-46.0187788001,52.5317601058,7.3392828848,"[-46.016650184599996, 52.5319469068, 7.3502549408]",-46.0166501846,52.5319469068,7.3502549408,179609,80.142,"[-46.016650184599996, 52.5319469068, 7.3502549408]",-46.0166501846,52.5319469068,7.3502549408
LOC103218346,gene-LOC103218346,104228,125739,chr11,104422,104536,NC_023652.1,2803_004_autosomes_peak_52257,18,.,3.26571,3.62938,1.85363,14,1,2,"[-46.1679917486, 52.5186656188, 6.570157212800001]",-46.1679917486,52.5186656188,6.570157212800001,"[-46.167763896800004, 52.5186856144, 6.571331686400001]",-46.1677638968,52.5186856144,6.571331686400001,104479,4.536,"[-46.167763896800004, 52.5186856144, 6.571331686400001]",-46.1677638968,52.5186856144,6.571331686400001
LOC103218346,gene-LOC103218346,104228,125739,chr11,106466,106648,NC_023652.1,2803_004_autosomes_peak_52258,26,.,3.81,4.55861,2.65564,108,1,2,"[-46.1639064058, 52.5190241364, 6.591215318400001]",-46.1639064058,52.5190241364,6.591215318400001,"[-46.1635426424, 52.519056059200004, 6.5930903552]",-46.1635426424,52.5190560592,6.5930903552,106557,6.648,"[-46.1635426424, 52.519056059200004, 6.5930903552]",-46.1635426424,52.5190560592,6.5930903552
LOC103218346,gene-LOC103218346,104228,125739,chr11,108884,109147,NC_023652.1,2803_004_autosomes_peak_52259,18,.,3.26571,3.62938,1.85363,100,1,2,"[-46.1590735492, 52.519448253600004, 6.6161265216]",-46.1590735492,52.5194482536,6.6161265216,"[-46.1585478911, 52.5194943838, 6.618836052800001]",-46.1585478911,52.5194943838,6.618836052800001,109015,9.147,"[-46.1585478911, 52.5194943838, 6.618836052800001]",-46.1585478911,52.5194943838,6.618836052800001
LOC103218852,gene-LOC103218852,189868,192745,chr11,190471,190595,NC_023652.1,2803_004_autosomes_peak_52277,18,.,3.26571,3.62938,1.85363,49,1,2,"[-45.996005612299996, 52.533758613399996, 7.456668430400001]",-45.9960056123,52.5337586134,7.456668430400001,"[-45.995757773499996, 52.533780363, 7.457945928000001]",-45.9957577735,52.533780363,7.457945928000001,190533,90.595,"[-45.995757773499996, 52.533780363, 7.457945928000001]",-45.9957577735,52.533780363,7.457945928000001
LOC103218852,gene-LOC103218852,189868,192745,chr11,191377,191586,NC_023652.1,2803_004_autosomes_peak_52278,35,.,4.35428,5.54425,3.53438,143,1,2,"[-45.994194790099996, 52.5339175258, 7.4660024048]",-45.9941947901,52.5339175258,7.4660024048,"[-45.993777061799996, 52.533954184399995, 7.468155606400001]",-45.9937770618,52.5339541844,7.468155606400001,191481,91.586,"[-45.993777061799996, 52.533954184399995, 7.468155606400001]",-45.9937770618,52.5339541844,7.468155606400001
