seqid,start,end,id,name,seqid_old,start_id,end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_x,middle_y,middle_z,middle_percent,middle_pos,center_of_mass,distance_from_com
chr16,2,1438,gene-LOC103242068,LOC103242068,NC_023657.1,0,1,"[3.3591196696, -2.2457060342000004, 6.3447402408]",3.3591196696,-2.2457060342000004,6.3447402408,"[3.3517024424, -2.2356785898000004, 6.337733135200001]",3.3517024424,-2.2356785898000004,6.337733135200001,720,3.3517024424,-2.2356785898000004,6.337733135200001,1.438,"[3.3517024424, -2.2356785898000004, 6.337733135200001]","[0.8816063563829787, -0.032305465425531955, 5.103491130319148]",3.5326450608551974
chr16,12416,13505,gene-LOC103242069,LOC103242069,NC_023657.1,0,1,"[3.2949988768, -2.1590203136, 6.2841648864]",3.2949988768,-2.1590203136,6.2841648864,"[3.289373974, -2.1514159355, 6.278851002000001]",3.289373974,-2.1514159355,6.278851002000001,12960,3.289373974,-2.1514159355,6.278851002000001,13.505,"[3.289373974, -2.1514159355, 6.278851002000001]","[0.8816063563829787, -0.032305465425531955, 5.103491130319148]",3.4160569246987103
chr16,17890,51080,gene-DOC2B,DOC2B,NC_023657.1,0,1,"[3.2667245719999998, -2.1207959190000003, 6.257453956]",3.266724572,-2.1207959190000003,6.257453956,"[3.095291584, -1.8890334680000003, 6.095500032]",3.095291584,-1.8890334680000005,6.095500032,34485,3.095291584,-1.8890334680000005,6.095500032,51.080000000000005,"[3.095291584, -1.8890334680000003, 6.095500032]","[0.8816063563829787, -0.032305465425531955, 5.103491130319148]",3.0548196057260153
chr16,43694,54897,gene-LOC103242094,LOC103242094,NC_023657.1,0,1,"[3.1334417512, -1.9406091674000003, 6.1315407576]",3.1334417512,-1.9406091674000003,6.1315407576,"[3.0755760156000003, -1.8623797387000003, 6.0768745988]",3.0755760156000003,-1.8623797387000005,6.0768745988,49295,3.0755760156000003,-1.8623797387000005,6.0768745988,54.897,"[3.0755760156000003, -1.8623797387000003, 6.0768745988]","[0.8816063563829787, -0.032305465425531955, 5.103491130319148]",3.018302517637644
chr16,80050,194489,gene-RPH3AL,RPH3AL,NC_023657.1,0,2,"[2.9456557400000003, -1.6867388550000002, 5.95413802]",2.9456557400000003,-1.6867388550000002,5.95413802,"[2.3545554172000003, -0.8876227619000001, 5.3957214756]",2.3545554172000003,-0.8876227619000001,5.3957214756,137269,2.3545554172000003,-0.8876227619000001,5.3957214756,97.2445,"[2.3545554172000003, -0.8876227619000001, 5.3957214756]","[0.8816063563829787, -0.032305465425531955, 5.103491130319148]",1.7281623731909872
chr16,123427,128253,gene-LOC103242091,LOC103242091,NC_023657.1,1,2,"[2.7216048596, -1.3838416017000001, 5.7424756108]",2.7216048596,-1.3838416017,5.7424756108,"[2.6966776044, -1.3501421263, 5.7189266612]",2.6966776044,-1.3501421263,5.7189266612,125840,2.6966776044,-1.3501421263,5.7189266612,28.253,"[2.6966776044, -1.3501421263, 5.7189266612]","[0.8816063563829787, -0.032305465425531955, 5.103491130319148]",2.3259273403942418
chr16,219895,223235,gene-LOC103242090,LOC103242090,NC_023657.1,2,3,"[2.3632399335, -0.9468940825, 5.5435578375]",2.3632399335,-0.9468940825,5.5435578375,"[2.3694767155000003, -0.9633051725, 5.5728913875]",2.3694767155000003,-0.9633051725,5.5728913875,221565,2.3694767155000003,-0.9633051725,5.5728913875,23.235,"[2.3694767155000003, -0.9633051725, 5.5728913875]","[0.8816063563829787, -0.032305465425531955, 5.103491130319148]",1.8168256002030603
chr16,244921,250073,gene-C16H17orf97,C16H17orf97,NC_023657.1,2,3,"[2.4099709833, -1.0698593335, 5.7633486825]",2.4099709833,-1.0698593335,5.7633486825,"[2.4195913129, -1.0951736855, 5.8085961225]",2.4195913129,-1.0951736855,5.8085961225,247497,2.4195913129,-1.0951736855,5.8085961225,50.073,"[2.4195913129, -1.0951736855, 5.8085961225]","[0.8816063563829787, -0.032305465425531955, 5.103491130319148]",1.9980639703761467
chr16,269395,278249,gene-FAM101B,FAM101B,NC_023657.1,2,3,"[2.4556712835, -1.1901123325, 5.9782915875]",2.4556712835,-1.1901123325,5.9782915875,"[2.4722043577, -1.2336164615, 6.0560518425000005]",2.4722043577,-1.2336164615,6.0560518425000005,273822,2.4722043577,-1.2336164615,6.0560518425000005,78.249,"[2.4722043577, -1.2336164615, 6.0560518425000005]","[0.8816063563829787, -0.032305465425531955, 5.103491130319148]",2.2091903542867524
chr16,302771,464572,gene-VPS53,VPS53,NC_023657.1,3,5,"[2.51390415375, -1.36047126535, 6.253193795850001]",2.51390415375,-1.36047126535,6.253193795850001,"[2.577208795, -2.5271940062000002, 6.6101834321999995]",2.577208795,-2.5271940062,6.6101834322,383671,2.577208795,-2.5271940062,6.6101834322,82.286,"[2.577208795, -2.5271940062000002, 6.6101834321999995]","[0.8816063563829787, -0.032305465425531955, 5.103491130319148]",3.3718923697649017
