gene_name,gene_id,start,end,chromosome,chromosome_nc,structure_start_id,structure_end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_x,middle_y,middle_z,middle_percent,middle_pos
SCGB1C1,gene-SCGB1C1,2628,4911,chr1,NC_023642.1,0,1,"[48.9684795368, 22.983705761200003, -86.8725962808]",48.9684795368,22.983705761200003,-86.8725962808,"[48.9697822166, 22.9808700469, -86.8944413946]",48.9697822166,22.9808700469,-86.8944413946,3769,48.9697822166,22.9808700469,-86.8944413946,4.9110000000000005,"[48.9697822166, 22.9808700469, -86.8944413946]"
ODF3,gene-ODF3,4916,10379,chr1,NC_023642.1,0,1,"[48.9697850696, 22.980863836400005, -86.8944892376]",48.9697850696,22.980863836400005,-86.8944892376,"[48.9729022574, 22.974078244100003, -86.9467624994]",48.9729022574,22.974078244100003,-86.9467624994,7647,48.9729022574,22.974078244100003,-86.9467624994,10.379,"[48.9729022574, 22.974078244100003, -86.9467624994]"
BET1L,gene-BET1L,14423,18444,chr1,NC_023642.1,0,1,"[48.9752097638, 22.969055191700004, -86.98545791779999]",48.9752097638,22.969055191700004,-86.98545791779999,"[48.9775041464, 22.9640607076, -87.02393325839999]",48.9775041464,22.9640607076,-87.02393325839999,16433,48.9775041464,22.9640607076,-87.02393325839999,18.444,"[48.9775041464, 22.9640607076, -87.02393325839999]"
RIC8A,gene-RIC8A,18597,25398,chr1,NC_023642.1,0,1,"[48.9775914482, 22.963870666300004, -87.0253972542]",48.9775914482,22.963870666300004,-87.0253972542,"[48.9814720988, 22.9554231442, -87.09047330279999]",48.9814720988,22.9554231442,-87.09047330279999,21997,48.9814720988,22.9554231442,-87.09047330279999,25.398,"[48.9814720988, 22.9554231442, -87.09047330279999]"
SIRT3,gene-SIRT3,25740,49471,chr1,NC_023642.1,0,1,"[48.981667244, 22.954998346000004, -87.09374576399999]",48.981667244,22.954998346000004,-87.09374576399999,"[48.9952081526, 22.9255220709, -87.3208182106]",48.9952081526,22.9255220709,-87.3208182106,37605,48.9952081526,22.9255220709,-87.3208182106,49.471,"[48.9952081526, 22.9255220709, -87.3208182106]"
LOC103234607,gene-LOC103234607,28649,29165,chr1,NC_023642.1,0,1,"[48.9833271194, 22.951385077100003, -87.1215808214]",48.9833271194,22.951385077100003,-87.1215808214,"[48.983621549, 22.950744153500004, -87.12651821899999]",48.983621549,22.950744153500004,-87.12651821899999,28907,48.983621549,22.950744153500004,-87.12651821899999,29.165000000000003,"[48.983621549, 22.950744153500004, -87.12651821899999]"
PSMD13,gene-PSMD13,49510,67353,chr1,NC_023642.1,0,1,"[48.995230406, 22.925473629000003, -87.321191386]",48.995230406,22.925473629000003,-87.321191386,"[49.0054116218, 22.9033108387, -87.4919239158]",49.0054116218,22.9033108387,-87.4919239158,58431,49.0054116218,22.9033108387,-87.4919239158,67.353,"[49.0054116218, 22.9033108387, -87.4919239158]"
NLRP6,gene-NLRP6,92213,99919,chr1,NC_023642.1,0,1,"[49.0195967378, 22.872432232700003, -87.7297993118]",49.0195967378,22.872432232700003,-87.7297993118,"[49.0239937814, 22.8628606101, -87.8035349434]",49.0239937814,22.8628606101,-87.8035349434,96066,49.0239937814,22.8628606101,-87.8035349434,99.919,"[49.0239937814, 22.8628606101, -87.8035349434]"
ATHL1,gene-ATHL1,102388,109337,chr1,NC_023642.1,1,2,"[49.0254025928, 22.8597938652, -87.8271598168]",49.0254025928,22.8597938652,-87.8271598168,"[49.0293676922, 22.8511625123, -87.8936520182]",49.0293676922,22.8511625123,-87.8936520182,105862,49.0293676922,22.8511625123,-87.8936520182,9.337,"[49.0293676922, 22.8511625123, -87.8936520182]"
IFITM5,gene-IFITM5,112164,113988,chr1,NC_023642.1,1,2,"[49.0309807784, 22.8476510956, -87.9207024504]",49.0309807784,22.8476510956,-87.9207024504,"[49.032021552799996, 22.845385505200003, -87.9381555768]",49.032021552799996,22.845385505200003,-87.9381555768,113076,49.032021552799996,22.845385505200003,-87.9381555768,13.988,"[49.032021552799996, 22.845385505200003, -87.9381555768]"
LOC103241759,gene-LOC103241759,124603,127671,chr1,NC_023642.1,1,2,"[49.0380784718, 22.8322006137, -88.0397262658]",49.0380784718,22.8322006137,-88.0397262658,"[49.0398290726, 22.828389850900003, -88.0690827306]",49.0398290726,22.828389850900003,-88.0690827306,126137,49.0398290726,22.828389850900003,-88.0690827306,27.671,"[49.0398290726, 22.828389850900003, -88.0690827306]"
IFITM1,gene-IFITM1,128309,129543,chr1,NC_023642.1,1,2,"[49.0401931154, 22.8275973911, -88.07518749740001]",49.0401931154,22.8275973911,-88.07518749740001,"[49.0408972358, 22.8260646397, -88.0869951498]",49.0408972358,22.8260646397,-88.0869951498,128926,49.0408972358,22.8260646397,-88.0869951498,29.543000000000003,"[49.0408972358, 22.8260646397, -88.0869951498]"
LOC103241765,gene-LOC103241765,129666,136899,chr1,NC_023642.1,1,2,"[49.0409674196, 22.8259118614, -88.0881720876]",49.0409674196,22.8259118614,-88.0881720876,"[49.0450945694, 22.8169277521, -88.1573817714]",49.0450945694,22.8169277521,-88.1573817714,133282,49.0450945694,22.8169277521,-88.1573817714,36.899,"[49.0450945694, 22.8169277521, -88.1573817714]"
IFITM3,gene-IFITM3,147228,148078,chr1,NC_023642.1,1,2,"[49.0509882968, 22.8040981012, -88.25621584080001]",49.0509882968,22.8040981012,-88.25621584080001,"[49.0514733068, 22.8030423162, -88.2643491508]",49.0514733068,22.8030423162,-88.2643491508,147653,49.0514733068,22.8030423162,-88.2643491508,48.077999999999996,"[49.0514733068, 22.8030423162, -88.2643491508]"
B4GALNT4,gene-B4GALNT4,194763,206351,chr1,NC_023642.1,1,3,"[49.0163736733, 22.68483772935, -88.69738967904999]",49.0163736733,22.68483772935,-88.69738967904999,"[49.0154362041, 22.66308067995, -88.80659904685]",49.0154362041,22.66308067995,-88.80659904685,200557,49.0154362041,22.66308067995,-88.80659904685,53.1755,"[49.0154362041, 22.66308067995, -88.80659904685]"
PKP3,gene-PKP3,214986,223958,chr1,NC_023642.1,2,3,"[49.0701242536, 22.700890182, -88.9002415786]",49.0701242536,22.700890182,-88.9002415786,"[49.0635531608, 22.678343546, -88.98350263580001]",49.0635531608,22.678343546,-88.98350263580001,219472,49.0635531608,22.678343546,-88.98350263580001,23.958,"[49.0635531608, 22.678343546, -88.98350263580001]"
SIGIRR,gene-SIGIRR,224727,234769,chr1,NC_023642.1,2,3,"[49.0629899452, 22.676411049, -88.9906390327]",49.0629899452,22.676411049,-88.9906390327,"[49.0556351844, 22.651175503, -89.0838297969]",49.0556351844,22.651175503,-89.0838297969,229748,49.0556351844,22.651175503,-89.0838297969,34.769,"[49.0556351844, 22.651175503, -89.0838297969]"
ANO9,gene-ANO9,235246,253391,chr1,NC_023642.1,2,3,"[49.0552858296, 22.649976802, -89.0882564046]",49.0552858296,22.649976802,-89.0882564046,"[49.0419964316, 22.604378417, -89.2566438191]",49.0419964316,22.604378417,-89.2566438191,244318,49.0419964316,22.604378417,-89.2566438191,53.391,"[49.0419964316, 22.604378417, -89.2566438191]"
PTDSS2,gene-PTDSS2,265181,302521,chr1,NC_023642.1,2,4,"[48.9211523441, 22.83165128135, -88.86861110135]",48.9211523441,22.83165128135,-88.86861110135,"[48.8295237181, 22.88498587035, -88.93016049035]",48.8295237181,22.88498587035,-88.93016049035,283851,48.8295237181,22.88498587035,-88.93016049035,51.2605,"[48.8295237181, 22.88498587035, -88.93016049035]"
RNH1,gene-RNH1,305960,321021,chr1,NC_023642.1,3,4,"[48.982974616, 22.519253412, -89.653518936]",48.982974616,22.519253412,-89.653518936,"[48.9200889166, 22.6001264637, -89.5634029486]",48.9200889166,22.6001264637,-89.5634029486,313490,48.9200889166,22.6001264637,-89.5634029486,21.021,"[48.9200889166, 22.6001264637, -89.5634029486]"
LOC103243628,gene-LOC103243628,309542,310479,chr1,NC_023642.1,3,4,"[48.9680183332, 22.5384876774, -89.6320863972]",48.9680183332,22.5384876774,-89.6320863972,"[48.9641059834, 22.543519086299998, -89.6264799514]",48.9641059834,22.543519086299998,-89.6264799514,310010,48.9641059834,22.543519086299998,-89.6264799514,10.479,"[48.9641059834, 22.543519086299998, -89.6264799514]"
HRAS,gene-HRAS,343613,345782,chr1,NC_023642.1,3,4,"[48.8257582798, 22.7214387261, -89.42822597579999]",48.8257582798,22.7214387261,-89.42822597579999,"[48.8167018372, 22.7330856054, -89.4152479812]",48.8167018372,22.7330856054,-89.4152479812,344697,48.8167018372,22.7330856054,-89.4152479812,45.782000000000004,"[48.8167018372, 22.7330856054, -89.4152479812]"
LRRC56,gene-LRRC56,352131,370276,chr1,NC_023642.1,3,4,"[48.7901922226, 22.7671778307, -89.3772593746]",48.7901922226,22.7671778307,-89.3772593746,"[48.7144295896, 22.8646110372, -89.2686905816]",48.7144295896,22.8646110372,-89.2686905816,361203,48.7144295896,22.8646110372,-89.2686905816,70.27600000000001,"[48.7144295896, 22.8646110372, -89.2686905816]"
C1H11orf35,gene-C1H11orf35,370216,374411,chr1,NC_023642.1,3,4,"[48.7146801136, 22.864288855199998, -89.2690495856]",48.7146801136,22.864288855199998,-89.2690495856,"[48.6971643106, 22.8868147467, -89.2439492226]",48.6971643106,22.8868147467,-89.2439492226,372313,48.6971643106,22.8868147467,-89.2439492226,74.411,"[48.6971643106, 22.8868147467, -89.2439492226]"
RASSF7,gene-RASSF7,374723,379582,chr1,NC_023642.1,3,4,"[48.695861585799996, 22.8884900931, -89.2420824018]",48.695861585799996,22.8884900931,-89.2420824018,"[48.6755733172, 22.9145814654, -89.2130090612]",48.6755733172,22.9145814654,-89.2130090612,377152,48.6755733172,22.9145814654,-89.2130090612,79.582,"[48.6755733172, 22.9145814654, -89.2130090612]"
LOC103222129,gene-LOC103222129,382280,384748,chr1,NC_023642.1,3,4,"[48.664308088, 22.929068916, -89.196865848]",48.664308088,22.929068916,-89.196865848,"[48.6540032008, 22.9423213356, -89.18209881679999]",48.6540032008,22.9423213356,-89.18209881679999,383514,48.6540032008,22.9423213356,-89.18209881679999,84.748,"[48.6540032008, 22.9423213356, -89.18209881679999]"
