chrname,start,end,value,start_id,end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_percent,middle_pos,middle_x,middle_y,middle_z
chr18,7494,7694,3.396778090596199,0,1,"[31.589390588000004, -54.265937489200006, 30.734272066600003]",31.589390588000004,-54.265937489200006,30.734272066600003,"[31.588870988000004, -54.2651378492, 30.7318448466]",31.588870988000004,-54.2651378492,30.7318448466,7594,7.693999999999999,"[31.588870988000004, -54.2651378492, 30.7318448466]",31.588870988000004,-54.2651378492,30.7318448466
chr18,169130,169679,3.959881977522525,1,2,"[31.16946026, -53.619684434, 28.772641407]",31.16946026,-53.619684434,28.772641407,"[31.168033958, -53.6174894222, 28.7659786881]",31.168033958,-53.6174894222,28.7659786881,169404,69.679,"[31.168033958, -53.6174894222, 28.7659786881]",31.168033958,-53.6174894222,28.7659786881
chr18,234498,234896,5.958455545219345,2,3,"[31.2356971104, -53.4219478582, 28.690905269]",31.2356971104,-53.4219478582,28.690905269,"[31.2373865408, -53.4210905264, 28.694284488]",31.2373865408,-53.4210905264,28.694284488,234697,34.896,"[31.2373865408, -53.4210905264, 28.694284488]",31.2373865408,-53.4210905264,28.694284488
chr18,240350,240949,2.306606856530815,2,3,"[31.26053768, -53.409342065, 28.740591675]",31.26053768,-53.409342065,28.740591675,"[31.2630803152, -53.4080517591, 28.7456774845]",31.2630803152,-53.4080517591,28.7456774845,240649,40.949000000000005,"[31.2630803152, -53.4080517591, 28.7456774845]",31.2630803152,-53.4080517591,28.7456774845
chr18,270644,271216,2.0069906153045336,2,3,"[31.389129651199998, -53.3440857596, 28.997802882000002]",31.389129651199998,-53.3440857596,28.997802882000002,"[31.391557676799998, -53.3428536144, 29.002659448000003]",31.391557676799998,-53.3428536144,29.002659448000003,270930,71.21600000000001,"[31.391557676799998, -53.3428536144, 29.002659448000003]",31.391557676799998,-53.3428536144,29.002659448000003
chr18,296353,296906,2.768484765107981,2,3,"[31.498259214399997, -53.2887060027, 29.216085146500003]",31.498259214399997,-53.2887060027,29.216085146500003,"[31.5006065888, -53.2875147854, 29.220780393000002]",31.5006065888,-53.2875147854,29.220780393000002,296629,96.906,"[31.5006065888, -53.2875147854, 29.220780393000002]",31.5006065888,-53.2875147854,29.220780393000002
chr18,311306,311689,2.2549868741172414,3,4,"[31.538997604, -53.3907352752, 29.259790731400003]",31.538997604,-53.3907352752,29.259790731400003,"[31.539853225999998, -53.3944577288, 29.2602223341]",31.539853225999998,-53.3944577288,29.2602223341,311497,11.689,"[31.539853225999998, -53.3944577288, 29.2602223341]",31.539853225999998,-53.3944577288,29.2602223341
chr18,448552,449006,2.5399080827372718,4,5,"[31.5558856736, -53.83922834, 29.2146763344]",31.5558856736,-53.83922834,29.2146763344,"[31.5541908008, -53.835361395, 29.2133198732]",31.5541908008,-53.835361395,29.2133198732,448779,49.006,"[31.5541908008, -53.835361395, 29.2133198732]",31.5541908008,-53.835361395,29.2133198732
chr18,549493,550347,4.869985849293389,5,6,"[31.6214013692, -53.8283970043, 28.9532087897]",31.6214013692,-53.8283970043,28.9532087897,"[31.6258459268, -53.8357713797, 28.9513495463]",31.6258459268,-53.8357713797,28.9513495463,549920,50.346999999999994,"[31.6258459268, -53.8357713797, 28.9513495463]",31.6258459268,-53.8357713797,28.9513495463
chr18,586315,586577,2.443385425414748,5,6,"[31.813037786000002, -54.1463586565, 28.873043613500002]",31.813037786000002,-54.1463586565,28.873043613500002,"[31.8144013388, -54.1486210527, 28.8724732133]",31.8144013388,-54.1486210527,28.8724732133,586446,86.577,"[31.8144013388, -54.1486210527, 28.8724732133]",31.8144013388,-54.1486210527,28.8724732133
chr18,595323,595557,1.523624782378857,5,6,"[31.8599190212, -54.2241436373, 28.8534322967]",31.8599190212,-54.2241436373,28.8534322967,"[31.8611368508, -54.2261642507, 28.8529228553]",31.8611368508,-54.2261642507,28.8529228553,595440,95.557,"[31.8611368508, -54.2261642507, 28.8529228553]",31.8611368508,-54.2261642507,28.8529228553
chr18,608456,609090,1.9828560901365069,6,7,"[31.8483507504, -54.1802059224, 28.8314048352]",31.8483507504,-54.1802059224,28.8314048352,"[31.845658406000002, -54.173883611, 28.830516728000003]",31.845658406000002,-54.173883611,28.830516728000003,608773,9.09,"[31.845658406000002, -54.173883611, 28.830516728000003]",31.845658406000002,-54.173883611,28.830516728000003
chr18,635675,635916,2.5221121622813687,6,7,"[31.732762545, -53.9087753325, 28.79327646]",31.732762545,-53.9087753325,28.79327646,"[31.7317391144, -53.9063720564, 28.7929388672]",31.7317391144,-53.9063720564,28.7929388672,635795,35.916,"[31.7317391144, -53.9063720564, 28.7929388672]",31.7317391144,-53.9063720564,28.7929388672
chr18,641052,641597,2.6799762150563238,6,7,"[31.7099285768, -53.8551553508, 28.785744358400002]",31.7099285768,-53.8551553508,28.785744358400002,"[31.7076141798, -53.8497205563, 28.7849809224]",31.7076141798,-53.8497205563,28.7849809224,641324,41.597,"[31.7076141798, -53.8497205563, 28.7849809224]",31.7076141798,-53.8497205563,28.7849809224
chr18,647372,647665,3.3770525304937524,6,7,"[31.6830900648, -53.7921316788, 28.7768913024]",31.6830900648,-53.7921316788,28.7768913024,"[31.681845811, -53.7892098535, 28.776480868]",31.681845811,-53.7892098535,28.776480868,647518,47.665,"[31.681845811, -53.7892098535, 28.776480868]",31.681845811,-53.7892098535,28.776480868
chr18,650263,650644,4.772425085227947,6,7,"[31.6708131442, -53.7633023377, 28.772841589600002]",31.6708131442,-53.7633023377,28.772841589600002,"[31.6691951896, -53.7595029676, 28.7723078848]",31.6691951896,-53.7595029676,28.7723078848,650453,50.644,"[31.6691951896, -53.7595029676, 28.7723078848]",31.6691951896,-53.7595029676,28.7723078848
chr18,752397,752628,2.1363822030814696,7,8,"[31.5879097736, -53.7163413312, 28.940947586]",31.5879097736,-53.7163413312,28.940947586,"[31.5884754464, -53.718320908799996, 28.941995864]",31.5884754464,-53.718320908799996,28.941995864,752512,52.628,"[31.5884754464, -53.718320908799996, 28.941995864]",31.5884754464,-53.718320908799996,28.941995864
chr18,798895,799279,2.6683597890660167,7,8,"[31.701774076, -54.114810592, 29.15195551]",31.701774076,-54.114810592,29.15195551,"[31.7027144152, -54.1181013184, 29.153698102]",31.7027144152,-54.1181013184,29.153698102,799087,99.279,"[31.7027144152, -54.1181013184, 29.153698102]",31.7027144152,-54.1181013184,29.153698102
chr18,817214,817630,2.395990857711205,8,9,"[31.6713585426, -54.116841830599995, 28.995881388]",31.6713585426,-54.116841830599995,28.995881388,"[31.670558117, -54.116662077, 28.99198846]",31.670558117,-54.116662077,28.99198846,817422,17.630000000000003,"[31.670558117, -54.116662077, 28.99198846]",31.670558117,-54.116662077,28.99198846
chr18,1115423,1116253,4.332796029297702,11,12,"[30.9763311984, -54.2993919424, 28.0680667879]",30.9763311984,-54.2993919424,28.0680667879,"[30.9803324624, -54.3069854464, 28.0725548469]",30.9803324624,-54.3069854464,28.0725548469,1115838,16.253,"[30.9803324624, -54.3069854464, 28.0725548469]",30.9803324624,-54.3069854464,28.0725548469
chr18,1120370,1120662,1.5596607882682592,11,12,"[31.000179696, -54.344651056000004, 28.094816701000003]",31.000179696,-54.344651056000004,28.094816701000003,"[31.0015873696, -54.3473225056, 28.0963956326]",31.0015873696,-54.3473225056,28.0963956326,1120516,20.662,"[31.0015873696, -54.3473225056, 28.0963956326]",31.0015873696,-54.3473225056,28.0963956326
chr18,2833045,2833572,1.7480598351082268,28,29,"[30.7889541625, -55.104393677000004, 29.356170841]",30.7889541625,-55.104393677000004,29.356170841,"[30.78557741, -55.101511303200006, 29.3586002056]",30.78557741,-55.101511303200006,29.3586002056,2833308,33.572,"[30.78557741, -55.101511303200006, 29.3586002056]",30.78557741,-55.101511303200006,29.3586002056
chr18,2862398,2862974,5.26804519796537,28,29,"[30.600874815, -54.9438503788, 29.491482300399998]",30.600874815,-54.9438503788,29.491482300399998,"[30.597184095, -54.9407000044, 29.494137545199997]",30.597184095,-54.9407000044,29.494137545199997,2862686,62.974,"[30.597184095, -54.9407000044, 29.494137545199997]",30.597184095,-54.9407000044,29.494137545199997
chr18,2871712,2872717,3.764245106094512,28,29,"[30.54119536, -54.8929083872, 29.5344179776]",30.54119536,-54.8929083872,29.5344179776,"[30.5347558225, -54.8874116402, 29.5390508266]",30.5347558225,-54.8874116402,29.5390508266,2872214,72.717,"[30.5347558225, -54.8874116402, 29.5390508266]",30.5347558225,-54.8874116402,29.5390508266
chr18,2873069,2873314,2.5073931898389543,28,29,"[30.5325003825, -54.8854864114, 29.5406734762]",30.5325003825,-54.8854864114,29.5406734762,"[30.530930545, -54.8841464084, 29.5418028772]",30.530930545,-54.8841464084,29.5418028772,2873191,73.31400000000001,"[30.530930545, -54.8841464084, 29.5418028772]",30.530930545,-54.8841464084,29.5418028772
chr18,2905327,2906102,3.117317208782319,29,30,"[30.394650199300003, -54.7224194165, 29.6244834233]",30.394650199300003,-54.7224194165,29.6244834233,"[30.3997000218, -54.720125029, 29.6186150458]",30.3997000218,-54.720125029,29.6186150458,2905714,6.101999999999999,"[30.3997000218, -54.720125029, 29.6186150458]",30.3997000218,-54.720125029,29.6186150458
chr18,2907642,2908196,1.5481166443669838,29,30,"[30.409734507800003, -54.715565859, 29.6069540118]",30.409734507800003,-54.715565859,29.6069540118,"[30.4133443164, -54.713925742, 29.602759068399997]",30.4133443164,-54.713925742,29.602759068399997,2907919,8.196,"[30.4133443164, -54.713925742, 29.602759068399997]",30.4133443164,-54.713925742,29.602759068399997
chr18,2920508,2920768,1.9602817677534543,29,30,"[30.493568077200003, -54.677476066000004, 29.509531373199998]",30.493568077200003,-54.677476066000004,29.509531373199998,"[30.4952622112, -54.676706336, 29.5075626272]",30.4952622112,-54.676706336,29.5075626272,2920638,20.768,"[30.4952622112, -54.676706336, 29.5075626272]",30.4952622112,-54.676706336,29.5075626272
chr18,3260088,3260290,1.406340509358019,32,33,"[30.6612020408, -53.8781590376, 28.3483787264]",30.6612020408,-53.8781590376,28.3483787264,"[30.662891589, -53.879644283, 28.347967212]",30.662891589,-53.879644283,28.347967212,3260189,60.29,"[30.662891589, -53.879644283, 28.347967212]",30.662891589,-53.879644283,28.347967212
chr18,3390595,3390894,1.2501751549267848,33,34,"[30.3727057665, -54.4673311395, 27.535125816500003]",30.3727057665,-54.4673311395,27.535125816500003,"[30.3706518458, -54.4683071054, 27.5327101058]",30.3706518458,-54.4683071054,27.5327101058,3390744,90.89399999999999,"[30.3706518458, -54.4683071054, 27.5327101058]",30.3706518458,-54.4683071054,27.5327101058
