,Row.names,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
4185,ELMO1,0.766770933,-1.483639646,3.25969288,-0.455147065,0.649003441,NA
4186,ELMO2,257.9759915,-0.0933842,0.15806531,-0.590795032,0.554657764,0.780529955
4187,ELMOD1,43.4488209,0.296134833,0.364495776,0.812450658,0.416533089,0.682848691
4188,ELMOD2,241.1834717,-0.095182682,0.167718171,-0.567515617,0.570363919,0.792273997
4189,ELMSAN1,425.2807367,0.519114725,0.150589044,3.447227709,0.000566371,0.008964385
4190,ELN,0.351358498,-1.467633958,4.630853894,-0.316925127,0.751300415,NA
4191,ELOF1,129.7655363,-0.258609737,0.269040525,-0.96122968,0.336436696,0.614278922
4192,ELOVL1,253.0922672,0.329427496,0.164583366,2.00158439,0.045329449,0.19380095
4193,ELOVL2,670.7930846,-0.069579012,0.132037611,-0.526963578,0.598218881,0.809134604
4194,ELOVL3,0.115025653,0,5.39771668,0,1,NA
4195,ELOVL4,42.50298871,-0.325608596,0.37561048,-0.866878357,0.386008663,NA
4196,ELOVL5,34.04065083,0.912493124,0.458811644,1.988818581,0.046721231,NA
4197,ELOVL6,198.2225175,0.015637707,0.206405212,0.07576217,0.939608314,0.977063264
4198,ELOVL7,96.02658531,-0.146431571,0.281534098,-0.520120198,0.602979801,0.81247674
4199,ELP2,285.0683038,0.083801092,0.172092235,0.486954522,0.62629056,0.827063132
4200,ELP3,216.6003543,-0.237256119,0.174051082,-1.363140732,0.172838162,0.435646874
4201,ELP4,4.493921728,2.492998435,1.663884798,1.498299905,0.134055349,NA
4202,ELP5,79.85893979,0.180970414,0.266318174,0.67952709,0.496803949,0.740621761
4203,ELP6,36.48168249,-0.117186423,0.370420211,-0.316360769,0.751728691,NA
4204,ELTD1,0.089896361,0,5.39771668,0,1,NA
4205,EMC1,226.0770755,0.095141694,0.186948705,0.508918712,0.610809204,0.817043652
4206,EMC2,271.813671,-0.399773308,0.173976413,-2.297859233,0.021569802,0.120538557
4207,EMC3,177.6376128,-0.218751638,0.180283386,-1.213376575,0.224985878,0.502934377
4208,EMC4,172.0671806,-0.259341941,0.181427886,-1.429449169,0.152875175,0.406575946
4209,EMC6,27.80246058,-0.574127187,0.465433952,-1.233530954,0.217377735,NA
4210,EMC7,258.4783904,-0.00851346,0.163693272,-0.05200861,0.958521833,0.984379631
4211,EMC9,57.65139342,-0.202463191,0.308811325,-0.655621004,0.512068008,0.751315376
4212,EMCN,0.177896231,0,5.39771668,0,1,NA
4213,EMD,182.0402828,-0.123337407,0.194310528,-0.634743819,0.52559551,0.7602255
4214,EME1,235.3892665,-0.634295758,0.178098425,-3.56149,0.000368756,0.006484887
4215,EME2,11.32309504,0.700255352,0.705076679,0.993161983,0.320631022,NA
4216,EMG1,50.2953126,0.253358705,0.328943141,0.77022036,0.441169188,0.700813281
4217,EMID1,0.839365411,1.055064279,2.815492843,0.374735202,0.707857409,NA
4218,EMILIN1,3.807910835,0.785615714,1.306933866,0.601113594,0.54776433,NA
4219,EMILIN2,16.10162165,-0.458620201,0.582253186,-0.787664561,0.43089294,NA
4220,EMILIN3,0,NA,NA,NA,NA,NA
4221,EML1,103.202361,-0.077087052,0.239679547,-0.321625493,0.747736429,0.892534374
4222,EML2,89.41751548,0.271360955,0.28481633,0.952757713,0.340712844,0.618662796
4223,EML3,11.18793412,0.268527756,0.697054248,0.385232221,0.700065373,NA
4224,EML4,443.8837817,0.027688416,0.130828987,0.211638239,0.832389275,0.93198345
4225,EML5,95.86632241,-0.154130304,0.337420802,-0.456789574,0.6478223,0.83873959
4226,EMP1,112.0542597,-0.190162202,0.231234877,-0.822376818,0.410862469,0.678533972
4227,EMP2,32.66441191,-0.427121972,0.414614529,-1.030166438,0.302931882,NA
4228,EMP3,109.185518,0.297508219,0.232020479,1.282249827,0.199755022,0.469692084
4229,EMR1,0,NA,NA,NA,NA,NA
4230,EMR2,0.301794382,0,4.549326892,0,1,NA
4231,EMX1,16.86460925,0.525831783,0.576112538,0.912724075,0.361387679,NA
4232,EMX2,335.3701007,-0.456629379,0.164348861,-2.778415225,0.005462477,0.047651595
4233,EN1,67.67616811,-0.12482491,0.316135729,-0.394845944,0.692956586,0.861683951
4234,EN2,0,NA,NA,NA,NA,NA
4235,ENAH,1823.208823,-0.08298,0.080337019,-1.032898666,0.301651323,0.584364895
4236,ENC1,363.2840059,0.767651795,0.145860007,5.262935399,1.41773404811341e-07,9.9201447197569e-06
4237,ENDOD1,207.5658496,0.194460262,0.179406155,1.083910759,0.278404369,0.560645685
4238,ENDOG,296.8583233,0.021486817,0.152091843,0.141275273,0.887652483,0.956674783
4239,ENDOU,7.921615202,-0.082276261,1.257336075,-0.065436969,0.94782609,NA
4240,ENDOV,37.78824683,0.30877493,0.401521031,0.769013094,0.441885537,NA
4241,ENG,236.2438828,-0.001297571,0.181191052,-0.007161342,0.994286124,0.99790171
4242,ENGASE,62.61246294,-0.182888676,0.320430489,-0.570759283,0.568162827,0.790204601
4243,ENHO,0.512757851,-2.738630612,3.459187284,-0.791697699,0.428536965,NA
4244,ENKD1,44.7908735,0.222209662,0.381748559,0.582083828,0.560510218,0.785220553
4245,ENKUR,1.891136418,-0.059670788,1.59562741,-0.037396442,0.97016891,NA
4246,ENO1,5379.012372,-0.190842834,0.101457187,-1.881018388,0.059969418,0.23523732
4247,ENO2,147.7555023,0.017934672,0.215285197,0.083306573,0.933607774,0.974711237
4248,ENO3,3007.238226,0.106434474,0.090366546,1.177808374,0.238873009,0.518218825
4249,ENO4,4.376736219,-0.485695811,1.060781292,-0.457866116,0.647048631,NA
4250,ENOPH1,330.4491569,-0.238587229,0.148568984,-1.605902004,0.108295443,0.332825093
4251,ENOSF1,62.14872833,0.069033831,0.327354116,0.210884261,0.832977586,0.93213935
4252,ENOX1,20.99286571,-0.291265103,0.563772409,-0.516635966,0.605410304,NA
4253,ENOX2,51.85511283,0.171702942,0.341590425,0.502657362,0.615205192,0.819325572
4254,ENPEP,0.686476601,1.349836801,3.307086309,0.408164975,0.68315256,NA
4255,ENPP1,140.3148738,-0.13352287,0.204086718,-0.654245763,0.512953483,0.752059289
4256,ENPP2,0.530450041,1.357979681,3.557489641,0.381724142,0.702665991,NA
4257,ENPP3,0.301877355,1.2441333,5.347440054,0.232659607,0.816025738,NA
4258,ENPP4,256.4093014,-0.141042048,0.188771256,-0.747158497,0.454967893,0.711915351
4259,ENPP5,145.5755845,-0.092939567,0.20408387,-0.455398887,0.648822296,0.83873959
4260,ENPP6,0.174798005,-1.46376989,5.373780624,-0.272391077,0.785321333,NA
4261,ENPP7,0,NA,NA,NA,NA,NA
4262,ENTHD1,0.067958927,0,5.39771668,0,1,NA
4263,ENTHD2,144.0803671,0.443557941,0.246101876,1.802334662,0.071492768,0.258874688
4264,ENTPD1,0,NA,NA,NA,NA,NA
4265,ENTPD2,1.727564981,0,2.634904289,0,1,NA
4266,ENTPD3,1.398394907,3.150479526,2.141954185,1.470843563,0.141333428,NA
4267,ENTPD4,1250.455782,0.203123231,0.103225123,1.967769325,0.049094585,0.205824388
4268,ENTPD5,39.00467668,-0.124140158,0.35804126,-0.346720258,0.728801489,NA
4269,ENTPD7,206.4884074,0.216829285,0.171472544,1.264513137,0.206045909,0.477553568
4270,ENY2,292.589592,-0.47450095,0.15284518,-3.104454775,0.001906301,0.02162215
4271,EOGT,252.955193,-0.115000218,0.162313368,-0.708507373,0.478630235,0.729699313
4272,EOMES,5.730554677,-2.371550758,1.351920642,-1.754208556,0.079394778,NA
4273,EP300,2038.451725,0.057910764,0.089730611,0.645384712,0.518677908,0.755435897
4274,EP400,973.8456027,0.030149882,0.119013474,0.253331673,0.800011923,0.91571872
4275,EPAS1,252.9609664,0.196145887,0.157181763,1.247892144,0.212070558,0.485514531
4276,EPB41,516.154955,-0.037225512,0.128634216,-0.289390435,0.772282614,0.901904096
4277,EPB41L1,485.3028907,0.084710199,0.121501299,0.697195834,0.485680246,0.733315236
4278,EPB41L2,291.1238324,0.536304746,0.227447115,2.357931623,0.018377078,0.107789045
4279,EPB41L3,2.248229706,3.286326021,2.0591978,1.595925375,0.110505455,NA
4280,EPB41L4A,223.6339023,0.128189759,0.164079041,0.781268333,0.434644691,0.69610407
4281,EPB41L4B,328.1778746,-0.196324096,0.141712128,-1.385372575,0.165938572,0.426257925
4282,EPB41L5,45.91381166,0.079777379,0.406647181,0.196183283,0.844466712,0.937850607
4283,EPB42,0,NA,NA,NA,NA,NA
4284,EPC1,422.5206576,0.089781208,0.148522721,0.60449477,0.545514745,0.774741164
4285,EPC2,402.29725,-0.144545852,0.137688287,-1.049805003,0.293807775,0.575453193
4286,EPCAM,21.17861297,0.437258734,0.509663833,0.857935576,0.390928039,NA
4287,EPDR1,352.6860216,-0.067426245,0.15360692,-0.438953171,0.660695468,0.844330569
4288,EPG5,567.9469471,0.091307804,0.140056199,0.651936896,0.514441882,0.752686577
4289,EPGN,21.60871562,0.244569468,0.701244485,0.348764908,0.727265811,NA
4290,EPHA1,0.355441724,1.375275712,4.254259162,0.323270318,0.746490531,NA
4291,EPHA10,4.058517249,1.91177037,1.773139503,1.078183847,0.280951719,NA
4292,EPHA2,1259.925767,0.615918715,0.114162076,5.395125405,6.84757098796032e-08,5.11559889747171e-06
4293,EPHA3,9.29197406,0.882773613,0.802349276,1.100236068,0.27122928,NA
4294,EPHA4,0.179792721,0,5.39771668,0,1,NA
4295,EPHA5,20.87032175,-0.055552419,0.466428128,-0.119101777,0.905194723,NA
4296,EPHA6,1.595040379,-0.829674875,1.761160538,-0.47109554,0.63757251,NA
4297,EPHA7,658.3605309,-0.160060021,0.115075647,-1.390911323,0.164252319,0.423048144
4298,EPHA8,0.116501016,0,5.39771668,0,1,NA
4299,EPHB2,1348.231557,0.208661746,0.113354835,1.840783824,0.065653244,0.246173546
4300,EPHB3,4.299396683,0.915250885,1.556485949,0.588023866,0.556516274,NA
4301,EPHB4,103.0804623,0.317899848,0.238791055,1.331288762,0.183094015,0.44852185
4302,EPHB6,13.52105079,-0.095381527,0.690631379,-0.138107723,0.890155282,NA
4303,EPHX1,115.8415553,-0.173177217,0.235240086,-0.736172226,0.461625892,0.717795754
4304,EPHX2,81.7047574,-0.054107679,0.26677365,-0.202822425,0.839273829,0.936022536
4305,EPHX3,11.82514458,-0.915234765,0.858530308,-1.066048288,0.286401814,NA
4306,EPHX4,16.97475202,0.268570372,0.588826138,0.456111498,0.648309802,NA
4307,EPM2A,8.067477522,-0.522147319,0.789342577,-0.661496458,0.508293985,NA
4308,EPM2AIP1,492.7588719,0.008392013,0.161823275,0.051859121,0.958640947,0.984400212
4309,EPN1,332.8666901,0.161224772,0.179553581,0.897920115,0.36922814,0.647142494
4310,EPN2,327.397159,0.001028642,0.154324892,0.006665432,0.994681794,0.997996396
4311,EPN3,0.126255917,-1.463775228,5.373780344,-0.272392084,0.785320559,NA
4312,EPO,0.428197245,2.916758188,3.838161537,0.759936277,0.447292676,NA
4313,EPOR,10.62235976,-1.084679901,0.810255692,-1.338688407,0.180672132,NA
4314,EPPK1,0.207804978,0,5.39771668,0,1,NA
4315,EPRS,1296.496237,-0.434058659,0.094834258,-4.577023825,4.7163776290452e-06,0.000183054
4316,EPS15,535.3977323,0.053800733,0.119656915,0.449624943,0.6529809,0.839704119
4317,EPS15L1,347.5155455,-0.066770506,0.139877323,-0.477350469,0.633112578,0.830772131
4318,EPS8,41.75465191,0.058050977,0.376954676,0.153999886,0.877609825,NA
4319,EPS8L1,4.814529769,2.493524185,1.669721947,1.4933769,0.135338556,NA
4320,EPS8L2,33.32314389,0.595883147,0.446845486,1.333532877,0.182356994,NA
4321,EPS8L3,0.092514041,0,5.39771668,0,1,NA
4322,EPSTI1,4.917741254,0.006126127,1.093311989,0.005603274,0.995529258,NA
4323,EPT1,510.2297943,0.172968171,0.144630244,1.195933616,0.231722466,0.510848551
4324,EPX,0,NA,NA,NA,NA,NA
4325,EPYC,0,NA,NA,NA,NA,NA
4326,EQTN,386.9712283,-0.408997858,0.15301377,-2.672948055,0.007518789,0.05943253
4327,ERAL1,112.6992977,-0.227224287,0.24747671,-0.918164329,0.358532841,0.637619886
4328,ERAP1,378.9585016,0.487676223,0.162510958,3.000882087,0.002691988,0.028014983
4329,ERAP2,19.91832678,1.25129099,0.555945155,2.250745383,0.024401669,NA
4330,ERAS,1.676737392,-0.908324691,2.287889049,-0.39701431,0.691356908,NA
4331,ERBB2,613.5467977,0.049651073,0.128586919,0.386128493,0.699401509,0.865888538
4332,ERBB2IP,33.3008497,0.412379654,0.505601146,0.815622468,0.414716095,NA
4333,ERBB4,15.35222249,0.211722585,0.566384298,0.373814363,0.708542433,NA
4334,ERC1,848.279643,-0.028918142,0.10556004,-0.273949706,0.784123273,0.908115899
4335,ERC2,18.83461227,0.003257266,0.70560316,0.004616286,0.99631675,NA
4336,ERCC2,148.9393348,0.159621964,0.203987334,0.782509193,0.433915385,0.695384398
4337,ERCC3,275.3013703,-0.026815182,0.180464417,-0.148589856,0.881877278,0.954398501
4338,ERCC4,548.6545332,-0.061127037,0.119231532,-0.512675097,0.608178612,0.814847504
4339,ERCC5,474.124507,-0.364469755,0.120492291,-3.024838786,0.002487657,0.026480048
4340,ERCC6L,224.4291543,-1.055495963,0.185564429,-5.688029581,1.28513565123612e-08,1.19337456361515e-06
4341,EREG,9.258335525,-1.001414569,1.866581647,-0.536496526,0.591615436,NA
4342,ERF,271.8473971,0.154119484,0.212190345,0.726326564,0.467638598,0.722022857
4343,ERG,0.123875824,0,5.39771668,0,1,NA
4344,ERGIC1,266.7258459,-0.137856373,0.180913213,-0.762002792,0.446058338,0.704090678
4345,ERGIC2,391.6566185,-0.281612603,0.155505289,-1.810951927,0.070148294,0.256213657
4346,ERGIC3,163.3734288,0.056737343,0.212417038,0.267103543,0.78938944,0.910222895
4347,ERH,261.227055,-0.136154297,0.203376133,-0.669470376,0.503195472,0.7456749
4348,ERI1,282.9519004,-0.274908821,0.156250226,-1.759413908,0.078507231,0.273509064
4349,ERI2,207.8955825,-0.49239038,0.175967044,-2.798196583,0.005138883,0.045507965
4350,ERI3,116.1390232,0.042879961,0.234714735,0.182689684,0.85504151,0.941058723
4351,ERICH1,70.37247362,-0.082863455,0.305101399,-0.271593166,0.785934855,0.909053696
4352,ERICH2,1.901015045,-0.048780045,1.629177676,-0.029941513,0.976113698,NA
4353,ERICH3,60.7241438,0.902216394,0.389678439,2.315284356,0.020597375,0.116915571
4354,ERICH4,3.18307879,1.268821226,2.300604934,0.551516346,0.581279765,NA
4355,ERICH5,9.763903084,-0.383936171,0.743685958,-0.516261153,0.605672024,NA
4356,ERICH6,2.618075901,-0.599033834,1.587335557,-0.377383239,0.705888821,NA
4357,ERICH6B,0.177896231,0,5.39771668,0,1,NA
4358,ERLEC1,349.8744225,-0.022313848,0.151574275,-0.147213955,0.882963146,0.954784606
4359,ERLIN1,256.79905,-0.311328496,0.154141664,-2.019755653,0.043408739,0.188922134
4360,ERLIN2,132.6058575,-0.205042818,0.199880066,-1.025829248,0.304972077,0.587596975
4361,ERMAP,25.16348407,0.421028948,0.565360349,0.744709013,0.456447649,NA
4362,ERMARD,100.8158576,0.124675898,0.253887587,0.491067322,0.623378833,0.825468295
4363,ERMP1,199.9871693,0.021823655,0.173743274,0.125608632,0.90004173,0.962042397
4364,ERN1,211.4828284,0.199943421,0.193927948,1.031019115,0.302531856,0.585044088
4365,ERN2,0.255428304,1.245161567,4.827450232,0.25793359,0.796458161,NA
4366,ERO1L,617.7946706,-0.284657692,0.151321968,-1.88113924,0.05995298,0.23523732
4367,ERO1LB,210.5298096,0.462545232,0.209972119,2.202888815,0.027602586,0.141956157
4368,ERP27,0.067958927,0,5.39771668,0,1,NA
4369,ERP29,252.2971662,-0.319145889,0.177302258,-1.800010293,0.071859013,0.259633146
4370,ERP44,474.1609615,-0.168719133,0.143160895,-1.178528064,0.238586151,0.517822629
4371,ERRFI1,393.6462083,0.758043181,0.136262841,5.563095371,2.65030949653966e-08,2.28986740501027e-06
4372,ERVFRD-1,0.115025653,0,5.39771668,0,1,NA
4373,ERVMER34-1,58.74574142,-0.124895344,0.303792964,-0.411119936,0.680984592,0.854740124
4374,ERVV-2,0.116501016,0,5.39771668,0,1,NA
4375,ESAM,6.123606448,1.35220996,1.213077471,1.11469382,0.26498165,NA
4376,ESCO1,450.6406755,-0.038867761,0.141388974,-0.274899521,0.783393435,0.907820677
4377,ESCO2,293.2323589,-0.472199629,0.15719731,-3.003865839,0.002665728,0.027851396
4378,ESD,263.0691136,-0.212868464,0.165923469,-1.282931614,0.199516036,0.469538449
4379,ESF1,302.0171824,-0.649007724,0.157580773,-4.118571782,3.81227820365688e-05,0.001004743
4380,ESPL1,234.8140254,-0.416786941,0.182585421,-2.282695626,0.022448304,0.123845833
4381,ESPN,0.275763905,0,5.075652238,0,1,NA
4382,ESPNL,1.888024449,3.665989934,2.053929353,1.784866616,0.074282955,NA
4383,ESR1,0.173322643,-1.463769778,5.37378063,-0.272391056,0.785321349,NA
4384,ESR2,0.16023538,-1.463780297,5.373780077,-0.272393041,0.785319823,NA
4385,ESRP1,69.90460405,-0.496947185,0.298816459,-1.663051581,0.096302111,0.310064087
4386,ESRP2,1.382774699,-0.892970368,2.373561047,-0.376215463,0.706756721,NA
4387,ESRRA,177.9118776,0.030196103,0.205187137,0.147163725,0.883002792,0.954784606
4388,ESRRB,0.148696221,0,5.39771668,0,1,NA
4389,ESRRG,179.8073627,0.137963708,0.185870517,0.742257082,0.45793159,0.714483163
4390,ESX1,0,NA,NA,NA,NA,NA
4391,ESYT2,1162.479036,0.113030611,0.098081991,1.152409432,0.249152867,0.530414076
4392,ESYT3,6.458929428,0.974110497,1.070863717,0.909649362,0.363007457,NA
4393,ETF1,1276.000478,-0.059111558,0.107821743,-0.548234116,0.583531159,0.80015441
4394,ETFA,177.5916188,-0.286253889,0.195953507,-1.46082555,0.144063322,0.393209922
4395,ETFB,80.30624403,-0.355875769,0.257408889,-1.382531,0.166808719,0.427388197
4396,ETFDH,153.0364317,-0.302454252,0.199966801,-1.512522333,0.130401036,0.369978495
4397,ETHE1,96.97736558,0.041122885,0.253834682,0.162006565,0.871300684,0.949363263
4398,ETNK1,1251.410026,0.117957422,0.133916436,0.880828567,0.378410615,0.655073083
4399,ETNK2,41.96353665,0.321968258,0.343997934,0.935959861,0.349293855,NA
4400,ETNPPL,0,NA,NA,NA,NA,NA
4401,ETS1,1044.59929,0.151986044,0.103000393,1.475587027,0.14005479,0.387412136
4402,ETV1,32.68505416,0.620373577,0.477152044,1.300159109,0.193546442,NA
4403,ETV2,4.338563549,-1.146731708,1.330720815,-0.861737259,0.388832117,NA
4404,ETV3,468.3997346,0.285423208,0.141394416,2.018631403,0.043525545,0.189347553
4405,ETV3L,0.14819335,-1.463768401,5.373780703,-0.272390796,0.785321549,NA
4406,ETV4,123.1249773,0.928950317,0.285880358,3.249437361,0.001156335,0.01499915
4407,ETV5,287.4507919,0.530605526,0.188414305,2.8161637,0.00486009,0.043820191
4408,ETV6,221.2058721,0.370107456,0.180786053,2.047212438,0.040637231,0.180577605
4409,ETV7,2.392991591,-1.582091892,1.53265592,-1.032255101,0.301952628,NA
4410,EVA1B,14.46760372,0.229214231,0.664321582,0.34503505,0.730068021,NA
4411,EVA1C,0.115025653,0,5.39771668,0,1,NA
4412,EVC,312.5728858,-0.020649389,0.152510571,-0.135396442,0.892298437,0.959199099
4413,EVC2,265.9959553,0.179094647,0.168748811,1.061309089,0.288549457,0.569797636
4414,EVI2A,3.270122016,-1.697557212,1.537975137,-1.103761154,0.26969676,NA
4415,EVI2B,0.297198467,-1.468268645,4.536519238,-0.323655333,0.746198991,NA
4416,EVI5,658.7985271,-0.05034235,0.131801393,-0.381956129,0.702493906,0.867401448
4417,EVI5L,123.0813713,0.266663165,0.228227153,1.168411218,0.242640932,0.523421689
4418,EVL,364.3964324,0.552732477,0.143049191,3.863932911,0.000111576,0.00248569
4419,EVX1,0.885684738,0,3.105872166,0,1,NA
4420,EVX2,1.211356655,0,2.854983972,0,1,NA
4421,EWSR1,2169.905631,-0.054810114,0.089295843,-0.613803649,0.539345086,0.770404366
4422,EXD2,148.5858362,-0.223332286,0.201379856,-1.109010064,0.267425841,0.551732382
4423,EXD3,1001.18668,-0.146545861,0.112756422,-1.299667529,0.193714944,0.461903452
4424,EXO1,344.3424394,-0.405480967,0.153189716,-2.646920288,0.00812285,0.062564833
4425,EXO5,10.40177904,0.118376797,0.708772355,0.167016667,0.867356935,NA
4426,EXOC1,10.29313417,0.389026545,0.875173015,0.444513871,0.656671102,NA
4427,EXOC2,481.6833638,0.261662721,0.125817448,2.079701381,0.037552931,0.171237231
4428,EXOC3,383.5795862,-0.203468015,0.138288822,-1.471326542,0.141202829,0.389395311
4429,EXOC3L1,5.687626523,0.474913115,1.071641925,0.443163993,0.657647121,NA
4430,EXOC3L2,0.116501016,0,5.39771668,0,1,NA
4431,EXOC3L4,0.864100803,0.954074232,2.759335303,0.34576234,0.72952133,NA
4432,EXOC4,157.424315,0.113841459,0.196916847,0.578119449,0.563183477,0.78686035
4433,EXOC5,828.8292105,-0.151108653,0.105050236,-1.438441827,0.150308732,0.402812479
4434,EXOC6,164.5436511,0.123373518,0.193799676,0.636603323,0.52438326,0.759250917
4435,EXOC6B,735.5892651,0.194034226,0.112634674,1.722686444,0.084945243,0.286982637
4436,EXOC7,1065.97301,-0.024762112,0.097859888,-0.25303638,0.800240101,0.91571872
4437,EXOC8,222.9550091,-0.378477241,0.191632763,-1.975013218,0.048266648,0.202781148
4438,EXOG,30.16671147,0.276609683,0.420335681,0.658068529,0.510494097,NA
4439,EXOSC1,81.6158498,-0.236500955,0.258133367,-0.916196764,0.359563702,0.638653011
4440,EXOSC10,262.603528,-0.211098971,0.153991862,-1.370844985,0.170423284,0.432522543
4441,EXOSC3,64.28107343,-0.319832018,0.309871526,-1.032143939,0.302004693,0.584498967
4442,EXOSC4,33.85726882,0.084711851,0.4068954,0.208190732,0.835080044,NA
4443,EXOSC5,42.8970902,0.288618265,0.340325139,0.848066254,0.396401074,0.668041193
4444,EXOSC6,34.51279651,-0.415732823,0.385695982,-1.077876989,0.281088656,NA
4445,EXOSC7,54.4000575,-0.120502624,0.321704989,-0.374574931,0.70797662,0.871196833
4446,EXOSC8,133.003677,-0.387863284,0.208482065,-1.860415594,0.06282675,0.240835875
4447,EXOSC9,229.4819381,-0.540464207,0.172850415,-3.126774141,0.001767356,0.020575719
4448,EXPH5,451.5847009,-0.122175888,0.148390874,-0.823338292,0.410315644,0.678533972
4449,EXT1,1475.594716,0.39492896,0.084035282,4.699561306,2.60720948724955e-06,0.000112631
4450,EXTL1,0.823727297,1.339086782,3.026876985,0.442398812,0.658200639,NA
4451,EXTL2,240.3029272,0.036094419,0.164540071,0.219365522,0.826365326,0.929271888
4452,EXTL3,0.29844078,-2.011451671,4.905614195,-0.410030547,0.68178354,NA
4453,EYA2,0,NA,NA,NA,NA,NA
4454,EYA3,296.7453344,-0.000813356,0.153190325,-0.005309447,0.995763694,0.998476947
4455,EZH1,132.0693222,-0.020692378,0.208930477,-0.09903954,0.921106876,0.969231504
4456,EZH2,834.5759234,-0.25475726,0.117567834,-2.166895927,0.030242791,0.150925348
4457,EZR,3083.062796,-0.63927279,0.112467153,-5.684084399,1.31515321837123e-08,1.20994096090153e-06
4458,F10,5.006850188,1.937416661,1.729707641,1.120083311,0.262678262,NA
4459,F11,0,NA,NA,NA,NA,NA
4460,F11R,93.55288897,0.195864022,0.238223963,0.822184384,0.410971965,0.678533972
4461,F12,6.617002234,-0.493490625,0.860744271,-0.57333013,0.566421188,NA
4462,F13A1,0,NA,NA,NA,NA,NA
4463,F13B,1.421029839,-2.302271548,2.45054294,-0.939494473,0.347476929,NA
4464,F2R,1039.363008,0.114206222,0.104498257,1.092900735,0.274437386,0.557389801
4465,F2RL1,1619.311046,0.393889156,0.125031864,3.150310195,0.001630972,0.019506265
4466,F2RL2,809.1170384,0.187395973,0.100716615,1.860626196,0.062796983,0.240814675
4467,F3,436.8980697,1.417667135,0.129456336,10.95092889,6.57696593350413e-28,1.08914555858828e-24
4468,F5,0.653452662,0.709655111,3.0953361,0.22926593,0.818662232,NA
4469,F7,7.114721537,-0.517120807,0.934271111,-0.55350187,0.5799198,NA
4470,F8,13.1544925,0.137617196,0.656197612,0.209719136,0.833886889,NA
4471,F8A1,88.24574456,-0.222337628,0.261361095,-0.850691368,0.394940819,0.666781973
4472,F9,0,NA,NA,NA,NA,NA
4473,FAAH2,1.493408616,1.319982508,2.622824655,0.503267539,0.614776186,NA
4474,FABP1,0,NA,NA,NA,NA,NA
4475,FABP12,0.39285566,-0.221388943,3.609398505,-0.061336797,0.951090986,NA
4476,FABP2,0.410644934,1.372016888,4.099265476,0.334698227,0.737852739,NA
4477,FABP3,6.303564742,0.846664462,0.874503149,0.968166281,0.332961332,NA
4478,FABP4,3.337214334,1.005111222,1.376751999,0.730059752,0.465353662,NA
4479,FABP5,66.49330863,-0.706981093,0.296360966,-2.385540521,0.017054044,0.10288341
4480,FABP6,0,NA,NA,NA,NA,NA
4481,FABP7,0,NA,NA,NA,NA,NA
4482,FABP9,0.869695318,1.344879197,3.171456077,0.42405733,0.671524003,NA
4483,FADD,45.73419445,0.532462344,0.352778801,1.509337699,0.131212505,0.371044395
4484,FADS1,601.0500458,0.560378983,0.120983089,4.631878636,3.62362559305375e-06,0.000146359
4485,FADS2,11.59559133,1.281237003,0.695521318,1.842124706,0.065456911,NA
4486,FADS3,473.5169264,0.91887292,0.140279725,6.550290281,5.74253491357414e-11,1.01888976609415e-08
4487,FAF1,335.8780737,-0.117331347,0.145871556,-0.804346988,0.421196608,0.685385514
4488,FAF2,467.884566,0.043064473,0.123528349,0.348620166,0.727374486,0.880885137
4489,FAH,20.91579783,0.227585252,0.549926102,0.413846972,0.678986181,NA
4490,FAHD1,89.67003618,-0.567012217,0.305361607,-1.856854968,0.063331791,0.241455734
4491,FAHD2A,110.7194822,-0.158778848,0.225810452,-0.703151015,0.481961643,0.731354839
4492,FAIM2,0.116501016,0,5.39771668,0,1,NA
4493,FAIM3,11.1119039,-0.213040532,0.750540282,-0.283849564,0.77652567,NA
4494,FAM101A,0,NA,NA,NA,NA,NA
4495,FAM101B,34.14803946,-0.110416115,0.40470715,-0.272829663,0.784984157,NA
4496,FAM102A,113.2130418,-0.090197081,0.227503036,-0.396465393,0.691761733,0.861213454
4497,FAM102B,182.9472595,-0.562523262,0.20834835,-2.699917044,0.006935677,0.05616372
4498,FAM103A1,56.71254828,-0.044373922,0.294028876,-0.150916885,0.880041281,0.954161337
4499,FAM104A,221.9004135,-0.411204246,0.174972538,-2.350107345,0.018767998,0.109371745
4500,FAM104B,213.5457743,-0.253705372,0.167350794,-1.516009371,0.129516983,0.368417046
4501,FAM105A,43.59055626,-0.269950496,0.399667753,-0.67543727,0.499397994,0.742940653
4502,FAM107A,257.8703538,0.262782076,0.173332602,1.516056839,0.129504981,0.368417046
4503,FAM109A,45.02695308,0.363312118,0.360644315,1.007397324,0.313743877,0.595039431
4504,FAM109B,44.54427228,0.792659695,0.386816602,2.04918737,0.040443797,0.180071785
4505,FAM110B,23.20589471,-0.720270903,0.487768638,-1.476665055,0.139765444,NA
4506,FAM110C,0,NA,NA,NA,NA,NA
4507,FAM110D,0.033979464,0,5.39771668,0,1,NA
4508,FAM111A,383.3863241,-0.445903713,0.137167475,-3.250797703,0.001150817,0.014966648
4509,FAM114A1,197.3322493,0.223709389,0.182938108,1.222869262,0.22137908,0.498328623
4510,FAM114A2,133.9969734,-0.224983385,0.213128642,-1.055622474,0.291140729,0.572146812
