chromosome,timepoint,gene_name,middle_x,middle_y,middle_z,cluster
chr27,24hrs,LOC103246120,9.8696960856,42.129063893600005,-47.2039528264,-1
chr27,24hrs,CWH43,8.8900325244,39.8821605596,-46.8574900549,-1
chr27,24hrs,OCIAD2,8.9506180838,39.1474095784,-46.375261253,0
chr27,24hrs,OCIAD1,8.7372393657,38.724802681,-46.5591195227,0
chr27,24hrs,FRYL,8.417080912,39.17328580275,-46.23499149925,0
chr27,24hrs,ZAR1,8.513043613599999,39.4124899752,-46.5011253356,0
chr27,24hrs,SLC10A4,8.483377644399999,39.3748567308,-46.4544402074,0
chr27,24hrs,SLAIN2,8.4568573177,39.04341133335,-46.19653860685,0
chr27,24hrs,TEC,9.400118364766666,39.07622155553333,-47.203778426266666,0
chr27,24hrs,TXK,9.443483365,38.98227238,-47.23736314,0
chr27,24hrs,LOC103246136,9.5039818,39.0077435584,-47.3717621536,0
chr27,24hrs,NIPAL1,9.6783812,38.8857729056,-47.361536902400005,0
chr27,24hrs,CNGA1,9.36277379915,38.90105321675,-47.38079793855,0
chr27,24hrs,NFXL1,10.0623438232,38.6861375792,-47.0368962264,0
chr27,24hrs,CORIN,10.084094586666668,38.77451113133333,-46.799859912,0
chr27,24hrs,LOC103246139,10.2418175025,38.8831628333,-47.2437333931,0
chr27,24hrs,ATP10D,9.40118951475,38.69764880425,-46.660603369,0
chr27,24hrs,COMMD8,9.6812324078,39.1328623726,-46.8430015364,0
chr27,24hrs,GABRB1,8.83695011544,39.79128289952,-46.79338391296,-1
chr27,24hrs,LOC103246144,9.2793335856,40.4525048048,-46.888189912,-1
chr27,24hrs,GABRA4,9.3865583067,40.6661695575,-46.9607936782,-1
chr27,24hrs,LOC103246147,9.849325539733334,39.47021827893333,-47.2392862928,0
chr27,24hrs,GABRA2,10.2846483735,40.203992080666666,-46.91584653633333,0
chr27,24hrs,GABRG1,10.1646874865,40.4574909393,-47.267019910200005,-1
chr27,24hrs,LOC103246150,10.6364539004,40.4088974813,-47.1900300659,-1
chr27,24hrs,LOC103246151,10.4317420475,40.5007982225,-47.3537255881,-1
chr27,24hrs,LOC103246153,9.982122488,40.2745177508,-47.233304273,0
chr27,24hrs,GNPDA2,9.8335711363,40.01832254,-46.9234829976,0
chr27,24hrs,GUF1,10.6087085065,39.8758271549,-46.6010336394,0
chr27,24hrs,YIPF7,10.2551317559,39.6030106354,-46.6010416412,0
chr27,24hrs,KCTD8,10.768095802,40.405089784,-46.786907658,-1
chr27,24hrs,GRXCR1,10.2598090202,40.44034037525,-46.49719422565,-1
chr27,24hrs,ATP8A1,10.2929116694,39.4057000707,-45.8864584592,0
chr27,24hrs,SHISA3,10.6534555976,39.6638892909,-45.8701992914,0
chr27,24hrs,LOC103246163,10.8745611413,40.0176732,-45.950918857,0
chr27,24hrs,BEND4,10.6817503312,39.547570863,-45.8671050274,0
chr27,24hrs,SLC30A9,10.270254409,38.927466315,-45.32979669695,0
chr27,24hrs,DCAF4L1,10.324229056,38.84253048,-45.295367312,0
chr27,24hrs,TMEM33,10.4624013492,38.8244322878,-45.1687216552,0
chr27,24hrs,LOC103246167,10.8902919504,39.1123952936,-45.3042524224,0
chr27,24hrs,LOC103246165,10.198948578166666,38.50033515416667,-46.0358041145,0
chr27,24hrs,PHOX2B,10.06049772,38.7207121076,-45.6593997364,0
chr27,24hrs,LIMCH1,8.7164342399,38.621147781475,-45.9413902254,-1
chr27,24hrs,LOC103246172,10.0545444116,38.3576646036,-46.1783270978,0
chr27,24hrs,UCHL1,9.3909535396,38.6952448924,-46.46623903,0
chr27,24hrs,APBB2,9.31978067522,39.17516544432,-46.3918487079,0
