seqid,start,end,id,name,seqid_old,start_id,end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_x,middle_y,middle_z,middle_percent,middle_pos,center_of_mass,distance_from_com
chr14,66521,92476,gene-MAL,MAL,NC_023655.1,0,1,"[-64.90307075649999, 12.989389492799999, -20.575414452500002]",-64.90307075649999,12.9893894928,-20.5754144525,"[-65.006280814, 12.7079542368, -20.57937259]",-65.006280814,12.7079542368,-20.57937259,79498,-65.006280814,12.7079542368,-20.57937259,92.476,"[-65.006280814, 12.7079542368, -20.57937259]","[-62.491158970315404, 10.991705844155844, -16.719837346938778]",4.916030789800309
chr14,84832,88407,gene-LOC103241048,LOC103241048,NC_023655.1,0,1,"[-64.97588444799999, 12.7908396576, -20.57820688]",-64.97588444799999,12.7908396576,-20.57820688,"[-64.9901004355, 12.7520752176, -20.5787520675]",-64.9901004355,12.7520752176,-20.5787520675,86619,-64.9901004355,12.7520752176,-20.5787520675,88.407,"[-64.9901004355, 12.7520752176, -20.5787520675]","[-62.491158970315404, 10.991705844155844, -16.719837346938778]",4.922888542100379
chr14,124884,155600,gene-MRPS5,MRPS5,NC_023655.1,1,2,"[-65.13515122599999, 12.3565478112, -20.58431481]",-65.13515122599999,12.3565478112,-20.58431481,"[-65.2572934, 12.02348808, -20.588999]",-65.2572934,12.02348808,-20.588999,140242,-65.2572934,12.02348808,-20.588999,55.60000000000001,"[-65.2572934, 12.02348808, -20.588999]","[-62.491158970315404, 10.991705844155844, -16.719837346938778]",4.866876427731602
chr14,182262,203644,gene-ZNF514,ZNF514,NC_023655.1,1,3,"[-64.82587251839999, 11.9783675474, -20.411512720999998]",-64.82587251839999,11.9783675474,-20.411512721,"[-64.7712030208, 11.8099351188, -20.367583401999998]",-64.7712030208,11.8099351188,-20.367583402,192953,-64.7712030208,11.8099351188,-20.367583402,51.822,"[-64.7712030208, 11.8099351188, -20.367583401999998]","[-62.491158970315404, 10.991705844155844, -16.719837346938778]",4.3788299008125
chr14,197937,200437,gene-LOC103241054,LOC103241054,NC_023655.1,1,3,"[-64.7857946784, 11.8548908699, -20.3793084335]",-64.7857946784,11.8548908699,-20.3793084335,"[-64.77940267839999, 11.8351976199, -20.3741721835]",-64.77940267839999,11.8351976199,-20.3741721835,199187,-64.77940267839999,11.8351976199,-20.3741721835,50.2185,"[-64.77940267839999, 11.8351976199, -20.3741721835]","[-62.491158970315404, 10.991705844155844, -16.719837346938778]",4.393370089241477
chr14,204451,219759,gene-ZNF2,ZNF2,NC_023655.1,2,3,"[-65.39338996490001, 11.5201893586, -20.5768020635]",-65.39338996490001,11.5201893586,-20.5768020635,"[-65.25423871410001, 11.4450056474, -20.5115670215]",-65.25423871410001,11.4450056474,-20.5115670215,212105,-65.25423871410001,11.4450056474,-20.5115670215,19.759,"[-65.25423871410001, 11.4450056474, -20.5115670215]","[-62.491158970315404, 10.991705844155844, -16.719837346938778]",4.713523555375761
chr14,246232,255025,gene-LOC103241052,LOC103241052,NC_023655.1,2,3,"[-65.0135964968, 11.3149861552, -20.398752332]",-65.0135964968,11.3149861552,-20.398752332,"[-64.9336672475, 11.271800214999999, -20.3612809625]",-64.9336672475,11.271800215,-20.3612809625,250628,-64.9336672475,11.271800215,-20.3612809625,55.025,"[-64.9336672475, 11.271800214999999, -20.3612809625]","[-62.491158970315404, 10.991705844155844, -16.719837346938778]",4.393678543772339
chr14,305442,323187,gene-PROM2,PROM2,NC_023655.1,3,4,"[-64.543946862, 11.1047145098, -20.1671117822]",-64.543946862,11.1047145098,-20.1671117822,"[-64.606249557, 11.2801575503, -20.158933111699998]",-64.606249557,11.2801575503,-20.1589331117,314314,-64.606249557,11.2801575503,-20.1589331117,23.187,"[-64.606249557, 11.2801575503, -20.158933111699998]","[-62.491158970315404, 10.991705844155844, -16.719837346938778]",4.047739153633522
chr14,323910,328375,gene-LOC103241365,LOC103241365,NC_023655.1,3,4,"[-64.60878801, 11.287305779, -20.158599880999997]",-64.60878801,11.287305779,-20.158599881,"[-64.624464625, 11.3314507875, -20.156541962499997]",-64.624464625,11.3314507875,-20.1565419625,326142,-64.624464625,11.3314507875,-20.1565419625,28.375,"[-64.624464625, 11.3314507875, -20.156541962499997]","[-62.491158970315404, 10.991705844155844, -16.719837346938778]",4.05923123971239
chr14,329142,420937,gene-KCNIP3,KCNIP3,NC_023655.1,3,5,"[-64.5473245101, 11.1560324795, -20.2921577387]",-64.5473245101,11.1560324795,-20.2921577387,"[-64.61814894235, 11.48715999325, -20.67814194445]",-64.61814894235,11.48715999325,-20.67814194445,375039,-64.61814894235,11.48715999325,-20.67814194445,60.468500000000006,"[-64.61814894235, 11.48715999325, -20.67814194445]","[-62.491158970315404, 10.991705844155844, -16.719837346938778]",4.520811480438976
