gene_name,gene_id,start,end,chromosome,chromosome_nc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
WASH1,gene-WASH1,10075,27633,chr11,NC_023652.1,697.040082024871,0.287985312088693,0.11107834594956,2.59263234095568,0.0095244529043667,0.0331119599120352
LOC103218342,gene-LOC103218342,19835,20826,chr11,NC_023652.1,0.116501016194285,0.0,5.39771667962011,0.0,1.0,NA
IQSEC3,gene-IQSEC3,69565,179968,chr11,NC_023652.1,0.0,NA,NA,NA,NA,NA
LOC103218346,gene-LOC103218346,104228,125739,chr11,NC_023652.1,0.230051306918664,0.0,5.39771667955978,0.0,1.0,NA
LOC103218852,gene-LOC103218852,189868,192745,chr11,NC_023652.1,0.0,NA,NA,NA,NA,NA
SLC6A12,gene-SLC6A12,192590,223809,chr11,NC_023652.1,0.0339794636637609,0.676753251344636,5.36625539842859,0.12611275481648,0.899642671200261,NA
SLC6A13,gene-SLC6A13,223912,274499,chr11,NC_023652.1,30.0372435010746,2.43991549659904,0.521750390952144,4.67640377259023,2.91949499491257e-06,3.13856153637632e-05
LOC103218349,gene-LOC103218349,226462,227717,chr11,NC_023652.1,0.0582969892562653,-1.9015616661161,5.37378152118966,-0.353859132273603,0.723444455629846,NA
KDM5A,gene-KDM5A,285206,381481,chr11,NC_023652.1,763.466446697022,0.381791882455303,0.124432665460587,3.06826090273083,0.0021530854801451,0.0096305719288993
LOC103218352,gene-LOC103218352,312657,314500,chr11,NC_023652.1,0.233382119517391,-1.90159557383015,5.37377973882831,-0.353865559485095,0.723439638683736,NA
LOC103218351,gene-LOC103218351,381520,385050,chr11,NC_023652.1,1.23885678035324,-2.69985184594197,2.70859944930486,-0.996770433012847,0.318875952965614,NA
CCDC77,gene-CCDC77,394698,434647,chr11,NC_023652.1,80.8041205427579,-0.200777955036937,0.27978104043531,-0.717625307006321,0.472988349295628,0.628685053644999
LOC103218354,gene-LOC103218354,429764,429980,chr11,NC_023652.1,0.0,NA,NA,NA,NA,NA
B4GALNT3,gene-B4GALNT3,451161,552522,chr11,NC_023652.1,24.6431035917808,0.436622919217035,0.50534682871024,0.864006449454518,0.387584347625464,0.55108847308071
NINJ2,gene-NINJ2,553310,650619,chr11,NC_023652.1,0.136834249905383,1.31225635813275,5.34108487144239,0.245690976593368,0.805921457772811,NA
LOC103218356,gene-LOC103218356,620103,629013,chr11,NC_023652.1,0.0,NA,NA,NA,NA,NA
LOC103218359,gene-LOC103218359,671384,672107,chr11,NC_023652.1,234.877146000685,-0.623788735874375,0.166938739086353,-3.73663260719674,0.0001865011129277,0.0012060779802888
LOC103218361,gene-LOC103218361,734840,737294,chr11,NC_023652.1,NA,NA,NA,NA,NA,NA
WNK1,gene-WNK1,736668,893404,chr11,NC_023652.1,0.0,NA,NA,NA,NA,NA
RAD52,gene-RAD52,893984,989119,chr11,NC_023652.1,434.183185170978,0.0252298742939886,0.128313016340547,0.196627552009437,0.844119008112118,0.908469205332953
ERC1,gene-ERC1,989376,1530470,chr11,NC_023652.1,848.279642961441,0.0314355806622747,0.104122795663413,0.301908726729671,0.762721643036675,0.854168671624306
LOC103218363,gene-LOC103218363,1303641,1312178,chr11,NC_023652.1,16.6292934019909,0.712411793485241,0.673899222221788,1.05714885845465,0.29044365582998,0.452996855901699
LOC103218366,gene-LOC103218366,1531969,1537257,chr11,NC_023652.1,3.88770011987054,0.205055441675857,1.26710992689685,0.16182924411147,0.87144032310762,0.924920664970652
LOC103218367,gene-LOC103218367,1542150,1545077,chr11,NC_023652.1,0.397557671275198,2.19231000671259,4.34590225026574,0.504454513807469,0.613942018459537,NA
