gene_name,gene_id,gene_start,gene_end,chromosome,peak_start,peak_end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak
YTHDC1,gene-YTHDC1,633158,670000,chr7,632839,633748,NC_023648.1,2803_002_autosomes_peak_24348,633,.,28.9864,66.559,63.3457,319
YTHDC1,gene-YTHDC1,633158,670000,chr7,640888,641049,NC_023648.1,2803_002_autosomes_peak_24349,19,.,3.37051,3.83133,1.95257,30
GNRHR,gene-GNRHR,1205294,1225105,chr7,1215140,1215297,NC_023648.1,2803_002_autosomes_peak_24350,19,.,3.37051,3.83133,1.95257,49
UBA6,gene-UBA6,1246462,1320919,chr7,1246156,1246911,NC_023648.1,2803_002_autosomes_peak_24352a,482,.,23.5936,51.2659,48.2516,202
UBA6,gene-UBA6,1246462,1320919,chr7,1246156,1246911,NC_023648.1,2803_002_autosomes_peak_24352b,305,.,16.8525,33.2836,30.5397,490
CENPC,gene-CENPC,1393336,1464189,chr7,1393103,1393860,NC_023648.1,2803_002_autosomes_peak_24353,633,.,28.9864,66.559,63.3457,125
EPHA5,gene-EPHA5,3219396,3564416,chr7,3218974,3219561,NC_023648.1,2803_002_autosomes_peak_24358a,52,.,5.39281,7.31679,5.2005,130
EPHA5,gene-EPHA5,3219396,3564416,chr7,3218974,3219561,NC_023648.1,2803_002_autosomes_peak_24358b,131,.,9.43743,15.5552,13.1671,404
LPHN3,gene-LPHN3,6726400,7261059,chr7,7047634,7047806,NC_023648.1,2803_002_autosomes_peak_24365,52,.,5.39281,7.31679,5.2005,128
LPHN3,gene-LPHN3,6726400,7261059,chr7,7166055,7166359,NC_023648.1,2803_002_autosomes_peak_24366,117,.,8.76332,14.0924,11.7426,103
LOC103235631,gene-LOC103235631,11542483,11544981,chr7,11544279,11544447,NC_023648.1,2803_002_autosomes_peak_24384,29,.,4.04461,4.93036,2.95342,131
IGFBP7,gene-IGFBP7,11617096,11694530,chr7,11616298,11618049,NC_023648.1,2803_002_autosomes_peak_24390a,64,.,6.06692,8.5891,6.41772,768
IGFBP7,gene-IGFBP7,11617096,11694530,chr7,11616298,11618049,NC_023648.1,2803_002_autosomes_peak_24390b,117,.,8.76332,14.0924,11.7426,1006
IGFBP7,gene-IGFBP7,11617096,11694530,chr7,11616298,11618049,NC_023648.1,2803_002_autosomes_peak_24390c,89,.,7.41512,11.2654,8.99864,1382
IGFBP7,gene-IGFBP7,11617096,11694530,chr7,11624148,11624338,NC_023648.1,2803_002_autosomes_peak_24391,40,.,4.71871,6.09502,4.04188,53
IGFBP7,gene-IGFBP7,11617096,11694530,chr7,11624872,11625299,NC_023648.1,2803_002_autosomes_peak_24392,191,.,12.1338,21.6867,19.1581,301
IGFBP7,gene-IGFBP7,11617096,11694530,chr7,11626090,11626504,NC_023648.1,2803_002_autosomes_peak_24393,76,.,6.74102,9.90672,7.68582,302
IGFBP7,gene-IGFBP7,11617096,11694530,chr7,11645745,11646432,NC_023648.1,2803_002_autosomes_peak_24394,161,.,10.7856,18.5684,16.1079,263
IGFBP7,gene-IGFBP7,11617096,11694530,chr7,11647898,11648669,NC_023648.1,2803_002_autosomes_peak_24395,52,.,5.39281,7.31679,5.2005,209
IGFBP7,gene-IGFBP7,11617096,11694530,chr7,11649512,11649623,NC_023648.1,2803_002_autosomes_peak_24396,19,.,3.37051,3.83133,1.95257,63
IGFBP7,gene-IGFBP7,11617096,11694530,chr7,11652488,11653062,NC_023648.1,2803_002_autosomes_peak_24397a,64,.,6.06692,8.5891,6.41772,103
IGFBP7,gene-IGFBP7,11617096,11694530,chr7,11652488,11653062,NC_023648.1,2803_002_autosomes_peak_24397b,176,.,11.4597,20.1152,17.6199,236
IGFBP7,gene-IGFBP7,11617096,11694530,chr7,11653276,11653417,NC_023648.1,2803_002_autosomes_peak_24398,29,.,4.04461,4.93036,2.95342,56
IGFBP7,gene-IGFBP7,11617096,11694530,chr7,11671200,11671498,NC_023648.1,2803_002_autosomes_peak_24399,40,.,4.71871,6.09502,4.04188,216
POLR2B,gene-POLR2B,11694446,11736215,chr7,11702087,11702469,NC_023648.1,2803_002_autosomes_peak_24400,652,.,29.6605,68.5182,65.281,194
POLR2B,gene-POLR2B,11694446,11736215,chr7,11704942,11705581,NC_023648.1,2803_002_autosomes_peak_24401,117,.,8.76332,14.0924,11.7426,74
REST,gene-REST,11749312,11776103,chr7,11774412,11775662,NC_023648.1,2803_002_autosomes_peak_24402a,52,.,5.39281,7.31679,5.2005,672
REST,gene-REST,11749312,11776103,chr7,11774412,11775662,NC_023648.1,2803_002_autosomes_peak_24402b,255,.,14.8302,28.1957,25.5403,944
REST,gene-REST,11749312,11776103,chr7,11775845,11776067,NC_023648.1,2803_002_autosomes_peak_24403,40,.,4.71871,6.09502,4.04188,119
THEGL,gene-THEGL,12017163,12098983,chr7,12076901,12077279,NC_023648.1,2803_002_autosomes_peak_24406,64,.,6.06692,8.5891,6.41772,121
THEGL,gene-THEGL,12017163,12098983,chr7,12079810,12080334,NC_023648.1,2803_002_autosomes_peak_24407,89,.,7.41512,11.2654,8.99864,305
THEGL,gene-THEGL,12017163,12098983,chr7,12080609,12080788,NC_023648.1,2803_002_autosomes_peak_24408,40,.,4.71871,6.09502,4.04188,84
THEGL,gene-THEGL,12017163,12098983,chr7,12098679,12099260,NC_023648.1,2803_002_autosomes_peak_24409a,131,.,9.43743,15.5552,13.1671,232
THEGL,gene-THEGL,12017163,12098983,chr7,12098679,12099260,NC_023648.1,2803_002_autosomes_peak_24409b,103,.,8.08922,12.6616,10.3521,404
SRP72,gene-SRP72,12127817,12162992,chr7,12162287,12163276,NC_023648.1,2803_002_autosomes_peak_24411a,131,.,9.43743,15.5552,13.1671,106
SRP72,gene-SRP72,12127817,12162992,chr7,12162287,12163276,NC_023648.1,2803_002_autosomes_peak_24411b,161,.,10.7856,18.5684,16.1079,365
SRP72,gene-SRP72,12127817,12162992,chr7,12162287,12163276,NC_023648.1,2803_002_autosomes_peak_24411c,271,.,15.5043,29.8734,27.1884,761
