seqid,start,end,id,name,seqid_old,start_id,end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_x,middle_y,middle_z,middle_percent,middle_pos,center_of_mass,distance_from_com
chr10,14801,16149,gene-LOC103216839,LOC103216839,NC_023651.1,0,1,"[32.962915458800005, -36.3124360029, 20.307130904799997]",32.962915458800005,-36.3124360029,20.3071309048,"[32.9591664012, -36.311199752099995, 20.323124655199997]",32.9591664012,-36.3111997521,20.3231246552,15475,32.9591664012,-36.3111997521,20.3231246552,16.149,"[32.9591664012, -36.311199752099995, 20.323124655199997]","[34.78335789269051, -35.35423280715396, 19.946370054432347]",2.0941357072895976
chr10,18901,20291,gene-LOC103216840,LOC103216840,NC_023651.1,0,1,"[32.9515125388, -36.3086758929, 20.355776584799997]",32.9515125388,-36.3086758929,20.3557765848,"[32.947646670800005, -36.3074011239, 20.3722686568]",32.947646670800005,-36.3074011239,20.3722686568,19596,32.947646670800005,-36.3074011239,20.3722686568,20.291,"[32.947646670800005, -36.3074011239, 20.3722686568]","[34.78335789269051, -35.35423280715396, 19.946370054432347]",2.111813237415167
chr10,27777,53757,gene-PTPN18,PTPN18,NC_023651.1,0,1,"[32.9268266076, -36.30053571329999, 20.4610885496]",32.9268266076,-36.30053571329999,20.4610885496,"[32.8545710316, -36.276709455299994, 20.7693360536]",32.8545710316,-36.2767094553,20.7693360536,40767,32.8545710316,-36.2767094553,20.7693360536,53.757,"[32.8545710316, -36.276709455299994, 20.7693360536]","[34.78335789269051, -35.35423280715396, 19.946370054432347]",2.2909506667923085
chr10,62049,66112,gene-IMP4,IMP4,NC_023651.1,0,1,"[32.8315093212, -36.269104862099994, 20.8677189752]",32.8315093212,-36.2691048621,20.8677189752,"[32.8202093056, -36.2653786848, 20.9159256576]",32.8202093056,-36.2653786848,20.9159256576,64080,32.8202093056,-36.2653786848,20.9159256576,66.11200000000001,"[32.8202093056, -36.2653786848, 20.9159256576]","[34.78335789269051, -35.35423280715396, 19.946370054432347]",2.3715347884820526
chr10,66264,70711,gene-CCDC115,CCDC115,NC_023651.1,0,1,"[32.819786563200005, -36.265239285599996, 20.9177291072]",32.819786563200005,-36.2652392856,20.9177291072,"[32.8074185668, -36.261160941899995, 20.9704918728]",32.8074185668,-36.2611609419,20.9704918728,68487,32.8074185668,-36.2611609419,20.9704918728,70.711,"[32.8074185668, -36.261160941899995, 20.9704918728]","[34.78335789269051, -35.35423280715396, 19.946370054432347]",2.4032645214481114
chr10,71703,71774,gene-TRNAE-UUC,TRNAE-UUC,NC_023651.1,0,1,"[32.8046596164, -36.260251178699995, 20.9822617544]",32.8046596164,-36.2602511787,20.9822617544,"[32.8044621512, -36.2601860646, 20.9831041552]",32.8044621512,-36.2601860646,20.9831041552,71738,32.8044621512,-36.2601860646,20.9831041552,71.774,"[32.8044621512, -36.2601860646, 20.9831041552]","[34.78335789269051, -35.35423280715396, 19.946370054432347]",2.4107254626068224
chr10,114518,122037,gene-TUBA3E,TUBA3E,NC_023651.1,1,2,"[32.6855825384, -36.2209855422, 21.490253166400002]",32.6855825384,-36.2209855422,21.4902531664,"[32.6646706956, -36.2140898673, 21.5794645976]",32.6646706956,-36.2140898673,21.5794645976,118277,32.6646706956,-36.2140898673,21.5794645976,22.037000000000003,"[32.6646706956, -36.2140898673, 21.5794645976]","[34.78335789269051, -35.35423280715396, 19.946370054432347]",2.809837609172848
chr10,123055,131782,gene-MZT2B,MZT2B,NC_023651.1,1,2,"[32.661839434, -36.213156259499996, 21.591542964000002]",32.661839434,-36.2131562595,21.591542964,"[32.6375679016, -36.2051527278, 21.6950870736]",32.6375679016,-36.2051527278,21.6950870736,127418,32.6375679016,-36.2051527278,21.6950870736,31.782,"[32.6375679016, -36.2051527278, 21.6950870736]","[34.78335789269051, -35.35423280715396, 19.946370054432347]",2.895943820301607
chr10,131882,162244,gene-SMPD4,SMPD4,NC_023651.1,1,2,"[32.6372897816, -36.2050610178, 21.6962735536]",32.6372897816,-36.2050610178,21.6962735536,"[32.5528469872, -36.1772160276, 22.056512611200002]",32.5528469872,-36.1772160276,22.0565126112,147063,32.5528469872,-36.1772160276,22.0565126112,62.244,"[32.5528469872, -36.1772160276, 22.056512611200002]","[34.78335789269051, -35.35423280715396, 19.946370054432347]",3.178864874531437
chr10,169091,175735,gene-CCDC74B,CCDC74B,NC_023651.1,1,2,"[32.5338041108, -36.1709366439, 22.1377508968]",32.5338041108,-36.1709366439,22.1377508968,"[32.515325818, -36.164843431499996, 22.216580628000003]",32.515325818,-36.1648434315,22.216580628000003,172413,32.515325818,-36.1648434315,22.216580628000003,75.735,"[32.515325818, -36.164843431499996, 22.216580628000003]","[34.78335789269051, -35.35423280715396, 19.946370054432347]",3.3098210109409223
chr10,170411,171707,gene-LOC103216849,LOC103216849,NC_023651.1,1,2,"[32.5301329268, -36.1697260719, 22.1534124328]",32.5301329268,-36.1697260719,22.1534124328,"[32.5265284916, -36.1685375103, 22.1687892136]",32.5265284916,-36.1685375103,22.1687892136,171059,32.5265284916,-36.1685375103,22.1687892136,71.707,"[32.5265284916, -36.1685375103, 22.1687892136]","[34.78335789269051, -35.35423280715396, 19.946370054432347]",3.270400283486378
chr10,181153,183990,gene-LOC103216847,LOC103216847,NC_023651.1,1,2,"[32.5002572764, -36.159874583699995, 22.2808641144]",32.5002572764,-36.1598745837,22.2808641144,"[32.492367012, -36.157272770999995, 22.314524552]",32.492367012,-36.157272771,22.314524552,182571,32.492367012,-36.157272771,22.314524552,83.99,"[32.492367012, -36.157272770999995, 22.314524552]","[34.78335789269051, -35.35423280715396, 19.946370054432347]",3.3914109340053176
chr10,208084,219451,gene-LOC103216851,LOC103216851,NC_023651.1,2,3,"[32.422763431999996, -36.107994522, 22.437629362000003]",32.422763432,-36.107994522,22.437629362000003,"[32.387502998, -36.0593494455, 22.343629955500003]",32.387502998,-36.0593494455,22.343629955500003,213767,32.387502998,-36.0593494455,22.343629955500003,19.451,"[32.387502998, -36.0593494455, 22.343629955500003]","[34.78335789269051, -35.35423280715396, 19.946370054432347]",3.4618153017386395
chr10,227228,230605,gene-LOC103216852,LOC103216852,NC_023651.1,2,3,"[32.363378744, -36.026067774, 22.279318054]",32.363378744,-36.026067774,22.279318054,"[32.35290329, -36.0116159025, 22.2513919525]",32.35290329,-36.0116159025,22.2513919525,228916,32.35290329,-36.0116159025,22.2513919525,30.605,"[32.35290329, -36.0116159025, 22.2513919525]","[34.78335789269051, -35.35423280715396, 19.946370054432347]",3.4135594414566195
chr10,234420,266177,gene-LOC103216853,LOC103216853,NC_023651.1,2,3,"[32.341069159999996, -35.99528961, 22.21984381]",32.34106916,-35.99528961,22.21984381,"[32.242558945999996, -35.8593855285, 21.9572292985]",32.242558946,-35.8593855285,21.9572292985,250298,32.242558946,-35.8593855285,21.9572292985,66.17699999999999,"[32.242558945999996, -35.8593855285, 21.9572292985]","[34.78335789269051, -35.35423280715396, 19.946370054432347]",3.2793891899009595
chr10,277956,289034,gene-LOC103216854,LOC103216854,NC_023651.1,2,3,"[32.206020488, -35.808977298, 21.859822858]",32.206020488,-35.808977298,21.859822858,"[32.171656532, -35.761568997000005, 21.768213337000002]",32.171656532,-35.761568997000005,21.768213337,283495,32.171656532,-35.761568997000005,21.768213337,89.034,"[32.171656532, -35.761568997000005, 21.768213337000002]","[34.78335789269051, -35.35423280715396, 19.946370054432347]",3.2102990071374733
chr10,353002,354470,gene-LOC103216855,LOC103216855,NC_023651.1,3,4,"[31.896327194199998, -35.7952401414, 22.1678939036]",31.8963271942,-35.7952401414,22.1678939036,"[31.889643536999998, -35.797472529, 22.181475545999998]",31.889643537,-35.797472529,22.181475546,353736,31.889643537,-35.797472529,22.181475546,54.47,"[31.889643536999998, -35.797472529, 22.181475545999998]","[34.78335789269051, -35.35423280715396, 19.946370054432347]",3.6831699365882344
chr10,357406,358246,gene-LOC103216859,LOC103216859,NC_023651.1,3,4,"[31.876276222599998, -35.8019373042, 22.2086388308]",31.8762762226,-35.8019373042,22.2086388308,"[31.8724517866, -35.8032146922, 22.2164103428]",31.8724517866,-35.8032146922,22.2164103428,357826,31.8724517866,-35.8032146922,22.2164103428,58.246,"[31.8724517866, -35.8032146922, 22.2164103428]","[34.78335789269051, -35.35423280715396, 19.946370054432347]",3.718607535407147
chr10,401559,468416,gene-LOC103216860,LOC103216860,NC_023651.1,4,5,"[31.670799369, -35.8686069912, 22.594277836699998]",31.670799369,-35.8686069912,22.5942778367,"[31.175455856, -35.9499585888, 22.2326683808]",31.175455856,-35.9499585888,22.2326683808,434987,31.175455856,-35.9499585888,22.2326683808,68.416,"[31.175455856, -35.9499585888, 22.2326683808]","[34.78335789269051, -35.35423280715396, 19.946370054432347]",4.312656530541802
chr10,694457,729212,gene-LOC103217006,LOC103217006,NC_023651.1,6,8,"[31.387233661, -36.38344381065, 21.1727326443]",31.387233661,-36.38344381065,21.1727326443,"[31.455805276, -36.3440125254, 21.1508335188]",31.455805276,-36.3440125254,21.1508335188,711834,31.455805276,-36.3440125254,21.1508335188,64.606,"[31.455805276, -36.3440125254, 21.1508335188]","[34.78335789269051, -35.35423280715396, 19.946370054432347]",3.6746431860102544
chr10,831979,905882,gene-LOC103216861,LOC103216861,NC_023651.1,8,10,"[31.47077908215, -36.4583753604, 21.07777668475]",31.47077908215,-36.4583753604,21.07777668475,"[31.182620199699997, -36.9082672632, 21.0120214905]",31.1826201997,-36.9082672632,21.0120214905,868930,31.1826201997,-36.9082672632,21.0120214905,52.941,"[31.182620199699997, -36.9082672632, 21.0120214905]","[34.78335789269051, -35.35423280715396, 19.946370054432347]",4.063981792219794
chr10,1032038,1033681,gene-LOC103216863,LOC103216863,NC_023651.1,10,11,"[30.7589199248, -37.6952562666, 21.1628077714]",30.7589199248,-37.6952562666,21.1628077714,"[30.7560111576, -37.7062326567, 21.174835024300002]",30.7560111576,-37.7062326567,21.1748350243,1032859,30.7560111576,-37.7062326567,21.1748350243,33.681,"[30.7560111576, -37.7062326567, 21.174835024300002]","[34.78335789269051, -35.35423280715396, 19.946370054432347]",4.822919364772827
chr10,1918019,1971060,gene-HS6ST1,HS6ST1,NC_023651.1,19,20,"[30.392081842299998, -37.1074639782, 23.0704413521]",30.3920818423,-37.1074639782,23.0704413521,"[30.423466202, -37.424532468, 23.503568854]",30.423466202,-37.424532468,23.503568854,1944539,30.423466202,-37.424532468,23.503568854,71.06,"[30.423466202, -37.424532468, 23.503568854]","[34.78335789269051, -35.35423280715396, 19.946370054432347]",5.995703423277117
