chr,bin1_start,bin2_start,contact_count
chr19,1000000,1000000,19914.82421875
chr19,1000000,1100000,4240.337890625
chr19,1100000,1100000,19656.716796875
chr19,1000000,1200000,2763.560302734375
chr19,1100000,1200000,3441.499755859375
chr19,1200000,1200000,15697.421875
chr19,1000000,1300000,733.7933349609375
chr19,1100000,1300000,759.1881103515625
chr19,1200000,1300000,3096.904052734375
chr19,1300000,1300000,16636.7109375
chr19,1000000,1400000,753.900634765625
chr19,1100000,1400000,575.6788330078125
chr19,1200000,1400000,1279.4432373046875
chr19,1300000,1400000,2457.946044921875
chr19,1400000,1400000,16492.8828125
chr19,1000000,1500000,602.423583984375
chr19,1100000,1500000,461.075439453125
chr19,1200000,1500000,952.7969360351562
chr19,1300000,1500000,1346.64501953125
chr19,1400000,1500000,3613.942138671875
chr19,1500000,1500000,16801.66015625
chr19,1000000,1600000,580.7990112304688
chr19,1100000,1600000,427.5379333496094
chr19,1200000,1600000,951.401123046875
chr19,1300000,1600000,1331.595947265625
chr19,1400000,1600000,2379.88671875
chr19,1500000,1600000,3824.607666015625
chr19,1600000,1600000,16236.49609375
chr19,1000000,1700000,453.322509765625
chr19,1100000,1700000,377.60614013671875
chr19,1200000,1700000,1109.62158203125
chr19,1300000,1700000,1522.433837890625
chr19,1400000,1700000,1488.0838623046875
chr19,1500000,1700000,1531.4752197265625
chr19,1600000,1700000,2747.611572265625
chr19,1700000,1700000,14534.595703125
chr19,1000000,1800000,156.61880493164062
chr19,1100000,1800000,240.44496154785156
chr19,1200000,1800000,416.95648193359375
chr19,1300000,1800000,713.416259765625
chr19,1400000,1800000,370.28533935546875
chr19,1500000,1800000,368.94189453125
chr19,1600000,1800000,484.7157287597656
chr19,1700000,1800000,1976.61572265625
chr19,1800000,1800000,16658.4453125
chr19,1000000,1900000,122.5152587890625
chr19,1100000,1900000,142.4292449951172
chr19,1200000,1900000,338.3822937011719
chr19,1300000,1900000,481.908935546875
chr19,1400000,1900000,260.3431396484375
chr19,1500000,1900000,261.566650390625
chr19,1600000,1900000,339.15093994140625
chr19,1700000,1900000,1383.8123779296875
chr19,1800000,1900000,3892.129638671875
chr19,1900000,1900000,14981.080078125
chr19,1000000,2000000,72.48423767089844
chr19,1100000,2000000,86.5507583618164
chr19,1200000,2000000,186.43898010253906
chr19,1300000,2000000,266.8071594238281
chr19,1400000,2000000,184.37107849121094
chr19,1500000,2000000,153.1270294189453
chr19,1600000,2000000,210.0593719482422
chr19,1700000,2000000,780.549560546875
chr19,1800000,2000000,996.517578125
chr19,1900000,2000000,2620.54248046875
chr19,2000000,2000000,14433.9404296875
chr19,1000000,2100000,66.20433807373047
chr19,1100000,2100000,96.09844970703125
chr19,1200000,2100000,111.4299545288086
chr19,1300000,2100000,185.45074462890625
chr19,1400000,2100000,118.74183654785156
chr19,1500000,2100000,114.037109375
chr19,1600000,2100000,174.2126922607422
chr19,1700000,2100000,408.3927001953125
chr19,1800000,2100000,706.5852661132812
chr19,1900000,2100000,1032.4271240234375
chr19,2000000,2100000,3337.154541015625
chr19,2100000,2100000,16043.96875
chr19,1000000,2200000,58.81842803955078
chr19,1100000,2200000,71.73790740966797
chr19,1200000,2200000,121.89823150634766
chr19,1300000,2200000,193.5010528564453
chr19,1400000,2200000,104.43976593017578
chr19,1500000,2200000,104.13939666748047
chr19,1600000,2200000,93.7507095336914
chr19,1700000,2200000,341.1162414550781
chr19,1800000,2200000,702.4443969726562
chr19,1900000,2200000,1119.901123046875
chr19,2000000,2200000,2441.15087890625
chr19,2100000,2200000,4318.16650390625
chr19,2200000,2200000,15886.4912109375
chr19,1000000,2300000,101.59868621826172
chr19,1100000,2300000,76.25530242919922
chr19,1200000,2300000,126.85802459716797
chr19,1300000,2300000,220.37782287597656
chr19,1400000,2300000,199.14471435546875
chr19,1500000,2300000,183.3627166748047
chr19,1600000,2300000,248.94223022460938
chr19,1700000,2300000,567.5202026367188
chr19,1800000,2300000,633.4815063476562
chr19,1900000,2300000,1206.3524169921875
chr19,2000000,2300000,1993.84326171875
chr19,2100000,2300000,1514.387939453125
chr19,2200000,2300000,2362.70751953125
chr19,2300000,2300000,14957.9169921875
chr19,1000000,2400000,41.104576110839844
chr19,1100000,2400000,55.532169342041016
chr19,1200000,2400000,111.11370086669922
chr19,1300000,2400000,159.49729919433594
chr19,1400000,2400000,116.4835433959961
chr19,1500000,2400000,118.26199340820312
chr19,1600000,2400000,193.7012481689453
chr19,1700000,2400000,448.4071960449219
chr19,1800000,2400000,581.4486083984375
chr19,1900000,2400000,951.3826293945312
chr19,2000000,2400000,1279.3199462890625
chr19,2100000,2400000,849.4003295898438
chr19,2200000,2400000,1054.18115234375
chr19,2300000,2400000,3162.10302734375
chr19,2400000,2400000,14417.9794921875
chr19,1000000,2500000,15.11396598815918
chr19,1100000,2500000,12.890735626220703
chr19,1200000,2500000,9.904484748840332
chr19,1300000,2500000,19.703346252441406
chr19,1400000,2500000,18.48265266418457
chr19,1500000,2500000,10.136222839355469
chr19,1600000,2500000,20.23382568359375
chr19,1700000,2500000,29.345626831054688
chr19,1800000,2500000,37.5519905090332
chr19,1900000,2500000,25.543560028076172
chr19,2000000,2500000,28.438879013061523
chr19,2100000,2500000,35.94023513793945
chr19,2200000,2500000,27.26523208618164
chr19,2300000,2500000,77.71997833251953
chr19,2400000,2500000,266.7558898925781
chr19,2500000,2500000,13441.10546875
chr19,1000000,2600000,19.512901306152344
chr19,1100000,2600000,10.984114646911621
chr19,1200000,2600000,10.549436569213867
chr19,1300000,2600000,25.23851203918457
chr19,1400000,2600000,4.666356086730957
chr19,1500000,2600000,7.197509765625
chr19,1600000,2600000,14.649312973022461
chr19,1700000,2600000,17.09758949279785
chr19,1800000,2600000,14.005777359008789
chr19,1900000,2600000,15.114934921264648
chr19,2000000,2600000,14.958388328552246
chr19,2100000,2600000,12.287586212158203
chr19,2200000,2600000,17.80270767211914
chr19,2300000,2600000,34.045867919921875
chr19,2400000,2600000,13.685338020324707
chr19,2500000,2600000,2670.929931640625
chr19,2600000,2600000,16722.87890625
chr19,1000000,2700000,10.600601196289062
chr19,1100000,2700000,2.4863510131835938
chr19,1200000,2700000,8.357852935791016
chr19,1300000,2700000,22.355058670043945
chr19,1400000,2700000,11.883047103881836
chr19,1500000,2700000,10.997233390808105
chr19,1600000,2700000,8.034926414489746
chr19,1700000,2700000,11.973400115966797
chr19,1800000,2700000,14.26648998260498
chr19,1900000,2700000,13.343454360961914
chr19,2000000,2700000,10.157889366149902
chr19,2100000,2700000,11.553522109985352
chr19,2200000,2700000,19.040803909301758
chr19,2300000,2700000,20.136552810668945
chr19,2400000,2700000,13.940085411071777
chr19,2500000,2700000,1809.882568359375
chr19,2600000,2700000,3438.116943359375
chr19,2700000,2700000,13486.5693359375
chr19,1000000,2800000,17.336362838745117
chr19,1100000,2800000,10.843230247497559
chr19,1200000,2800000,19.5264892578125
chr19,1300000,2800000,19.498538970947266
chr19,1400000,2800000,24.616008758544922
chr19,1500000,2800000,21.315580368041992
chr19,1600000,2800000,23.777910232543945
chr19,1700000,2800000,20.174835205078125
chr19,1800000,2800000,15.554404258728027
chr19,1900000,2800000,10.071721076965332
chr19,2000000,2800000,12.182387351989746
chr19,2100000,2800000,6.298260688781738
chr19,2200000,2800000,12.851255416870117
chr19,2300000,2800000,20.73470115661621
chr19,2400000,2800000,15.198533058166504
chr19,2500000,2800000,680.0797729492188
chr19,2600000,2800000,917.1732177734375
chr19,2700000,2800000,3116.751708984375
chr19,2800000,2800000,15267.857421875
chr19,1000000,2900000,12.67780590057373
chr19,1100000,2900000,13.08364486694336
chr19,1200000,2900000,17.135292053222656
chr19,1300000,2900000,18.180187225341797
chr19,1400000,2900000,20.464630126953125
chr19,1500000,2900000,16.36713218688965
chr19,1600000,2900000,18.669658660888672
chr19,1700000,2900000,20.828519821166992
chr19,1800000,2900000,14.699597358703613
chr19,1900000,2900000,14.730578422546387
chr19,2000000,2900000,9.71867561340332
chr19,2100000,2900000,10.13279914855957
chr19,2200000,2900000,10.410001754760742
chr19,2300000,2900000,16.054895401000977
chr19,2400000,2900000,24.249698638916016
chr19,2500000,2900000,658.6054077148438
chr19,2600000,2900000,748.2579956054688
chr19,2700000,2900000,2234.77001953125
chr19,2800000,2900000,3420.92236328125
chr19,2900000,2900000,12887.7490234375
chr19,1000000,3000000,5.799988746643066
chr19,1100000,3000000,10.883011817932129
chr19,1200000,3000000,10.4523344039917
chr19,1300000,3000000,19.5700740814209
chr19,1400000,3000000,9.102328300476074
chr19,1500000,3000000,6.685556411743164
chr19,1600000,3000000,8.7924222946167
chr19,1700000,3000000,7.146653175354004
chr19,1800000,3000000,15.611469268798828
chr19,1900000,3000000,15.724599838256836
chr19,2000000,3000000,11.115528106689453
chr19,2100000,3000000,16.856979370117188
chr19,2200000,3000000,23.812437057495117
chr19,2300000,3000000,22.034934997558594
chr19,2400000,3000000,4.160261631011963
chr19,2500000,3000000,954.909423828125
chr19,2600000,3000000,471.78948974609375
chr19,2700000,3000000,900.79248046875
chr19,2800000,3000000,882.1948852539062
chr19,2900000,3000000,2450.80029296875
chr19,3000000,3000000,13209.3154296875
chr19,1000000,3100000,9.853302955627441
chr19,1100000,3100000,12.710906028747559
chr19,1200000,3100000,17.756935119628906
chr19,1300000,3100000,14.545385360717773
chr19,1400000,3100000,7.731739521026611
chr19,1500000,3100000,9.086199760437012
chr19,1600000,3100000,16.003923416137695
chr19,1700000,3100000,15.176353454589844
chr19,1800000,3100000,15.300880432128906
chr19,1900000,3100000,9.540613174438477
chr19,2000000,3100000,11.330161094665527
chr19,2100000,3100000,19.68825340270996
chr19,2200000,3100000,17.69850730895996
chr19,2300000,3100000,13.517841339111328
chr19,2400000,3100000,18.84708023071289
chr19,2500000,3100000,454.7803039550781
chr19,2600000,3100000,388.6337890625
chr19,2700000,3100000,885.71923828125
chr19,2800000,3100000,805.2491455078125
chr19,2900000,3100000,1831.9935302734375
chr19,3000000,3100000,5070.4892578125
chr19,3100000,3100000,13584.5576171875
chr19,1000000,3200000,21.829513549804688
chr19,1100000,3200000,10.922819137573242
chr19,1200000,3200000,15.73585033416748
chr19,1300000,3200000,15.958846092224121
chr19,1400000,3200000,11.745800971984863
chr19,1500000,3200000,21.472034454345703
chr19,1600000,3200000,22.691783905029297
chr19,1700000,3200000,23.90931510925293
chr19,1800000,3200000,20.489673614501953
chr19,1900000,3200000,15.78211784362793
chr19,2000000,3200000,8.924949645996094
chr19,2100000,3200000,14.803810119628906
chr19,2200000,3200000,7.966512680053711
chr19,2300000,3200000,15.972330093383789
chr19,2400000,3200000,15.310090065002441
chr19,2500000,3200000,314.0395812988281
chr19,2600000,3200000,350.1809997558594
chr19,2700000,3200000,742.5631103515625
chr19,2800000,3200000,812.0442504882812
chr19,2900000,3200000,2053.023681640625
chr19,3000000,3200000,2413.15673828125
chr19,3100000,3200000,3499.038330078125
chr19,3200000,3200000,13625.1982421875
chr19,1000000,3300000,16.539546966552734
chr19,1100000,3300000,9.3103666305542
chr19,1200000,3300000,20.864490509033203
chr19,1300000,3300000,23.717987060546875
chr19,1400000,3300000,23.7318115234375
chr19,1500000,3300000,35.079376220703125
chr19,1600000,3300000,30.087509155273438
chr19,1700000,3300000,33.96627426147461
chr19,1800000,3300000,15.067790031433105
chr19,1900000,3300000,12.811737060546875
chr19,2000000,3300000,8.87533187866211
chr19,2100000,3300000,14.421070098876953
chr19,2200000,3300000,13.580954551696777
chr19,2300000,3300000,16.756254196166992
chr19,2400000,3300000,9.490893363952637
chr19,2500000,3300000,179.77542114257812
chr19,2600000,3300000,232.78189086914062
chr19,2700000,3300000,390.0924987792969
chr19,2800000,3300000,590.7059326171875
chr19,2900000,3300000,939.1619873046875
chr19,3000000,3300000,746.3225708007812
chr19,3100000,3300000,746.5142211914062
chr19,3200000,3300000,2199.55419921875
chr19,3300000,3300000,14898.5595703125
chr19,1000000,3400000,27.765180587768555
chr19,1100000,3400000,15.629450798034668
chr19,1200000,3400000,20.01458740234375
chr19,1300000,3400000,26.934173583984375
chr19,1400000,3400000,34.859073638916016
chr19,1500000,3400000,33.284671783447266
chr19,1600000,3400000,26.456750869750977
chr19,1700000,3400000,30.790630340576172
chr19,1800000,3400000,22.995019912719727
chr19,1900000,3400000,23.657978057861328
chr19,2000000,3400000,21.284500122070312
chr19,2100000,3400000,15.130539894104004
chr19,2200000,3400000,13.299153327941895
chr19,2300000,3400000,18.752647399902344
chr19,2400000,3400000,25.226463317871094
chr19,2500000,3400000,183.0721435546875
chr19,2600000,3400000,231.10313415527344
chr19,2700000,3400000,325.2869567871094
chr19,2800000,3400000,464.3146667480469
chr19,2900000,3400000,529.2821044921875
chr19,3000000,3400000,412.1567077636719
chr19,3100000,3400000,521.1655883789062
chr19,3200000,3400000,973.05126953125
chr19,3300000,3400000,3045.166259765625
chr19,3400000,3400000,15010.7939453125
chr19,1000000,3500000,21.50979995727539
chr19,1100000,3500000,17.297428131103516
chr19,1200000,3500000,13.84409236907959
chr19,1300000,3500000,16.84833526611328
chr19,1400000,3500000,41.33489990234375
chr19,1500000,3500000,22.66880989074707
chr19,1600000,3500000,22.62562370300293
chr19,1700000,3500000,23.97983741760254
chr19,1800000,3500000,22.904146194458008
chr19,1900000,3500000,20.232131958007812
chr19,2000000,3500000,16.48918914794922
chr19,2100000,3500000,14.512569427490234
chr19,2200000,3500000,15.769758224487305
chr19,2300000,3500000,19.456811904907227
chr19,2400000,3500000,11.75521469116211
chr19,2500000,3500000,160.85975646972656
chr19,2600000,3500000,183.6868438720703
chr19,2700000,3500000,228.5536651611328
chr19,2800000,3500000,379.5897521972656
chr19,2900000,3500000,520.052490234375
chr19,3000000,3500000,436.7042541503906
chr19,3100000,3500000,501.9345703125
chr19,3200000,3500000,1013.1661376953125
chr19,3300000,3500000,2487.700439453125
chr19,3400000,3500000,3684.8291015625
chr19,3500000,3500000,14904.8818359375
chr19,1000000,3600000,38.41778564453125
chr19,1100000,3600000,14.41731071472168
chr19,1200000,3600000,20.77015495300293
chr19,1300000,3600000,22.036699295043945
chr19,1400000,3600000,38.586700439453125
chr19,1500000,3600000,34.00979232788086
chr19,1600000,3600000,38.60411834716797
chr19,1700000,3600000,35.345542907714844
chr19,1800000,3600000,17.817781448364258
chr19,1900000,3600000,19.045690536499023
chr19,2000000,3600000,18.848432540893555
chr19,2100000,3600000,11.165674209594727
chr19,2200000,3600000,13.669767379760742
chr19,2300000,3600000,29.839548110961914
chr19,2400000,3600000,14.696859359741211
chr19,2500000,3600000,142.46826171875
chr19,2600000,3600000,168.60597229003906
chr19,2700000,3600000,227.41343688964844
chr19,2800000,3600000,331.8824157714844
chr19,2900000,3600000,404.5635070800781
chr19,3000000,3600000,320.138916015625
chr19,3100000,3600000,369.91802978515625
chr19,3200000,3600000,640.0181274414062
chr19,3300000,3600000,1317.272705078125
chr19,3400000,3600000,1386.111083984375
chr19,3500000,3600000,2651.94775390625
chr19,3600000,3600000,14513.6708984375
chr19,1000000,3700000,25.559099197387695
chr19,1100000,3700000,15.986237525939941
chr19,1200000,3700000,10.235738754272461
chr19,1300000,3700000,22.757888793945312
chr19,1400000,3700000,25.467737197875977
chr19,1500000,3700000,27.49747085571289
chr19,1600000,3700000,39.36102294921875
chr19,1700000,3700000,26.827808380126953
chr19,1800000,3700000,25.87194061279297
chr19,1900000,3700000,20.898305892944336
chr19,2000000,3700000,20.681861877441406
chr19,2100000,3700000,7.222104072570801
chr19,2200000,3700000,22.347366333007812
chr19,2300000,3700000,28.771095275878906
chr19,2400000,3700000,23.086294174194336
chr19,2500000,3700000,133.9130401611328
chr19,2600000,3700000,121.41270446777344
chr19,2700000,3700000,143.3728485107422
chr19,2800000,3700000,266.0950012207031
chr19,2900000,3700000,276.4414367675781
chr19,3000000,3700000,213.17794799804688
chr19,3100000,3700000,201.4244384765625
chr19,3200000,3700000,356.9968566894531
chr19,3300000,3700000,635.23095703125
chr19,3400000,3700000,653.5825805664062
chr19,3500000,3700000,881.9586791992188
chr19,3600000,3700000,3484.09326171875
chr19,3700000,3700000,14895.876953125
chr19,1000000,3800000,80.43958282470703
chr19,1100000,3800000,60.37424850463867
chr19,1200000,3800000,48.92487716674805
chr19,1300000,3800000,54.28315734863281
chr19,1400000,3800000,36.06842041015625
chr19,1500000,3800000,33.379722595214844
chr19,1600000,3800000,47.034542083740234
chr19,1700000,3800000,42.95042419433594
chr19,1800000,3800000,41.637351989746094
chr19,1900000,3800000,28.03927230834961
chr19,2000000,3800000,29.29047203063965
chr19,2100000,3800000,20.45646095275879
chr19,2200000,3800000,27.521066665649414
chr19,2300000,3800000,32.25785827636719
chr19,2400000,3800000,30.77244758605957
chr19,2500000,3800000,102.86262512207031
chr19,2600000,3800000,88.25726318359375
chr19,2700000,3800000,124.00019836425781
chr19,2800000,3800000,141.95408630371094
chr19,2900000,3800000,149.78121948242188
chr19,3000000,3800000,122.12133026123047
chr19,3100000,3800000,144.07337951660156
chr19,3200000,3800000,199.17303466796875
chr19,3300000,3800000,307.6186218261719
