gene_name,gene_id,gene_start,gene_end,chromosome,peak_start,peak_end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak,structure_start_id,structure_end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_percent,middle_pos,middle_x,middle_y,middle_z
LOC103237737,gene-LOC103237737,53653,54893,chr9,53474,53747,NC_023650.1,2803_001_autosomes_peak_42252,29,.,3.84937,4.75735,2.97448,163,0,1,"[-27.5830273322, -14.211001011599999, -32.500910641]",-27.5830273322,-14.2110010116,-32.500910641,"[-27.5814126191, -14.211220339799999, -32.4980977855]",-27.5814126191,-14.2112203398,-32.4980977855,53610,53.747,"[-27.5814126191, -14.211220339799999, -32.4980977855]",-27.5814126191,-14.2112203398,-32.4980977855
LOC103237737,gene-LOC103237737,53653,54893,chr9,54712,55069,NC_023650.1,2803_001_autosomes_peak_42253,47,.,4.81171,6.6564,4.77727,72,0,1,"[-27.5757049336, -14.211995620799998, -32.488154908]",-27.5757049336,-14.211995620799998,-32.488154908,"[-27.5735933857, -14.212282434599999, -32.4844765585]",-27.5735933857,-14.2122824346,-32.4844765585,54890,55.069,"[-27.5735933857, -14.212282434599999, -32.4844765585]",-27.5735933857,-14.2122824346,-32.4844765585
LOC103237738,gene-LOC103237738,57937,59227,chr9,58818,58985,NC_023650.1,2803_001_autosomes_peak_42256,29,.,3.84937,4.75735,2.97448,29,0,1,"[-27.5514191754, -14.215294381199998, -32.445848737]",-27.5514191754,-14.215294381199998,-32.445848737,"[-27.5504314205, -14.215428548999999, -32.4441280525]",-27.5504314205,-14.215428549,-32.4441280525,58901,58.985,"[-27.5504314205, -14.215428548999999, -32.4441280525]",-27.5504314205,-14.215428549,-32.4441280525
LOC103238131,gene-LOC103238131,110923,163286,chr9,111057,111551,NC_023650.1,2803_001_autosomes_peak_42257,78,.,6.25522,9.80253,7.81385,374,1,2,"[-27.2424411621, -14.2572631938, -31.9076042005]",-27.2424411621,-14.2572631938,-31.9076042005,"[-27.2395193003, -14.257660073399999, -31.9025142715]",-27.2395193003,-14.2576600734,-31.9025142715,111304,11.551,"[-27.2395193003, -14.257660073399999, -31.9025142715]",-27.2395193003,-14.2576600734,-31.9025142715
LOC103238131,gene-LOC103238131,110923,163286,chr9,120758,120895,NC_023650.1,2803_001_autosomes_peak_42258,14,.,2.88702,3.05827,1.41458,10,1,2,"[-27.1850626574, -14.265056977199999, -31.807649946999998]",-27.1850626574,-14.2650569772,-31.807649947,"[-27.1842523435, -14.265167043, -31.806238367499997]",-27.1842523435,-14.265167043,-31.8062383675,120826,20.895,"[-27.1842523435, -14.265167043, -31.806238367499997]",-27.1842523435,-14.265167043,-31.8062383675
LOC103238131,gene-LOC103238131,110923,163286,chr9,152082,152316,NC_023650.1,2803_001_autosomes_peak_42259,21,.,3.3682,3.87986,2.15898,47,1,2,"[-26.9997905946, -14.2902226788, -31.484903112999998]",-26.9997905946,-14.2902226788,-31.484903113,"[-26.9984065548, -14.2904106744, -31.482492093999998]",-26.9984065548,-14.2904106744,-31.482492094,152199,52.316,"[-26.9984065548, -14.2904106744, -31.482492093999998]",-26.9984065548,-14.2904106744,-31.482492094
LOC103238131,gene-LOC103238131,110923,163286,chr9,160658,161065,NC_023650.1,2803_001_autosomes_peak_42260,78,.,6.25522,9.80253,7.81385,131,1,2,"[-26.949066127400002, -14.2971126372, -31.396540296999998]",-26.9490661274,-14.2971126372,-31.396540297,"[-26.9466588445, -14.297439621, -31.392346772499998]",-26.9466588445,-14.297439621,-31.3923467725,160861,61.065000000000005,"[-26.9466588445, -14.297439621, -31.392346772499998]",-26.9466588445,-14.297439621,-31.3923467725
LOC103238131,gene-LOC103238131,110923,163286,chr9,161561,162119,NC_023650.1,2803_001_autosomes_peak_42261,57,.,5.29288,7.66889,5.74981,326,1,2,"[-26.9437251533, -14.2978381074, -31.387236236499998]",-26.9437251533,-14.2978381074,-31.3872362365,"[-26.9404247507, -14.2982864046, -31.3814868835]",-26.9404247507,-14.2982864046,-31.3814868835,161840,62.119,"[-26.9404247507, -14.2982864046, -31.3814868835]",-26.9404247507,-14.2982864046,-31.3814868835
LOC103238131,gene-LOC103238131,110923,163286,chr9,162413,163177,NC_023650.1,2803_001_autosomes_peak_42262,47,.,4.81171,6.6564,4.77727,386,1,2,"[-26.9386858289, -14.2985226042, -31.3784576545]",-26.9386858289,-14.2985226042,-31.3784576545,"[-26.9341669981, -14.2991364018, -31.3705857805]",-26.9341669981,-14.2991364018,-31.3705857805,162795,63.17700000000001,"[-26.9341669981, -14.2991364018, -31.3705857805]",-26.9341669981,-14.2991364018,-31.3705857805
ZMYND11,gene-ZMYND11,162438,275764,chr9,162413,163177,NC_023650.1,2803_001_autosomes_peak_42262,47,.,4.81171,6.6564,4.77727,386,1,2,"[-26.9386858289, -14.2985226042, -31.3784576545]",-26.9386858289,-14.2985226042,-31.3784576545,"[-26.9341669981, -14.2991364018, -31.3705857805]",-26.9341669981,-14.2991364018,-31.3705857805,162795,63.17700000000001,"[-26.9341669981, -14.2991364018, -31.3705857805]",-26.9341669981,-14.2991364018,-31.3705857805
