gene_name,gene_id,gene_start,gene_end,chromosome,peak_start,peak_end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak,structure_start_id,structure_end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_percent,middle_pos,middle_x,middle_y,middle_z
ZNF596,gene-ZNF596,29165,50523,chr8,29795,30312,NC_023649.1,2803_006_autosomes_peak_24599,66,.,6.45586,9.66788,6.66308,191,0,1,"[4.782319998999999, -21.970649072500002, -38.152559158]",4.782319998999999,-21.9706490725,-38.152559158,"[4.779586206399999, -21.969907436, -38.1482537888]",4.779586206399999,-21.969907436,-38.1482537888,30053,30.312,"[4.779586206399999, -21.969907436, -38.1482537888]",4.779586206399999,-21.969907436,-38.1482537888
ZNF596,gene-ZNF596,29165,50523,chr8,50099,50230,NC_023649.1,2803_006_autosomes_peak_24600,16,.,3.22793,3.94805,1.68706,49,0,1,"[4.674956507799999, -21.9415229845, -37.9834755676]",4.674956507799999,-21.9415229845,-37.9834755676,"[4.674263805999999, -21.941335065, -37.982384652]",4.674263805999999,-21.941335065,-37.982384652,50164,50.23,"[4.674263805999999, -21.941335065, -37.982384652]",4.674263805999999,-21.941335065,-37.982384652
FBXO25,gene-FBXO25,183147,247701,chr8,246725,246860,NC_023649.1,2803_006_autosomes_peak_24602,16,.,3.22793,3.94805,1.68706,49,2,3,"[4.1459464675, -21.8198418775, -37.1080208275]",4.1459464675,-21.8198418775,-37.1080208275,"[4.146708178, -21.820111594, -37.109098114]",4.146708178,-21.820111594,-37.109098114,246792,46.86,"[4.146708178, -21.820111594, -37.109098114]",4.146708178,-21.820111594,-37.109098114
ERICH1,gene-ERICH1,444997,504020,chr8,446100,446443,NC_023649.1,2803_006_autosomes_peak_24608,27,.,4.03491,5.27184,2.76836,32,4,5,"[3.95246551, -21.84979776, -36.412165550000005]",3.95246551,-21.84979776,-36.412165550000005,"[3.9514602113, -21.8462105288, -36.4102191965]",3.9514602113,-21.8462105288,-36.4102191965,446271,46.443,"[3.9514602113, -21.8462105288, -36.4102191965]",3.9514602113,-21.8462105288,-36.4102191965
ERICH1,gene-ERICH1,444997,504020,chr8,448145,448308,NC_023649.1,2803_006_autosomes_peak_24609,27,.,4.03491,5.27184,2.76836,108,4,5,"[3.9464718195, -21.828410332, -36.400561197500004]",3.9464718195,-21.828410332,-36.4005611975,"[3.9459940828, -21.8267056128, -36.399636254]",3.9459940828,-21.8267056128,-36.399636254,448226,48.308,"[3.9459940828, -21.8267056128, -36.399636254]",3.9459940828,-21.8267056128,-36.399636254
ERICH1,gene-ERICH1,444997,504020,chr8,463870,464043,NC_023649.1,2803_006_autosomes_peak_24610,230,.,14.5257,27.0875,23.0731,91,4,5,"[3.900383417, -21.663951992, -36.311329685000004]",3.900383417,-21.663951992,-36.311329685,"[3.8998763713, -21.6621426888, -36.3103479965]",3.8998763713,-21.6621426888,-36.3103479965,463956,64.043,"[3.8998763713, -21.6621426888, -36.3103479965]",3.8998763713,-21.6621426888,-36.3103479965
ERICH1,gene-ERICH1,444997,504020,chr8,474949,475202,NC_023649.1,2803_006_autosomes_peak_24611,27,.,4.03491,5.27184,2.76836,35,4,5,"[3.8679119759000002, -21.5480833784, -36.2484618995]",3.8679119759,-21.5480833784,-36.2484618995,"[3.8671704582, -21.5454374032, -36.247026251]",3.8671704582,-21.5454374032,-36.247026251,475075,75.202,"[3.8671704582, -21.5454374032, -36.247026251]",3.8671704582,-21.5454374032,-36.247026251
ERICH1,gene-ERICH1,444997,504020,chr8,503967,504207,NC_023649.1,2803_006_autosomes_peak_24612,111,.,8.87681,14.5303,11.1642,145,5,6,"[3.8025144476, -21.271775477200002, -36.1544880249]",3.8025144476,-21.2717754772,-36.1544880249,"[3.8029999196, -21.270909461200002, -36.1574027529]",3.8029999196,-21.2709094612,-36.1574027529,504087,4.207000000000001,"[3.8029999196, -21.270909461200002, -36.1574027529]",3.8029999196,-21.2709094612,-36.1574027529
LOC103215265,gene-LOC103215265,510361,1256653,chr8,536663,536958,NC_023649.1,2803_006_autosomes_peak_24614,52,.,5.64888,8.14205,5.28039,136,5,6,"[3.8686519164, -21.1537952308, -36.5515711361]",3.8686519164,-21.1537952308,-36.5515711361,"[3.8692486424, -21.1527307528, -36.5551538226]",3.8692486424,-21.1527307528,-36.5551538226,536810,36.958,"[3.8692486424, -21.1527307528, -36.5551538226]",3.8692486424,-21.1527307528,-36.5551538226
LOC103215265,gene-LOC103215265,510361,1256653,chr8,623808,623915,NC_023649.1,2803_006_autosomes_peak_24615,27,.,4.03491,5.27184,2.76836,70,6,7,"[3.9284886560000003, -21.053458460799998, -37.0942897344]",3.928488656,-21.0534584608,-37.0942897344,"[3.92818178, -21.054034666499998, -37.093271822]",3.92818178,-21.0540346665,-37.093271822,623861,23.915,"[3.92818178, -21.054034666499998, -37.093271822]",3.92818178,-21.0540346665,-37.093271822
LOC103215265,gene-LOC103215265,510361,1256653,chr8,729491,729630,NC_023649.1,2803_006_autosomes_peak_24616,16,.,3.22793,3.94805,1.68706,87,7,8,"[3.764498859, -21.164261200400002, -36.484766860899995]",3.764498859,-21.1642612004,-36.4847668609,"[3.76475587, -21.162849572, -36.485310336999994]",3.76475587,-21.162849572,-36.485310337,729560,29.630000000000003,"[3.76475587, -21.162849572, -36.485310336999994]",3.76475587,-21.162849572,-36.485310337
LOC103215265,gene-LOC103215265,510361,1256653,chr8,901686,901923,NC_023649.1,2803_006_autosomes_peak_24617,27,.,4.03491,5.27184,2.76836,53,9,10,"[4.330592568199999, -20.451891884, -37.6488164524]",4.330592568199999,-20.451891884,-37.6488164524,"[4.330037680099999, -20.451179462, -37.6463334982]",4.330037680099999,-20.451179462,-37.6463334982,901804,1.923,"[4.330037680099999, -20.451179462, -37.6463334982]",4.330037680099999,-20.451179462,-37.6463334982
LOC103215265,gene-LOC103215265,510361,1256653,chr8,903611,903859,NC_023649.1,2803_006_autosomes_peak_24618,16,.,3.22793,3.94805,1.68706,49,9,10,"[4.3260855657, -20.446105334, -37.6286489974]",4.3260855657,-20.446105334,-37.6286489974,"[4.3255049233, -20.445359846, -37.6260508006]",4.3255049233,-20.445359846,-37.6260508006,903735,3.859,"[4.3255049233, -20.445359846, -37.6260508006]",4.3255049233,-20.445359846,-37.6260508006
LOC103215265,gene-LOC103215265,510361,1256653,chr8,931897,932094,NC_023649.1,2803_006_autosomes_peak_24619,16,.,3.22793,3.94805,1.68706,49,9,10,"[4.2598595539, -20.361077618, -37.3323078898]",4.2598595539,-20.361077618,-37.3323078898,"[4.2593983178, -20.360485435999998, -37.3302439996]",4.2593983178,-20.360485436,-37.3302439996,931995,32.094,"[4.2593983178, -20.360485435999998, -37.3302439996]",4.2593983178,-20.360485436,-37.3302439996
LOC103215265,gene-LOC103215265,510361,1256653,chr8,1167837,1167945,NC_023649.1,2803_006_autosomes_peak_24620,39,.,4.8419,6.67379,3.97677,49,11,12,"[4.9996175331, -19.8309007704, -36.8429228582]",4.9996175331,-19.8309007704,-36.8429228582,"[5.0000156535, -19.830460044, -36.842122427]",5.0000156535,-19.830460044,-36.842122427,1167891,67.945,"[5.0000156535, -19.830460044, -36.842122427]",5.0000156535,-19.830460044,-36.842122427
LOC103215264,gene-LOC103215264,729126,730932,chr8,729491,729630,NC_023649.1,2803_006_autosomes_peak_24616,16,.,3.22793,3.94805,1.68706,87,7,8,"[3.764498859, -21.164261200400002, -36.484766860899995]",3.764498859,-21.1642612004,-36.4847668609,"[3.76475587, -21.162849572, -36.485310336999994]",3.76475587,-21.162849572,-36.485310337,729560,29.630000000000003,"[3.76475587, -21.162849572, -36.485310336999994]",3.76475587,-21.162849572,-36.485310337
LOC103215268,gene-LOC103215268,1304284,1380010,chr8,1304344,1304525,NC_023649.1,2803_006_autosomes_peak_24622,52,.,5.64888,8.14205,5.28039,127,13,14,"[4.2603266528, -20.2801241672, -36.84189066]",4.2603266528,-20.2801241672,-36.84189066,"[4.25933318, -20.2816547575, -36.8405019375]",4.25933318,-20.2816547575,-36.8405019375,1304434,4.525,"[4.25933318, -20.2816547575, -36.8405019375]",4.25933318,-20.2816547575,-36.8405019375
LOC103215268,gene-LOC103215268,1304284,1380010,chr8,1316550,1316708,NC_023649.1,2803_006_autosomes_peak_24623,27,.,4.03491,5.27184,2.76836,63,13,14,"[4.19333036, -20.383341765, -36.748240125]",4.19333036,-20.383341765,-36.748240125,"[4.192463129599999, -20.3846778604, -36.74702787]",4.192463129599999,-20.3846778604,-36.74702787,1316629,16.708000000000002,"[4.192463129599999, -20.3846778604, -36.74702787]",4.192463129599999,-20.3846778604,-36.74702787
LOC103215268,gene-LOC103215268,1304284,1380010,chr8,1341563,1341703,NC_023649.1,2803_006_autosomes_peak_24624,27,.,4.03491,5.27184,2.76836,60,13,14,"[4.0560390056, -20.5948591969, -36.5563278825]",4.0560390056,-20.5948591969,-36.5563278825,"[4.0552705736, -20.596043078900003, -36.5552537325]",4.0552705736,-20.596043078900003,-36.5552537325,1341633,41.703,"[4.0552705736, -20.596043078900003, -36.5552537325]",4.0552705736,-20.596043078900003,-36.5552537325
CLN8,gene-CLN8,1424402,1445505,chr8,1424269,1424459,NC_023649.1,2803_006_autosomes_peak_24627,39,.,4.8419,6.67379,3.97677,82,14,15,"[3.8769408723, -21.2489138796, -36.2527248774]",3.8769408723,-21.2489138796,-36.2527248774,"[3.8780498453, -21.2501656756, -36.2538581514]",3.8780498453,-21.2501656756,-36.2538581514,1424364,24.459,"[3.8780498453, -21.2501656756, -36.2538581514]",3.8780498453,-21.2501656756,-36.2538581514
CLN8,gene-CLN8,1424402,1445505,chr8,1426413,1426604,NC_023649.1,2803_006_autosomes_peak_24628,16,.,3.22793,3.94805,1.68706,49,14,15,"[3.8894547570999998, -21.2630394092, -36.2655129798]",3.8894547571,-21.2630394092,-36.2655129798,"[3.8905695668, -21.2642977936, -36.266652218400004]",3.8905695668,-21.2642977936,-36.2666522184,1426508,26.604,"[3.8905695668, -21.2642977936, -36.266652218400004]",3.8905695668,-21.2642977936,-36.2666522184
CLN8,gene-CLN8,1424402,1445505,chr8,1432073,1432262,NC_023649.1,2803_006_autosomes_peak_24629,27,.,4.03491,5.27184,2.76836,111,14,15,"[3.9224904791, -21.3003297532, -36.2992726158]",3.9224904791,-21.3003297532,-36.2992726158,"[3.9235936153999997, -21.3015749608, -36.300399925200004]",3.9235936154,-21.3015749608,-36.3003999252,1432167,32.262,"[3.9235936153999997, -21.3015749608, -36.300399925200004]",3.9235936154,-21.3015749608,-36.3003999252
