chromosome,timepoint,gene_name,middle_x,middle_y,middle_z,cluster
chr12,24hrs,LOC103239540,14.8352045086,58.1142078079,87.70506069300001,-1
chr12,24hrs,CACNA1B,15.078354265,58.390425817,88.771544984,5
chr12,24hrs,EHMT1,15.519456825966666,58.77644872636667,89.33129767806666,-1
chr12,24hrs,LOC103239542,15.0437162275,58.739177495,90.0523802925,-1
chr12,24hrs,LOC103239545,15.4192083156,58.7529965798,89.3169217838,-1
chr12,24hrs,C12H9orf37,15.4297967142,58.7523827861,89.2935696641,-1
chr12,24hrs,ARRDC1,14.80457344,58.5628283546,89.81870176139999,-1
chr12,24hrs,ZMYND19,15.1828808234,58.6386477665,89.3539656369,-1
chr12,24hrs,DPH7,15.0088725176,58.560365006,89.4035966316,-1
chr12,24hrs,MRPL41,14.9838253076,58.549096781,89.41074064659999,-1
chr12,24hrs,LOC103239920,14.4681266095,58.45992472775,89.9305362515,-1
chr12,24hrs,LOC103239550,14.7092750372,58.425582257,89.48904842019999,-1
chr12,24hrs,NSMF,14.3403275672,58.3536344588,89.8396567746,3
chr12,24hrs,ENTPD8,14.2541429904,58.3444965416,89.9415686572,3
chr12,24hrs,NOXA1,14.1854625296,58.3372145384,90.0227822028,3
chr12,24hrs,EXD3,14.2177208058,58.27703772435,89.1822435168,3
chr12,24hrs,NRARP,14.1670847656,58.2722095403,89.24894071370001,3
chr12,24hrs,TOR4A,14.0950345238,58.2033500924,89.1635655444,3
chr12,24hrs,LOC103239561,14.0695508963,58.1847540974,89.16649319940001,3
chr12,24hrs,NELFB,13.9154796501,58.0723247298,89.1841934838,3
chr12,24hrs,C12H9orf173,13.8856420757,58.0505515586,89.1876213366,3
chr12,24hrs,FAM166A,13.8218658408,58.0040125584,89.1949481904,3
chr12,24hrs,TUBB4B,13.8035413347,57.9906407406,89.1970533786,3
chr12,24hrs,SLC34A3,13.7204528562,57.9300091476,89.2065988956,3
chr12,24hrs,RNF224,13.6860005722,57.9048685156,89.21055690360001,3
chr12,24hrs,C12H9orf169,13.6722196586,57.8948122628,89.2121401068,3
chr12,24hrs,LOC103239921,13.6449027903,57.8748785094,89.2152783714,3
chr12,24hrs,RNF208,13.6351044343,57.8677284214,89.2164040434,3
chr12,24hrs,NDOR1,13.5206059033,57.7841761834,89.2295580654,3
chr12,24hrs,LOC103239574,13.6152706653,57.8532552594,89.2186826214,3
chr12,24hrs,TMEM203,13.5081683127,57.7751001846,89.2309869426,3
chr12,24hrs,TPRN,13.4098133634,57.7033282932,89.2422863292,3
chr12,24hrs,SSNA1,13.5978886642,58.2773419118,89.5457409161,3
chr12,24hrs,ANAPC2,13.338772081,57.77886863,89.345249468,3
chr12,24hrs,TMEM210,13.3248525793,57.801210239,89.3710355804,3
chr12,24hrs,LRRC26,13.3170898516,57.813669868,89.3854161648,3
chr12,24hrs,GRIN1,13.2057783448,57.992331304,89.5916226144,3
chr12,24hrs,DPP7,13.0997965273,58.162438279,89.78795572439999,3
