gene_name,gene_id,start,end,chromosome,chromosome_nc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
FILIP1,gene-FILIP1,6620,315021,chr13,NC_023654.1,0.293857347696089,-0.810231713353073,5.02317089110269,-0.161298855029639,0.871858025007014,NA
LOC103239941,gene-LOC103239941,111761,112188,chr13,NC_023654.1,0.0,NA,NA,NA,NA,NA
LOC103239940,gene-LOC103239940,203791,211757,chr13,NC_023654.1,0.0,NA,NA,NA,NA,NA
SENP6,gene-SENP6,315000,427549,chr13,NC_023654.1,11.0638266900303,0.465122732154838,0.783131112030335,0.59392702576835,0.552560922168849,0.6907221882266
LOC103239946,gene-LOC103239946,477363,478002,chr13,NC_023654.1,5.71379366824134,-1.93960545771933,1.2037815482994,-1.61126033245769,0.107122992742275,0.209125480956323
MYO6,gene-MYO6,527361,620418,chr13,NC_023654.1,557.244924883222,-0.679011239066133,0.134555184395381,-5.04634022180004,4.50353170860673e-07,3.68589150508002e-06
IMPG1,gene-IMPG1,624694,783466,chr13,NC_023654.1,0.418273072011422,3.23750895150883,3.91808074921166,0.826299700985039,0.408634103081147,NA
LOC103239948,gene-LOC103239948,1131745,1132729,chr13,NC_023654.1,0.0,NA,NA,NA,NA,NA
LOC103239949,gene-LOC103239949,1371514,1372572,chr13,NC_023654.1,0.0,NA,NA,NA,NA,NA
LOC103239953,gene-LOC103239953,1775638,1778756,chr13,NC_023654.1,0.0,NA,NA,NA,NA,NA
LOC103239952,gene-LOC103239952,1815704,1880063,chr13,NC_023654.1,0.115025653459332,0.0,5.39771667962051,0.0,1.0,NA
LOC103239951,gene-LOC103239951,1843600,1844746,chr13,NC_023654.1,1.50371911453121,0.820631780365934,1.83157882209679,0.448046117625707,0.654119913780835,NA
LOC103239950,gene-LOC103239950,1845369,1846476,chr13,NC_023654.1,0.624794956194573,1.40249973532545,3.28517602332467,0.426917682756643,0.669439285574216,NA
HTR1B,gene-HTR1B,2143646,2145943,chr13,NC_023654.1,0.0339794636637609,0.0,5.39771667960081,0.0,1.0,NA
LOC103239955,gene-LOC103239955,2182020,2185388,chr13,NC_023654.1,0.0,NA,NA,NA,NA,NA
LOC103239956,gene-LOC103239956,2189040,2195251,chr13,NC_023654.1,0.0,NA,NA,NA,NA,NA
MEI4,gene-MEI4,2369069,2619149,chr13,NC_023654.1,0.0,NA,NA,NA,NA,NA
LOC103239960,gene-LOC103239960,3512602,3513626,chr13,NC_023654.1,0.0,NA,NA,NA,NA,NA
IRAK1BP1,gene-IRAK1BP1,3575414,3615533,chr13,NC_023654.1,87.5664311269651,-0.0290701248520836,0.27755930387513,-0.104734824040205,0.916586228326871,0.951686938509373
PHIP,gene-PHIP,3646331,3783930,chr13,NC_023654.1,1311.81100372842,0.263166126280522,0.118354281804447,2.22354546255744,0.02617904137912,0.0673996395424795
TRNAF-GAA,gene-TRNAF-GAA,3669977,3670049,chr13,NC_023654.1,10.1747722643872,0.536451920716996,0.706983909766842,0.75878943396875,0.447978527235987,0.598812881677289
LOC103239962,gene-LOC103239962,3854519,3888844,chr13,NC_023654.1,0.0,NA,NA,NA,NA,NA
HMGN3,gene-HMGN3,3909460,3943339,chr13,NC_023654.1,198.677088629973,-1.7552453607411,0.216907420420915,-8.09214068073371,5.86251417824116e-16,1.35373780278992e-14
LOC103239964,gene-LOC103239964,4097634,4159121,chr13,NC_023654.1,2.98007327239466,0.703051646206244,1.35619154394084,0.51840143772266,0.604178211796996,0.733791824329271
LCA5,gene-LCA5,4197522,4230274,chr13,NC_023654.1,46.6003347130672,0.29633409252406,0.356337625897676,0.831610447472516,0.405628863089228,0.558551931074306
LOC103239971,gene-LOC103239971,4293681,4294735,chr13,NC_023654.1,0.0,NA,NA,NA,NA,NA
SH3BGRL2,gene-SH3BGRL2,4342588,4416054,chr13,NC_023654.1,49.3590495091237,-0.216693958582211,0.355334060383446,-0.609831656296537,0.54197332910325,0.681430396478569
LOC103239970,gene-LOC103239970,4343594,4348273,chr13,NC_023654.1,2.99786650021084,3.96864998181386,1.86755764668228,2.12504818197401,0.033582592703855,0.0827802940616095
LOC103239972,gene-LOC103239972,4486604,4488590,chr13,NC_023654.1,0.0,NA,NA,NA,NA,NA
LOC103239973,gene-LOC103239973,4514873,4516013,chr13,NC_023654.1,0.0,NA,NA,NA,NA,NA
C13H6orf7,gene-C13H6orf7,4529936,4539264,chr13,NC_023654.1,0.8912353723694,0.287313917192532,2.82635543387038,0.101655267327467,0.9190303096366,NA
BIRC8,gene-BIRC8,4650421,4651630,chr13,NC_023654.1,NA,NA,NA,NA,NA,NA
ELOVL4,gene-ELOVL4,4652674,4687308,chr13,NC_023654.1,42.5029887064649,0.397191814363673,0.388408436060568,1.02261376810501,0.306490497255759,0.456749587851857
LOC103239977,gene-LOC103239977,4657750,4657941,chr13,NC_023654.1,0.0,NA,NA,NA,NA,NA
