gene_name,expr_delta_12h,expr_delta_18h,expr_delta_24h,acc_delta_12h_tss,acc_delta_18h_tss,acc_delta_24h_tss
FILIP1,1.41464397484005,-0.810231713353073,-1.46672688327368,-1.4411999999999998,0.6695100000000007,
SENP6,1.76715899556075,0.465122732154838,1.78199400035351,5.011550000000001,2.6044500000000004,
MYO6,-0.150009254105108,-0.679011239066133,-0.663911842634097,,,
IMPG1,0.685529779466555,3.23750895150883,2.41002534767769,-5.96238,-4.46578,-3.6542899999999996
LOC103239952,0.0,0.0,2.40178883633417,-3.4588800000000006,-0.23672000000000004,
IRAK1BP1,0.318422983328062,-0.0290701248520836,-0.429794686718635,12.714889999999999,-5.12702,-6.53769
PHIP,0.122921325873084,0.263166126280522,0.412432019857226,-5.192990000000001,-0.8381199999999991,-2.5389699999999995
LOC103239962,,,,-4.616460000000001,,
HMGN3,-0.952437304024973,-1.7552453607411,-2.4206319722357,-15.100000000000001,-6.45505,-5.884919999999999
LOC103239964,-0.249170177144469,0.703051646206244,-1.26341108255662,,,
SH3BGRL2,-0.376287212388141,-0.216693958582211,-0.962303332594647,3.9516100000000005,-0.17685999999999957,-2.21256
LOC103239970,0.406536957451531,3.96864998181386,4.98557790018182,,,
BIRC8,,,,,,
ELOVL4,0.168608944335796,0.397191814363673,0.214142531405305,1.06459,2.9065200000000004,
TTK,0.136549250984673,0.762417524977819,0.579077848830728,3.2867999999999995,0.13072000000000017,-3.9626099999999997
BCKDHB,,,,-6.5319,-11.835360000000001,-10.67257
LOC103239986,2.35417843195786,0.531780760286693,1.66504804266869,-2.3059200000000004,-5.494489999999999,
LOC103239984,0.0,-0.666306628929285,0.0,,,
LOC103239983,1.48648883123998,1.76586346583885,1.96346687102938,,,
FAM46A,0.401025126946725,0.856492942079678,1.54033622991667,2.5081000000000007,-2.4084199999999996,-2.0403199999999995
IBTK,-0.231979712631735,-0.526718855585821,-0.566442372914891,-13.08,-17.69449,-3.63624
TPBG,-0.802276077328506,-1.44299360104185,-2.37336781003518,-1.6318100000000006,-1.2028100000000004,0.8431300000000004
UBE3D,0.742403271864999,0.214673482555965,0.405846292059962,-2.49885,5.266000000000001,1.8042800000000003
LOC103240005,0.676753251344636,0.0,0.0,1.8316899999999996,,
DOPEY1,-0.709083640742226,-0.449363905866544,-0.0284373587208917,-9.714080000000001,-3.494159999999999,-8.133600000000001
PGM3,0.199160201055682,0.184796642464074,0.390250783481271,5.49272,-3.74189,1.34178
RWDD2A,0.395039997870816,-0.992107243431685,-0.178731975622973,4.7280000000000015,5.3313500000000005,-3.4639699999999998
ME1,0.119475946118459,0.292283044790866,0.44129197659182,2.69872,0.43004,0.3625600000000002
PRSS35,,,,0.9669699999999999,,
SNAP91,0.0,0.0,2.40178883633417,-2.9800200000000006,-1.1429399999999994,-1.25141
RIPPLY2,-1.90159549928835,0.0,0.973420323768275,,0.7892399999999999,
LOC103240023,-0.0293324668248812,-0.194193199017645,-0.267000035192676,-7.59648,-2.773059999999999,
LOC103240026,0.0,0.0,-0.47611566869659,-1.9223700000000004,,
LOC103240025,0.0,0.0,-0.492126251241272,0.0023100000000000342,-2.2315099999999997,
CEP162,-0.107899625383512,0.171055708793775,0.448036305547753,-5.192990000000001,-0.7782600000000004,1.3237100000000002
LOC103240030,2.26618583420938,3.2196966640504,2.5479037526261,-2.1129800000000003,,
TBX18,0.506971743353881,0.676922015188498,0.83392281701871,-0.28361000000000036,-4.28618,-0.7708399999999997
NT5E,0.880665324570337,1.08156930512511,-0.134208380541671,12.81261,-8.57237,-8.6142
LOC103240042,2.23082011144696,-2.1955891236537,1.36295290162065,,,
SNX14,0.83752325044272,0.708709358733381,1.02383415994938,-3.6517800000000005,-1.1429399999999994,-0.11801999999999957
SYNCRIP,0.207165334350974,0.466936582563171,0.120063772972449,4.04692,1.8778100000000002,-2.8472999999999997
LOC103240046,-1.08879518565069,0.318330883005719,2.95456731395947,-1.9177999999999997,,
LOC103240223,0.676709355528388,0.0,-2.05102984152943,1.3505099999999999,,
CGA,,,,-10.38818,-4.947469999999999,
ZNF292,0.877873821556178,0.894336960711857,1.34849321844708,0.016199999999997772,-10.68415,-10.690620000000001
SMIM8,0.0700417685843482,0.119272055728588,-0.396067338399908,-4.323600000000001,-6.4605999999999995,-2.8472999999999997
C13H6orf165,0.0292458871093633,0.381696289039453,0.297879816960369,-1.8130999999999986,-9.71803,-9.88364
SLC35A1,-0.047839917016987,-0.0525920751966264,0.132675777653077,8.38205,0.005499999999999616,
RARS2,-0.110021129070806,-0.366862888137095,0.234697903241403,-7.496599999999999,-2.283100000000001,-3.63624
ORC3,0.713150982614649,1.71499350466209,3.54263640800604,-7.496599999999999,-2.283100000000001,-3.63624
LOC103240069,,,,-1.5365099999999998,1.2138,0.1903100000000002
SPACA1,,,,,,
CNR1,1.69049820993004,2.13193118151709,3.00942243546855,1.64107,0.1850900000000002,
LOC103240076,0.325645620009583,0.61057669217099,0.62985885397832,,,
RNGTT,0.34923354061113,0.815254268532429,0.784995295559648,-1.2482700000000007,0.42730000000000024,-0.29025999999999996
LOC103240078,1.04335715815396,0.943160319645443,0.579717329282744,2.9892700000000003,-4.28618,
