gene_name,gene_id,gene_start,gene_end,chromosome,peak_start,peak_end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak,structure_start_id,structure_end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_percent,middle_pos,middle_x,middle_y,middle_z
LOC103237737,gene-LOC103237737,53653,54893,chr9,53645,53836,NC_023650.1,2803_006_autosomes_peak_27869,16,.,3.22793,3.94805,1.68706,49,0,1,"[-51.1648103595, -36.7649448195, -78.039775184]",-51.1648103595,-36.7649448195,-78.039775184,"[-51.163975899600004, -36.7635656276, -78.0408790112]",-51.1639758996,-36.7635656276,-78.0408790112,53740,53.836,"[-51.163975899600004, -36.7635656276, -78.0408790112]",-51.1639758996,-36.7635656276,-78.0408790112
LOC103237737,gene-LOC103237737,53653,54893,chr9,54785,55031,NC_023650.1,2803_006_autosomes_peak_27870,52,.,5.64888,8.14205,5.28039,43,0,1,"[-51.159829813500004, -36.7567129935, -78.04636347200001]",-51.1598298135,-36.7567129935,-78.04636347200001,"[-51.158755064100006, -36.7549366521, -78.0477851552]",-51.158755064100006,-36.7549366521,-78.0477851552,54908,55.031,"[-51.158755064100006, -36.7549366521, -78.0477851552]",-51.158755064100006,-36.7549366521,-78.0477851552
LOC103237738,gene-LOC103237738,57937,59227,chr9,58175,58277,NC_023650.1,2803_006_autosomes_peak_27873,16,.,3.22793,3.94805,1.68706,49,0,1,"[-51.145019242500005, -36.7322341425, -78.06595496]",-51.145019242500005,-36.7322341425,-78.06595496,"[-51.14457361470001, -36.731497610699996, -78.0665444384]",-51.14457361470001,-36.7314976107,-78.0665444384,58226,58.277,"[-51.14457361470001, -36.731497610699996, -78.0665444384]",-51.14457361470001,-36.7314976107,-78.0665444384
LOC103237738,gene-LOC103237738,57937,59227,chr9,58560,58681,NC_023650.1,2803_006_autosomes_peak_27874,27,.,4.03491,5.27184,2.76836,73,0,1,"[-51.143337216000006, -36.729454096, -78.06817995200001]",-51.143337216000006,-36.729454096,-78.06817995200001,"[-51.142808579100006, -36.7285803671, -78.0688792352]",-51.142808579100006,-36.7285803671,-78.0688792352,58620,58.681,"[-51.142808579100006, -36.7285803671, -78.0688792352]",-51.142808579100006,-36.7285803671,-78.0688792352
LOC103238131,gene-LOC103238131,110923,163286,chr9,117741,117955,NC_023650.1,2803_006_autosomes_peak_27875,27,.,4.03491,5.27184,2.76836,146,1,2,"[-50.8847813451, -36.302114013099995, -78.4101987872]",-50.8847813451,-36.3021140131,-78.4101987872,"[-50.883846400500005, -36.3005687405, -78.411435536]",-50.883846400500005,-36.3005687405,-78.411435536,117848,17.955,"[-50.883846400500005, -36.3005687405, -78.411435536]",-50.883846400500005,-36.3005687405,-78.411435536
ZMYND11,gene-ZMYND11,162438,275764,chr9,164280,164725,NC_023650.1,2803_006_autosomes_peak_27876,39,.,4.8419,6.67379,3.97677,213,1,2,"[-50.681457108, -35.966060547999994, -78.679156976]",-50.681457108,-35.966060547999994,-78.679156976,"[-50.6795129475, -35.9628472475, -78.68172872]",-50.6795129475,-35.9628472475,-78.68172872,164502,64.725,"[-50.6795129475, -35.9628472475, -78.68172872]",-50.6795129475,-35.9628472475,-78.68172872
ZMYND11,gene-ZMYND11,162438,275764,chr9,180256,180398,NC_023650.1,2803_006_autosomes_peak_27877,16,.,3.22793,3.94805,1.68706,64,1,2,"[-50.6116595616, -35.8506994496, -78.7714854752]",-50.6116595616,-35.8506994496,-78.7714854752,"[-50.6110391778, -35.849674081799996, -78.7723061216]",-50.6110391778,-35.8496740818,-78.7723061216,180327,80.398,"[-50.6110391778, -35.849674081799996, -78.7723061216]",-50.6110391778,-35.8496740818,-78.7723061216
ZMYND11,gene-ZMYND11,162438,275764,chr9,231338,231450,NC_023650.1,2803_006_autosomes_peak_27878,16,.,3.22793,3.94805,1.68706,49,2,3,"[-50.5787184732, -35.8057980108, -79.17423805039999]",-50.5787184732,-35.8057980108,-79.17423805039999,"[-50.57890903, -35.80614707, -79.17526966]",-50.57890903,-35.80614707,-79.17526966,231394,31.45,"[-50.57890903, -35.80614707, -79.17526966]",-50.57890903,-35.80614707,-79.17526966
LOC103237740,gene-LOC103237740,163790,198322,chr9,164280,164725,NC_023650.1,2803_006_autosomes_peak_27876,39,.,4.8419,6.67379,3.97677,213,1,2,"[-50.681457108, -35.966060547999994, -78.679156976]",-50.681457108,-35.966060547999994,-78.679156976,"[-50.6795129475, -35.9628472475, -78.68172872]",-50.6795129475,-35.9628472475,-78.68172872,164502,64.725,"[-50.6795129475, -35.9628472475, -78.68172872]",-50.6795129475,-35.9628472475,-78.68172872
LOC103237740,gene-LOC103237740,163790,198322,chr9,180256,180398,NC_023650.1,2803_006_autosomes_peak_27877,16,.,3.22793,3.94805,1.68706,64,1,2,"[-50.6116595616, -35.8506994496, -78.7714854752]",-50.6116595616,-35.8506994496,-78.7714854752,"[-50.6110391778, -35.849674081799996, -78.7723061216]",-50.6110391778,-35.8496740818,-78.7723061216,180327,80.398,"[-50.6110391778, -35.849674081799996, -78.7723061216]",-50.6110391778,-35.8496740818,-78.7723061216
DIP2C,gene-DIP2C,293786,668102,chr9,294394,294760,NC_023650.1,2803_006_autosomes_peak_27879,16,.,3.22793,3.94805,1.68706,195,2,3,"[-50.6860019516, -36.0023183404, -79.7550342552]",-50.6860019516,-36.0023183404,-79.7550342552,"[-50.686624664, -36.003459016, -79.758405408]",-50.686624664,-36.003459016,-79.758405408,294577,94.76,"[-50.686624664, -36.003459016, -79.758405408]",-50.686624664,-36.003459016,-79.758405408
DIP2C,gene-DIP2C,293786,668102,chr9,333356,333759,NC_023650.1,2803_006_autosomes_peak_27880,39,.,4.8419,6.67379,3.97677,350,3,4,"[-50.4459003604, -36.2444326532, -79.66395968959999]",-50.4459003604,-36.2444326532,-79.66395968959999,"[-50.4428842681, -36.2471467373, -79.6622354944]",-50.4428842681,-36.2471467373,-79.6622354944,333557,33.759,"[-50.4428842681, -36.2471467373, -79.6622354944]",-50.4428842681,-36.2471467373,-79.6622354944
DIP2C,gene-DIP2C,293786,668102,chr9,359823,359976,NC_023650.1,2803_006_autosomes_peak_27881,27,.,4.03491,5.27184,2.76836,59,3,4,"[-50.247818685700004, -36.4226799581, -79.5507232768]",-50.2478186857,-36.4226799581,-79.5507232768,"[-50.2466736184, -36.4237103672, -79.5500686816]",-50.2466736184,-36.4237103672,-79.5500686816,359899,59.976,"[-50.2466736184, -36.4237103672, -79.5500686816]",-50.2466736184,-36.4237103672,-79.5500686816
DIP2C,gene-DIP2C,293786,668102,chr9,363574,363683,NC_023650.1,2803_006_autosomes_peak_27882,27,.,4.03491,5.27184,2.76836,43,3,4,"[-50.219745826600004, -36.4479418178, -79.53467499839999]",-50.2197458266,-36.4479418178,-79.53467499839999,"[-50.2189300597, -36.4486759001, -79.53420865279999]",-50.2189300597,-36.4486759001,-79.53420865279999,363628,63.683,"[-50.2189300597, -36.4486759001, -79.53420865279999]",-50.2189300597,-36.4486759001,-79.53420865279999
DIP2C,gene-DIP2C,293786,668102,chr9,450040,450229,NC_023650.1,2803_006_autosomes_peak_27883,27,.,4.03491,5.27184,2.76836,126,4,5,"[-49.448016028, -36.706150304000005, -79.32525217199999]",-49.448016028,-36.706150304000005,-79.32525217199999,"[-49.4461308853, -36.706198990400004, -79.32504980969999]",-49.4461308853,-36.7061989904,-79.32504980969999,450134,50.229,"[-49.4461308853, -36.706198990400004, -79.32504980969999]",-49.4461308853,-36.7061989904,-79.32504980969999
