gene_name,gene_id,start,end,chromosome,chromosome_nc,structure_start_id,structure_end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_x,middle_y,middle_z,middle_percent,middle_pos
LOC103228702,gene-LOC103228702,1001055,1035135,chr24,NC_023665.1,10,11,"[-4.093004785000001, -28.6408503775, 28.40197517]",-4.093004785000001,-28.6408503775,28.40197517,"[-4.320897745, -28.411509017500002, 28.44607469]",-4.320897745,-28.411509017500002,28.44607469,1018095,-4.320897745,-28.411509017500002,28.44607469,35.135,"[-4.320897745, -28.411509017500002, 28.44607469]"
LOC103228701,gene-LOC103228701,1002225,1015440,chr24,NC_023665.1,10,11,"[-4.100828575, -28.6329768625, 28.40348915]",-4.100828575,-28.6329768625,28.40348915,"[-4.18919728, -28.544046520000002, 28.42058936]",-4.18919728,-28.544046520000002,28.42058936,1008832,-4.18919728,-28.544046520000002,28.42058936,15.440000000000001,"[-4.18919728, -28.544046520000002, 28.42058936]"
DHRS4L2,gene-DHRS4L2,1020086,1032242,chr24,NC_023665.1,10,11,"[-4.220265082, -28.512781263, 28.426601284]",-4.220265082,-28.512781263,28.426601284,"[-4.301552254000001, -28.430977461, 28.442331148]",-4.301552254000001,-28.430977461,28.442331148,1026164,-4.301552254000001,-28.430977461,28.442331148,32.242,"[-4.301552254000001, -28.430977461, 28.442331148]"
LRRC16B,gene-LRRC16B,1034790,1053169,chr24,NC_023665.1,10,11,"[-4.31859073, -28.413830695, 28.44562826]",-4.31859073,-28.413830695,28.44562826,"[-4.441491103, -28.2901492145, 28.469410686]",-4.441491103,-28.2901492145,28.469410686,1043979,-4.441491103,-28.2901492145,28.469410686,53.169,"[-4.441491103, -28.2901492145, 28.469410686]"
LOC103228698,gene-LOC103228698,1050226,1056397,chr24,NC_023665.1,10,11,"[-4.421811262, -28.309954133, 28.465602444]",-4.421811262,-28.309954133,28.465602444,"[-4.463076739, -28.2684263885, 28.473587718]",-4.463076739,-28.2684263885,28.473587718,1053311,-4.463076739,-28.2684263885,28.473587718,56.397,"[-4.463076739, -28.2684263885, 28.473587718]"
CPNE6,gene-CPNE6,1053980,1061544,chr24,NC_023665.1,10,11,"[-4.44691426, -28.28469159, 28.470460120000002]",-4.44691426,-28.28469159,28.470460120000002,"[-4.497494728, -28.233789652000002, 28.480247936]",-4.497494728,-28.233789652000002,28.480247936,1057762,-4.497494728,-28.233789652000002,28.480247936,61.544,"[-4.497494728, -28.233789652000002, 28.480247936]"
NRL,gene-NRL,1064266,1100995,chr24,NC_023665.1,10,12,"[-4.1223823954, -28.212641035700003, 28.3532652378]",-4.1223823954,-28.212641035700003,28.3532652378,"[-4.1432040655, -27.963855317750003, 28.3262069835]",-4.1432040655,-27.963855317750003,28.3262069835,1082630,-4.1432040655,-27.963855317750003,28.3262069835,50.497499999999995,"[-4.1432040655, -27.963855317750003, 28.3262069835]"
PCK2,gene-PCK2,1077206,1087306,chr24,NC_023665.1,10,11,"[-4.6022265220000005, -28.128392223000002, 28.500514564]",-4.6022265220000005,-28.128392223000002,28.500514564,"[-4.669765222, -28.060424273000002, 28.513583964000002]",-4.669765222,-28.060424273000002,28.513583964000002,1082256,-4.669765222,-28.060424273000002,28.513583964000002,87.306,"[-4.669765222, -28.060424273000002, 28.513583964000002]"
DCAF11,gene-DCAF11,1100974,1110283,chr24,NC_023665.1,11,12,"[-4.7492411832, -27.9683596576, 28.5273145524]",-4.7492411832,-27.9683596576,28.5273145524,"[-4.6975464443999995, -27.9048946192, 28.5015528258]",-4.6975464443999995,-27.9048946192,28.5015528258,1105628,-4.6975464443999995,-27.9048946192,28.5015528258,10.283000000000001,"[-4.6975464443999995, -27.9048946192, 28.5015528258]"
FITM1,gene-FITM1,1116201,1118814,chr24,NC_023665.1,11,12,"[-4.6646826068, -27.8645480624, 28.485175352600002]",-4.6646826068,-27.8645480624,28.485175352600002,"[-4.650172095199999, -27.846733673600003, 28.4779441364]",-4.650172095199999,-27.846733673600003,28.4779441364,1117507,-4.650172095199999,-27.846733673600003,28.4779441364,18.814,"[-4.650172095199999, -27.846733673600003, 28.4779441364]"
PSME1,gene-PSME1,1122086,1124907,chr24,NC_023665.1,11,12,"[-4.6320020248, -27.8244264864, 28.4688892036]",-4.6320020248,-27.8244264864,28.4688892036,"[-4.6163364476, -27.8051940368, 28.4610823682]",-4.6163364476,-27.8051940368,28.4610823682,1123496,-4.6163364476,-27.8051940368,28.4610823682,24.907,"[-4.6163364476, -27.8051940368, 28.4610823682]"
EMC9,gene-EMC9,1124905,1127574,chr24,NC_023665.1,11,12,"[-4.616347554, -27.805207672, 28.461087903]",-4.616347554,-27.805207672,28.461087903,"[-4.6015260632, -27.7870114976, 28.4537017124]",-4.6015260632,-27.7870114976,28.4537017124,1126239,-4.6015260632,-27.7870114976,28.4537017124,27.573999999999998,"[-4.6015260632, -27.7870114976, 28.4537017124]"
