gene_name,gene_id,start,end,chromosome,chromosome_nc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LOC103244006,gene-LOC103244006,2554,4107,chr18,NC_023659.1,3.31469055820986,0.436651451988906,1.22098853341515,0.357621255268939,0.720626769536081,0.819450568011274
PARD6G,gene-PARD6G,32925,124001,chr18,NC_023659.1,51.7896733633865,-0.395519918514375,0.363539371762793,-1.08796996758978,0.276608365918269,0.423554947924468
LOC103244007,gene-LOC103244007,82475,96384,chr18,NC_023659.1,500.544316071304,1.45996367406968,0.153063406904906,9.53829333602059,1.4520210742274e-21,5.0938636745011805e-20
ADNP2,gene-ADNP2,140780,169416,chr18,NC_023659.1,515.233763269578,0.676496773435128,0.125749652312492,5.3797108858322,7.46055542858747e-08,6.87359141563126e-07
RBFA,gene-RBFA,222969,234718,chr18,NC_023659.1,20.2930533580707,-0.19891732765166,0.572503182871743,-0.347451915732359,0.728251836598167,0.824809509745357
LOC103244011,gene-LOC103244011,261738,267697,chr18,NC_023659.1,0.279834622451834,2.56949007867591,5.35188315382834,0.480109524969335,0.631149515701137,NA
TXNL4A,gene-TXNL4A,270392,286243,chr18,NC_023659.1,277.280091734567,0.435142419281784,0.165312233207139,2.63224572579903,0.0084822489592889,0.0263653092415005
HSBP1L1,gene-HSBP1L1,288772,294717,chr18,NC_023659.1,142.418143857502,-0.273957200336878,0.221451956822056,-1.23709541459149,0.216051661918515,0.354182345020287
LOC103244020,gene-LOC103244020,302491,302995,chr18,NC_023659.1,21.1497017065747,-0.098913837624479,0.548002567148283,-0.180498858133477,0.856760950751244,0.912566581642268
PQLC1,gene-PQLC1,311594,354877,chr18,NC_023659.1,120.12023962978,0.936429717687502,0.245969417903395,3.80709815744364,0.0001406069480261,0.0007079070446776
LOC103244018,gene-LOC103244018,345055,347102,chr18,NC_023659.1,0.0,NA,NA,NA,NA,NA
KCNG2,gene-KCNG2,357227,443625,chr18,NC_023659.1,0.0,NA,NA,NA,NA,NA
LOC103244244,gene-LOC103244244,375144,387316,chr18,NC_023659.1,0.177896231460551,2.56952512592658,5.35188313025668,0.480116075666873,0.631144857981244,NA
LOC103244016,gene-LOC103244016,392358,396417,chr18,NC_023659.1,0.0,NA,NA,NA,NA,NA
LOC103244015,gene-LOC103244015,393851,395148,chr18,NC_023659.1,0.0,NA,NA,NA,NA,NA
LOC103244021,gene-LOC103244021,455134,462267,chr18,NC_023659.1,0.0,NA,NA,NA,NA,NA
CTDP1,gene-CTDP1,479476,549546,chr18,NC_023659.1,NA,NA,NA,NA,NA,NA
CRIPAK,gene-CRIPAK,522523,524586,chr18,NC_023659.1,NA,NA,NA,NA,NA,NA
LOC103244022,gene-LOC103244022,572089,573821,chr18,NC_023659.1,1.84516152911959,3.20762869948342,2.13714879983429,1.50089160835789,0.133383599000902,0.247221938179815
LOC103244029,gene-LOC103244029,639307,743164,chr18,NC_023659.1,6.39581821165081,-2.15291935972972,1.14563098896475,-1.87924329951586,0.0602112798414348,0.131876970661119
NFATC1,gene-NFATC1,690313,815804,chr18,NC_023659.1,117.565807362741,0.661983644548603,0.240341533698457,2.7543455946285,0.0058809632109753,0.0192031929192109
LOC103244027,gene-LOC103244027,692095,698426,chr18,NC_023659.1,2.51911950901766,-2.04184170518027,1.62376766295333,-1.25747159015751,0.208582920150895,0.345910543741151
LOC103244026,gene-LOC103244026,789138,790877,chr18,NC_023659.1,0.0,NA,NA,NA,NA,NA
LOC103244025,gene-LOC103244025,813870,815135,chr18,NC_023659.1,8.75522016025061,1.53426975079211,0.869778819016125,1.76397690682746,0.0777358672834904,0.162045133197098
ATP9B,gene-ATP9B,832908,1115758,chr18,NC_023659.1,5.64553599978033,-0.924487388821054,1.21595092107304,-0.760299920662279,0.447075329288641,0.59806752678733
LOC103244030,gene-LOC103244030,978986,980938,chr18,NC_023659.1,0.0,NA,NA,NA,NA,NA
SALL3,gene-SALL3,1154033,1174030,chr18,NC_023659.1,NA,NA,NA,NA,NA,NA
LOC103244247,gene-LOC103244247,1173945,1177299,chr18,NC_023659.1,102.45152663104,0.640184845542355,0.256833444750531,2.49260701293861,0.0126809111575691,0.0369533545234237
LOC103244035,gene-LOC103244035,1342623,1344168,chr18,NC_023659.1,0.0,NA,NA,NA,NA,NA
LOC103244036,gene-LOC103244036,1387388,1411975,chr18,NC_023659.1,0.0,NA,NA,NA,NA,NA
LOC103244037,gene-LOC103244037,1452881,1477752,chr18,NC_023659.1,151.560043317738,0.0061143397602359,0.239607646073929,0.0255181329161314,0.979641685220981,0.987581799579888
LOC103244040,gene-LOC103244040,1647749,1650334,chr18,NC_023659.1,0.0,NA,NA,NA,NA,NA
LOC103244041,gene-LOC103244041,1864544,1871706,chr18,NC_023659.1,473.20671351781,0.927360988019399,0.131074730981612,7.07505543650129,1.49389028411043e-12,2.51298060292264e-11
