gene_name,gene_id,start,end,chromosome,chromosome_nc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LOC103233554,gene-LOC103233554,13530,14913,chr6,NC_023647.1,4.49725153435913,1.1840238634507,1.19935179858756,0.987219817275543,0.323534888752359,0.474988447065745
PPAP2C,gene-PPAP2C,15326,26759,chr6,NC_023647.1,0.200337563672134,-0.814563978205939,5.38227275038011,-0.151342010333537,0.879705931461341,NA
MIER2,gene-MIER2,35532,70736,chr6,NC_023647.1,135.822444360919,0.976699235955681,0.224257987972334,4.35524836723395,1.32916125701414e-05,8.40931387963708e-05
THEG,gene-THEG,87805,101951,chr6,NC_023647.1,0.419301683838655,-0.786753266103361,3.78620588790338,-0.207794633835675,0.835389322745457,NA
LOC103233555,gene-LOC103233555,96450,100025,chr6,NC_023647.1,61.7853696386161,0.207855880611505,0.331027707166981,0.627910824717327,0.530062359418178,0.671028129919627
C2CD4C,gene-C2CD4C,141694,149393,chr6,NC_023647.1,NA,NA,NA,NA,NA,NA
SHC2,gene-SHC2,151955,193626,chr6,NC_023647.1,374.14839649089,-0.378633577749026,0.163920804655493,-2.30985675396596,0.0208960859855427,0.0562136555318107
LOC103233558,gene-LOC103233558,171483,172373,chr6,NC_023647.1,38.2692860041547,-0.657229826034714,0.441027531505444,-1.49022403157296,0.136165339606217,0.251045765935415
ODF3L2,gene-ODF3L2,195262,203799,chr6,NC_023647.1,46.1438231234329,-2.4094872137142,0.450902837941669,-5.34369494038513,9.10707874028996e-08,8.26991254192923e-07
MADCAM1,gene-MADCAM1,222795,235198,chr6,NC_023647.1,0.244093226200246,0.0,5.35544192432321,0.0,1.0,NA
TPGS1,gene-TPGS1,236753,248531,chr6,NC_023647.1,4.02576855733203,1.5394833874373,1.20453277770667,1.27807513081408,0.201222936741591,0.336592696568381
CDC34,gene-CDC34,262818,280041,chr6,NC_023647.1,83.1079853920012,-0.435059754322041,0.315578478115973,-1.37861034415078,0.168014925497635,0.294048507282823
GZMM,gene-GZMM,273754,285106,chr6,NC_023647.1,0.312478347651122,0.0,4.85374956617878,0.0,1.0,NA
LOC103233585,gene-LOC103233585,286080,298989,chr6,NC_023647.1,0.0600594768017935,0.0,5.39771667961966,0.0,1.0,NA
