chromosome,timepoint,gene_name,middle_x,middle_y,middle_z,cluster
chr6,24hrs,LOC103233554,11.0199015617,22.7692590099,-43.1746519034,1
chr6,24hrs,PPAP2C,11.0528441031,22.6706090757,-43.2175557462,1
chr6,24hrs,MIER2,11.1751397424,22.304381812800003,-43.3768316448,1
chr6,24hrs,THEG,11.2619455359,22.0444326573,-43.4898861318,1
chr6,24hrs,LOC103233555,11.2565895225,22.0604718075,-43.482910545,1
chr6,24hrs,C2CD4C,11.3938769937,21.6493499139,-43.6617115674,1
chr6,24hrs,SHC2,11.5168845434,21.2809907598,-43.8219146468,1
chr6,24hrs,LOC103233558,11.4577820757,21.4579793679,-43.7449405314,1
chr6,24hrs,ODF3L2,11.4675122273,22.0190150814,-43.9967911284,1
chr6,24hrs,MADCAM1,11.579821831,21.4927714302,-44.0660927172,1
chr6,24hrs,TPGS1,11.5969480695,21.5931009219,-44.1498426234,1
chr6,24hrs,CDC34,11.6374226645,21.8302105209,-44.3477695374,1
chr6,24hrs,GZMM,11.643928657,21.8683241394,-44.3795848284,1
chr6,24hrs,LOC103233585,11.6617613705,21.9727923261,-44.4667895046,1
chr6,24hrs,LOC103233584,11.5220023389,21.5096050338,-44.7220830974,1
chr6,24hrs,BSG,11.6325787653,21.9293823795,-44.6608371502,1
chr6,24hrs,HCN2,11.5753991123,21.8336785845,-45.0129376482,1
chr6,24hrs,POLRMT,11.5469103419,21.7859958285,-45.1883656146,1
chr6,24hrs,FGF22,11.5212978996,21.743127294,-45.3460817464,1
chr6,24hrs,RNF126,11.2303893484,22.05792688865,-45.42266567085,1
chr6,24hrs,FSTL3,11.2815350145,21.8697049812,-45.6934102375,1
chr6,24hrs,LOC103233580,11.2783632875,21.87165391,-45.6974178125,1
chr6,24hrs,PRSS57,11.1941648505,21.9233912628,-45.8038051375,1
chr6,24hrs,PALM,10.6064738448,21.84058109,-45.7784474188,1
chr6,24hrs,MISP,10.6407978726,22.0856722934,-46.1955298516,1
chr6,24hrs,PTBP1,10.2062116742,22.0159555478,-46.1621089172,1
chr6,24hrs,LOC103233575,10.0833765394,21.9962502146,-46.1526625404,1
chr6,24hrs,AZU1,9.9097652761,21.9683993249,-46.1393113326,1
chr6,24hrs,PRTN3,9.7780899013,21.9472758317,-46.1291851158,1
chr6,24hrs,ELANE,10.80235648,21.9121268525,-46.10862797625,1
