chr,bin1_start,bin2_start,contact_count
chr29,1000000,1000000,21600.24609375
chr29,1000000,1100000,2875.90283203125
chr29,1100000,1100000,18362.203125
chr29,1000000,1200000,577.084228515625
chr29,1100000,1200000,1673.65380859375
chr29,1200000,1200000,16277.365234375
chr29,1000000,1300000,333.75189208984375
chr29,1100000,1300000,683.0346069335938
chr29,1200000,1300000,3344.020751953125
chr29,1300000,1300000,15509.7265625
chr29,1000000,1400000,488.8782043457031
chr29,1100000,1400000,1368.80224609375
chr29,1200000,1400000,2874.791259765625
chr29,1300000,1400000,4377.2587890625
chr29,1400000,1400000,14771.8740234375
chr29,1000000,1500000,385.69091796875
chr29,1100000,1500000,724.0057373046875
chr29,1200000,1500000,1039.515869140625
chr29,1300000,1500000,768.881591796875
chr29,1400000,1500000,1490.579833984375
chr29,1500000,1500000,14534.744140625
chr29,1000000,1600000,72.74064636230469
chr29,1100000,1600000,223.43930053710938
chr29,1200000,1600000,253.12899780273438
chr29,1300000,1600000,317.6156005859375
chr29,1400000,1600000,379.2454833984375
chr29,1500000,1600000,2055.5634765625
chr29,1600000,1600000,14508.3017578125
chr29,1000000,1700000,55.491912841796875
chr29,1100000,1700000,157.1982421875
chr29,1200000,1700000,221.31394958496094
chr29,1300000,1700000,230.2252197265625
chr29,1400000,1700000,253.69619750976562
chr29,1500000,1700000,1081.8212890625
chr29,1600000,1700000,3424.750244140625
chr29,1700000,1700000,14783.333984375
chr29,1000000,1800000,40.09980773925781
chr29,1100000,1800000,120.65447235107422
chr29,1200000,1800000,224.29074096679688
chr29,1300000,1800000,234.76565551757812
chr29,1400000,1800000,245.36093139648438
chr29,1500000,1800000,956.638916015625
chr29,1600000,1800000,2061.69775390625
chr29,1700000,1800000,3663.976806640625
chr29,1800000,1800000,15303.0537109375
chr29,1000000,1900000,77.25733947753906
chr29,1100000,1900000,135.31024169921875
chr29,1200000,1900000,247.62185668945312
chr29,1300000,1900000,306.630615234375
chr29,1400000,1900000,341.0755920410156
chr29,1500000,1900000,1233.570068359375
chr29,1600000,1900000,1940.5008544921875
chr29,1700000,1900000,2109.444091796875
chr29,1800000,1900000,3683.265869140625
chr29,1900000,1900000,14029.1357421875
chr29,1000000,2000000,212.72312927246094
chr29,1100000,2000000,323.478759765625
chr29,1200000,2000000,339.515625
chr29,1300000,2000000,291.26971435546875
chr29,1400000,2000000,349.203369140625
chr29,1500000,2000000,1386.818603515625
chr29,1600000,2000000,1241.1136474609375
chr29,1700000,2000000,1031.4925537109375
chr29,1800000,2000000,854.7303466796875
chr29,1900000,2000000,2146.925537109375
chr29,2000000,2000000,12076.212890625
chr29,1000000,2100000,162.63925170898438
chr29,1100000,2100000,332.6752624511719
chr29,1200000,2100000,268.693115234375
chr29,1300000,2100000,173.0322723388672
chr29,1400000,2100000,293.983642578125
chr29,1500000,2100000,759.8473510742188
chr29,1600000,2100000,570.449951171875
chr29,1700000,2100000,437.4382019042969
chr29,1800000,2100000,389.63690185546875
chr29,1900000,2100000,661.1451416015625
chr29,2000000,2100000,3666.287353515625
