gene_name,gene_id,gene_start,gene_end,chromosome,peak_start,peak_end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak
PLEKHG4B,gene-PLEKHG4B,10284,129774,chr4,9108,10671,NC_023645.1,2803_005_autosomes_peak_19912a,66,.,5.7669,8.70715,6.65214,250
PLEKHG4B,gene-PLEKHG4B,10284,129774,chr4,9108,10671,NC_023645.1,2803_005_autosomes_peak_19912b,66,.,5.7669,8.70715,6.65214,927
PLEKHG4B,gene-PLEKHG4B,10284,129774,chr4,9108,10671,NC_023645.1,2803_005_autosomes_peak_19912c,56,.,5.28632,7.6585,5.65683,1126
PLEKHG4B,gene-PLEKHG4B,10284,129774,chr4,9108,10671,NC_023645.1,2803_005_autosomes_peak_19912d,66,.,5.7669,8.70715,6.65214,1416
PLEKHG4B,gene-PLEKHG4B,10284,129774,chr4,11093,11217,NC_023645.1,2803_005_autosomes_peak_19913,21,.,3.36402,3.87357,2.16261,71
PLEKHG4B,gene-PLEKHG4B,10284,129774,chr4,11632,11861,NC_023645.1,2803_005_autosomes_peak_19914,21,.,3.36402,3.87357,2.16261,4
PLEKHG4B,gene-PLEKHG4B,10284,129774,chr4,30154,30321,NC_023645.1,2803_005_autosomes_peak_19915,47,.,4.80575,6.64704,4.70516,110
PLEKHG4B,gene-PLEKHG4B,10284,129774,chr4,30963,31378,NC_023645.1,2803_005_autosomes_peak_19916,38,.,4.32517,5.67619,3.80116,330
PLEKHG4B,gene-PLEKHG4B,10284,129774,chr4,32167,32472,NC_023645.1,2803_005_autosomes_peak_19917,14,.,2.88345,3.05299,1.44702,80
PLEKHG4B,gene-PLEKHG4B,10284,129774,chr4,33325,33480,NC_023645.1,2803_005_autosomes_peak_19918,14,.,2.88345,3.05299,1.44702,83
PLEKHG4B,gene-PLEKHG4B,10284,129774,chr4,33796,36021,NC_023645.1,2803_005_autosomes_peak_19919a,76,.,6.24747,9.79008,7.68686,157
PLEKHG4B,gene-PLEKHG4B,10284,129774,chr4,33796,36021,NC_023645.1,2803_005_autosomes_peak_19919b,196,.,11.0532,22.0854,19.6388,839
PLEKHG4B,gene-PLEKHG4B,10284,129774,chr4,33796,36021,NC_023645.1,2803_005_autosomes_peak_19919c,321,.,15.3784,34.7947,32.1203,1332
PLEKHG4B,gene-PLEKHG4B,10284,129774,chr4,33796,36021,NC_023645.1,2803_005_autosomes_peak_19919d,350,.,16.3395,37.778,35.0579,1429
PLEKHG4B,gene-PLEKHG4B,10284,129774,chr4,33796,36021,NC_023645.1,2803_005_autosomes_peak_19919e,209,.,11.5338,23.4327,20.9588,1993
PLEKHG4B,gene-PLEKHG4B,10284,129774,chr4,37093,37976,NC_023645.1,2803_005_autosomes_peak_19920,38,.,4.32517,5.67619,3.80116,520
PLEKHG4B,gene-PLEKHG4B,10284,129774,chr4,38828,40531,NC_023645.1,2803_005_autosomes_peak_19921a,350,.,16.3395,37.778,35.0579,696
PLEKHG4B,gene-PLEKHG4B,10284,129774,chr4,38828,40531,NC_023645.1,2803_005_autosomes_peak_19921b,426,.,18.7424,45.4504,42.6186,843
PLEKHG4B,gene-PLEKHG4B,10284,129774,chr4,41106,41818,NC_023645.1,2803_005_autosomes_peak_19922,56,.,5.28632,7.6585,5.65683,151
PLEKHG4B,gene-PLEKHG4B,10284,129774,chr4,42433,42826,NC_023645.1,2803_005_autosomes_peak_19923,21,.,3.36402,3.87357,2.16261,122
PLEKHG4B,gene-PLEKHG4B,10284,129774,chr4,46000,46393,NC_023645.1,2803_005_autosomes_peak_19924,21,.,3.36402,3.87357,2.16261,74
PLEKHG4B,gene-PLEKHG4B,10284,129774,chr4,46778,48141,NC_023645.1,2803_005_autosomes_peak_19925a,109,.,7.6892,13.2214,10.9953,393
PLEKHG4B,gene-PLEKHG4B,10284,129774,chr4,46778,48141,NC_023645.1,2803_005_autosomes_peak_19925b,145,.,9.13092,16.889,14.5606,558
PLEKHG4B,gene-PLEKHG4B,10284,129774,chr4,46778,48141,NC_023645.1,2803_005_autosomes_peak_19925c,183,.,10.5726,20.7565,18.3382,751
PLEKHG4B,gene-PLEKHG4B,10284,129774,chr4,46778,48141,NC_023645.1,2803_005_autosomes_peak_19925d,183,.,10.5726,20.7565,18.3382,975
PLEKHG4B,gene-PLEKHG4B,10284,129774,chr4,49187,49911,NC_023645.1,2803_005_autosomes_peak_19926,87,.,6.72805,10.9048,8.75743,404
PLEKHG4B,gene-PLEKHG4B,10284,129774,chr4,50627,50814,NC_023645.1,2803_005_autosomes_peak_19927,14,.,2.88345,3.05299,1.44702,45
