chromosome,start,end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak,structure_start_id,structure_end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_percent,middle_pos,middle_x,middle_y,middle_z
chr4,658,838,NC_023645.1,2803_005_autosomes_peak_19906,29,.,3.8446,4.75003,2.95094,134,0,1,"[93.714866651, -12.580309234799998, 40.0294990772]",93.714866651,-12.580309234799998,40.0294990772,"[93.716452361, -12.580125742799998, 40.0285960892]",93.716452361,-12.580125742799998,40.0285960892,748,0.8380000000000001,"[93.716452361, -12.580125742799998, 40.0285960892]",93.716452361,-12.580125742799998,40.0285960892
chr4,1755,2461,NC_023645.1,2803_005_autosomes_peak_19907,29,.,3.8446,4.75003,2.95094,43,0,1,"[93.7245306725, -12.579190952999998, 40.023995867000004]",93.7245306725,-12.579190952999998,40.023995867000004,"[93.73075017949999, -12.578471256599999, 40.0204541474]",93.73075017949999,-12.578471256599999,40.0204541474,2108,2.461,"[93.73075017949999, -12.578471256599999, 40.0204541474]",93.73075017949999,-12.578471256599999,40.0204541474
chr4,2756,2929,NC_023645.1,2803_005_autosomes_peak_19908,98,.,7.20862,12.0492,9.86102,54,0,1,"[93.733348982, -12.578170533599998, 40.0189742504]",93.733348982,-12.578170533599998,40.0189742504,"[93.7348730255, -12.577994177399999, 40.0181063786]",93.7348730255,-12.577994177399999,40.0181063786,2842,2.929,"[93.7348730255, -12.577994177399999, 40.0181063786]",93.7348730255,-12.577994177399999,40.0181063786
chr4,3814,4298,NC_023645.1,2803_005_autosomes_peak_19909,47,.,4.80575,6.64704,4.70516,117,0,1,"[93.742669433, -12.5770920084, 40.0136666876]",93.742669433,-12.5770920084,40.0136666876,"[93.746933231, -12.576598618799999, 40.0112386532]",93.746933231,-12.576598618799999,40.0112386532,4056,4.298,"[93.746933231, -12.576598618799999, 40.0112386532]",93.746933231,-12.576598618799999,40.0112386532
chr4,7088,7195,NC_023645.1,2803_005_autosomes_peak_19910,14,.,2.88345,3.05299,1.44702,49,0,1,"[93.771511736, -12.5737544928, 39.9972423392]",93.771511736,-12.5737544928,39.9972423392,"[93.77245435249999, -12.573645416999998, 39.996705563]",93.77245435249999,-12.573645416999998,39.996705563,7141,7.195,"[93.77245435249999, -12.573645416999998, 39.996705563]",93.77245435249999,-12.573645416999998,39.996705563
chr4,7385,8270,NC_023645.1,2803_005_autosomes_peak_19911,87,.,6.72805,10.9048,8.75743,213,0,1,"[93.7741281575, -12.573451730999999, 39.995752409000005]",93.7741281575,-12.573451730999999,39.995752409000005,"[93.781924565, -12.572549561999999, 39.991312718]",93.781924565,-12.572549561999999,39.991312718,7827,8.27,"[93.781924565, -12.572549561999999, 39.991312718]",93.781924565,-12.572549561999999,39.991312718
chr4,9108,10671,NC_023645.1,2803_005_autosomes_peak_19912a,66,.,5.7669,8.70715,6.65214,250,0,1,"[93.789306926, -12.571695304799999, 39.9871088072]",93.789306926,-12.571695304799999,39.9871088072,"[93.80307617449999, -12.570101982599999, 39.979267861400004]",93.80307617449999,-12.570101982599999,39.979267861400004,9889,10.671,"[93.80307617449999, -12.570101982599999, 39.979267861400004]",93.80307617449999,-12.570101982599999,39.979267861400004
chr4,9108,10671,NC_023645.1,2803_005_autosomes_peak_19912b,66,.,5.7669,8.70715,6.65214,927,0,1,"[93.789306926, -12.571695304799999, 39.9871088072]",93.789306926,-12.571695304799999,39.9871088072,"[93.80307617449999, -12.570101982599999, 39.979267861400004]",93.80307617449999,-12.570101982599999,39.979267861400004,9889,10.671,"[93.80307617449999, -12.570101982599999, 39.979267861400004]",93.80307617449999,-12.570101982599999,39.979267861400004
chr4,9108,10671,NC_023645.1,2803_005_autosomes_peak_19912c,56,.,5.28632,7.6585,5.65683,1126,0,1,"[93.789306926, -12.571695304799999, 39.9871088072]",93.789306926,-12.571695304799999,39.9871088072,"[93.80307617449999, -12.570101982599999, 39.979267861400004]",93.80307617449999,-12.570101982599999,39.979267861400004,9889,10.671,"[93.80307617449999, -12.570101982599999, 39.979267861400004]",93.80307617449999,-12.570101982599999,39.979267861400004
chr4,9108,10671,NC_023645.1,2803_005_autosomes_peak_19912d,66,.,5.7669,8.70715,6.65214,1416,0,1,"[93.789306926, -12.571695304799999, 39.9871088072]",93.789306926,-12.571695304799999,39.9871088072,"[93.80307617449999, -12.570101982599999, 39.979267861400004]",93.80307617449999,-12.570101982599999,39.979267861400004,9889,10.671,"[93.80307617449999, -12.570101982599999, 39.979267861400004]",93.80307617449999,-12.570101982599999,39.979267861400004
