gene_name,gene_id,start,end,chromosome,chromosome_nc,structure_start_id,structure_end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_x,middle_y,middle_z,middle_percent,middle_pos
WASH1,gene-WASH1,10075,27633,chr11,NC_023652.1,0,1,"[-52.679415262499994, -4.545414725, 10.412399557500002]",-52.679415262499994,-4.545414725,10.412399557500002,"[-52.6092447155, -4.686984879, 10.449518925300001]",-52.6092447155,-4.686984879,10.449518925300001,18854,-52.6092447155,-4.686984879,10.449518925300001,27.633000000000003,"[-52.6092447155, -4.686984879, 10.449518925300001]"
LOC103218342,gene-LOC103218342,19835,20826,chr11,NC_023652.1,0,1,"[-52.6404094225, -4.624109605, 10.433033173500002]",-52.6404094225,-4.624109605,10.433033173500002,"[-52.636448891, -4.632100038, 10.435128246600001]",-52.636448891,-4.632100038,10.435128246600001,20330,-52.636448891,-4.632100038,10.435128246600001,20.826,"[-52.636448891, -4.632100038, 10.435128246600001]"
IQSEC3,gene-IQSEC3,69565,179968,chr11,NC_023652.1,0,2,"[-52.4416634775, -5.025082595, 10.538167366500002]",-52.4416634775,-5.025082595,10.538167366500002,"[-52.000437888, -5.915261984000001, 10.7715703488]",-52.000437888,-5.915261984000001,10.7715703488,124766,-52.000437888,-5.915261984000001,10.7715703488,89.984,"[-52.000437888, -5.915261984000001, 10.7715703488]"
LOC103218346,gene-LOC103218346,104228,125739,chr11,NC_023652.1,1,2,"[-52.303132798, -5.304570364, 10.6114484148]",-52.303132798,-5.304570364,10.6114484148,"[-52.217164086500006, -5.478013557, 10.6569248199]",-52.217164086500006,-5.478013557,10.6569248199,114983,-52.217164086500006,-5.478013557,10.6569248199,25.739,"[-52.217164086500006, -5.478013557, 10.6569248199]"
LOC103218852,gene-LOC103218852,189868,192745,chr11,NC_023652.1,1,2,"[-51.960872538000004, -5.995085684, 10.792499938799999]",-51.960872538000004,-5.995085684,10.792499938799999,"[-51.949374607500005, -6.018282935, 10.798582204499999]",-51.949374607500005,-6.018282935,10.798582204499999,191306,-51.949374607500005,-6.018282935,10.798582204499999,92.745,"[-51.949374607500005, -6.018282935, 10.798582204499999]"
SLC6A12,gene-SLC6A12,192590,223809,chr11,NC_023652.1,1,3,"[-52.5004647625, -5.306201222, 10.5585806745]",-52.5004647625,-5.306201222,10.5585806745,"[-52.561302788750005, -5.3182455122, 10.54376881995]",-52.561302788750005,-5.3182455122,10.54376881995,208199,-52.561302788750005,-5.3182455122,10.54376881995,61.9045,"[-52.561302788750005, -5.3182455122, 10.54376881995]"
SLC6A13,gene-SLC6A13,223912,274499,chr11,NC_023652.1,2,3,"[-52.109141328, -5.9024280432000005, 10.740677543999999]",-52.109141328,-5.9024280432000005,10.740677543999999,"[-52.508475106, -5.5335779914000005, 10.585729563]",-52.508475106,-5.5335779914000005,10.585729563,249205,-52.508475106,-5.5335779914000005,10.585729563,74.49900000000001,"[-52.508475106, -5.5335779914000005, 10.585729563]"
LOC103218349,gene-LOC103218349,226462,227717,chr11,NC_023652.1,2,3,"[-52.129271028000005, -5.8838349732, 10.732866893999999]",-52.129271028000005,-5.8838349732,10.732866893999999,"[-52.139177998, -5.8746842662, 10.729022829]",-52.139177998,-5.8746842662,10.729022829,227089,-52.139177998,-5.8746842662,10.729022829,27.717000000000002,"[-52.139177998, -5.8746842662, 10.729022829]"
KDM5A,gene-KDM5A,285206,381481,chr11,NC_023652.1,2,4,"[-51.9951099223, -5.4470139334, 10.753508946]",-51.9951099223,-5.4470139334,10.753508946,"[-52.07954791105, -4.7354357809, 10.685249971]",-52.07954791105,-4.7354357809,10.685249971,333343,-52.07954791105,-4.7354357809,10.685249971,90.7405,"[-52.07954791105, -4.7354357809, 10.685249971]"
LOC103218352,gene-LOC103218352,312657,314500,chr11,NC_023652.1,3,4,"[-52.6320672857, -5.2528289444, 10.528440765]",-52.6320672857,-5.2528289444,10.528440765,"[-52.62075145, -5.2390234, 10.5314725]",-52.62075145,-5.2390234,10.5314725,313578,-52.62075145,-5.2390234,10.5314725,14.499999999999998,"[-52.62075145, -5.2390234, 10.5314725]"
