gene_name,gene_id,gene_start,gene_end,chromosome,peak_start,peak_end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak
LOC103246557,gene-LOC103246557,1217722,1236972,chr28,1218022,1218397,NC_023669.1,2803_005_autosomes_peak_160928,29,.,3.8446,4.75003,2.95094,81
LOC103246564,gene-LOC103246564,1386338,1399250,chr28,1386064,1386788,NC_023669.1,2803_005_autosomes_peak_160938,29,.,3.8446,4.75003,2.95094,178
LOC103246564,gene-LOC103246564,1386338,1399250,chr28,1388019,1388179,NC_023669.1,2803_005_autosomes_peak_160939,29,.,3.8446,4.75003,2.95094,78
LOC103246564,gene-LOC103246564,1386338,1399250,chr28,1388941,1389288,NC_023669.1,2803_005_autosomes_peak_160940a,47,.,4.80575,6.64704,4.70516,125
LOC103246564,gene-LOC103246564,1386338,1399250,chr28,1388941,1389288,NC_023669.1,2803_005_autosomes_peak_160940b,87,.,6.72805,10.9048,8.75743,254
LOC103246564,gene-LOC103246564,1386338,1399250,chr28,1389676,1390090,NC_023669.1,2803_005_autosomes_peak_160941,21,.,3.36402,3.87357,2.16261,158
LOC103246561,gene-LOC103246561,1438451,1467856,chr28,1461091,1461941,NC_023669.1,2803_005_autosomes_peak_160945,47,.,4.80575,6.64704,4.70516,453
LOC103246567,gene-LOC103246567,1467881,1482841,chr28,1469563,1469877,NC_023669.1,2803_005_autosomes_peak_160946,98,.,7.20862,12.0492,9.86102,197
VKORC1L1,gene-VKORC1L1,1535346,1617484,chr28,1535361,1536347,NC_023669.1,2803_005_autosomes_peak_160950a,719,.,27.3928,75.1445,71.9524,51
VKORC1L1,gene-VKORC1L1,1535346,1617484,chr28,1535361,1536347,NC_023669.1,2803_005_autosomes_peak_160950b,771,.,28.8345,80.3561,77.1087,597
GUSB,gene-GUSB,1621293,1646097,chr28,1622886,1623582,NC_023669.1,2803_005_autosomes_peak_160951,66,.,5.7669,8.70715,6.65214,235
GUSB,gene-GUSB,1621293,1646097,chr28,1625905,1626263,NC_023669.1,2803_005_autosomes_peak_160952,38,.,4.32517,5.67619,3.80116,169
GUSB,gene-GUSB,1621293,1646097,chr28,1627439,1627781,NC_023669.1,2803_005_autosomes_peak_160953,29,.,3.8446,4.75003,2.95094,94
GUSB,gene-GUSB,1621293,1646097,chr28,1628094,1628247,NC_023669.1,2803_005_autosomes_peak_160954,21,.,3.36402,3.87357,2.16261,62
GUSB,gene-GUSB,1621293,1646097,chr28,1629398,1630029,NC_023669.1,2803_005_autosomes_peak_160955,38,.,4.32517,5.67619,3.80116,446
GUSB,gene-GUSB,1621293,1646097,chr28,1639784,1640412,NC_023669.1,2803_005_autosomes_peak_160956,76,.,6.24747,9.79008,7.68686,149
GUSB,gene-GUSB,1621293,1646097,chr28,1640582,1641000,NC_023669.1,2803_005_autosomes_peak_160957,21,.,3.36402,3.87357,2.16261,360
GUSB,gene-GUSB,1621293,1646097,chr28,1642659,1645526,NC_023669.1,2803_005_autosomes_peak_160958a,47,.,4.80575,6.64704,4.70516,145
GUSB,gene-GUSB,1621293,1646097,chr28,1642659,1645526,NC_023669.1,2803_005_autosomes_peak_160958b,76,.,6.24747,9.79008,7.68686,353
GUSB,gene-GUSB,1621293,1646097,chr28,1642659,1645526,NC_023669.1,2803_005_autosomes_peak_160958c,121,.,8.16977,14.4197,12.1577,670
GUSB,gene-GUSB,1621293,1646097,chr28,1642659,1645526,NC_023669.1,2803_005_autosomes_peak_160958d,183,.,10.5726,20.7565,18.3382,998
GUSB,gene-GUSB,1621293,1646097,chr28,1642659,1645526,NC_023669.1,2803_005_autosomes_peak_160958e,170,.,10.0921,19.4469,17.0574,1114
GUSB,gene-GUSB,1621293,1646097,chr28,1642659,1645526,NC_023669.1,2803_005_autosomes_peak_160958f,98,.,7.20862,12.0492,9.86102,1581
GUSB,gene-GUSB,1621293,1646097,chr28,1642659,1645526,NC_023669.1,2803_005_autosomes_peak_160958g,76,.,6.24747,9.79008,7.68686,2030
GUSB,gene-GUSB,1621293,1646097,chr28,1645699,1646549,NC_023669.1,2803_005_autosomes_peak_160959a,1299,.,42.7711,133.677,129.938,295
GUSB,gene-GUSB,1621293,1646097,chr28,1645699,1646549,NC_023669.1,2803_005_autosomes_peak_160959b,264,.,13.4561,28.9917,26.4137,533
LOC103246927,gene-LOC103246927,1660309,1676218,chr28,1660137,1660309,NC_023669.1,2803_005_autosomes_peak_160962,14,.,2.88345,3.05299,1.44702,27
LOC103246927,gene-LOC103246927,1660309,1676218,chr28,1660818,1661382,NC_023669.1,2803_005_autosomes_peak_160963,38,.,4.32517,5.67619,3.80116,47
LOC103246927,gene-LOC103246927,1660309,1676218,chr28,1664502,1664733,NC_023669.1,2803_005_autosomes_peak_160964,14,.,2.88345,3.05299,1.44702,10
LOC103246927,gene-LOC103246927,1660309,1676218,chr28,1668704,1669125,NC_023669.1,2803_005_autosomes_peak_160965,47,.,4.80575,6.64704,4.70516,153
