chr,bin1_start,bin2_start,contact_count
chr28,1000000,1000000,24189.208984375
chr28,1000000,1100000,5125.63623046875
chr28,1100000,1100000,21522.818359375
chr28,1000000,1200000,1406.1944580078125
chr28,1100000,1200000,3992.3447265625
chr28,1200000,1200000,19795.48828125
chr28,1000000,1300000,382.6298522949219
chr28,1100000,1300000,470.6778259277344
chr28,1200000,1300000,2095.20361328125
chr28,1300000,1300000,15166.388671875
chr28,1000000,1400000,115.20972442626953
chr28,1100000,1400000,163.31651306152344
chr28,1200000,1400000,565.5956420898438
chr28,1300000,1400000,3371.479736328125
chr28,1400000,1400000,15643.3359375
chr28,1000000,1500000,92.069580078125
chr28,1100000,1500000,134.73265075683594
chr28,1200000,1500000,516.4476318359375
chr28,1300000,1500000,2497.245361328125
chr28,1400000,1500000,5481.13623046875
chr28,1500000,1500000,15629.2578125
chr28,1000000,1600000,117.96985626220703
chr28,1100000,1600000,152.48031616210938
chr28,1200000,1600000,539.772705078125
chr28,1300000,1600000,3340.564697265625
chr28,1400000,1600000,3001.02880859375
chr28,1500000,1600000,3757.821533203125
chr28,1600000,1600000,13655.556640625
chr28,1000000,1700000,58.396968841552734
chr28,1100000,1700000,74.47705078125
chr28,1200000,1700000,236.44871520996094
chr28,1300000,1700000,977.1034545898438
chr28,1400000,1700000,816.61865234375
chr28,1500000,1700000,868.46142578125
chr28,1600000,1700000,2658.37744140625
chr28,1700000,1700000,14861.3525390625
chr28,1000000,1800000,25.17228126525879
chr28,1100000,1800000,35.68318176269531
chr28,1200000,1800000,136.53578186035156
chr28,1300000,1800000,432.4620666503906
chr28,1400000,1800000,468.60797119140625
chr28,1500000,1800000,503.9938659667969
chr28,1600000,1800000,985.0780029296875
chr28,1700000,1800000,4772.6025390625
chr28,1800000,1800000,13696.0322265625
chr28,1000000,1900000,57.23705291748047
chr28,1100000,1900000,69.95377349853516
chr28,1200000,1900000,150.59194946289062
chr28,1300000,1900000,376.70147705078125
chr28,1400000,1900000,407.7016906738281
chr28,1500000,1900000,458.0887145996094
chr28,1600000,1900000,717.1506958007812
chr28,1700000,1900000,1711.335693359375
chr28,1800000,1900000,4047.1044921875
chr28,1900000,1900000,14233.8583984375
chr28,1000000,2000000,32.548057556152344
chr28,1100000,2000000,57.090904235839844
chr28,1200000,2000000,164.01004028320312
chr28,1300000,2000000,402.4601745605469
chr28,1400000,2000000,549.012451171875
chr28,1500000,2000000,545.0355224609375
chr28,1600000,2000000,745.8768920898438
chr28,1700000,2000000,1642.172607421875
chr28,1800000,2000000,3055.05859375
chr28,1900000,2000000,5569.7578125
chr28,2000000,2000000,13667.1962890625
chr28,1000000,2100000,46.12984848022461
chr28,1100000,2100000,41.61293411254883
chr28,1200000,2100000,124.54934692382812
chr28,1300000,2100000,385.29632568359375
chr28,1400000,2100000,401.5683898925781
chr28,1500000,2100000,423.7087707519531
chr28,1600000,2100000,700.7725219726562
chr28,1700000,2100000,1760.1087646484375
chr28,1800000,2100000,2680.107177734375
chr28,1900000,2100000,2353.968505859375
chr28,2000000,2100000,3642.253173828125
chr28,2100000,2100000,12213.955078125
chr28,1000000,2200000,39.242530822753906
chr28,1100000,2200000,21.63333511352539
chr28,1200000,2200000,99.63823699951172
chr28,1300000,2200000,230.87937927246094
chr28,1400000,2200000,315.9226379394531
chr28,1500000,2200000,364.8210754394531
chr28,1600000,2200000,482.32769775390625
chr28,1700000,2200000,968.4459838867188
chr28,1800000,2200000,1171.17041015625
chr28,1900000,2200000,1064.5263671875
chr28,2000000,2200000,1086.277587890625
chr28,2100000,2200000,3140.710693359375
chr28,2200000,2200000,16756.345703125
chr28,1000000,2300000,46.7581901550293
chr28,1100000,2300000,36.15407180786133
chr28,1200000,2300000,106.45730590820312
chr28,1300000,2300000,229.136474609375
chr28,1400000,2300000,226.9202423095703
chr28,1500000,2300000,251.52914428710938
chr28,1600000,2300000,374.2560729980469
chr28,1700000,2300000,507.8409423828125
chr28,1800000,2300000,460.6809997558594
chr28,1900000,2300000,525.0391235351562
chr28,2000000,2300000,546.3981323242188
chr28,2100000,2300000,1252.9403076171875
chr28,2200000,2300000,3595.742431640625
chr28,2300000,2300000,15176.6884765625
chr28,1000000,2400000,38.168739318847656
chr28,1100000,2400000,32.51850509643555
chr28,1200000,2400000,123.74897003173828
chr28,1300000,2400000,178.8882598876953
chr28,1400000,2400000,234.11663818359375
chr28,1500000,2400000,175.74020385742188
chr28,1600000,2400000,277.4320068359375
chr28,1700000,2400000,265.5077209472656
chr28,1800000,2400000,256.7455139160156
chr28,1900000,2400000,313.14471435546875
chr28,2000000,2400000,310.6347351074219
chr28,2100000,2400000,896.4432983398438
chr28,2200000,2400000,1098.530029296875
