chr,bin1_start,bin2_start,contact_count
chr28,1000000,1000000,21660.46484375
chr28,1000000,1100000,4076.8828125
chr28,1100000,1100000,19851.845703125
chr28,1000000,1200000,1415.27197265625
chr28,1100000,1200000,3149.7470703125
chr28,1200000,1200000,18084.7109375
chr28,1000000,1300000,411.11956787109375
chr28,1100000,1300000,505.7723083496094
chr28,1200000,1300000,1927.326904296875
chr28,1300000,1300000,14299.04296875
chr28,1000000,1400000,186.78977966308594
chr28,1100000,1400000,179.54547119140625
chr28,1200000,1400000,533.238037109375
chr28,1300000,1400000,2583.004150390625
chr28,1400000,1400000,14903.8876953125
chr28,1000000,1500000,130.7131805419922
chr28,1100000,1500000,164.5911865234375
chr28,1200000,1500000,463.9204406738281
chr28,1300000,1500000,1974.65771484375
chr28,1400000,1500000,4491.443359375
chr28,1500000,1500000,14971.1962890625
chr28,1000000,1600000,143.21966552734375
chr28,1100000,1600000,172.07261657714844
chr28,1200000,1600000,634.4661865234375
chr28,1300000,1600000,2951.802001953125
chr28,1400000,1600000,2344.1953125
chr28,1500000,1600000,3049.47119140625
chr28,1600000,1600000,12650.9365234375
chr28,1000000,1700000,58.82136154174805
chr28,1100000,1700000,77.47193908691406
chr28,1200000,1700000,221.2916717529297
chr28,1300000,1700000,791.792236328125
chr28,1400000,1700000,708.4612426757812
chr28,1500000,1700000,640.2296142578125
chr28,1600000,1700000,2074.6396484375
chr28,1700000,1700000,14025.5048828125
chr28,1000000,1800000,40.95943069458008
chr28,1100000,1800000,36.857852935791016
chr28,1200000,1800000,137.78651428222656
chr28,1300000,1800000,430.41253662109375
chr28,1400000,1800000,406.2998352050781
chr28,1500000,1800000,414.94293212890625
chr28,1600000,1800000,929.3561401367188
chr28,1700000,1800000,4021.3173828125
chr28,1800000,1800000,13016.21875
chr28,1000000,1900000,71.60774993896484
chr28,1100000,1900000,76.00276947021484
chr28,1200000,1900000,170.73434448242188
chr28,1300000,1900000,340.0721435546875
chr28,1400000,1900000,352.7624816894531
chr28,1500000,1900000,416.89794921875
chr28,1600000,1900000,707.7828979492188
chr28,1700000,1900000,1440.09521484375
chr28,1800000,1900000,3142.50927734375
chr28,1900000,1900000,13553.6513671875
chr28,1000000,2000000,93.54491424560547
chr28,1100000,2000000,84.61904907226562
chr28,1200000,2000000,191.5412139892578
chr28,1300000,2000000,448.9877014160156
chr28,1400000,2000000,520.399658203125
chr28,1500000,2000000,485.29119873046875
chr28,1600000,2000000,693.4600830078125
chr28,1700000,2000000,1387.24755859375
chr28,1800000,2000000,2302.08251953125
chr28,1900000,2000000,4389.1650390625
chr28,2000000,2000000,12904.5146484375
chr28,1000000,2100000,47.56159210205078
chr28,1100000,2100000,46.465232849121094
chr28,1200000,2100000,148.02737426757812
chr28,1300000,2100000,424.3480529785156
chr28,1400000,2100000,356.4474792480469
chr28,1500000,2100000,339.2049560546875
chr28,1600000,2100000,725.525634765625
chr28,1700000,2100000,1516.7171630859375
chr28,1800000,2100000,2033.5289306640625
chr28,1900000,2100000,1884.4298095703125
chr28,2000000,2100000,2807.04248046875
chr28,2100000,2100000,11574.138671875
chr28,1000000,2200000,50.995296478271484
chr28,1100000,2200000,41.977783203125
chr28,1200000,2200000,114.62692260742188
chr28,1300000,2200000,303.2232666015625
chr28,1400000,2200000,289.93670654296875
chr28,1500000,2200000,325.080078125
chr28,1600000,2200000,488.88214111328125
chr28,1700000,2200000,852.3076171875
chr28,1800000,2200000,985.706787109375
chr28,1900000,2200000,853.7245483398438
chr28,2000000,2200000,918.6546020507812
chr28,2100000,2200000,2634.230712890625
chr28,2200000,2200000,15212.70703125
chr28,1000000,2300000,47.15200424194336
chr28,1100000,2300000,42.3426513671875
chr28,1200000,2300000,108.01646423339844
chr28,1300000,2300000,192.6260223388672
chr28,1400000,2300000,231.6258087158203
chr28,1500000,2300000,225.9420623779297
chr28,1600000,2300000,330.0799560546875
chr28,1700000,2300000,458.665771484375
chr28,1800000,2300000,494.5720520019531
chr28,1900000,2300000,431.6304626464844
chr28,2000000,2300000,524.4738159179688
chr28,2100000,2300000,1160.451171875
chr28,2200000,2300000,2755.820068359375
chr28,2300000,2300000,14018.654296875
chr28,1000000,2400000,28.772987365722656
chr28,1100000,2400000,29.00210189819336
chr28,1200000,2400000,100.6607437133789
chr28,1300000,2400000,148.5181884765625
chr28,1400000,2400000,189.57798767089844
chr28,1500000,2400000,166.6606903076172
chr28,1600000,2400000,207.83419799804688
chr28,1700000,2400000,225.32691955566406
chr28,1800000,2400000,259.7561950683594
chr28,1900000,2400000,240.425048828125
chr28,2000000,2400000,269.3531494140625
chr28,2100000,2400000,773.1796264648438
chr28,2200000,2400000,888.6907958984375
chr28,2300000,2400000,2730.69189453125
chr28,2400000,2400000,14691.2919921875
chr28,1000000,2500000,32.226688385009766
chr28,1100000,2500000,36.0023307800293
chr28,1200000,2500000,102.93956756591797
chr28,1300000,2500000,122.31268310546875
chr28,1400000,2500000,124.22769927978516
chr28,1500000,2500000,114.33258819580078
chr28,1600000,2500000,170.98199462890625
chr28,1700000,2500000,210.2101593017578
chr28,1800000,2500000,185.1407470703125
chr28,1900000,2500000,207.78607177734375
chr28,2000000,2500000,203.58126831054688
chr28,2100000,2500000,423.93719482421875
chr28,2200000,2500000,669.6017456054688
chr28,2300000,2500000,1754.7044677734375
chr28,2400000,2500000,3689.05517578125
chr28,2500000,2500000,12484.2392578125
chr28,1000000,2600000,47.91699981689453
chr28,1100000,2600000,63.861427307128906
chr28,1200000,2600000,100.62152099609375
chr28,1300000,2600000,118.81745910644531
chr28,1400000,2600000,88.2688980102539
chr28,1500000,2600000,112.25269317626953
chr28,1600000,2600000,120.3996810913086
chr28,1700000,2600000,106.29004669189453
chr28,1800000,2600000,110.87699890136719
chr28,1900000,2600000,127.1283950805664
chr28,2000000,2600000,143.8667755126953
chr28,2100000,2600000,184.5858154296875
chr28,2200000,2600000,313.623779296875
chr28,2300000,2600000,681.0148315429688
chr28,2400000,2600000,864.8292846679688
chr28,2500000,2600000,2557.807373046875
chr28,2600000,2600000,13478.6806640625
chr28,1000000,2700000,69.56961059570312
chr28,1100000,2700000,76.66845703125
