gene_name,gene_id,gene_start,gene_end,chromosome,peak_start,peak_end,chromosome_nc,name,score,strand,signalValue,pValue,qValue,peak
GAB4,gene-GAB4,1024325,1073723,chr19,1027724,1027830,NC_023660.1,2803_004_autosomes_peak_92367,44,.,4.89857,6.57994,4.47868,46
GAB4,gene-GAB4,1024325,1073723,chr19,1030556,1030658,NC_023660.1,2803_004_autosomes_peak_92368,18,.,3.26571,3.62938,1.85363,12
LOC103223590,gene-LOC103223590,1088328,1123505,chr19,1099944,1100331,NC_023660.1,2803_004_autosomes_peak_92369,111,.,8.16428,13.6139,11.1449,193
LOC103223590,gene-LOC103223590,1088328,1123505,chr19,1117487,1117756,NC_023660.1,2803_004_autosomes_peak_92370,26,.,3.81,4.55861,2.65564,124
LOC103223590,gene-LOC103223590,1088328,1123505,chr19,1120868,1122365,NC_023660.1,2803_004_autosomes_peak_92371a,87,.,7.07571,11.134,8.76481,132
LOC103223590,gene-LOC103223590,1088328,1123505,chr19,1120868,1122365,NC_023660.1,2803_004_autosomes_peak_92371b,76,.,6.53143,9.9408,7.62777,403
LOC103223590,gene-LOC103223590,1088328,1123505,chr19,1120868,1122365,NC_023660.1,2803_004_autosomes_peak_92371c,382,.,18.5057,41.4458,38.2851,663
LOC103222863,gene-LOC103222863,1121427,1257156,chr19,1120868,1122365,NC_023660.1,2803_004_autosomes_peak_92371a,87,.,7.07571,11.134,8.76481,132
LOC103222863,gene-LOC103222863,1121427,1257156,chr19,1120868,1122365,NC_023660.1,2803_004_autosomes_peak_92371b,76,.,6.53143,9.9408,7.62777,403
LOC103222863,gene-LOC103222863,1121427,1257156,chr19,1120868,1122365,NC_023660.1,2803_004_autosomes_peak_92371c,382,.,18.5057,41.4458,38.2851,663
LOC103222863,gene-LOC103222863,1121427,1257156,chr19,1221932,1222064,NC_023660.1,2803_004_autosomes_peak_92372,18,.,3.26571,3.62938,1.85363,20
IL17RA,gene-IL17RA,1288106,1319023,chr19,1287340,1289092,NC_023660.1,2803_004_autosomes_peak_92374a,76,.,6.53143,9.9408,7.62777,527
IL17RA,gene-IL17RA,1288106,1319023,chr19,1287340,1289092,NC_023660.1,2803_004_autosomes_peak_92374b,231,.,13.0629,25.9928,23.1672,678
IL17RA,gene-IL17RA,1288106,1319023,chr19,1287340,1289092,NC_023660.1,2803_004_autosomes_peak_92374c,335,.,16.8729,36.6583,33.5953,866
IL17RA,gene-IL17RA,1288106,1319023,chr19,1307380,1308185,NC_023660.1,2803_004_autosomes_peak_92375,76,.,6.53143,9.9408,7.62777,76
IL17RA,gene-IL17RA,1288106,1319023,chr19,1309643,1309815,NC_023660.1,2803_004_autosomes_peak_92376,18,.,3.26571,3.62938,1.85363,113
IL17RA,gene-IL17RA,1288106,1319023,chr19,1311454,1312729,NC_023660.1,2803_004_autosomes_peak_92377a,44,.,4.89857,6.57994,4.47868,410
IL17RA,gene-IL17RA,1288106,1319023,chr19,1311454,1312729,NC_023660.1,2803_004_autosomes_peak_92377b,54,.,5.44286,7.66058,5.47972,732
CECR6,gene-CECR6,1321527,1325003,chr19,1322776,1323041,NC_023660.1,2803_004_autosomes_peak_92378,35,.,4.35428,5.54425,3.53438,106
CECR6,gene-CECR6,1321527,1325003,chr19,1323250,1323646,NC_023660.1,2803_004_autosomes_peak_92379,44,.,4.89857,6.57994,4.47868,378
CECR6,gene-CECR6,1321527,1325003,chr19,1323945,1324223,NC_023660.1,2803_004_autosomes_peak_92380,44,.,4.89857,6.57994,4.47868,98
CECR6,gene-CECR6,1321527,1325003,chr19,1324743,1325377,NC_023660.1,2803_004_autosomes_peak_92381,87,.,7.07571,11.134,8.76481,162
CECR5,gene-CECR5,1344943,1365791,chr19,1353749,1353860,NC_023660.1,2803_004_autosomes_peak_92383,18,.,3.26571,3.62938,1.85363,49
CECR5,gene-CECR5,1344943,1365791,chr19,1364425,1366567,NC_023660.1,2803_004_autosomes_peak_92384a,668,.,27.7586,70.481,66.8208,756
CECR5,gene-CECR5,1344943,1365791,chr19,1364425,1366567,NC_023660.1,2803_004_autosomes_peak_92384b,739,.,29.9357,77.7031,73.9354,835
CECR5,gene-CECR5,1344943,1365791,chr19,1364425,1366567,NC_023660.1,2803_004_autosomes_peak_92384c,246,.,13.6071,27.4684,24.6074,1226
CECR5,gene-CECR5,1344943,1365791,chr19,1364425,1366567,NC_023660.1,2803_004_autosomes_peak_92384d,217,.,12.5186,24.5348,21.7456,1374
CECR5,gene-CECR5,1344943,1365791,chr19,1364425,1366567,NC_023660.1,2803_004_autosomes_peak_92384e,246,.,13.6071,27.4684,24.6074,1477
LOC103223591,gene-LOC103223591,1542960,1572545,chr19,1571614,1571775,NC_023660.1,2803_004_autosomes_peak_92389,26,.,3.81,4.55861,2.65564,48
CECR2,gene-CECR2,1578349,1777262,chr19,1607931,1608038,NC_023660.1,2803_004_autosomes_peak_92391,26,.,3.81,4.55861,2.65564,90
CECR2,gene-CECR2,1578349,1777262,chr19,1752243,1752726,NC_023660.1,2803_004_autosomes_peak_92392,35,.,4.35428,5.54425,3.53438,239
CECR2,gene-CECR2,1578349,1777262,chr19,1761939,1762055,NC_023660.1,2803_004_autosomes_peak_92393,18,.,3.26571,3.62938,1.85363,84
SLC25A18,gene-SLC25A18,1781128,1805237,chr19,1788976,1789609,NC_023660.1,2803_004_autosomes_peak_92395,44,.,4.89857,6.57994,4.47868,227
SLC25A18,gene-SLC25A18,1781128,1805237,chr19,1799100,1799331,NC_023660.1,2803_004_autosomes_peak_92396,26,.,3.81,4.55861,2.65564,175
ATP6V1E1,gene-ATP6V1E1,1808336,1840567,chr19,1811559,1811711,NC_023660.1,2803_004_autosomes_peak_92397,18,.,3.26571,3.62938,1.85363,36
ATP6V1E1,gene-ATP6V1E1,1808336,1840567,chr19,1839818,1840869,NC_023660.1,2803_004_autosomes_peak_92398,382,.,18.5057,41.4458,38.2851,559
BCL2L13,gene-BCL2L13,1854382,1944356,chr19,1860134,1861942,NC_023660.1,2803_004_autosomes_peak_92400a,162,.,10.3414,18.8957,16.2575,302
BCL2L13,gene-BCL2L13,1854382,1944356,chr19,1860134,1861942,NC_023660.1,2803_004_autosomes_peak_92400b,496,.,22.3157,53.0418,49.6657,634
BCL2L13,gene-BCL2L13,1854382,1944356,chr19,1860134,1861942,NC_023660.1,2803_004_autosomes_peak_92400c,430,.,20.1386,46.3466,43.0909,827
BCL2L13,gene-BCL2L13,1854382,1944356,chr19,1875017,1875248,NC_023660.1,2803_004_autosomes_peak_92401,26,.,3.81,4.55861,2.65564,82
BCL2L13,gene-BCL2L13,1854382,1944356,chr19,1920056,1920812,NC_023660.1,2803_004_autosomes_peak_92402,189,.,11.43,21.675,18.9594,662
BCL2L13,gene-BCL2L13,1854382,1944356,chr19,1941881,1942009,NC_023660.1,2803_004_autosomes_peak_92403,18,.,3.26571,3.62938,1.85363,31
BID,gene-BID,1949550,1983693,chr19,1952078,1952213,NC_023660.1,2803_004_autosomes_peak_92404,18,.,3.26571,3.62938,1.85363,12
BID,gene-BID,1949550,1983693,chr19,1952777,1952928,NC_023660.1,2803_004_autosomes_peak_92405,18,.,3.26571,3.62938,1.85363,83
BID,gene-BID,1949550,1983693,chr19,1953158,1954577,NC_023660.1,2803_004_autosomes_peak_92406a,65,.,5.98714,8.78202,6.53109,769
BID,gene-BID,1949550,1983693,chr19,1953158,1954577,NC_023660.1,2803_004_autosomes_peak_92406b,54,.,5.44286,7.66058,5.47972,1237
BID,gene-BID,1949550,1983693,chr19,1958152,1958645,NC_023660.1,2803_004_autosomes_peak_92407,54,.,5.44286,7.66058,5.47972,196
BID,gene-BID,1949550,1983693,chr19,1971680,1971950,NC_023660.1,2803_004_autosomes_peak_92408,35,.,4.35428,5.54425,3.53438,150
BID,gene-BID,1949550,1983693,chr19,1972279,1972380,NC_023660.1,2803_004_autosomes_peak_92409,26,.,3.81,4.55861,2.65564,75
BID,gene-BID,1949550,1983693,chr19,1978573,1979924,NC_023660.1,2803_004_autosomes_peak_92410a,149,.,9.79714,17.5389,14.9404,459
BID,gene-BID,1949550,1983693,chr19,1978573,1979924,NC_023660.1,2803_004_autosomes_peak_92410b,54,.,5.44286,7.66058,5.47972,1044
