gene_name,gene_id,start,end,chromosome,chromosome_nc,structure_start_id,structure_end_id,start_pos,start_x,start_y,start_z,end_pos,end_x,end_y,end_z,middle,middle_x,middle_y,middle_z,middle_percent,middle_pos
WASH1,gene-WASH1,10075,27633,chr11,NC_023652.1,0,1,"[35.224994245000005, -65.1643241275, 11.6076985125]",35.224994245000005,-65.1643241275,11.6076985125,"[35.2316065878, -65.1074660561, 11.774736545500001]",35.2316065878,-65.1074660561,11.774736545500001,18854,35.2316065878,-65.1074660561,11.774736545500001,27.633000000000003,"[35.2316065878, -65.1074660561, 11.774736545500001]"
LOC103218342,gene-LOC103218342,19835,20826,chr11,NC_023652.1,0,1,"[35.228669861, -65.1327183195, 11.700550272500001]",35.228669861,-65.1327183195,11.700550272500001,"[35.2290430716, -65.1295091642, 11.709978151000001]",35.2290430716,-65.1295091642,11.709978151000001,20330,35.2290430716,-65.1295091642,11.709978151000001,20.826,"[35.2290430716, -65.1295091642, 11.709978151000001]"
IQSEC3,gene-IQSEC3,69565,179968,chr11,NC_023652.1,0,2,"[35.247398179, -64.9716776605, 12.1736566275]",35.247398179,-64.9716776605,12.1736566275,"[35.2889759488, -64.6141596256, 13.223975568]",35.2889759488,-64.6141596256,13.223975568,124766,35.2889759488,-64.6141596256,13.223975568,89.984,"[35.2889759488, -64.6141596256, 13.223975568]"
LOC103218346,gene-LOC103218346,104228,125739,chr11,NC_023652.1,1,2,"[35.2604522648, -64.8594284676, 12.503423078]",35.2604522648,-64.8594284676,12.503423078,"[35.2685533074, -64.7897693963, 12.7080679765]",35.2685533074,-64.7897693963,12.7080679765,114983,35.2685533074,-64.7897693963,12.7080679765,25.739,"[35.2685533074, -64.7897693963, 12.7080679765]"
LOC103218852,gene-LOC103218852,189868,192745,chr11,NC_023652.1,1,2,"[35.2927042888, -64.5821004556, 13.318159218]",35.2927042888,-64.5821004556,13.318159218,"[35.293787767, -64.5727838665, 13.3455295575]",35.293787767,-64.5727838665,13.3455295575,191306,35.293787767,-64.5727838665,13.3455295575,92.745,"[35.293787767, -64.5727838665, 13.3455295575]"
SLC6A12,gene-SLC6A12,192590,223809,chr11,NC_023652.1,1,3,"[35.231870015, -64.71210599, 12.4515753255]",35.231870015,-64.71210599,12.4515753255,"[35.2227696765, -64.657816149, 12.44765578005]",35.2227696765,-64.657816149,12.44765578005,208199,35.2227696765,-64.657816149,12.44765578005,61.9045,"[35.2227696765, -64.657816149, 12.44765578005]"
SLC6A13,gene-SLC6A13,223912,274499,chr11,NC_023652.1,2,3,"[35.2735740448, -64.5435582936, 13.1810588848]",35.2735740448,-64.5435582936,13.1810588848,"[35.2250307596, -64.53143258969999, 12.6870970646]",35.2250307596,-64.53143258969999,12.6870970646,249205,35.2250307596,-64.53143258969999,12.6870970646,74.49900000000001,"[35.2250307596, -64.53143258969999, 12.6870970646]"
LOC103218349,gene-LOC103218349,226462,227717,chr11,NC_023652.1,2,3,"[35.2711270648, -64.54294705859999, 13.156159154800001]",35.2711270648,-64.54294705859999,13.156159154800001,"[35.2699227668, -64.5426462351, 13.143904581800001]",35.2699227668,-64.5426462351,13.143904581800001,227089,35.2699227668,-64.5426462351,13.143904581800001,27.717000000000002,"[35.2699227668, -64.5426462351, 13.143904581800001]"
KDM5A,gene-KDM5A,285206,381481,chr11,NC_023652.1,2,4,"[34.8271840505, -64.3837006596, 12.8341948928]",34.8271840505,-64.3837006596,12.8341948928,"[34.29687728175, -64.1965998246, 12.1784466128]",34.29687728175,-64.1965998246,12.1784466128,333343,34.29687728175,-64.1965998246,12.1784466128,90.7405,"[34.29687728175, -64.1965998246, 12.1784466128]"
LOC103218352,gene-LOC103218352,312657,314500,chr11,NC_023652.1,3,4,"[35.073269816700005, -64.4791586553, 12.3892618254]",35.073269816700005,-64.4791586553,12.3892618254,"[35.054734950000004, -64.47243705, 12.3821519]",35.054734950000004,-64.47243705,12.3821519,313578,35.054734950000004,-64.47243705,12.3821519,14.499999999999998,"[35.054734950000004, -64.47243705, 12.3821519]"
