gene_name,gene_id,start,end,chromosome,chromosome_nc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ZNF596,gene-ZNF596,29165,50523,chr8,NC_023649.1,30.7874927844419,0.349260208870237,0.436116443683186,0.80084164201787,0.423223328186468,0.575348232356168
LOC103215255,gene-LOC103215255,152632,156049,chr8,NC_023649.1,0.0,NA,NA,NA,NA,NA
LOC103215708,gene-LOC103215708,180696,184652,chr8,NC_023649.1,0.423218341199098,-1.7116178658603,3.68763825246892,-0.464150154835375,0.642540170144425,NA
FBXO25,gene-FBXO25,183147,247701,chr8,NC_023649.1,10.3401226736446,-0.131677368394865,0.781599411486223,-0.1684716831407,0.866212218832954,0.917696636090365
TDRP,gene-TDRP,267302,323918,chr8,NC_023649.1,55.6620962465192,-0.149195170104438,0.337346475652448,-0.442260942005948,0.658300391030561,0.775198410416299
LOC103215259,gene-LOC103215259,442403,442969,chr8,NC_023649.1,0.318801072132652,-1.8354782743944,4.7734254369537,-0.384520151961516,0.700592962708244,NA
ERICH1,gene-ERICH1,444997,504020,chr8,NC_023649.1,70.3724736164218,-0.0441396251492739,0.322255610360284,-0.136970850871845,0.891053835556443,0.934064734527244
LOC103215265,gene-LOC103215265,510361,1256653,chr8,NC_023649.1,NA,NA,NA,NA,NA,NA
LOC103215264,gene-LOC103215264,729126,730932,chr8,NC_023649.1,NA,NA,NA,NA,NA,NA
LOC103215263,gene-LOC103215263,742787,749463,chr8,NC_023649.1,0.279415279237701,-0.667859907372313,4.66410938695932,-0.143191304483472,0.886139097071786,NA
LOC103215262,gene-LOC103215262,784563,795160,chr8,NC_023649.1,0.0,NA,NA,NA,NA,NA
LOC103215261,gene-LOC103215261,844459,845283,chr8,NC_023649.1,NA,NA,NA,NA,NA,NA
LOC103215260,gene-LOC103215260,1229065,1230171,chr8,NC_023649.1,0.0600594768017935,0.0,5.39771667961966,0.0,1.0,NA
LOC103215267,gene-LOC103215267,1298741,1302037,chr8,NC_023649.1,1.00699240696332,2.19225763768857,2.55094970462222,0.859388812612138,0.390126039834392,NA
LOC103215268,gene-LOC103215268,1304284,1380010,chr8,NC_023649.1,0.0,NA,NA,NA,NA,NA
CLN8,gene-CLN8,1424402,1445505,chr8,NC_023649.1,70.17036161527,0.711967608760431,0.30564980973197,2.32935727781008,0.0198401463415463,0.0538891744023597
LOC103215270,gene-LOC103215270,1474829,1478401,chr8,NC_023649.1,0.0582969892562653,0.0,5.39771667960557,0.0,1.0,NA
ARHGEF10,gene-ARHGEF10,1487076,1620387,chr8,NC_023649.1,344.806137039054,0.425606425204416,0.154946588469499,2.74679442386172,0.0060180843082281,0.0195886019374484
LOC103215272,gene-LOC103215272,1566746,1567298,chr8,NC_023649.1,0.0,NA,NA,NA,NA,NA
LOC103215277,gene-LOC103215277,1634347,1661024,chr8,NC_023649.1,2.32752250445469,2.68463331940564,1.71624754206448,1.5642459806097,0.117759812779891,0.224837842332859
MYOM2,gene-MYOM2,1634917,1809804,chr8,NC_023649.1,2.87087817920403,1.2912623639723,1.45631330973918,0.886665221925053,0.375259167730299,0.528569407669531
KBTBD11,gene-KBTBD11,1661069,1664158,chr8,NC_023649.1,18.4392909799331,-0.288452344716093,0.580326973581079,-0.497051417300342,0.619152793108496,0.746237744623057
LOC103215711,gene-LOC103215711,1949341,1950591,chr8,NC_023649.1,0.0,NA,NA,NA,NA,NA
CSMD1,gene-CSMD1,2806358,4821568,chr8,NC_023649.1,0.468007015181008,2.50827382435471,4.17262156259985,0.601126602718285,0.547755665878826,NA
LOC103215280,gene-LOC103215280,3909254,3912672,chr8,NC_023649.1,0.0925140410904046,0.0,5.39771667958253,0.0,1.0,NA
LOC103215279,gene-LOC103215279,4670851,4673448,chr8,NC_023649.1,0.0,NA,NA,NA,NA,NA
LOC103215282,gene-LOC103215282,4877454,4885024,chr8,NC_023649.1,0.0898963606928256,2.05129431190306,5.37575570581263,0.381582501914115,0.70277106532632,NA
LOC103215284,gene-LOC103215284,4932896,4943944,chr8,NC_023649.1,0.0,NA,NA,NA,NA,NA
LOC103215287,gene-LOC103215287,5201500,5242246,chr8,NC_023649.1,NA,NA,NA,NA,NA,NA
LOC103215285,gene-LOC103215285,5242905,5244029,chr8,NC_023649.1,207.081010459399,-0.235648198485291,0.190550017065917,-1.23667372018011,0.216208238909288,0.354368260598252
LOC103215288,gene-LOC103215288,5811791,5881628,chr8,NC_023649.1,0.0,NA,NA,NA,NA,NA
MCPH1,gene-MCPH1,6190272,6425683,chr8,NC_023649.1,223.3918354205,0.704276894479264,0.18368355734248,3.83418583932438,0.0001259808711567,0.0006437453914258
ANGPT2,gene-ANGPT2,6283619,6345320,chr8,NC_023649.1,0.0,NA,NA,NA,NA,NA
LOC103215293,gene-LOC103215293,6391864,6403747,chr8,NC_023649.1,0.926868335008651,-0.189666785987353,2.62393701524748,-0.0722832845777986,0.942376466870886,NA
LOC103215292,gene-LOC103215292,6449002,6451344,chr8,NC_023649.1,3.51635198462596,1.00083634077412,1.33519757393404,0.749579208585022,0.453508176833589,0.603476839621808
AGPAT5,gene-AGPAT5,6488736,6541021,chr8,NC_023649.1,524.977672628671,0.419785176805073,0.130670625527163,3.21254432747633,0.0013156484416161,0.005183661174575
XKR5,gene-XKR5,6589913,6616045,chr8,NC_023649.1,16.1914542146747,-0.388857058563741,0.645503896993684,-0.602408537539078,0.546902228394057,0.685684672453122
LOC103215299,gene-LOC103215299,6598303,6600264,chr8,NC_023649.1,0.0,NA,NA,NA,NA,NA
LOC103215298,gene-LOC103215298,6614451,6672223,chr8,NC_023649.1,1.06819967467587,-2.33104970963855,2.34939563672338,-0.992191214285891,0.321104257467819,NA
DEFB1,gene-DEFB1,6643753,6652209,chr8,NC_023649.1,17.6865429630608,-1.78074562820303,0.642447953867323,-2.77181305891557,0.0055745040347022,0.018363203700189
LOC103215301,gene-LOC103215301,6700091,6702445,chr8,NC_023649.1,0.126493504754165,0.0,5.39771667955942,0.0,1.0,NA
LOC103215302,gene-LOC103215302,6706032,6708712,chr8,NC_023649.1,0.557989337692251,1.04162328030499,3.51292017370499,0.296512083622559,0.766839040263469,NA
LOC103215303,gene-LOC103215303,6766157,6767928,chr8,NC_023649.1,44.8694668939319,-2.16274332658705,0.438818629503603,-4.92855859158389,8.28384929441728e-07,6.55758137491528e-06
DEFA1,gene-DEFA1,6773316,6778688,chr8,NC_023649.1,1.1989409535748,-0.357392198775219,2.48042575241019,-0.14408502186689,0.885433332119657,NA
LOC103215306,gene-LOC103215306,6839307,6848514,chr8,NC_023649.1,NA,NA,NA,NA,NA,NA
LOC103215307,gene-LOC103215307,6855528,6864019,chr8,NC_023649.1,0.0,NA,NA,NA,NA,NA
DEFB4B,gene-DEFB4B,6882136,6886527,chr8,NC_023649.1,0.0,NA,NA,NA,NA,NA
LOC103215309,gene-LOC103215309,6894312,6896237,chr8,NC_023649.1,0.0,NA,NA,NA,NA,NA
LOC103215317,gene-LOC103215317,6915874,7060978,chr8,NC_023649.1,3.25639931274557,0.440196035107272,1.24757385277255,0.352841664747142,0.724207146164915,0.822068329785617
LOC103215316,gene-LOC103215316,6953163,6955458,chr8,NC_023649.1,0.0,NA,NA,NA,NA,NA
LOC103215315,gene-LOC103215315,6961368,6967106,chr8,NC_023649.1,0.207539694549736,0.0,5.39771667958226,0.0,1.0,NA
LOC103215314,gene-LOC103215314,6991540,7004640,chr8,NC_023649.1,1.43803551948462,-0.214242587164298,1.96519361599066,-0.109018564593849,0.913187765680147,NA
LOC103215312,gene-LOC103215312,7019619,7022867,chr8,NC_023649.1,0.267312046540955,0.0,5.18313978422953,0.0,1.0,NA
FAM90A1,gene-FAM90A1,7022338,7025445,chr8,NC_023649.1,0.12313990272273,0.0,5.39771667958965,0.0,1.0,NA
CTSB,gene-CTSB,7246076,7269655,chr8,NC_023649.1,778.626988194604,-1.30610770052883,0.127505994786437,-10.2435003367212,1.26572457516157e-24,5.43996494110017e-23
FDFT1,gene-FDFT1,7272580,7306859,chr8,NC_023649.1,NA,NA,NA,NA,NA,NA
NEIL2,gene-NEIL2,7319721,7338683,chr8,NC_023649.1,0.0,NA,NA,NA,NA,NA
GATA4,gene-GATA4,7348145,7432574,chr8,NC_023649.1,0.0,NA,NA,NA,NA,NA
LOC103215324,gene-LOC103215324,7367178,7368885,chr8,NC_023649.1,0.0,NA,NA,NA,NA,NA
BLK,gene-BLK,7547200,7618645,chr8,NC_023649.1,0.0339794636637609,0.0,5.39771667960081,0.0,1.0,NA
FAM167A,gene-FAM167A,7644276,7689571,chr8,NC_023649.1,NA,NA,NA,NA,NA,NA
LOC103215330,gene-LOC103215330,7742425,7762078,chr8,NC_023649.1,0.0,NA,NA,NA,NA,NA
MTMR9,gene-MTMR9,7778065,7821433,chr8,NC_023649.1,511.367826459946,0.141088126411563,0.138829435109289,1.0162695418338,0.309501048561107,0.460228984265578
XKR6,gene-XKR6,7908454,8203995,chr8,NC_023649.1,9.84030517129615,0.0115326861695321,0.782136374812003,0.0147451090895807,0.988235531413294,0.992892170292116
LOC103215336,gene-LOC103215336,7944533,7996274,chr8,NC_023649.1,91.1357756909737,-0.256949420059736,0.299888848445756,-0.856815521455488,0.391546846231062,0.544609034771013
LOC103215335,gene-LOC103215335,8242087,8248783,chr8,NC_023649.1,0.207539694549736,0.0,5.39771667958226,0.0,1.0,NA
LOC103215334,gene-LOC103215334,8253650,8259522,chr8,NC_023649.1,0.241281570043119,0.0,5.34206003672572,0.0,1.0,NA
